observation_id,subject_kind,subject_id,axis,measure,flow_type,basis,value,value_low,value_high,unit,currency,own_status,indicator_code,line_id,method,method_version,recorded_at,status,supersedes,notes
observation-zaf-register-gr009-2026-03-30,agreement,agreement-zaf-register-gr009,money,amount,,unknown,20000000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-80,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr009-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR009"
observation-zaf-register-gr011-2026-03-30,agreement,agreement-zaf-register-gr011,money,amount,,unknown,23130000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-81,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr011-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR011"
observation-zaf-register-gr012-2026-03-30,agreement,agreement-zaf-register-gr012,money,amount,,unknown,15500000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-82,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr012-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR012"
observation-zaf-register-gr013-2026-03-30,agreement,agreement-zaf-register-gr013,money,amount,,unknown,11000000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-83,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr013-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR013"
observation-zaf-register-gr014-2026-03-30,agreement,agreement-zaf-register-gr014,money,amount,,unknown,10000000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-84,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr014-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR014"
observation-zaf-register-gr014b-2026-03-30,agreement,agreement-zaf-register-gr014b,money,amount,,unknown,5000000,,,EUR,EUR,announced,,zaf-jet-investment-register-q1-2026-overall-data-85,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr014b-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR014b"
observation-zaf-register-gr015-2026-03-30,agreement,agreement-zaf-register-gr015,money,amount,,unknown,12500000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-86,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr015-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR015"
observation-zaf-register-gr016-2026-03-30,agreement,agreement-zaf-register-gr016,money,amount,,unknown,6000000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-87,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr016-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR016"
observation-zaf-register-gr017-2026-03-30,agreement,agreement-zaf-register-gr017,money,amount,,unknown,5000000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-88,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr017-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR017"
observation-zaf-register-gr018-2026-03-30,agreement,agreement-zaf-register-gr018,money,amount,,unknown,332000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-89,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr018-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR018"
observation-zaf-register-gr019-2026-03-30,agreement,agreement-zaf-register-gr019,money,amount,,unknown,216601.87,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-90,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr019-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR019"
observation-zaf-register-gr020-2026-03-30,agreement,agreement-zaf-register-gr020,money,amount,,unknown,30000000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-91,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr020-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR020*"
observation-zaf-register-gr021-2026-03-30,agreement,agreement-zaf-register-gr021,money,amount,,unknown,30274541.63,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-92,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr021-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR021"
observation-zaf-register-gr022-2026-03-30,agreement,agreement-zaf-register-gr022,money,amount,,unknown,5968202.02,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-93,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr022-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR022"
observation-zaf-register-gr023-2026-03-30,agreement,agreement-zaf-register-gr023,money,amount,,unknown,1500000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-94,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr023-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR023"
observation-zaf-register-gr024-2026-03-30,agreement,agreement-zaf-register-gr024,money,amount,,unknown,3750000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-95,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr024-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR024"
observation-zaf-register-gr025-2026-03-30,agreement,agreement-zaf-register-gr025,money,amount,,unknown,200000000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-96,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr025-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR025"
observation-zaf-register-gr026-2026-03-30,agreement,agreement-zaf-register-gr026,money,amount,,unknown,150000000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-97,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr026-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR026"
observation-zaf-register-gr026b-2026-03-30,agreement,agreement-zaf-register-gr026b,money,amount,,unknown,500000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-98,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr026b-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR026b"
observation-zaf-register-gr027-2026-03-30,agreement,agreement-zaf-register-gr027,money,amount,,unknown,120000000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-99,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr027-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR027"
observation-zaf-register-gr028-2026-03-30,agreement,agreement-zaf-register-gr028,money,amount,,unknown,200000000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-100,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr028-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR028"
observation-zaf-register-gr028b-2026-03-30,agreement,agreement-zaf-register-gr028b,money,amount,,unknown,500000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-101,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr028b-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR028b"
observation-zaf-register-gr029-2026-03-30,agreement,agreement-zaf-register-gr029,money,amount,,unknown,200000000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-102,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr029-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR029"
observation-zaf-register-gr029b-2026-03-30,agreement,agreement-zaf-register-gr029b,money,amount,,unknown,500000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-103,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr029b-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR029b"
observation-zaf-register-gr030-2026-03-30,agreement,agreement-zaf-register-gr030,money,amount,,unknown,17000000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-104,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr030-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR030"
observation-zaf-register-gr031-2026-03-30,agreement,agreement-zaf-register-gr031,money,amount,,unknown,800000000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-105,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr031-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR031"
observation-zaf-register-gr032-2026-03-30,agreement,agreement-zaf-register-gr032,money,amount,,unknown,11000000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-106,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr032-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR032"
observation-zaf-register-gr033-2026-03-30,agreement,agreement-zaf-register-gr033,money,amount,,unknown,4000000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-107,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr033-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR033"
observation-zaf-register-gr034-2026-03-30,agreement,agreement-zaf-register-gr034,money,amount,,unknown,6000000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-108,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr034-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR034"
observation-zaf-register-gr035-2026-03-30,agreement,agreement-zaf-register-gr035,money,amount,,unknown,11000000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-109,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr035-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR035"
observation-zaf-register-gr036-2026-03-30,agreement,agreement-zaf-register-gr036,money,amount,,unknown,5000000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-110,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr036-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR036"
observation-zaf-register-gr037-2026-03-30,agreement,agreement-zaf-register-gr037,money,amount,,unknown,3645000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-111,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr037-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR037"
observation-zaf-register-gr038-2026-03-30,agreement,agreement-zaf-register-gr038,money,amount,,unknown,490000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-112,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr038-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR038"
observation-zaf-register-gr039-2026-03-30,agreement,agreement-zaf-register-gr039,money,amount,,unknown,500000000,,,EUR,EUR,announced,,zaf-jet-investment-register-q1-2026-overall-data-113,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr039-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR039"
observation-zaf-register-gr040-2026-03-30,agreement,agreement-zaf-register-gr040,money,amount,,unknown,200000000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-114,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr040-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR040"
observation-zaf-register-gr041-2026-03-30,agreement,agreement-zaf-register-gr041,money,amount,,unknown,500000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-115,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-gr041-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID GR041"
observation-zaf-register-nl001-1-2026-03-30,agreement,agreement-zaf-register-nl001-1,money,amount,,unknown,30000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-116,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-nl001-1-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID NL001.1"
observation-zaf-register-nl001-2-2026-03-30,agreement,agreement-zaf-register-nl001-2,money,amount,,unknown,10000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-117,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-nl001-2-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID NL001.2"
observation-zaf-register-nl001-3-2026-03-30,agreement,agreement-zaf-register-nl001-3,money,amount,,unknown,198000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-118,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-nl001-3-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID NL001.3"
observation-zaf-register-nl001-4-2026-03-30,agreement,agreement-zaf-register-nl001-4,money,amount,,unknown,24000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-119,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-nl001-4-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID NL001.4"
observation-zaf-register-nl001-5-2026-03-30,agreement,agreement-zaf-register-nl001-5,money,amount,,unknown,620000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-120,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-nl001-5-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID NL001.5"
observation-zaf-register-nl001-6-2026-03-30,agreement,agreement-zaf-register-nl001-6,money,amount,,unknown,930500,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-121,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-nl001-6-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID NL001.6"
observation-zaf-register-nl001-7-2026-03-30,agreement,agreement-zaf-register-nl001-7,money,amount,,unknown,24500,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-122,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-nl001-7-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID NL001.7"
observation-zaf-register-nl001-8-2026-03-30,agreement,agreement-zaf-register-nl001-8,money,amount,,unknown,14025,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-123,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-nl001-8-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID NL001.8"
observation-zaf-register-nl001-9-2026-03-30,agreement,agreement-zaf-register-nl001-9,money,amount,,unknown,39000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-124,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-nl001-9-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID NL001.9"
observation-zaf-register-nl002-2026-03-30,agreement,agreement-zaf-register-nl002,money,amount,,unknown,172759.78231292518,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-125,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-nl002-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID NL002"
observation-zaf-register-nl003-2026-03-30,agreement,agreement-zaf-register-nl003,money,amount,,unknown,1729400,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-126,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-nl003-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID NL003"
observation-zaf-register-nl004-2026-03-30,agreement,agreement-zaf-register-nl004,money,amount,,unknown,50000000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-127,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-nl004-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID NL004"
observation-zaf-register-nl005-2026-03-30,agreement,agreement-zaf-register-nl005,money,amount,,unknown,2000000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-128,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-nl005-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID NL005"
observation-zaf-register-nl006-2026-03-30,agreement,agreement-zaf-register-nl006,money,amount,,unknown,355606,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-129,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-nl006-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID NL006"
observation-zaf-register-nl007-2026-03-30,agreement,agreement-zaf-register-nl007,money,amount,,unknown,99417,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-130,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-nl007-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID NL007"
observation-zaf-register-nl008-2026-03-30,agreement,agreement-zaf-register-nl008,money,amount,,unknown,12500,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-131,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-nl008-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID NL008"
observation-zaf-register-nl009-2026-03-30,agreement,agreement-zaf-register-nl009,money,amount,,unknown,24762,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-132,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-nl009-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID NL009"
observation-zaf-register-nl010-2026-03-30,agreement,agreement-zaf-register-nl010,money,amount,,unknown,32500,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-133,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-nl010-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID NL010"
observation-zaf-register-nl011-2026-03-30,agreement,agreement-zaf-register-nl011,money,amount,,unknown,60000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-134,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-nl011-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID NL011"
observation-zaf-register-nl012-2026-03-30,agreement,agreement-zaf-register-nl012,money,amount,,unknown,27500000,,,EUR,EUR,signed,,zaf-jet-investment-register-q1-2026-overall-data-135,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-nl012-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID NL012"
observation-zaf-register-sw001-2026-03-30,agreement,agreement-zaf-register-sw001,money,amount,,unknown,1000000,,,CHF,CHF,signed,,zaf-jet-investment-register-q1-2026-overall-data-136,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-sw001-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID SW001"
observation-zaf-register-sw002-2026-03-30,agreement,agreement-zaf-register-sw002,money,amount,,unknown,2234710.28,,,CHF,CHF,signed,,zaf-jet-investment-register-q1-2026-overall-data-137,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-sw002-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID SW002"
observation-zaf-register-sw003-2026-03-30,agreement,agreement-zaf-register-sw003,money,amount,,unknown,7010000,,,CHF,CHF,signed,,zaf-jet-investment-register-q1-2026-overall-data-138,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-sw003-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID SW003"
observation-zaf-register-sw004-2026-03-30,agreement,agreement-zaf-register-sw004,money,amount,,unknown,4950000,,,CHF,CHF,signed,,zaf-jet-investment-register-q1-2026-overall-data-139,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-sw004-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID SW004"
observation-zaf-register-sw005-2026-03-30,agreement,agreement-zaf-register-sw005,money,amount,,unknown,1000000,,,CHF,CHF,signed,,zaf-jet-investment-register-q1-2026-overall-data-140,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-sw005-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID SW005"
observation-zaf-register-sw006-2026-03-30,agreement,agreement-zaf-register-sw006,money,amount,,unknown,8105000,,,CHF,CHF,signed,,zaf-jet-investment-register-q1-2026-overall-data-141,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-sw006-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID SW006"
observation-zaf-register-sw007-2026-03-30,agreement,agreement-zaf-register-sw007,money,amount,,unknown,1000000,,,CHF,CHF,signed,,zaf-jet-investment-register-q1-2026-overall-data-142,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-sw007-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID SW007"
observation-zaf-register-sw008-2026-03-30,agreement,agreement-zaf-register-sw008,money,amount,,unknown,3300000,,,CHF,CHF,signed,,zaf-jet-investment-register-q1-2026-overall-data-143,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-sw008-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID SW008"
observation-zaf-register-sw009-2026-03-30,agreement,agreement-zaf-register-sw009,money,amount,,unknown,6499999.999999999,,,CHF,CHF,signed,,zaf-jet-investment-register-q1-2026-overall-data-144,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-sw009-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID SW009"
observation-zaf-register-uk001-2026-03-30,agreement,agreement-zaf-register-uk001,money,amount,,unknown,5500000,,,USD,USD,signed,,zaf-jet-investment-register-q1-2026-overall-data-145,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-uk001-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID UK001"
observation-zaf-register-uk002-2026-03-30,agreement,agreement-zaf-register-uk002,money,amount,,unknown,1380000,,,USD,USD,signed,,zaf-jet-investment-register-q1-2026-overall-data-146,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-uk002-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID UK002"
observation-zaf-register-uk003-2026-03-30,agreement,agreement-zaf-register-uk003,money,amount,,unknown,94167,,,GBP,GBP,signed,,zaf-jet-investment-register-q1-2026-overall-data-147,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-uk003-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID UK003"
observation-zaf-register-uk005-2026-03-30,agreement,agreement-zaf-register-uk005,money,amount,,unknown,132383.56,,,GBP,GBP,signed,,zaf-jet-investment-register-q1-2026-overall-data-148,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-uk005-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID UK005"
observation-zaf-register-uk006-2026-03-30,agreement,agreement-zaf-register-uk006,money,amount,,unknown,346136,,,GBP,GBP,signed,,zaf-jet-investment-register-q1-2026-overall-data-149,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-uk006-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID UK006"
observation-zaf-register-uk007-2026-03-30,agreement,agreement-zaf-register-uk007,money,amount,,unknown,516249,,,GBP,GBP,signed,,zaf-jet-investment-register-q1-2026-overall-data-150,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-uk007-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID UK007"
observation-zaf-register-uk008-2026-03-30,agreement,agreement-zaf-register-uk008,money,amount,,unknown,1388519,,,GBP,GBP,signed,,zaf-jet-investment-register-q1-2026-overall-data-151,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-uk008-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID UK008"
observation-zaf-register-uk009-2026-03-30,agreement,agreement-zaf-register-uk009,money,amount,,unknown,1310078,,,GBP,GBP,signed,,zaf-jet-investment-register-q1-2026-overall-data-152,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-uk009-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID UK009"
observation-zaf-register-uk011-2026-03-30,agreement,agreement-zaf-register-uk011,money,amount,,unknown,253622,,,GBP,GBP,signed,,zaf-jet-investment-register-q1-2026-overall-data-153,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-uk011-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID UK011"
observation-zaf-register-uk012-2026-03-30,agreement,agreement-zaf-register-uk012,money,amount,,unknown,265000,,,GBP,GBP,signed,,zaf-jet-investment-register-q1-2026-overall-data-154,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-uk012-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID UK012"
observation-zaf-register-uk013-2026-03-30,agreement,agreement-zaf-register-uk013,money,amount,,unknown,18027,,,GBP,GBP,signed,,zaf-jet-investment-register-q1-2026-overall-data-155,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-uk013-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID UK013"
observation-zaf-register-uk014-2026-03-30,agreement,agreement-zaf-register-uk014,money,amount,,unknown,123104,,,GBP,GBP,signed,,zaf-jet-investment-register-q1-2026-overall-data-156,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-uk014-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID UK014"
observation-zaf-register-uk015-2026-03-30,agreement,agreement-zaf-register-uk015,money,amount,,unknown,150227,,,GBP,GBP,signed,,zaf-jet-investment-register-q1-2026-overall-data-157,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-uk015-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID UK015"
observation-zaf-register-uk016-2026-03-30,agreement,agreement-zaf-register-uk016,money,amount,,unknown,302849,,,GBP,GBP,signed,,zaf-jet-investment-register-q1-2026-overall-data-158,legacy_event,1,2026-09-24,accepted,,"Legacy event zaf-register-uk016-2026-03-30; source=zaf-jet-investment-register-q1-2026; locator=Overall - Data, Unique ID UK016"
