event_id,project_id,country,event_date,scope,financial_status,funder,window,instrument,amount_original,currency_original,amount_usd,conversion_method,source_id,document_sha256,locator,verification_status,notes
zaf-register-fr016-2026-03-30,zaf-register-fr016,ZAF,2023-01-01,jetp_strict,signed,France,JT-Mpumalanga,Grants,32000,EUR,34560,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID FR016",official_register,Status=D. Completed; project implementation status is not treated as disbursement evidence
zaf-register-fr017-2026-03-30,zaf-register-fr017,ZAF,2023-01-01,jetp_strict,signed,France,Skills,Grants,70000,EUR,75600,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID FR017",official_register,Status=D. Completed; project implementation status is not treated as disbursement evidence
zaf-register-fr019-2026-03-30,zaf-register-fr019,ZAF,2024-09-04,jetp_strict,signed,France,Skills,Grants,90000,EUR,97200,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID FR019",official_register,Status=C. Implementation Phase; Institutional / South African Partner=National Treasury / Asset and Liabilities Management unit; project implementation status is not treated as disbursement evidence
zaf-register-fr020-2026-03-30,zaf-register-fr020,ZAF,2024-11-01,jetp_strict,signed,France,JT-Mpumalanga,Grants,200000,EUR,216000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID FR020",official_register,Status=C. Implementation Phase; Institutional / South African Partner=JET-PMU; project implementation status is not treated as disbursement evidence
zaf-register-fr021-2026-03-30,zaf-register-fr021,ZAF,2026-03-30,jetp_strict,announced,France,JT-Mpumalanga,Grants,200000,EUR,216000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID FR021",official_register,Status=A. Planned; Institutional / South African Partner=JET-PMU; project implementation status is not treated as disbursement evidence
zaf-register-fr022-2026-03-30,zaf-register-fr022,ZAF,2023-01-01,jetp_strict,signed,France,JT-Mpumalanga,Grants,100000,EUR,108000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID FR022",official_register,Status=B. Approved; Institutional / South African Partner=Premier's office of Mpumalanga province; project implementation status is not treated as disbursement evidence
zaf-register-fp001-1-2026-03-30,zaf-register-fp001-1,ZAF,2026-03-30,jetp_strict,approved,JET Funding Platform,JT-Mpumalanga,Grants,13000000,ZAR,734463.2768361582,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID FP001.1",official_register,Status=C. Implementation Phase; project implementation status is not treated as disbursement evidence
zaf-register-fp001-2-2026-03-30,zaf-register-fp001-2,ZAF,2026-03-30,jetp_strict,approved,JET Funding Platform,Skills,Grants,20000000,ZAR,1129943.5028248588,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID FP001.2",official_register,Status=C. Implementation Phase; project implementation status is not treated as disbursement evidence
zaf-register-fp001-3-2026-03-30,zaf-register-fp001-3,ZAF,2026-03-30,jetp_strict,approved,JET Funding Platform,Skills,Grants,35500000,ZAR,2005649.7175141245,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID FP001.3",official_register,Status=C. Implementation Phase; project implementation status is not treated as disbursement evidence
zaf-register-fp001-4-2026-03-30,zaf-register-fp001-4,ZAF,2026-03-30,jetp_strict,approved,JET Funding Platform,JT-Mpumalanga,Grants,2529756,ZAR,142924.06779661018,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID FP001.4",official_register,Status=C. Implementation Phase; project implementation status is not treated as disbursement evidence
zaf-register-fp001-5-2026-03-30,zaf-register-fp001-5,ZAF,2026-03-30,jetp_strict,approved,JET Funding Platform,NEVs,Grants,385000,EUR,415800,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID FP001.5",official_register,Status=B. Approved; project implementation status is not treated as disbursement evidence
zaf-register-gr001-2026-03-30,zaf-register-gr001,ZAF,2022-12-13,jetp_strict,signed,Germany,Electricity,Grants,7000000,EUR,7560000.000000001,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR001",official_register,Status=C. Implementation Phase; Institutional / South African Partner=ESKOM; project implementation status is not treated as disbursement evidence
zaf-register-gr002-2026-03-30,zaf-register-gr002,ZAF,2021-11-01,jetp_strict,signed,Germany,Electricity,Grants,9500000,EUR,10260000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR002",official_register,"Status=D. Completed; Institutional / South African Partner=DMRE, Eskom, NT, SALGA, NERSA, Universities, NTCSA, SACN and the private sector; project implementation status is not treated as disbursement evidence"
zaf-register-gr003-2026-03-30,zaf-register-gr003,ZAF,2022-01-01,jetp_strict,signed,Germany,Electricity,Grants,15500000,EUR,16740000.000000002,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR003",official_register,"Status=D. Completed; Co-Financing: Name=SECO; Institutional / South African Partner=MoE/DEE, DFFE, Presidency, OV, NERSA, Eskom, NTCSA, SALGA, Municipalities; project implementation status is not treated as disbursement evidence"
zaf-register-gr004-2026-03-30,zaf-register-gr004,ZAF,2021-11-01,jetp_strict,signed,Germany,Green hydrogen,Grants,4069365,EUR,4394914.2,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR004",official_register,"Status=C. Implementation Phase; Institutional / South African Partner=Implementation partner: Agora Energiewende, DECHEMA, CSIR Additional partners: NBI, IDC, DMRE, IDC, DFFE, DPWI, SABS, HySA, SANEDI; project implementation status is not treated as disbursement evidence"
zaf-register-gr006-2026-03-30,zaf-register-gr006,ZAF,2024-01-01,jetp_strict,signed,Germany,Electricity,Grants,4500000,EUR,4860000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR006",official_register,"Status=C. Implementation Phase; Institutional / South African Partner=DMRE, NTCSA, NERSA, SALGA; project implementation status is not treated as disbursement evidence"
zaf-register-gr007-2026-03-30,zaf-register-gr007,ZAF,2022-06-01,jetp_strict,signed,Germany,JT-Mpumalanga,Grants,15000000,EUR,16200000.000000002,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR007",official_register,"Status=C. Implementation Phase; Institutional / South African Partner=JUST SA Consortium (including Green Cape, NBI, TIPS, Yes4Youth, WWF SA, GIZ); project implementation status is not treated as disbursement evidence"
zaf-register-gr008-2026-03-30,zaf-register-gr008,ZAF,2022-01-01,jetp_strict,signed,Germany,Electricity,Grants,20000000,EUR,21600000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR008",official_register,Status=C. Implementation Phase; Institutional / South African Partner=INFRA IMPACT COMMUNITY TRUST FUNDING (PTY) LTD; project implementation status is not treated as disbursement evidence
zaf-register-gr009-2026-03-30,zaf-register-gr009,ZAF,2026-06-30,jetp_strict,signed,Germany,Electricity,Grants,20000000,EUR,21600000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR009",official_register,Status=B. Approved; Institutional / South African Partner=INFRA IMPACT COMMUNITY TRUST FUNDING (PTY) LTD; project implementation status is not treated as disbursement evidence
zaf-register-gr011-2026-03-30,zaf-register-gr011,ZAF,2023-11-06,jetp_strict,signed,Germany,Green hydrogen,Grants,23130000,EUR,24980400,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR011",official_register,Status=C. Implementation Phase; Institutional / South African Partner=Industrial Development Corporation (IDC); project implementation status is not treated as disbursement evidence
zaf-register-gr012-2026-03-30,zaf-register-gr012,ZAF,2021-11-01,jetp_strict,signed,Germany,Green hydrogen,Grants,15500000,EUR,16740000.000000002,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR012",official_register,"Status=D. Completed; Institutional / South African Partner=DTIC, DMRE, IDC, DFFE, DPWI, SABS, HySA, SANEDI; project implementation status is not treated as disbursement evidence"
zaf-register-gr013-2026-03-30,zaf-register-gr013,ZAF,2023-09-29,jetp_strict,signed,Germany,Skills,Grants,11000000,EUR,11880000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR013",official_register,Status=C. Implementation Phase; Institutional / South African Partner=National Business Initiative (NBI); project implementation status is not treated as disbursement evidence
zaf-register-gr014-2026-03-30,zaf-register-gr014,ZAF,2026-01-31,jetp_strict,signed,Germany,Skills,Grants,10000000,EUR,10800000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR014",official_register,Status=B. Approved; Institutional / South African Partner=South African Renewable Energy Technology Centre (SARETEC); project implementation status is not treated as disbursement evidence
zaf-register-gr014b-2026-03-30,zaf-register-gr014b,ZAF,2026-03-30,jetp_strict,announced,Germany,Skills,Grants,5000000,EUR,5400000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR014b",official_register,Status=A. Planned; Institutional / South African Partner=tbd; project implementation status is not treated as disbursement evidence
zaf-register-gr015-2026-03-30,zaf-register-gr015,ZAF,2022-06-01,jetp_strict,signed,Germany,Skills,Grants,12500000,EUR,13500000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR015",official_register,"Status=C. Implementation Phase; Co-Financing: Name=EU, SECO; Institutional / South African Partner=TVET colleges, private training providers, Universities, industry associations, NPOs; project implementation status is not treated as disbursement evidence"
zaf-register-gr016-2026-03-30,zaf-register-gr016,ZAF,2021-11-01,jetp_strict,signed,Germany,Skills,Grants,6000000,EUR,6480000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR016",official_register,Status=D. Completed; Institutional / South African Partner=The Presidency; project implementation status is not treated as disbursement evidence
zaf-register-gr017-2026-03-30,zaf-register-gr017,ZAF,2022-01-01,jetp_strict,signed,Germany,Municipalities,Grants,5000000,EUR,5400000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR017",official_register,"Status=C. Implementation Phase; Institutional / South African Partner=Municipalities, provinces; project implementation status is not treated as disbursement evidence"
zaf-register-gr018-2026-03-30,zaf-register-gr018,ZAF,2022-03-01,jetp_strict,signed,Germany,JT-Mpumalanga,Grants,332000,EUR,358560,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR018",official_register,Status=C. Implementation Phase; Institutional / South African Partner=DFFE; project implementation status is not treated as disbursement evidence
zaf-register-gr019-2026-03-30,zaf-register-gr019,ZAF,2022-04-28,jetp_strict,signed,Germany,JT-Mpumalanga,Grants,216601.87,EUR,233930.0196,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR019",official_register,Status=C. Implementation Phase; Institutional / South African Partner=TBD; project implementation status is not treated as disbursement evidence
zaf-register-gr020-2026-03-30,zaf-register-gr020,ZAF,2024-08-01,jetp_strict,signed,Germany,JT-Mpumalanga,Grants,30000000,EUR,32400000.000000004,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR020*",official_register,Status=B. Approved; project implementation status is not treated as disbursement evidence
zaf-register-gr021-2026-03-30,zaf-register-gr021,ZAF,2022-01-03,jetp_strict,signed,Germany,Green hydrogen,Grants,30274541.63,EUR,32696504.9604,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR021",official_register,"Status=C. Implementation Phase; Institutional / South African Partner=Helmholtz Center Berlin (HZB), Karlsruhe Institute for Technology (KIT), Fraunhofer Institute), INERATEC GmbH; project implementation status is not treated as disbursement evidence"
zaf-register-gr022-2026-03-30,zaf-register-gr022,ZAF,2022-10-03,jetp_strict,signed,Germany,Green hydrogen,Grants,5968202.02,EUR,6445658.1816,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR022",official_register,Status=C. Implementation Phase; Institutional / South African Partner=Forschungszentrum JÃ¼lich GmbH; University of Cape Town; Nelson Mandela University; Council for Scientific & Industrial Research (CSIR); Hydrogen Energy Applications (Pty) Ltd (HYENA) Associated partners: Sasol Ltd; SHV Energy N.V.; project implementation status is not treated as disbursement evidence
zaf-register-gr023-2026-03-30,zaf-register-gr023,ZAF,2023-03-27,jetp_strict,signed,Germany,Skills,Grants,1500000,EUR,1620000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR023",official_register,Status=A. Planned; Institutional / South African Partner=South African Universities (tbc); project implementation status is not treated as disbursement evidence
zaf-register-gr024-2026-03-30,zaf-register-gr024,ZAF,2025-04-01,jetp_strict,signed,Germany,Skills,Grants,3750000,EUR,4050000.0000000005,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR024",official_register,Status=A. Planned; Institutional / South African Partner=South African Universities (tbc); project implementation status is not treated as disbursement evidence
zaf-register-gr025-2026-03-30,zaf-register-gr025,ZAF,2024-12-01,jetp_strict,signed,Germany,Electricity,Concessional loans,200000000,EUR,216000000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR025",official_register,Status=C. Implementation Phase; Institutional / South African Partner=DBSA; project implementation status is not treated as disbursement evidence
zaf-register-gr026-2026-03-30,zaf-register-gr026,ZAF,2024-12-01,jetp_strict,signed,Germany,Electricity,Concessional loans,150000000,EUR,162000000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR026",official_register,Status=C. Implementation Phase; Institutional / South African Partner=City of Cape Town; project implementation status is not treated as disbursement evidence
zaf-register-gr026b-2026-03-30,zaf-register-gr026b,ZAF,2024-12-11,jetp_strict,signed,Germany,Electricity,Grants,500000,EUR,540000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR026b",official_register,Status=C. Implementation Phase; Institutional / South African Partner=City of Cape Town; project implementation status is not treated as disbursement evidence
zaf-register-gr027-2026-03-30,zaf-register-gr027,ZAF,2026-12-01,jetp_strict,signed,Germany,Municipalities,Concessional loans,120000000,EUR,129600000.00000001,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR027",official_register,Status=A. Planned; Institutional / South African Partner=tbd; project implementation status is not treated as disbursement evidence
zaf-register-gr028-2026-03-30,zaf-register-gr028,ZAF,2026-12-01,jetp_strict,signed,Germany,Electricity,Concessional loans,200000000,EUR,216000000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR028",official_register,Status=B. Approved; Institutional / South African Partner=City of Johannesburg; project implementation status is not treated as disbursement evidence
zaf-register-gr028b-2026-03-30,zaf-register-gr028b,ZAF,2026-12-01,jetp_strict,signed,Germany,Electricity,Grants,500000,EUR,540000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR028b",official_register,Status=A. Planned; Institutional / South African Partner=tbd; project implementation status is not treated as disbursement evidence
zaf-register-gr029-2026-03-30,zaf-register-gr029,ZAF,2027-12-01,jetp_strict,signed,Germany,Electricity,Concessional loans,200000000,EUR,216000000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR029",official_register,Status=B. Approved; Institutional / South African Partner=National Treasury; project implementation status is not treated as disbursement evidence
zaf-register-gr029b-2026-03-30,zaf-register-gr029b,ZAF,2027-12-01,jetp_strict,signed,Germany,Electricity,Grants,500000,EUR,540000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR029b",official_register,Status=A. Planned; Institutional / South African Partner=tbd; project implementation status is not treated as disbursement evidence
zaf-register-gr030-2026-03-30,zaf-register-gr030,ZAF,2026-12-01,jetp_strict,signed,Germany,Green hydrogen,Grants,17000000,EUR,18360000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR030",official_register,Status=A. Planned; Institutional / South African Partner=IDC; project implementation status is not treated as disbursement evidence
zaf-register-gr031-2026-03-30,zaf-register-gr031,ZAF,2022-11-01,jetp_strict,signed,Germany,Electricity,Policy Loans,800000000,EUR,864000000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR031",official_register,Status=D. Completed; Institutional / South African Partner=NT; project implementation status is not treated as disbursement evidence
zaf-register-gr032-2026-03-30,zaf-register-gr032,ZAF,2026-06-30,jetp_strict,signed,Germany,Skills,Grants,11000000,EUR,11880000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR032",official_register,Status=A. Planned; Institutional / South African Partner=National Business Initiative (NBI); project implementation status is not treated as disbursement evidence
zaf-register-gr033-2026-03-30,zaf-register-gr033,ZAF,2025-08-01,jetp_strict,signed,Germany,Electricity,Grants,4000000,EUR,4320000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR033",official_register,"Status=C. Implementation Phase; Institutional / South African Partner=IPPO, PCC, project developers, NGOs, and CSOs including women's networks, municipal administrations; project implementation status is not treated as disbursement evidence"
zaf-register-gr034-2026-03-30,zaf-register-gr034,ZAF,2026-01-01,jetp_strict,signed,Germany,Green hydrogen,Grants,6000000,EUR,6480000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR034",official_register,"Status=C. Implementation Phase; Co-Financing: Name=EU (TBC); Institutional / South African Partner=DTIC, IDC, DSTI, DFFE, provinces, CSIR, SANEDI, private project developers/companies in the H2 and battery value chain, academia, think tanks, civil society; project implementation status is not treated as disbursement evidence"
zaf-register-gr035-2026-03-30,zaf-register-gr035,ZAF,2026-01-01,jetp_strict,signed,Germany,Electricity,Grants,11000000,EUR,11880000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR035",official_register,"Status=C. Implementation Phase; Institutional / South African Partner=Office of the Presidency, Ministry of Finance, NERSA, NTCSA, Eskom Distribution,, municipal associations, SALGA; project implementation status is not treated as disbursement evidence"
zaf-register-gr036-2026-03-30,zaf-register-gr036,ZAF,2026-08-01,jetp_strict,signed,Germany,NEVs,Grants,5000000,EUR,5400000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR036",official_register,Status=A. Planned; Institutional / South African Partner=Tbd; project implementation status is not treated as disbursement evidence
zaf-register-gr037-2026-03-30,zaf-register-gr037,ZAF,2021-11-24,jetp_strict,signed,Germany,Electricity,Grants,3645000,EUR,3936600.0000000005,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR037",official_register,Status=D. Completed; Institutional / South African Partner=DFFE; project implementation status is not treated as disbursement evidence
zaf-register-gr038-2026-03-30,zaf-register-gr038,ZAF,2024-05-01,jetp_strict,signed,Germany,Green hydrogen,Grants,490000,EUR,529200,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR038",official_register,Status=C. Implementation Phase; Institutional / South African Partner=H2/PtX project developers; project implementation status is not treated as disbursement evidence
zaf-register-gr039-2026-03-30,zaf-register-gr039,ZAF,2026-03-30,jetp_strict,approved,Germany,Electricity,Policy Loans,500000000,EUR,540000000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR039",official_register,Status=C. Implementation Phase; Institutional / South African Partner=NT; project implementation status is not treated as disbursement evidence
zaf-register-gr040-2026-03-30,zaf-register-gr040,ZAF,2027-12-01,jetp_strict,signed,Germany,Green hydrogen,Concessional loans,200000000,EUR,216000000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR040",official_register,Status=A. Planned; Institutional / South African Partner=DBSA; project implementation status is not treated as disbursement evidence
zaf-register-gr041-2026-03-30,zaf-register-gr041,ZAF,2027-12-01,jetp_strict,signed,Germany,Green hydrogen,Grants,500000,EUR,540000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR041",official_register,Status=A. Planned; Institutional / South African Partner=DBSA; project implementation status is not treated as disbursement evidence
zaf-register-nl001-1-2026-03-30,zaf-register-nl001-1,ZAF,2023-01-01,jetp_strict,signed,Netherlands,JT-Mpumalanga,Grants,30000,EUR,32400.000000000004,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL001.1",official_register,Status=D. Completed; project implementation status is not treated as disbursement evidence
zaf-register-nl001-2-2026-03-30,zaf-register-nl001-2,ZAF,2024-01-01,jetp_strict,signed,Netherlands,JT-Mpumalanga,Grants,10000,EUR,10800,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL001.2",official_register,Status=D. Completed; project implementation status is not treated as disbursement evidence
zaf-register-nl001-3-2026-03-30,zaf-register-nl001-3,ZAF,2024-01-01,jetp_strict,signed,Netherlands,JT-Mpumalanga,Grants,198000,EUR,213840,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL001.3",official_register,Status=D. Completed; project implementation status is not treated as disbursement evidence
