source_id,url,outcome,capture_url,captured_at,attempted_at,error
sen-aner-archive-esipc,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-51/segments/1733066061339.24/warc/CC-MAIN-20241210132922-20241210162922-00363.warc.gz,not_applicable,,,2026-09-24T15:59:41Z,"Common Crawl WARC record, not a publisher page"
sen-aner-archive-esipc-v4,https://data.commoncrawl.org/crawl-data/CC-MAIN-2025-21/segments/1746990726410.98/warc/CC-MAIN-20250525003427-20250525033427-00884.warc.gz,not_applicable,,,2026-09-24T15:59:41Z,"Common Crawl WARC record, not a publisher page"
sen-aner-archive-gandiaye,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-51/segments/1733066061339.24/warc/CC-MAIN-20241210132922-20241210162922-00815.warc.gz,not_applicable,,,2026-09-24T15:59:41Z,"Common Crawl WARC record, not a publisher page"
sen-aner-contact-2026,https://www.aner.sn/contact/,reused,https://web.archive.org/web/20260417022313/https://www.aner.sn/contact/,2026-04-17T02:23:13Z,2026-09-24T15:59:41Z,
sen-aner-d2b-live-api,https://aner.sn/api/projects/by-slug/le-solaire-pour-ameliorer-le-secteur-de-la-sante-ziguinchor-sedhiou-kolda,captured,https://web.archive.org/web/20260924211921/https://aner.sn/api/projects/by-slug/le-solaire-pour-ameliorer-le-secteur-de-la-sante-ziguinchor-sedhiou-kolda,2026-09-24T21:19:21Z,2026-09-24T21:13:54Z,
sen-aner-document-catalogue,https://www.aner.sn/api/documents,captured,https://web.archive.org/web/20260924211912/https://www.aner.sn/api/documents,2026-09-24T21:19:12Z,2026-09-24T21:19:08Z,
sen-aner-magazine-2026,https://aner.sn/uploads/magazine-aner-transition-s1-2026.pdf,reused,https://web.archive.org/web/20260518162937/https://aner.sn/uploads/magazine-aner-transition-s1-2026.pdf,2026-05-18T16:29:37Z,2026-09-24T19:14:34Z,
sen-aner-project-20,https://aner.sn/api/projects/by-slug/projet-dhybridation-solaire-de-2000-forages-en-milieu-rural,captured,https://web.archive.org/web/20260924211924/https://aner.sn/api/projects/by-slug/projet-dhybridation-solaire-de-2000-forages-en-milieu-rural,2026-09-24T21:19:24Z,2026-09-24T21:19:23Z,
sen-aner-project-22,https://aner.sn/api/projects/by-slug/utilisation-de-la-refrigeration-solaire-pour-la-conservation-des-produits,captured,https://web.archive.org/web/20260924212431/https://aner.sn/api/projects/by-slug/utilisation-de-la-refrigeration-solaire-pour-la-conservation-des-produits,2026-09-24T21:24:31Z,2026-09-24T21:19:25Z,
sen-aner-project-27,https://aner.sn/api/projects/by-slug/energie-solaire-autonomisation-femmes-rurales-esaref,captured,https://web.archive.org/web/20260924212436/https://aner.sn/api/projects/by-slug/energie-solaire-autonomisation-femmes-rurales-esaref,2026-09-24T21:24:36Z,2026-09-24T21:19:29Z,
sen-aner-project-29,https://aner.sn/api/projects/by-slug/projet-diffusion-pompes-solaires-usages-productifs,captured,https://web.archive.org/web/20260924212536/https://aner.sn/api/projects/by-slug/projet-diffusion-pompes-solaires-usages-productifs,2026-09-24T21:25:36Z,2026-09-24T21:19:39Z,
sen-aner-project-31,https://aner.sn/api/projects/by-slug/phase-iv-programme-national-eclairage-public-solaire,captured,https://web.archive.org/web/20260924212948/https://aner.sn/api/projects/by-slug/phase-iv-programme-national-eclairage-public-solaire,2026-09-24T21:29:48Z,2026-09-24T21:24:46Z,
sen-aner-project-api,https://aner.sn/api/projects,captured,https://web.archive.org/web/20260924212953/https://aner.sn/api/projects,2026-09-24T21:29:53Z,2026-09-24T21:24:51Z,
sen-aner-psd-2025-2029,https://www.aner.sn/uploads/plan_strategique_developpement_aner_2025_2029.pdf,failed,,,2026-09-24T21:25:37Z,save_error: error:gateway-timeout
sen-aner-public-contact-app,https://www.aner.sn/assets/index-D1U9hq9T.js,failed,,,2026-09-24T21:30:03Z,save_error: error:gateway-timeout
sen-aner-rooftop-preliminary-report,https://www.aner.sn/uploads/rapport_final_rooftop_solar_senegal.pdf,captured,https://web.archive.org/web/20260924213009/https://www.aner.sn/uploads/rapport_final_rooftop_solar_senegal.pdf,2026-09-24T21:30:09Z,2026-09-24T21:30:08Z,
sen-aner-wp2-productive-use,https://www.aner.sn/uploads/wp2_upe_giz_senegal_final.pdf,failed,,,2026-09-24T21:30:13Z,save_error: error:gateway-timeout
sen-annex8-project-analysis,https://www.vie-publique.sn/docs/91d17da4-9ebc-472c-bcc2-0192d159188a/annexe-8-analyse-des-projets-plan-dinvestissement-transition-energetique-senegal-enercap.pdf,failed,,,2026-09-24T21:30:19Z,save_error: error:gateway-timeout
sen-arcop-aeepower-decision107-2024,https://arcop.sn/wp-content/uploads/2024/10/DECISION-107-2024-ARCOP-DEF-DU-02-OCTOBRE-2024.pdf,reused,https://web.archive.org/web/20260506210010/https://arcop.sn/wp-content/uploads/2024/10/DECISION-107-2024-ARCOP-DEF-DU-02-OCTOBRE-2024.pdf,2026-05-06T21:00:10Z,2026-09-24T16:03:30Z,
sen-arcop-aeepower-decision138-2024,https://arcop.sn/wp-content/uploads/2025/01/DECISION-N%C2%B0138-2024-du-24-ARCOP-CRD-DEF-du-24-DEC-2024.pdf,reused,https://web.archive.org/web/20260506214819/https://arcop.sn/wp-content/uploads/2025/01/DECISION-N%C2%B0138-2024-du-24-ARCOP-CRD-DEF-du-24-DEC-2024.pdf,2026-05-06T21:48:19Z,2026-09-24T16:03:38Z,
sen-arcop-aser-audit-2023,https://arcop.sn/wp-content/uploads/2025/10/RAPPORT-AGENCE-SENEGALAISE-DELECTRIFICATION-RURALE-ASER-2023-1.pdf,failed,,,2026-09-24T21:30:24Z,save_error: error:not-acceptable
sen-artelia-thiestouba-gbif,https://api.gbif.org/v1/dataset/081fc123-1a65-4d0f-a9a0-a53c939d6727,captured,https://web.archive.org/web/20260924213532/https://api.gbif.org/v1/dataset/081fc123-1a65-4d0f-a9a0-a53c939d6727,2026-09-24T21:35:32Z,2026-09-24T21:30:29Z,
sen-aser-public-contact-app,https://aser.sn/assets/index-Be2S8Jfw.js,captured,https://web.archive.org/web/20260924214041/https://aser.sn/assets/index-Be2S8Jfw.js,2026-09-24T21:40:41Z,2026-09-24T21:35:36Z,
sen-bmn-energy-programme,https://www.bmn.sn/statistiques/environnement-et-efficacite-energetique/,reused,https://web.archive.org/web/20260611042845/https://www.bmn.sn/statistiques/environnement-et-efficacite-energetique/,2026-06-11T04:28:45Z,2026-09-24T16:04:04Z,
sen-bmz-jetp-factsheet,https://www.bmz.de/resource/blob/324366/factsheet-jetp-senegal-en.pdf,captured,https://web.archive.org/web/20260924214045/https://www.bmz.de/resource/blob/324366/factsheet-jetp-senegal-en.pdf,2026-09-24T21:40:45Z,2026-09-24T21:35:41Z,
sen-boad-dakar-office-2026,https://admin.boad.org/wp-content/uploads/2026/05/COMPRESS-INAUGUATION-MRSN-2.pdf,captured,https://web.archive.org/web/20260924214051/https://admin.boad.org/wp-content/uploads/2026/05/COMPRESS-INAUGUATION-MRSN-2.pdf,2026-09-24T21:40:51Z,2026-09-24T21:35:47Z,
sen-boad-linguere-loan-2026,https://admin.boad.org/wp-content/uploads/2026/03/COMPRESS-CA-150-1.pdf,captured,https://web.archive.org/web/20260924214557/https://admin.boad.org/wp-content/uploads/2026/03/COMPRESS-CA-150-1.pdf,2026-09-24T21:45:57Z,2026-09-24T21:40:54Z,
sen-boad-ouarkhokh-esia,https://admin.boad.org/wp-content/uploads/2026/02/Rapport_EIES-Centrale-solaire-Ouarkhokh_Send-Senelec_Huwaei.pdf,failed,,,2026-09-24T21:40:59Z,save_error: error:gateway-timeout
sen-boad-signed-instruments-2024,https://admin.boad.org/wp-content/uploads/2025/06/A05_LISTE-DES-AP-PP-ET-CP-SIGNES-2024.pdf,reused,https://web.archive.org/web/20260305202450/https://admin.boad.org/wp-content/uploads/2025/06/A05_LISTE-DES-AP-PP-ET-CP-SIGNES-2024.pdf,2026-03-05T20:24:50Z,2026-09-24T16:04:58Z,
sen-caa-aner-capacity-065,https://climateactionafrica.ca/fr/projects/renforcement-des-capacites-sur-des-projets-denergies-renouvelables-au-senegal-065/,reused,https://web.archive.org/web/20260609051744/https://climateactionafrica.ca/fr/projects/renforcement-des-capacites-sur-des-projets-denergies-renouvelables-au-senegal-065/,2026-06-09T05:17:44Z,2026-09-25T05:19:25Z,
sen-cetud-biognv-2021,https://cetud.sn/1ere-edition-prix-de-l-innovation-1er-prix-decerne-a-sb2-4all-pour-le-projet-biognv-senegal/,captured,https://web.archive.org/web/20260924214620/https://cetud.sn/1ere-edition-prix-de-l-innovation-1er-prix-decerne-a-sb2-4all-pour-le-projet-biognv-senegal/,2026-09-24T21:46:20Z,2026-09-24T21:41:05Z,
sen-diass-groundbreaking-2026,https://www.senelec.sn/actualites/projet-de-stockage-par-batterie-de-diass/,captured,https://web.archive.org/web/20260924214626/https://www.senelec.sn/actualites/projet-de-stockage-par-batterie-de-diass/,2026-09-24T21:46:26Z,2026-09-24T21:46:12Z,
sen-eib-jetp-launch-2023,https://www.eib.org/en/press/all/2023-242-senegal-and-international-partners-announce-a-just-energy-transition-partnership-combining-climate-and-development-objectives,reused,https://web.archive.org/web/20260827024657/https://www.eib.org/en/press/all/2023-242-senegal-and-international-partners-announce-a-just-energy-transition-partnership-combining-climate-and-development-objectives,2026-08-27T02:46:57Z,2026-09-24T16:05:17Z,
sen-elysee-jetp-launch-2023,https://www.elysee.fr/en/emmanuel-macron/2023/06/22/launch-of-a-just-energy-transition-partnership,reused,https://web.archive.org/web/20260812141000/https://www.elysee.fr/en/emmanuel-macron/2023/06/22/launch-of-a-just-energy-transition-partnership,2026-08-12T14:10:00Z,2026-09-24T16:05:29Z,
sen-energy-compact-2025,https://thedocs.worldbank.org/en/doc/852a120aa85ab5eea4c1d3a176ff84ac-0010012025/original/M300-AES-Compact-Senegal.pdf,reused,https://web.archive.org/web/20260727163813/https://thedocs.worldbank.org/en/doc/852a120aa85ab5eea4c1d3a176ff84ac-0010012025/original/M300-AES-Compact-Senegal.pdf,2026-07-27T16:38:13Z,2026-09-24T16:05:34Z,
sen-energy-policy-2025-2029,https://energie-mines.gouv.sn/wp-content/uploads/2025/07/LPDSEM-2025-2029-_VF_Print.pdf,reused,https://web.archive.org/web/20260823034603/https://energie-mines.gouv.sn/wp-content/uploads/2025/07/LPDSEM-2025-2029-_VF_Print.pdf,2026-08-23T03:46:03Z,2026-09-24T16:05:48Z,
sen-eu-portal,https://international-partnerships.ec.europa.eu/policies/global-gateway/just-energy-transition-partnership-senegal_en,reused,https://web.archive.org/web/20260614000627/https://international-partnerships.ec.europa.eu/policies/global-gateway/just-energy-transition-partnership-senegal_en,2026-06-14T00:06:27Z,2026-09-24T16:05:54Z,
sen-genertec-ouarkhokh-chinese-2026,https://www.intlgt.cn/xwzx/gsxw/202605/t20260526_57364.html,reused,https://web.archive.org/web/20260728162326/https://www.intlgt.cn/xwzx/gsxw/202605/t20260526_57364.html,2026-07-28T16:23:26Z,2026-09-24T19:31:23Z,
sen-giz-ped2-2024,https://www.giz.de/en/downloads/giz2024-fr-programme-energies-durables.pdf,captured,https://web.archive.org/web/20260924215125/https://www.giz.de/en/downloads/giz2024-fr-programme-energies-durables.pdf,2026-09-24T21:51:25Z,2026-09-24T21:46:19Z,
sen-giz-ped2-awards-2025,https://www.giz.de/sites/default/files/media/elvis-document/2025-08/giz2025-de-vertraege-firmen-institutionen.pdf,captured,https://web.archive.org/web/20260924215130/https://www.giz.de/sites/default/files/media/elvis-document/2025-08/giz2025-de-vertraege-firmen-institutionen.pdf,2026-09-24T21:51:30Z,2026-09-24T21:46:46Z,
sen-ifc-biogas-609428,https://disclosures.ifc.org/project-detail/AS/609428/senegal-biogas,captured,https://web.archive.org/web/20260924215137/https://disclosures.ifc.org/project-detail/AS/609428/senegal-biogas,2026-09-24T21:51:37Z,2026-09-24T21:46:53Z,
sen-ifc-cetud-ppp-2025,https://www.ifc.org/fr/pressroom/2025/ifc-and-cetud-expand-partnership-to-improve-sustainable-transport-in-senegal-throu,reused,https://web.archive.org/web/20260415105809/https://www.ifc.org/fr/pressroom/2025/ifc-and-cetud-expand-partnership-to-improve-sustainable-transport-in-senegal-throu,2026-04-15T10:58:09Z,2026-09-24T16:06:41Z,
sen-investment-plan-annexes-mirror,https://www.vie-publique.sn/docs/f003f026-01ff-4996-8959-6d01c9139b91/annexes-plan-dinvestissement-transition-energetique-juste-jetp-senegal-mepm.pdf,captured,https://web.archive.org/web/20260924215641/https://www.vie-publique.sn/docs/f003f026-01ff-4996-8959-6d01c9139b91/annexes-plan-dinvestissement-transition-energetique-juste-jetp-senegal-mepm.pdf,2026-09-24T21:56:41Z,2026-09-24T21:51:39Z,
sen-investment-plan-l4-mirror,https://www.vie-publique.sn/docs/002da0bc-10a7-458c-9111-09accbd0f255/plan-investissement-transition-energetique-juste-jet-senegal-mepm.pdf,captured,https://web.archive.org/web/20260924215646/https://www.vie-publique.sn/docs/002da0bc-10a7-458c-9111-09accbd0f255/plan-investissement-transition-energetique-juste-jet-senegal-mepm.pdf,2026-09-24T21:56:46Z,2026-09-24T21:51:44Z,
sen-isdb-aser-133-award,https://www.isdb.org/project-procurement/sites/pproc/files/2021-10/CPM-Notification%20attribution%20de%20march%C3%A9%20DAO%20BID.PDF,captured,https://web.archive.org/web/20260924215654/https://www.isdb.org/project-procurement/sites/pproc/files/2021-10/CPM-Notification%20attribution%20de%20march%C3%A9%20DAO%20BID.PDF,2026-09-24T21:56:54Z,2026-09-24T21:51:49Z,
sen-kasofor-afd,https://www.afd.fr/fr/projets/kasofor-resilience-des-communautes-insulaires-de-casamance-face-au-changement-climatique,reused,https://web.archive.org/web/20260606141528/https://www.afd.fr/fr/projets/kasofor-resilience-des-communautes-insulaires-de-casamance-face-au-changement-climatique,2026-06-06T14:15:28Z,2026-09-24T16:07:07Z,
sen-kasofor-fondem,https://fondem.ong/kasofor/,reused,https://web.archive.org/web/20260614011012/https://fondem.ong/kasofor/,2026-06-14T01:10:12Z,2026-09-24T19:34:43Z,
sen-mepm-cntic-huawei-contracts-2025,https://energie-mines.gouv.sn/partenariat-senelec-et-huawei/,reused,https://web.archive.org/web/20260118081045/https://energie-mines.gouv.sn/partenariat-senelec-et-huawei/,2026-01-18T08:10:45Z,2026-09-24T16:07:27Z,
sen-mepm-huawei-sites-mou-2026,https://energie-mines.gouv.sn/visite-de-travail-sur-invitation-du-groupe-huawei-technologies-co-ltd/,captured,https://web.archive.org/web/20260924220203/https://energie-mines.gouv.sn/visite-de-travail-sur-invitation-du-groupe-huawei-technologies-co-ltd/,2026-09-24T22:02:03Z,2026-09-24T21:56:56Z,
sen-mepm-ouarkhokh-groundbreaking-2026,https://energie-mines.gouv.sn/pose-de-la-premiere-pierre-de-la-centrale-solaire-photovoltaique-a-linguere-le-senegal-accelere-sa-souverainete-energetique/,reused,https://web.archive.org/web/20260518133851/https://energie-mines.gouv.sn/pose-de-la-premiere-pierre-de-la-centrale-solaire-photovoltaique-a-linguere-le-senegal-accelere-sa-souverainete-energetique/,2026-05-18T13:38:51Z,2026-09-24T16:07:49Z,
sen-mepm-portal-2026,https://energie-mines.gouv.sn/,reused,https://web.archive.org/web/20260610165445/https://energie-mines.gouv.sn/,2026-06-10T16:54:45Z,2026-09-24T16:07:53Z,
sen-mha-sambangalou,https://mha.gouv.sn/barrage-hydroelectrique-de-sambangalou-la-reprise-imminente-des-travaux/,reused,https://web.archive.org/web/20260606023001/https://mha.gouv.sn/barrage-hydroelectrique-de-sambangalou-la-reprise-imminente-des-travaux/,2026-06-06T02:30:01Z,2026-09-24T16:08:06Z,
sen-mha-water-compact-2026,https://www.worldbank.org/content/dam/theworldbankgroupasset/document/2026/water-forward-compacts/Pacte%20Eau%20Senegal_2026_FR.pdf,reused,https://web.archive.org/web/20260805145203/https://www.worldbank.org/content/dam/theworldbankgroupasset/document/2026/water-forward-compacts/Pacte%20Eau%20Senegal_2026_FR.pdf,2026-08-05T14:52:03Z,2026-09-24T16:08:17Z,
sen-mrv-350-villages,https://www.mrvenergy.com/items?lang=en,reused,https://web.archive.org/web/20260517142946/https://www.mrvenergy.com/items?lang=en,2026-05-17T14:29:46Z,2026-09-24T16:08:28Z,
sen-nrgi-jetp-feasibility-2026,https://resourcegovernance.org/publications/faire-du-plan-dinvestissement-jetp-du-senegal-un-cadre-realisable-et-equitable,reused,https://web.archive.org/web/20260129043158/https://resourcegovernance.org/publications/faire-du-plan-dinvestissement-jetp-du-senegal-un-cadre-realisable-et-equitable,2026-01-29T04:31:58Z,2026-09-24T16:08:31Z,
sen-nrgi-territories-2026,https://resourcegovernance.org/fr/publications/voix-des-territoires-experiences-et-defis-de-la-transition-energetique-au-senegal,captured,https://web.archive.org/web/20260924220207/https://resourcegovernance.org/fr/publications/voix-des-territoires-experiences-et-defis-de-la-transition-energetique-au-senegal,2026-09-24T22:02:07Z,2026-09-24T21:57:01Z,
sen-offgrid-africool-mou-2025,https://offgrideurope.com/blog/80rqwqsx8o8gpz34g7ysovciwiwsu0,captured,https://web.archive.org/web/20260924220213/https://offgrideurope.com/blog/80rqwqsx8o8gpz34g7ysovciwiwsu0,2026-09-24T22:02:13Z,2026-09-24T21:57:07Z,
sen-offgrid-muchcooler-eoi-2026,https://offgrideurope.com/blog/expression-of-interest-much-cooler,captured,https://web.archive.org/web/20260924220223/https://offgrideurope.com/blog/expression-of-interest-much-cooler,2026-09-24T22:02:23Z,2026-09-24T22:02:20Z,
sen-offgrid-muchcooler-product,https://offgrideurope.com/products/much-cooler,failed,,,2026-09-24T22:02:25Z,save_error: error:job-failed
sen-omvg-energy-portal,https://www.pe-omvg.org/,reused,https://web.archive.org/web/20260831110126/https://www.pe-omvg.org/,2026-08-31T11:01:26Z,2026-09-24T16:09:11Z,
sen-omvg-project-contact,https://www.pe-omvg.org/node/2,failed,,,2026-09-24T22:02:36Z,save_error: error:no-request
sen-pnb-biogas-model,https://pnb.sn/biogaz/,reused,https://web.archive.org/web/20251216032545/https://pnb.sn/biogaz/,2025-12-16T03:25:45Z,2026-09-24T16:09:23Z,
sen-pnb-financing-partners,https://pnb.sn/nos-activites/partenaires/,reused,https://web.archive.org/web/20260124175232/https://pnb.sn/nos-activites/partenaires/,2026-01-24T17:52:32Z,2026-09-24T16:09:28Z,
sen-pnb-programme,https://pnb.sn/,reused,https://web.archive.org/web/20260410153212/https://pnb.sn/,2026-04-10T15:32:12Z,2026-09-24T16:09:30Z,
sen-political-declaration-fr-2023,https://international-partnerships.ec.europa.eu/system/files/2023-06/political-declaration-for-a-jetp-with-senegal_fr.pdf,captured,https://web.archive.org/web/20260924220740/https://international-partnerships.ec.europa.eu/system/files/2023-06/political-declaration-for-a-jetp-with-senegal_fr.pdf,2026-09-24T22:07:40Z,2026-09-24T22:02:45Z,
sen-rts-huawei-mou-2026,https://www.rts.sn/actualite/detail/a-la-une/linguere-et-koungheul-le-senegal-et-huawei-scellent-un-accord-pour-deux-centrales-solaires-de-50-mw,captured,https://web.archive.org/web/20260924221254/https://www.rts.sn/actualite/detail/a-la-une/linguere-et-koungheul-le-senegal-et-huawei-scellent-un-accord-pour-deux-centrales-solaires-de-50-mw,2026-09-24T22:12:54Z,2026-09-24T22:07:43Z,
sen-scout-aner-fiches-ice,https://www.ice.it/it/sites/default/files/inline-files/ANER_Fiches_Projets_Complet.pdf,captured,https://web.archive.org/web/20260924221255/https://www.ice.it/it/sites/default/files/inline-files/ANER_Fiches_Projets_Complet.pdf,2026-09-24T22:12:55Z,2026-09-24T22:07:49Z,
sen-scout-cesag-aner-thesis,https://bibliotheque.cesag.sn/documents_numeriques/M0599MPSG25.pdf,captured,https://web.archive.org/web/20260924221313/https://bibliotheque.cesag.sn/documents_numeriques/M0599MPSG25.pdf,2026-09-24T22:13:13Z,2026-09-24T22:07:54Z,
sen-scout-clean-cooking-strategy,https://energie-mines.gouv.sn/wp-content/uploads/2025/06/Rapport-Final-Strategie-CD.pdf,reused,https://web.archive.org/web/20260608234447/https://energie-mines.gouv.sn/wp-content/uploads/2025/06/Rapport-Final-Strategie-CD.pdf,2026-06-08T23:44:47Z,2026-09-24T16:09:59Z,
sen-scout-energy-policy-evaluation,https://energie-mines.gouv.sn/wp-content/uploads/2025/05/LPDSE-2019-2023_Rapport-Evaluation-finale_VRevisee2.pdf,reused,https://web.archive.org/web/20260609001959/https://energie-mines.gouv.sn/wp-content/uploads/2025/05/LPDSE-2019-2023_Rapport-Evaluation-finale_VRevisee2.pdf,2026-06-09T00:19:59Z,2026-09-24T16:10:01Z,
sen-scout-genertec-ouarkhokh,https://www.intlgt.cn/en/NewsMedia/Latestnews/202606/t20260616_57438.html,captured,https://web.archive.org/web/20260924221315/https://www.intlgt.cn/en/NewsMedia/Latestnews/202606/t20260616_57438.html,2026-09-24T22:13:15Z,2026-09-24T22:13:09Z,
sen-scout-giz-ped2-project,https://www.giz.de/projektdaten/projects.action?pn=202020998&request_locale=en_GB,captured,https://web.archive.org/web/20260924221406/https://www.giz.de/projektdaten/projects.action?pn=202020998&request_locale=en_GB,2026-09-24T22:14:06Z,2026-09-24T22:13:14Z,
sen-scout-ouarkhokh-par,https://admin.boad.org/wp-content/uploads/2026/02/PAR_Centrale-Solaire_Ouarkhokh_VP_02022026_Send-Senelec_Huwaei.pdf,reused,https://web.archive.org/web/20260616180956/https://admin.boad.org/wp-content/uploads/2026/02/PAR_Centrale-Solaire_Ouarkhokh_VP_02022026_Send-Senelec_Huwaei.pdf,2026-06-16T18:09:56Z,2026-09-24T16:10:17Z,
sen-scout-ouarkhokh-pepp,https://admin.boad.org/wp-content/uploads/2026/02/PEPP-Provisoire_Centrale-solaire_Ouarkhokh.pdf,reused,https://web.archive.org/web/20260616185844/https://admin.boad.org/wp-content/uploads/2026/02/PEPP-Provisoire_Centrale-solaire_Ouarkhokh.pdf,2026-06-16T18:58:44Z,2026-09-24T16:10:28Z,
sen-scout-puelec-commissioning-2025,https://energie-mines.gouv.sn/programme-durgence-delectrification-puelec-medina-kenioto-magnankanti-et-matakoussi-illumines-pour-la-premiere-fois-depuis-lindependance-du-senegal/,reused,https://web.archive.org/web/20260415125120/https://energie-mines.gouv.sn/programme-durgence-delectrification-puelec-medina-kenioto-magnankanti-et-matakoussi-illumines-pour-la-premiere-fois-depuis-lindependance-du-senegal/,2026-04-15T12:51:20Z,2026-09-24T16:10:39Z,
sen-semis-storage-study,https://semis.sn/wordpress/projects/etude-de-faisabilite-pour-limplantation-des-systemes-stockage-batterie-bess-dans-le-reseau-national-du-senegal/,captured,https://web.archive.org/web/20260924221554/https://semis.sn/wordpress/projects/etude-de-faisabilite-pour-limplantation-des-systemes-stockage-batterie-bess-dans-le-reseau-national-du-senegal/,2026-09-24T22:15:54Z,2026-09-24T22:13:15Z,
sen-senego-mobilised-2026,https://senego.com/senegal-le-partenariat-jetp-a-mobilise-moins-dun-milliard-deuros-en-3-ans_1992808.html,reused,https://web.archive.org/web/20260813112732/https://senego.com/senegal-le-partenariat-jetp-a-mobilise-moins-dun-milliard-deuros-en-3-ans_1992808.html,2026-08-13T11:27:32Z,2026-09-24T16:10:47Z,
sen-senelec-agpm-2026-contact,https://www.senelec.sn/media/marches/documents/AVIS_GENERAL_-_2026_VF.pdf,captured,https://web.archive.org/web/20260924221550/https://www.senelec.sn/media/marches/documents/AVIS_GENERAL_-_2026_VF.pdf,2026-09-24T22:15:50Z,2026-09-24T22:13:37Z,
sen-senelec-annual-report-2023,https://www.senelec.sn/media/rapports/pdf/rapport-annuel-senelec-2023-vf-ok1745314522.pdf,failed,,,2026-09-24T22:14:23Z,save_error: error:gateway-timeout
sen-senelec-annual-report-2024,https://www.senelec.sn/media/rapports/pdf/rapport-annuel-senelec-20241760024319_1.pdf,captured,https://web.archive.org/web/20260924222059/https://www.senelec.sn/media/rapports/pdf/rapport-annuel-senelec-20241760024319_1.pdf,2026-09-24T22:20:59Z,2026-09-24T22:15:52Z,
sen-senelec-huawei-mou-social,https://fr.linkedin.com/posts/senelecofficielle_senelec-energy-senegal-activity-7493684231382962176-uODO,captured,https://web.archive.org/web/20260924222141/https://fr.linkedin.com/posts/senelecofficielle_senelec-energy-senegal-activity-7493684231382962176-uODO,2026-09-24T22:21:41Z,2026-09-24T22:15:58Z,
sen-senelec-ppm-2026-v2,https://www.senelec.sn/media/marches/documents/PPM_SENELEC_2026_VERSION_2_VALIDE_LE_13_03_2026.pdf,failed,,,2026-09-24T22:16:25Z,save_error: error:gateway-timeout
sen-senelec-procurement-2026,https://www.senelec.sn/marches/passation/?tab=appels,captured,https://web.archive.org/web/20260924222129/https://www.senelec.sn/marches/passation/?tab=appels,2026-09-24T22:21:29Z,2026-09-24T22:21:13Z,
sen-senelec-reports-index,https://www.senelec.sn/rapports/,reused,https://web.archive.org/web/20260612015538/https://www.senelec.sn/rapports/,2026-06-12T01:55:38Z,2026-09-24T16:11:35Z,
sen-senelec-saloum-tender-2026,https://www.senelec.sn/media/marches/appels/Avis_AO_30-_2026_PREQUALIFICATION_VF.pdf,failed,,,2026-09-24T22:21:23Z,save_error: error:gateway-timeout
sen-senelec-thies-touba-par,https://tenders-afd.dgmarket.com/tenders/np-notice.do?noticeId=86609882,failed,,,2026-09-24T22:21:51Z,save_error: error:no-request
sen-swedfund-biofuels,https://www.swedfund.se/en/investments-and-projects/biofuels-senegal,captured,https://web.archive.org/web/20260924222715/https://www.swedfund.se/en/investments-and-projects/biofuels-senegal,2026-09-24T22:27:15Z,2026-09-24T22:22:00Z,
sen-uasz-vev-thesis-2024,https://rivieresdusud.uasz.sn/bitstream/handle/123456789/2405/badiane_memoire_2024.pdf?sequence=1,failed,,,2026-09-24T22:27:03Z,save_error: error:no-captures
sen-uk-jetp-launch-2023,https://www.gov.uk/government/news/senegal-and-the-international-partners-group-announce-just-energy-transition-partnership,reused,https://web.archive.org/web/20260826170935/https://www.gov.uk/government/news/senegal-and-the-international-partners-group-announce-just-energy-transition-partnership,2026-08-26T17:09:35Z,2026-09-24T16:12:05Z,
sen-vemar-fass-ngom,https://www.vemargroup.com/energies-renouvelables.html,failed,,,2026-09-24T22:27:18Z,save_error: error:job-failed
vnm-decision-1009-2023,https://jetp.moit.gov.vn/Images/User/quantri/2025/3/1009_qd-ttg_31082023_trong_tor.pdf,reused,https://web.archive.org/web/20260225022538/https://jetp.moit.gov.vn/Images/User/quantri/2025/3/1009_qd-ttg_31082023_trong_tor.pdf,2026-02-25T02:25:38Z,2026-09-24T16:12:10Z,
vnm-decision-458-2026,https://datafiles.chinhphu.vn/cpp/files/vbpq/2026/3/458-ttg.signed.pdf,reused,https://web.archive.org/web/20260330183222/https://datafiles.chinhphu.vn/cpp/files/vbpq/2026/3/458-ttg.signed.pdf,2026-03-30T18:32:22Z,2026-09-24T16:12:12Z,
vnm-eeas-jetp-project-progress-2025,https://www.eeas.europa.eu/jetp-vn-jul2025_en?s=184,reused,https://web.archive.org/web/20251005052735/https://www.eeas.europa.eu/jetp-vn-jul2025_en?s=184,2025-10-05T05:27:35Z,2026-09-24T16:12:23Z,
vnm-eib-bac-ai-package-2025,https://www.eib.org/en/press/all/2025-377-eu-reinforces-support-for-vietnam-s-just-energy-transition-with-eur430-million-package,reused,https://web.archive.org/web/20251116114315/https://www.eib.org/en/press/all/2025-377-eu-reinforces-support-for-vietnam-s-just-energy-transition-with-eur430-million-package,2025-11-16T11:43:15Z,2026-09-24T16:12:32Z,
