referent_row_id,line_id,referent_kind,referent_id,status,method,method_version,confidence,justification_line_ids,decided_at,decided_by,supersedes,notes
0875.agreement.agreement-zaf-register-gr035,zaf-jet-investment-register-q1-2026-overall-data-109,agreement,agreement-zaf-register-gr035,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-109,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr036,zaf-jet-investment-register-q1-2026-overall-data-110,agreement,agreement-zaf-register-gr036,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-110,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr037,zaf-jet-investment-register-q1-2026-overall-data-111,agreement,agreement-zaf-register-gr037,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-111,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr038,zaf-jet-investment-register-q1-2026-overall-data-112,agreement,agreement-zaf-register-gr038,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-112,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr039,zaf-jet-investment-register-q1-2026-overall-data-113,agreement,agreement-zaf-register-gr039,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-113,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr040,zaf-jet-investment-register-q1-2026-overall-data-114,agreement,agreement-zaf-register-gr040,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-114,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-gr041,zaf-jet-investment-register-q1-2026-overall-data-115,agreement,agreement-zaf-register-gr041,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-115,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-nl001-1,zaf-jet-investment-register-q1-2026-overall-data-116,agreement,agreement-zaf-register-nl001-1,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-116,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-nl001-2,zaf-jet-investment-register-q1-2026-overall-data-117,agreement,agreement-zaf-register-nl001-2,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-117,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-nl001-3,zaf-jet-investment-register-q1-2026-overall-data-118,agreement,agreement-zaf-register-nl001-3,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-118,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-nl001-4,zaf-jet-investment-register-q1-2026-overall-data-119,agreement,agreement-zaf-register-nl001-4,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-119,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-nl001-5,zaf-jet-investment-register-q1-2026-overall-data-120,agreement,agreement-zaf-register-nl001-5,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-120,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-nl001-6,zaf-jet-investment-register-q1-2026-overall-data-121,agreement,agreement-zaf-register-nl001-6,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-121,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-nl001-7,zaf-jet-investment-register-q1-2026-overall-data-122,agreement,agreement-zaf-register-nl001-7,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-122,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-nl001-8,zaf-jet-investment-register-q1-2026-overall-data-123,agreement,agreement-zaf-register-nl001-8,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-123,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-nl001-9,zaf-jet-investment-register-q1-2026-overall-data-124,agreement,agreement-zaf-register-nl001-9,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-124,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-nl002,zaf-jet-investment-register-q1-2026-overall-data-125,agreement,agreement-zaf-register-nl002,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-125,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-nl003,zaf-jet-investment-register-q1-2026-overall-data-126,agreement,agreement-zaf-register-nl003,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-126,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-nl004,zaf-jet-investment-register-q1-2026-overall-data-127,agreement,agreement-zaf-register-nl004,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-127,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-nl005,zaf-jet-investment-register-q1-2026-overall-data-128,agreement,agreement-zaf-register-nl005,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-128,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-nl006,zaf-jet-investment-register-q1-2026-overall-data-129,agreement,agreement-zaf-register-nl006,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-129,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-nl007,zaf-jet-investment-register-q1-2026-overall-data-130,agreement,agreement-zaf-register-nl007,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-130,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-nl008,zaf-jet-investment-register-q1-2026-overall-data-131,agreement,agreement-zaf-register-nl008,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-131,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-nl009,zaf-jet-investment-register-q1-2026-overall-data-132,agreement,agreement-zaf-register-nl009,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-132,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-nl010,zaf-jet-investment-register-q1-2026-overall-data-133,agreement,agreement-zaf-register-nl010,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-133,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-nl011,zaf-jet-investment-register-q1-2026-overall-data-134,agreement,agreement-zaf-register-nl011,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-134,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-nl012,zaf-jet-investment-register-q1-2026-overall-data-135,agreement,agreement-zaf-register-nl012,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-135,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-sw001,zaf-jet-investment-register-q1-2026-overall-data-136,agreement,agreement-zaf-register-sw001,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-136,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-sw002,zaf-jet-investment-register-q1-2026-overall-data-137,agreement,agreement-zaf-register-sw002,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-137,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-sw003,zaf-jet-investment-register-q1-2026-overall-data-138,agreement,agreement-zaf-register-sw003,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-138,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-sw004,zaf-jet-investment-register-q1-2026-overall-data-139,agreement,agreement-zaf-register-sw004,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-139,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-sw005,zaf-jet-investment-register-q1-2026-overall-data-140,agreement,agreement-zaf-register-sw005,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-140,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-sw006,zaf-jet-investment-register-q1-2026-overall-data-141,agreement,agreement-zaf-register-sw006,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-141,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-sw007,zaf-jet-investment-register-q1-2026-overall-data-142,agreement,agreement-zaf-register-sw007,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-142,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-sw008,zaf-jet-investment-register-q1-2026-overall-data-143,agreement,agreement-zaf-register-sw008,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-143,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-sw009,zaf-jet-investment-register-q1-2026-overall-data-144,agreement,agreement-zaf-register-sw009,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-144,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk001,zaf-jet-investment-register-q1-2026-overall-data-145,agreement,agreement-zaf-register-uk001,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-145,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk002,zaf-jet-investment-register-q1-2026-overall-data-146,agreement,agreement-zaf-register-uk002,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-146,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk003,zaf-jet-investment-register-q1-2026-overall-data-147,agreement,agreement-zaf-register-uk003,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-147,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk005,zaf-jet-investment-register-q1-2026-overall-data-148,agreement,agreement-zaf-register-uk005,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-148,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk006,zaf-jet-investment-register-q1-2026-overall-data-149,agreement,agreement-zaf-register-uk006,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-149,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk007,zaf-jet-investment-register-q1-2026-overall-data-150,agreement,agreement-zaf-register-uk007,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-150,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk008,zaf-jet-investment-register-q1-2026-overall-data-151,agreement,agreement-zaf-register-uk008,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-151,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk009,zaf-jet-investment-register-q1-2026-overall-data-152,agreement,agreement-zaf-register-uk009,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-152,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk011,zaf-jet-investment-register-q1-2026-overall-data-153,agreement,agreement-zaf-register-uk011,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-153,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk012,zaf-jet-investment-register-q1-2026-overall-data-154,agreement,agreement-zaf-register-uk012,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-154,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk013,zaf-jet-investment-register-q1-2026-overall-data-155,agreement,agreement-zaf-register-uk013,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-155,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk014,zaf-jet-investment-register-q1-2026-overall-data-156,agreement,agreement-zaf-register-uk014,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-156,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk015,zaf-jet-investment-register-q1-2026-overall-data-157,agreement,agreement-zaf-register-uk015,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-157,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk016,zaf-jet-investment-register-q1-2026-overall-data-158,agreement,agreement-zaf-register-uk016,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-158,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk017,zaf-jet-investment-register-q1-2026-overall-data-159,agreement,agreement-zaf-register-uk017,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-159,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk018,zaf-jet-investment-register-q1-2026-overall-data-160,agreement,agreement-zaf-register-uk018,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-160,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk019,zaf-jet-investment-register-q1-2026-overall-data-161,agreement,agreement-zaf-register-uk019,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-161,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk020,zaf-jet-investment-register-q1-2026-overall-data-162,agreement,agreement-zaf-register-uk020,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-162,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk021,zaf-jet-investment-register-q1-2026-overall-data-163,agreement,agreement-zaf-register-uk021,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-163,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk022,zaf-jet-investment-register-q1-2026-overall-data-164,agreement,agreement-zaf-register-uk022,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-164,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk023,zaf-jet-investment-register-q1-2026-overall-data-165,agreement,agreement-zaf-register-uk023,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-165,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk024,zaf-jet-investment-register-q1-2026-overall-data-166,agreement,agreement-zaf-register-uk024,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-166,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk025,zaf-jet-investment-register-q1-2026-overall-data-167,agreement,agreement-zaf-register-uk025,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-167,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk026,zaf-jet-investment-register-q1-2026-overall-data-168,agreement,agreement-zaf-register-uk026,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-168,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk027,zaf-jet-investment-register-q1-2026-overall-data-169,agreement,agreement-zaf-register-uk027,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-169,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk028,zaf-jet-investment-register-q1-2026-overall-data-170,agreement,agreement-zaf-register-uk028,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-170,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk029,zaf-jet-investment-register-q1-2026-overall-data-171,agreement,agreement-zaf-register-uk029,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-171,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk030,zaf-jet-investment-register-q1-2026-overall-data-172,agreement,agreement-zaf-register-uk030,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-172,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk031,zaf-jet-investment-register-q1-2026-overall-data-173,agreement,agreement-zaf-register-uk031,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-173,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk033,zaf-jet-investment-register-q1-2026-overall-data-174,agreement,agreement-zaf-register-uk033,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-174,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk034,zaf-jet-investment-register-q1-2026-overall-data-175,agreement,agreement-zaf-register-uk034,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-175,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk035,zaf-jet-investment-register-q1-2026-overall-data-176,agreement,agreement-zaf-register-uk035,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-176,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk037,zaf-jet-investment-register-q1-2026-overall-data-177,agreement,agreement-zaf-register-uk037,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-177,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk039,zaf-jet-investment-register-q1-2026-overall-data-178,agreement,agreement-zaf-register-uk039,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-178,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk042,zaf-jet-investment-register-q1-2026-overall-data-179,agreement,agreement-zaf-register-uk042,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-179,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk043,zaf-jet-investment-register-q1-2026-overall-data-180,agreement,agreement-zaf-register-uk043,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-180,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk044,zaf-jet-investment-register-q1-2026-overall-data-181,agreement,agreement-zaf-register-uk044,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-181,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk045,zaf-jet-investment-register-q1-2026-overall-data-182,agreement,agreement-zaf-register-uk045,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-182,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk046,zaf-jet-investment-register-q1-2026-overall-data-183,agreement,agreement-zaf-register-uk046,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-183,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk047,zaf-jet-investment-register-q1-2026-overall-data-184,agreement,agreement-zaf-register-uk047,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-184,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk048,zaf-jet-investment-register-q1-2026-overall-data-185,agreement,agreement-zaf-register-uk048,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-185,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk049,zaf-jet-investment-register-q1-2026-overall-data-186,agreement,agreement-zaf-register-uk049,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-186,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk050,zaf-jet-investment-register-q1-2026-overall-data-187,agreement,agreement-zaf-register-uk050,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-187,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk051,zaf-jet-investment-register-q1-2026-overall-data-188,agreement,agreement-zaf-register-uk051,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-188,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk052,zaf-jet-investment-register-q1-2026-overall-data-189,agreement,agreement-zaf-register-uk052,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-189,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk053,zaf-jet-investment-register-q1-2026-overall-data-190,agreement,agreement-zaf-register-uk053,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-190,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk054,zaf-jet-investment-register-q1-2026-overall-data-191,agreement,agreement-zaf-register-uk054,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-191,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk055,zaf-jet-investment-register-q1-2026-overall-data-192,agreement,agreement-zaf-register-uk055,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-192,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk056,zaf-jet-investment-register-q1-2026-overall-data-193,agreement,agreement-zaf-register-uk056,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-193,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk057,zaf-jet-investment-register-q1-2026-overall-data-194,agreement,agreement-zaf-register-uk057,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-194,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk058,zaf-jet-investment-register-q1-2026-overall-data-195,agreement,agreement-zaf-register-uk058,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-195,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk059,zaf-jet-investment-register-q1-2026-overall-data-196,agreement,agreement-zaf-register-uk059,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-196,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk060,zaf-jet-investment-register-q1-2026-overall-data-197,agreement,agreement-zaf-register-uk060,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-197,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk061,zaf-jet-investment-register-q1-2026-overall-data-198,agreement,agreement-zaf-register-uk061,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-198,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk062,zaf-jet-investment-register-q1-2026-overall-data-199,agreement,agreement-zaf-register-uk062,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-199,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk063,zaf-jet-investment-register-q1-2026-overall-data-200,agreement,agreement-zaf-register-uk063,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-200,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk064,zaf-jet-investment-register-q1-2026-overall-data-201,agreement,agreement-zaf-register-uk064,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-201,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk065,zaf-jet-investment-register-q1-2026-overall-data-202,agreement,agreement-zaf-register-uk065,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-202,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk066,zaf-jet-investment-register-q1-2026-overall-data-203,agreement,agreement-zaf-register-uk066,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-203,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk067,zaf-jet-investment-register-q1-2026-overall-data-204,agreement,agreement-zaf-register-uk067,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-204,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk068,zaf-jet-investment-register-q1-2026-overall-data-205,agreement,agreement-zaf-register-uk068,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-205,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk069,zaf-jet-investment-register-q1-2026-overall-data-206,agreement,agreement-zaf-register-uk069,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-206,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk070,zaf-jet-investment-register-q1-2026-overall-data-207,agreement,agreement-zaf-register-uk070,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-207,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk071,zaf-jet-investment-register-q1-2026-overall-data-208,agreement,agreement-zaf-register-uk071,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-208,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk072,zaf-jet-investment-register-q1-2026-overall-data-209,agreement,agreement-zaf-register-uk072,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-209,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk073,zaf-jet-investment-register-q1-2026-overall-data-210,agreement,agreement-zaf-register-uk073,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-210,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk074,zaf-jet-investment-register-q1-2026-overall-data-211,agreement,agreement-zaf-register-uk074,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-211,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk075,zaf-jet-investment-register-q1-2026-overall-data-212,agreement,agreement-zaf-register-uk075,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-212,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk076,zaf-jet-investment-register-q1-2026-overall-data-213,agreement,agreement-zaf-register-uk076,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-213,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-uk077,zaf-jet-investment-register-q1-2026-overall-data-214,agreement,agreement-zaf-register-uk077,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-214,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-us001,zaf-jet-investment-register-q1-2026-overall-data-215,agreement,agreement-zaf-register-us001,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-215,2026-09-24,scripts/jetp/build_reconciliation.py,,
0875.agreement.agreement-zaf-register-us002,zaf-jet-investment-register-q1-2026-overall-data-216,agreement,agreement-zaf-register-us002,accepted,register_id,1,1,zaf-jet-investment-register-q1-2026-overall-data-216,2026-09-24,scripts/jetp/build_reconciliation.py,,
