source_id,country,authority_category,publisher,source_type,title,published_date,url,project_id,expected_format,priority,active,notes
idn-gfanz-saguling-2025,IDN,private_finance,Glasgow Financial Alliance for Net Zero,official_news,First Indonesian JETP Solar Project Mobilizes USD 60 Million as Investment Momentum Builds,2025-04-29,https://www.gfanzero.com/press/first-indonesian-jetp-solar-project-mobilizes-usd-60-million-as-investment-momentum-builds/,idn-fin-saguling-floating-solar,html,1,true,Direct JETP finance announcement by GFANZ; reports 92 MWp and a USD 60 million agreement among DEG Proparco and Standard Chartered
idn-jetp-xurya-equity-2024,IDN,jetp_secretariat,JETP Indonesia Secretariat,official_news,Norwegian and British Investment in Indonesian Start-up Marks First Equity Milestone in JETP Disbursement,2024-07-01,https://jetp.id/news/norwegian-and-british-investment-in-indonesian-start-up-marks-first-equity-milestone-in-jetp-disbursement,idn-fin-xurya-rooftop,html,1,true,Direct JETP Secretariat announcement for Norfund Climate Investment Fund and BII equity in Xurya
idn-portfolio-wolcot,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,Women-Led Coal Transition Mechanism WOLCOT,,https://portfolio.jetp.id/program/women-led-coal-transition-mechanism-wolcot-1,idn-grant-wolcot,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-esmap-canada,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,Energy Sector Management Assistance Program ESMAP Canada,,https://portfolio.jetp.id/program/energy-sector-management-assistance-program-esmap,idn-grant-esmap-canada,html,1,true,Direct official programme profile; page identifies Canada and CAD 2 million
idn-portfolio-etp,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,South East Asia Energy Transition Partnership ETP,,https://portfolio.jetp.id/program/south-east-asia-energy-transition-partnership-etp,idn-grant-jetp-etp,html,1,true,Direct official programme profile for the multi-donor ETP
idn-portfolio-cefim,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,Clean Energy Finance and Investment Mobilisation CEFIM Programme,,https://portfolio.jetp.id/program/clean-energy-finance-and-investment-mobilisation-cefim-programme,idn-grant-cefim,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-cetp,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,Clean Energy Transition Program CETP,,https://portfolio.jetp.id/program/clean-energy-transition-program-cetp,idn-grant-cetp,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-enerkey,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,EnerKey Project,,https://portfolio.jetp.id/program/enerkey-project,idn-grant-enerkey,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-euicf,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,EU-Indonesia Cooperation Facility,,https://portfolio.jetp.id/program/eu-indonesia-cooperation-facility,idn-grant-eu-indonesia-cooperation-facility,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-s4i,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,Support for Infrastructure Investments in Indonesia S4I,,https://portfolio.jetp.id/program/support-for-infrastructure-investments-in-indonesia-s4i-for-the-establishment-of-indonesias-development-bank-project,idn-grant-s4i,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-sdg-one,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,SDG Indonesia One,,https://portfolio.jetp.id/program/sdg-indonesia-one,idn-grant-sdg-indonesia-one,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-ietf,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,Indonesia Energy Transition Facility IETF,,https://portfolio.jetp.id/program/ietf-indonesia-energy-transition-facility,idn-grant-ietf,html,1,true,Direct official programme profile for the EU and French contributions
idn-portfolio-ipdf,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,Indonesia Policy Dialogue Fund IPDF,,https://portfolio.jetp.id/program/indonesia-policy-dialogue-fund-ipdf,idn-grant-ipdf,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-efsd,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,European Fund for Sustainable Development Plus energy project preparation,,https://portfolio.jetp.id/program/european-fund-for-sustainable-development-plus-efsd-for-energy-project-preparation,idn-grant-efsd-energy-preparation,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-etmptf,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,Energy Transition Mechanism Partnership Trust Fund ETMPTF,,https://portfolio.jetp.id/program/energy-transition-mechanism-partnership-trust-fund-etmptf-1,idn-grant-etmptf,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-seti,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,Sustainable Energy Transition in Indonesia SETI,,https://portfolio.jetp.id/program/sustainable-energy-transition-in-indonesia-seti-1,idn-grant-seti,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-etap,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,Energy Transition Acceleration Programme ETAP,,https://portfolio.jetp.id/program/energy-transition-acceleration-programme-etap,idn-grant-etap,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-iki-jet,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,Innovation Regions for a Just Energy Transition IKI JET,,https://portfolio.jetp.id/program/innovation-regions-for-a-just-energy-transition-iki-jet,idn-grant-iki-jet,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-low-carbon-buildings,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,Asia Low Carbon Building Transition,,https://portfolio.jetp.id/program/asia-low-carbon-building-transition,idn-grant-asia-low-carbon-buildings,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-gesit,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,Green Jobs for Social Inclusion and Sustainable Transformation GESIT,,https://portfolio.jetp.id/program/green-jobs-for-social-inclusion-and-sustainable-transformation-gesit,idn-grant-gesit,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-reep2,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,1000 Islands Renewable Energy for Electrification Programme Phase II REEP2,,https://portfolio.jetp.id/program/1000-islands-renewable-energy-for-electrification-programme-phase-ii-reep2,idn-grant-reep2,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-case,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,"Clean Affordable and Secure Energy for Southeast Asia CASE",,https://portfolio.jetp.id/program/clean-affordable-and-secure-energy-for-southeast-asia-case,idn-grant-case,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-entri,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,Renewable Energy Mini-Grids Triangular Cooperation ENTRI,,https://portfolio.jetp.id/program/renewable-energy-mini-grids-triangular-cooperation-entri-project,idn-grant-entri,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-explore,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,Strategic Exploration of Economic Mitigation Potentials through Renewables ExploRE,,https://portfolio.jetp.id/program/strategic-exploration-of-economic-mitigation-potentials-through-renewables-explore-project,idn-grant-explore,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-candi-umbul,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,Candi Umbul Geothermal Project,,https://portfolio.jetp.id/program/candi-umbul-geothermal-project,idn-grant-candi-umbul-telomoyo,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-sustainable-hydropower,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,Accompanying Measure Sustainable Hydropower,,https://portfolio.jetp.id/program/accompanying-measure-sustainable-hydropower,idn-grant-sustainable-hydropower-2,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-jetp-esia,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,Facilitating Financing for Indonesia JETP ESIA Study,,https://portfolio.jetp.id/program/facilitating-financing-for-indonesias-just-energy-transition-partnership-esia-study,idn-grant-jetp-esia-study,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-perform,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,Performing Energy Transition through Fiscal Reform in Indonesia PERFORM,,https://portfolio.jetp.id/program/performing-energy-transition-through-fiscal-reform-in-indonesia-perform,idn-grant-perform,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-jetp-financing,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,Facilitating Financing for Indonesia Just Energy Transition Partnership,,https://portfolio.jetp.id/program/facilitating-financing-for-indonesias-just-energy-transition-partnership,idn-grant-jetp-financing-facilitation,html,1,true,Direct official programme profile independently indexed from the separate ESIA row
idn-portfolio-re2grid,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,RE2Grid,,https://portfolio.jetp.id/program/re2grid,idn-grant-re2grid,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-re2cool,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,RE2Cool,,https://portfolio.jetp.id/program/re2cool,idn-grant-re2cool,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-carbon-monetization,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,Carbon Monetization,,https://portfolio.jetp.id/program/carbon-monetization,idn-grant-carbon-monetization,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-energy-hub,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,Energy Hub,,https://portfolio.jetp.id/program/energy-hub,idn-grant-energy-hub,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-iki-flex,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,IKI-Flex JETP Support Package,,https://portfolio.jetp.id/program/iki-flex-jetp-support-package-1,idn-grant-iki-flex-jetp,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-secretariat-capacity,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,Institutional and Capacity Building Support for the JETP Secretariat,,https://portfolio.jetp.id/program/institutional-and-capacity-building-support-for-the-just-energy-transition-partnership-secretariat,idn-grant-jetp-secretariat-capacity,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-patuha2,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,Grant for Patuha Unit-2 Geothermal Power Generation Project,,https://portfolio.jetp.id/program/grant-for-patuha-unit-2-geothermal-power-generation-project,idn-grant-patuha-2,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-mentari-policy,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,MENTARI Contributions to the JETP,,https://portfolio.jetp.id/program/mentari-contributions-to-the-jetp,idn-grant-mentari-policy,html,1,true,Direct official programme profile for the MENTARI policy contribution
idn-portfolio-green-energy-transition,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,Green Energy Transition Indonesia,,https://portfolio.jetp.id/program/green-energy-transition-indonesia,idn-grant-green-energy-transition-indonesia,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-uk-pact,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,UK PACT Indonesia,,https://portfolio.jetp.id/program/uk-pact-indonesia,idn-grant-uk-pact,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-jt-framework,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,Operationalisation of the Just Transition Framework in JETP Indonesia Phase 2,,https://portfolio.jetp.id/program/operationalisation-of-the-just-transition-framework-in-jetp-indonesia-phase-2,idn-grant-jt-framework-phase-2,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-mentari-vgf,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,MENTARI Viability Gap Fund,,https://portfolio.jetp.id/program/mentari-viability-gap-fund,idn-grant-mentari-vgf,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-growth-gateway,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,Growth Gateway,,https://portfolio.jetp.id/program/growth-gateway,idn-grant-growth-gateway,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-esmap-uk,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,Energy Sector Management Assistance Program UK,,https://portfolio.jetp.id/program/energy-sector-management-assistance-program,idn-grant-esmap-uk,html,1,true,Direct official programme profile; page identifies the UK and GBP 5 million
idn-portfolio-pt-smi-retirement,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,PT SMI Early Retirement Program,,https://portfolio.jetp.id/program/pt-smi-early-retirement-program,idn-grant-pt-smi-early-retirement,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-cfpp-repurposing,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,Coal-Fired Power Plant Site Repurposing,,https://portfolio.jetp.id/program/coal-fired-power-plant-site-repurposing,idn-grant-cfpp-site-repurposing,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-jt-coal-regions,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,Just Transition in Coal Regions,,https://portfolio.jetp.id/program/just-transition-in-coal-regions,idn-grant-just-transition-coal-regions,html,1,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-project-gecs,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,Green Energy Corridor Sulawesi GECS,,https://portfolio.jetp.id/project/green-energy-corridor-sulawesi-gecs,idn-pipe-green-corridors-sulawesi,html,1,true,Current official project profile showing approved KfW financing after the 2025 progress-report snapshot
idn-portfolio-project-nagajaya,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,Nagajaya Microhydro 6.5 MW,,https://portfolio.jetp.id/project/nagajaya-microhydro-65-mw,idn-pipe-nagajaya-micro-hydro,html,1,true,Current official project profile showing approved Norfund equity and source-specific 6.5 MW capacity
idn-portfolio-project-hululais,IDN,jetp_secretariat,JETP Indonesia Secretariat,project_page,Geothermal Hululais Units 1 and 2,,https://portfolio.jetp.id/project/geothermal-hululais-unit-1-2,idn-pipe-hululais-1-2,html,1,true,Current official project profile showing approved JICA financing after the 2025 progress-report snapshot
idn-project-dieng3-adb,IDN,multilateral_funder,Asian Development Bank,project_page,Geothermal Power Expansion Project - Dieng Unit 3,,https://www.adb.org/projects/58342-001/main,idn-pipe-dieng-3-4,html,1,true,Direct financier project page; current status is Proposed and the source may block automated harvesting
idn-project-cirebon-framework-marubeni,IDN,operator,Marubeni Corporation,official_news,Memorandum of Understanding for Early Retirement of Cirebon-1 Coal-Fired Power Plant,2023-12-04,https://www.marubeni.com/en/news/2023/info/00037.html,idn-pipe-cirebon-1-retirement,html,1,true,Direct participant announcement of a conditional framework for possible early retirement
idn-news-cirebon-retirement-reuters-2025,IDN,secondary_source,Reuters,secondary_news,Indonesia backpedals on retiring Cirebon coal power plant early,2025-12-05,https://www.reuters.com/business/energy/indonesia-backpedals-retiring-cirebon-coal-power-plant-early-2025-12-05/,idn-pipe-cirebon-1-retirement,html,2,true,Independent news report quoting the coordinating economic minister that early retirement was unlikely to proceed
idn-project-seg-construction-2024,IDN,operator,SEG Solar,official_news,SEG Solar held groundbreaking ceremony for Indonesia integrated photovoltaic manufacturing base,2024-09-30,https://www.segsolar.com/press/news/112,idn-pipe-solar-cell-manufacturing,html,1,true,Direct operator construction milestone
idn-project-seg-operational-2025,IDN,operator,SEG Solar,official_news,SEG Solar Indonesia manufacturing base celebrates successful operation of Phase I,2025-08-15,https://www.segsolar.eu/press/news/128,idn-pipe-solar-cell-manufacturing,html,1,true,Direct operator report of mass production and initial shipments after the 2024 groundbreaking
idn-project-singkarak-acwa-2022,IDN,operator,ACWA Power,official_news,ACWA Power set to enter Indonesia with two floating solar PV projects,2022-11-01,https://acwapower.com/en/media-center/latest-news/acwa-power-set-to-enter-indonesia-with-two-floating-solar-pv-projects/,idn-pipe-singkarak-floating-solar,html,1,true,Direct developer announcement of the 50 MWac Singkarak project and ownership structure; does not supersede its later suspended status
idn-project-sutami-construction-plnnp-2026,IDN,operator,PLN Nusantara Power,official_news,PLN Nusantara Power strengthens Karangkates floating solar development,2026-03-06,https://www.plnnusantarapower.co.id/media-relation/press-release/percepat-transisi-energi-bersih-pln-nusantara-power-perkuat-pengembangan-plts-terapung-karangkates,idn-pipe-sutami-floating-solar,html,1,true,Direct operator report that the 10 February 2026 soft launch marked the construction phase
idn-project-tanah-laut-plnnp,IDN,operator,PLN Nusantara Renewables,project_page,Green flagship projects: Tanah Laut wind power plant,,https://www.plnnusantarapower.co.id/about-us/achievements/green-flagship-projects,idn-pipe-tanah-laut-wind,html,1,true,Direct operator profile identifying 70 MW wind plus 10 MW/10 MWh battery storage and development status
idn-project-tanah-laut-ppa-ptplnnr,IDN,operator,PLN Nusantara Renewables,official_news,PJBI Total Eren and Adaro Power sign Tanah Laut wind PPA,2023-05-04,https://ptplnnr.com/news-and-articles/detail/pjbi-along-with-total-eren-and-adaro-power-sign-a-power-purchase-agreement-with-pln-for-indonesias-first-bess-technology-wind-farm-pltb,idn-pipe-tanah-laut-wind,html,1,true,Direct participant announcement of the PPA for 70 MW wind plus 10 MWh BESS
idn-project-legok-agreement-ut-2024,IDN,operator,United Tractors,official_news,Legok Nangka project cooperation agreement,2024-07-23,https://www.unitedtractors.com/en/legok-nangka-project-cooperation-agreement-between-jabar-environmental-solutions-jes-and-the-west-java-provincial-government/,idn-pipe-legok-nangka-waste,html,1,true,Direct consortium participant report of the cooperation agreement and project scope
idn-news-legok-groundbreaking-antara-2026,IDN,secondary_source,ANTARA News,secondary_news,Legok Nangka PSEL to boost waste management and clean energy,2026-07-29,https://en.antaranews.com/news/424445/legok-nangka-psel-to-boost-waste-management-clean-energy-ministry,idn-pipe-legok-nangka-waste,html,2,true,News report of the official groundbreaking and construction timetable
idn-project-rsud-retrofit-c40,IDN,operator,C40 Cities Finance Facility,operator_report,Retrofitting 27 Hospitals in Jakarta,,https://cff-prod.s3.amazonaws.com/storage/files/r5rRE6f7F5gg1QIMR8I6reXUGZJIXKyOlcQ3jSlN.pdf,idn-pipe-rsud-energy-efficiency,pdf,1,true,Project report documenting audits and rooftop-solar plus energy-efficiency scenarios across 27 hospitals; not evidence of financing approval or construction
idn-portfolio-project-index-2026,IDN,jetp_secretariat,JETP Indonesia Secretariat,data_portal,Current JETP project portfolio,,https://portfolio.jetp.id/project,,html,1,true,Current official project index checked project by project; seven profiles were exposed at the September 2026 review date
idn-eib-ptsmi-mou-2024,IDN,multilateral_funder,European Investment Bank,official_news,Indonesia EIB Global agrees to support PT SMI on sustainable infrastructure development,2024-02-23,https://www.eib.org/en/press/all/2024-084-eib-global-agrees-to-support-pt-smi-on-sustainable-infrastructure-development-in-indonesia,idn-pipe-eib-sustainable-infrastructure,html,1,true,Direct funder announcement of a potential EUR 500m framework loan subject to approval
idn-jetp-work-plan-2024-presentation,IDN,jetp_secretariat,JETP Indonesia Secretariat,progress_update,JETP Indonesia 2024 Work Plan presentation,2024-06-05,https://asiacleanenergyforum.adb.org/wp-content/uploads/2024/06/Paul-Butarbutar.pdf,,pdf,1,true,Public ADB forum presentation by the JETP Secretariat executive director naming Hijaunesia 1 and 2 and the 400 MW Sulawesi and 250 MW Sumatra hydro procurements
idn-ibvogt-diesel-west-2023,IDN,operator,ib vogt,official_news,ib vogt awarded Western Cluster of Indonesia Diesel Replacement Program,2023-12-22,https://www.ibvogt.com/ib-vogt-awarded-diesel-replacement-program-projects-in-western-indonesia/,idn-pipe-dediesel-west-phase1,html,1,true,Direct winner announcement covering 48 western projects with 60 MWp solar and 175 MWh storage; scheduled construction is not coded as actual construction
idn-geapp-diesel-replacement-program,IDN,operator,Global Energy Alliance for People and Planet,project_page,Diesel to Renewables to Power Indonesia Energy Transition,,https://energyalliance.org/project/diesel-to-renewables-to-power-indonesias-energy-transition/,,html,2,true,Programme-level partner page covering the 94-location 0.2 GW first phase without resolving the eastern cluster to an exact direct project page
idn-ieefa-dediesel-update-2026,IDN,secondary_source,Institute for Energy Economics and Financial Analysis,secondary_news,Advancing Indonesia 100GW solar program through de-dieselization for energy security,2026-04-02,https://ieefa.org/resources/advancing-indonesias-100gw-solar-program-through-de-dieselization-energy-security,,html,2,true,Current independent assessment says implementation remained slow and no first-phase power purchase agreements had been signed
vnm-rmp-2023-vi,VNM,national_government,Government of Viet Nam and International Partners Group,investment_plan,Viet Nam JETP Resource Mobilisation Plan (Vietnamese),2023-12-01,https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf,,pdf,1,true,Official Vietnamese RMP direct PDF linked by the MOIT JETP portal
vnm-decision-1009-2023,VNM,national_government,Government of Viet Nam,implementation_plan,Decision 1009/QD-TTg approving the initial JETP implementation scheme,2023-08-31,https://jetp.moit.gov.vn/Images/User/quantri/2025/3/1009_qd-ttg_31082023_trong_tor.pdf,,pdf,1,true,Official signed decision direct PDF linked by the MOIT JETP portal
vnm-decision-458-2026,VNM,national_government,Government of Viet Nam,implementation_plan,Decision 458/QD-TTg approving the updated JETP implementation scheme,2026-03-20,https://datafiles.chinhphu.vn/cpp/files/vbpq/2026/3/458-ttg.signed.pdf,,pdf,1,true,Official signed decision direct PDF linked by the MOIT JETP portal
vnm-moit-newsletter-01-2025-03,VNM,jetp_secretariat,Ministry of Industry and Trade,progress_update,Viet Nam JETP Newsletter issue 1 - March 2025,2025-03-31,https://jetp.moit.gov.vn/Images/User/quantri/2025/5/ban_tin_so_1-thang_3.pdf,,pdf,1,true,First issue in the complete official monthly series observed at collection
vnm-moit-newsletter-02-2025-04,VNM,jetp_secretariat,Ministry of Industry and Trade,progress_update,Viet Nam JETP Newsletter issue 2 - April 2025,2025-05-09,https://jetp.moit.gov.vn/Images/User/quantri/2025/5/ban_tin_so_2_-_thang_4_-_update.pdf,,pdf,1,true,Official monthly newsletter
vnm-moit-newsletter-03-2025-05,VNM,jetp_secretariat,Ministry of Industry and Trade,progress_update,Viet Nam JETP Newsletter issue 3 - May 2025,2025-06-23,https://jetp.moit.gov.vn/Images/User/ngocanh/2025/6/newsletter_no.3_vie_18.6.pdf,,pdf,1,true,Official monthly newsletter
vnm-moit-newsletter-04-2025-06,VNM,jetp_secretariat,Ministry of Industry and Trade,progress_update,Viet Nam JETP Newsletter issue 4 - June 2025,2025-07-18,https://jetp.moit.gov.vn/Images/User/ngocanh/2025/7/tin_so_4_vie-7-14.pdf,,pdf,1,true,Official monthly newsletter
vnm-moit-newsletter-05-2025-07,VNM,jetp_secretariat,Ministry of Industry and Trade,progress_update,Viet Nam JETP Newsletter issue 5 - July 2025,2025-08-15,https://jetp.moit.gov.vn/Images/User/ngocanh/2025/8/tin_so_5_vie_0408.pdf,,pdf,1,true,Official monthly newsletter
vnm-moit-newsletter-06-2025-08,VNM,jetp_secretariat,Ministry of Industry and Trade,progress_update,Viet Nam JETP Newsletter issue 6 - August 2025,2025-09-27,https://jetp.moit.gov.vn/Images/User/ngocanh/2025/9/tin_so_6_vie.pdf,,pdf,1,true,Official monthly newsletter
vnm-moit-newsletter-07-2025-09,VNM,jetp_secretariat,Ministry of Industry and Trade,progress_update,Viet Nam JETP Newsletter issue 7 - September 2025,2025-10-18,https://jetp.moit.gov.vn/Images/User/halinh/2025/10/tin_so_7_vie_1.pdf,,pdf,1,true,Official monthly newsletter
vnm-moit-newsletter-08-2025-10,VNM,jetp_secretariat,Ministry of Industry and Trade,progress_update,Viet Nam JETP Newsletter issue 8 - October 2025,2025-11-10,https://jetp.moit.gov.vn/Images/User/halinh/2025/11/tin_so_8_vie.pdf,,pdf,1,true,Official monthly newsletter
vnm-moit-newsletter-09-2025-11,VNM,jetp_secretariat,Ministry of Industry and Trade,progress_update,Viet Nam JETP Newsletter issue 9 - November 2025,2025-12-22,https://jetp.moit.gov.vn/Images/User/ngocanh/2025/12/ban_tin_jetp_viet_nam_so_9.pdf,,pdf,1,true,Official monthly newsletter
vnm-moit-newsletter-10-2025-12,VNM,jetp_secretariat,Ministry of Industry and Trade,progress_update,Viet Nam JETP Newsletter issue 10 - December 2025,2026-01-26,https://jetp.moit.gov.vn/Images/User/ngocanh/2026/1/tin_so_10_vie.pdf,,pdf,1,true,Official monthly newsletter
vnm-moit-newsletter-11-2026-01,VNM,jetp_secretariat,Ministry of Industry and Trade,progress_update,Viet Nam JETP Newsletter issue 11 - January 2026,2026-02-13,https://jetp.moit.gov.vn/Images/User/ngocanh/2026/2/bantin1_(2).pdf,,pdf,1,true,Official monthly newsletter
vnm-moit-newsletter-12-2026-02,VNM,jetp_secretariat,Ministry of Industry and Trade,progress_update,Viet Nam JETP Newsletter issue 12 - February 2026,2026-03-12,https://jetp.moit.gov.vn/Images/User/ngocanh/2026/3/ban_tin_jetp_so_12-thang_2.2026_vie-da_nen.pdf,,pdf,1,true,Official monthly newsletter
vnm-moit-newsletter-13-2026-03,VNM,jetp_secretariat,Ministry of Industry and Trade,progress_update,Viet Nam JETP Newsletter issue 13 - March 2026,2026-04-13,https://jetp.moit.gov.vn/Images/User/ngocanh/2026/4/ban_tin_so_13__vie_(1).pdf,,pdf,1,true,Latest newsletter in the two-page official document index observed on 2026-09-12
vnm-evn-decision-1929-news-2026,VNM,operator,Vietnam Electricity,official_news,Renewable energy target under Decision 1929/QD-BCT,2026-08-03,https://www.evn.com.vn/d/vi-VN/news/Phan-dau-nang-ty-le-nguon-nang-luong-tai-tao-dat-khoang-47-tong-cong-suat-dien-60-17-509141,,html,2,true,Official operator news confirms the decision number and date but does not expose the signed full text
vnm-moit-project-index-2026,VNM,jetp_secretariat,Ministry of Industry and Trade,project_list,Current Viet Nam JETP-aligned project index,,https://jetp.moit.gov.vn/du-an/,,html,1,true,Official project index checked on 2026-09-12 exposes three named project profiles
vnm-moit-project-bac-ai,VNM,jetp_secretariat,Ministry of Industry and Trade,project_page,Bac Ai pumped-storage hydropower plant 1200 MW,,https://jetp.moit.gov.vn/chi-tiet-du-an/?id=15,vnm-project-bac-ai-pumped-hydro,html,1,true,Official profile reports project cost financing participants technical-design status and planned completion
vnm-moit-project-binh-duong-dong-nai,VNM,jetp_secretariat,Ministry of Industry and Trade,project_page,Binh Duong and Dong Nai substations and transmission reinforcement,,https://jetp.moit.gov.vn/chi-tiet-du-an/?id=14,vnm-project-binh-duong-dong-nai-transmission,html,1,true,Official profile reports the EUR 67 million AFD loan and detailed-design status
vnm-moit-project-tri-an,VNM,jetp_secretariat,Ministry of Industry and Trade,project_page,Tri An hydropower plant expansion,,https://jetp.moit.gov.vn/chi-tiet-du-an/?id=4,vnm-project-tri-an-expansion,html,1,true,Official profile reports the 200 MW expansion EUR 65 million KfW loan and construction status
vnm-evn-afd-transmission-2025,VNM,operator,Vietnam Electricity,official_news,EVNNPT and AFD sign EUR 67 million financing agreement to strengthen Viet Nam power transmission,2025-05-27,https://en.evn.com.vn/d/en-US/news/EVNNPT-and-AFD-sign-67-million-financing-agreement-to-strengthen-Vietnams-power-transmission-network-60-12-500732,vnm-project-binh-duong-dong-nai-transmission,html,1,true,Direct operator announcement says the 26 May agreement finances two 500 kV substations and associated lines
vnm-evn-kfw-tri-an-2025,VNM,operator,Vietnam Electricity,official_news,EVN signs EUR 65 million loan agreement for Tri An hydropower plant expansion,2025-06-25,https://en.evn.com.vn/d/en-US/news/EVN-signs-65-million-loan-agreement-for-Tri-An-Hydropower-Plant-Expansion-Project-60-12-500802,vnm-project-tri-an-expansion,html,1,true,Direct operator announcement dates the agreement 24 June and reports construction and commissioning milestones
