old_id,kind,new_id
idn-cipp-transmission-007,line,idn-cipp-2023-cpr-mirror-transmission-7
idn-cipp-transmission-008,line,idn-cipp-2023-cpr-mirror-transmission-8
idn-cipp-transmission-009,line,idn-cipp-2023-cpr-mirror-transmission-9
idn-cipp-transmission-010,line,idn-cipp-2023-cpr-mirror-transmission-10
idn-cipp-transmission-011,line,idn-cipp-2023-cpr-mirror-transmission-11
idn-cipp-transmission-012,line,idn-cipp-2023-cpr-mirror-transmission-12
idn-cipp-transmission-013,line,idn-cipp-2023-cpr-mirror-transmission-13
idn-cipp-transmission-014,line,idn-cipp-2023-cpr-mirror-transmission-14
idn-cipp-transmission-015,line,idn-cipp-2023-cpr-mirror-transmission-15
idn-cipp-transmission-016,line,idn-cipp-2023-cpr-mirror-transmission-16
idn-cipp-transmission-017,line,idn-cipp-2023-cpr-mirror-transmission-17
idn-cipp-transmission-018,line,idn-cipp-2023-cpr-mirror-transmission-18
idn-cipp-transmission-019,line,idn-cipp-2023-cpr-mirror-transmission-19
idn-cipp-transmission-020,line,idn-cipp-2023-cpr-mirror-transmission-20
idn-cipp-transmission-021,line,idn-cipp-2023-cpr-mirror-transmission-21
idn-cipp-transmission-022,line,idn-cipp-2023-cpr-mirror-transmission-22
idn-cipp-transmission-023,line,idn-cipp-2023-cpr-mirror-transmission-23
idn-cipp-transmission-024,line,idn-cipp-2023-cpr-mirror-transmission-24
idn-cipp-transmission-025,line,idn-cipp-2023-cpr-mirror-transmission-25
idn-cipp-transmission-026,line,idn-cipp-2023-cpr-mirror-transmission-26
idn-cipp-transmission-027,line,idn-cipp-2023-cpr-mirror-transmission-27
idn-cipp-transmission-028,line,idn-cipp-2023-cpr-mirror-transmission-28
idn-cipp-transmission-029,line,idn-cipp-2023-cpr-mirror-transmission-29
idn-cipp-transmission-030,line,idn-cipp-2023-cpr-mirror-transmission-30
idn-cipp-transmission-031,line,idn-cipp-2023-cpr-mirror-transmission-31
idn-cipp-transmission-032,line,idn-cipp-2023-cpr-mirror-transmission-32
idn-cipp-transmission-033,line,idn-cipp-2023-cpr-mirror-transmission-33
idn-cipp-transmission-034,line,idn-cipp-2023-cpr-mirror-transmission-34
idn-cipp-transmission-035,line,idn-cipp-2023-cpr-mirror-transmission-35
idn-cipp-transmission-036,line,idn-cipp-2023-cpr-mirror-transmission-36
idn-cipp-transmission-037,line,idn-cipp-2023-cpr-mirror-transmission-37
idn-cipp-wind-001,line,idn-cipp-2023-cpr-mirror-wind-1
idn-cipp-wind-002,line,idn-cipp-2023-cpr-mirror-wind-2
idn-cipp-wind-003,line,idn-cipp-2023-cpr-mirror-wind-3
idn-cipp-wind-004,line,idn-cipp-2023-cpr-mirror-wind-4
idn-cipp-wind-005,line,idn-cipp-2023-cpr-mirror-wind-5
idn-cipp-wind-006,line,idn-cipp-2023-cpr-mirror-wind-6
idn-cipp-wind-007,line,idn-cipp-2023-cpr-mirror-wind-7
idn-cipp-wind-008,line,idn-cipp-2023-cpr-mirror-wind-8
idn-cipp-wind-009,line,idn-cipp-2023-cpr-mirror-wind-9
idn-cipp-wind-010,line,idn-cipp-2023-cpr-mirror-wind-10
idn-cipp-wind-011,line,idn-cipp-2023-cpr-mirror-wind-11
idn-cipp-wind-012,line,idn-cipp-2023-cpr-mirror-wind-12
idn-cipp-wind-013,line,idn-cipp-2023-cpr-mirror-wind-13
idn-cipp-wind-014,line,idn-cipp-2023-cpr-mirror-wind-14
idn-cipp-wind-015,line,idn-cipp-2023-cpr-mirror-wind-15
idn-cipp-wind-016,line,idn-cipp-2023-cpr-mirror-wind-16
idn-cipp-wind-017,line,idn-cipp-2023-cpr-mirror-wind-17
idn-cipp-wind-018,line,idn-cipp-2023-cpr-mirror-wind-18
idn-cipp-wind-019,line,idn-cipp-2023-cpr-mirror-wind-19
idn-cipp-wind-020,line,idn-cipp-2023-cpr-mirror-wind-20
idn-cipp-wind-021,line,idn-cipp-2023-cpr-mirror-wind-21
idn-cipp-wind-022,line,idn-cipp-2023-cpr-mirror-wind-22
idn-cipp-wind-023,line,idn-cipp-2023-cpr-mirror-wind-23
idn-cipp-wind-024,line,idn-cipp-2023-cpr-mirror-wind-24
idn-cipp-wind-025,line,idn-cipp-2023-cpr-mirror-wind-25
idn-cipp-wind-026,line,idn-cipp-2023-cpr-mirror-wind-26
idn-cipp-wind-027,line,idn-cipp-2023-cpr-mirror-wind-27
idn-cipp-wind-028,line,idn-cipp-2023-cpr-mirror-wind-28
idn-cipp-wind-029,line,idn-cipp-2023-cpr-mirror-wind-29
idn-cipp-wind-030,line,idn-cipp-2023-cpr-mirror-wind-30
idn-cipp-wind-031,line,idn-cipp-2023-cpr-mirror-wind-31
idn-cipp-wind-032,line,idn-cipp-2023-cpr-mirror-wind-32
idn-cipp-wind-033,line,idn-cipp-2023-cpr-mirror-wind-33
idn-cipp-wind-034,line,idn-cipp-2023-cpr-mirror-wind-34
idn-cipp-wind-035,line,idn-cipp-2023-cpr-mirror-wind-35
idn-cipp-wind-036,line,idn-cipp-2023-cpr-mirror-wind-36
idn-cipp-wind-037,line,idn-cipp-2023-cpr-mirror-wind-37
idn-cipp-wind-038,line,idn-cipp-2023-cpr-mirror-wind-38
idn-cipp-wind-039,line,idn-cipp-2023-cpr-mirror-wind-39
idn-cipp-wind-040,line,idn-cipp-2023-cpr-mirror-wind-40
idn-cipp-wind-041,line,idn-cipp-2023-cpr-mirror-wind-41
idn-cipp-wind-042,line,idn-cipp-2023-cpr-mirror-wind-42
idn-cipp-wind-043,line,idn-cipp-2023-cpr-mirror-wind-43
idn-cipp-wind-044,line,idn-cipp-2023-cpr-mirror-wind-44
idn-cipp-wind-045,line,idn-cipp-2023-cpr-mirror-wind-45
idn-cipp-wind-046,line,idn-cipp-2023-cpr-mirror-wind-46
idn-cipp-wind-047,line,idn-cipp-2023-cpr-mirror-wind-47
idn-cipp-wind-048,line,idn-cipp-2023-cpr-mirror-wind-48
idn-cipp-wind-049,line,idn-cipp-2023-cpr-mirror-wind-49
idn-cipp-wind-050,line,idn-cipp-2023-cpr-mirror-wind-50
idn-cipp-wind-051,line,idn-cipp-2023-cpr-mirror-wind-51
idn-cipp-wind-052,line,idn-cipp-2023-cpr-mirror-wind-52
idn-cipp-wind-053,line,idn-cipp-2023-cpr-mirror-wind-53
idn-progress25-bioenergy-001,line,idn-jetp-progress-report-2025-bioenergy-1
idn-progress25-bioenergy-002,line,idn-jetp-progress-report-2025-bioenergy-2
idn-progress25-bioenergy-003,line,idn-jetp-progress-report-2025-bioenergy-3
idn-progress25-bioenergy-004,line,idn-jetp-progress-report-2025-bioenergy-4
idn-progress25-bioenergy-005,line,idn-jetp-progress-report-2025-bioenergy-5
idn-progress25-bioenergy-006,line,idn-jetp-progress-report-2025-bioenergy-6
idn-progress25-bioenergy-007,line,idn-jetp-progress-report-2025-bioenergy-7
idn-progress25-bioenergy-008,line,idn-jetp-progress-report-2025-bioenergy-8
idn-progress25-bioenergy-009,line,idn-jetp-progress-report-2025-bioenergy-9
idn-progress25-bioenergy-010,line,idn-jetp-progress-report-2025-bioenergy-10
idn-progress25-bioenergy-011,line,idn-jetp-progress-report-2025-bioenergy-11
idn-progress25-bioenergy-012,line,idn-jetp-progress-report-2025-bioenergy-12
idn-progress25-bioenergy-013,line,idn-jetp-progress-report-2025-bioenergy-13
idn-progress25-bioenergy-014,line,idn-jetp-progress-report-2025-bioenergy-14
idn-progress25-bioenergy-015,line,idn-jetp-progress-report-2025-bioenergy-15
idn-progress25-bioenergy-016,line,idn-jetp-progress-report-2025-bioenergy-16
idn-progress25-bioenergy-017,line,idn-jetp-progress-report-2025-bioenergy-17
idn-progress25-bioenergy-018,line,idn-jetp-progress-report-2025-bioenergy-18
idn-progress25-bioenergy-019,line,idn-jetp-progress-report-2025-bioenergy-19
idn-progress25-bioenergy-020,line,idn-jetp-progress-report-2025-bioenergy-20
idn-progress25-bioenergy-021,line,idn-jetp-progress-report-2025-bioenergy-21
idn-progress25-bioenergy-022,line,idn-jetp-progress-report-2025-bioenergy-22
idn-progress25-bioenergy-023,line,idn-jetp-progress-report-2025-bioenergy-23
idn-progress25-bioenergy-024,line,idn-jetp-progress-report-2025-bioenergy-24
idn-progress25-bioenergy-025,line,idn-jetp-progress-report-2025-bioenergy-25
idn-progress25-bioenergy-026,line,idn-jetp-progress-report-2025-bioenergy-26
idn-progress25-bioenergy-027,line,idn-jetp-progress-report-2025-bioenergy-27
idn-progress25-bioenergy-028,line,idn-jetp-progress-report-2025-bioenergy-28
idn-progress25-bioenergy-029,line,idn-jetp-progress-report-2025-bioenergy-29
idn-progress25-bioenergy-030,line,idn-jetp-progress-report-2025-bioenergy-30
idn-progress25-bioenergy-031,line,idn-jetp-progress-report-2025-bioenergy-31
idn-progress25-bioenergy-032,line,idn-jetp-progress-report-2025-bioenergy-32
idn-progress25-bioenergy-033,line,idn-jetp-progress-report-2025-bioenergy-33
idn-progress25-bioenergy-034,line,idn-jetp-progress-report-2025-bioenergy-34
idn-progress25-bioenergy-035,line,idn-jetp-progress-report-2025-bioenergy-35
idn-progress25-bioenergy-036,line,idn-jetp-progress-report-2025-bioenergy-36
idn-progress25-bioenergy-037,line,idn-jetp-progress-report-2025-bioenergy-37
idn-progress25-bioenergy-038,line,idn-jetp-progress-report-2025-bioenergy-38
idn-progress25-bioenergy-039,line,idn-jetp-progress-report-2025-bioenergy-39
idn-progress25-bioenergy-040,line,idn-jetp-progress-report-2025-bioenergy-40
idn-progress25-bioenergy-041,line,idn-jetp-progress-report-2025-bioenergy-41
idn-progress25-bioenergy-042,line,idn-jetp-progress-report-2025-bioenergy-42
idn-progress25-bioenergy-043,line,idn-jetp-progress-report-2025-bioenergy-43
idn-progress25-bioenergy-044,line,idn-jetp-progress-report-2025-bioenergy-44
idn-progress25-bioenergy-045,line,idn-jetp-progress-report-2025-bioenergy-45
idn-progress25-bioenergy-046,line,idn-jetp-progress-report-2025-bioenergy-46
idn-progress25-bioenergy-047,line,idn-jetp-progress-report-2025-bioenergy-47
idn-progress25-bioenergy-048,line,idn-jetp-progress-report-2025-bioenergy-48
idn-progress25-bioenergy-049,line,idn-jetp-progress-report-2025-bioenergy-49
idn-progress25-bioenergy-050,line,idn-jetp-progress-report-2025-bioenergy-50
idn-progress25-bioenergy-051,line,idn-jetp-progress-report-2025-bioenergy-51
idn-progress25-bioenergy-052,line,idn-jetp-progress-report-2025-bioenergy-52
idn-progress25-bioenergy-053,line,idn-jetp-progress-report-2025-bioenergy-53
idn-progress25-bioenergy-054,line,idn-jetp-progress-report-2025-bioenergy-54
idn-progress25-bioenergy-055,line,idn-jetp-progress-report-2025-bioenergy-55
idn-progress25-bioenergy-056,line,idn-jetp-progress-report-2025-bioenergy-56
idn-progress25-bioenergy-057,line,idn-jetp-progress-report-2025-bioenergy-57
idn-progress25-bioenergy-058,line,idn-jetp-progress-report-2025-bioenergy-58
idn-progress25-energy-efficiency-001,line,idn-jetp-progress-report-2025-energy-efficiency-1
idn-progress25-energy-efficiency-002,line,idn-jetp-progress-report-2025-energy-efficiency-2
idn-progress25-energy-efficiency-003,line,idn-jetp-progress-report-2025-energy-efficiency-3
idn-progress25-energy-efficiency-004,line,idn-jetp-progress-report-2025-energy-efficiency-4
idn-progress25-energy-efficiency-005,line,idn-jetp-progress-report-2025-energy-efficiency-5
idn-progress25-energy-efficiency-006,line,idn-jetp-progress-report-2025-energy-efficiency-6
idn-progress25-energy-efficiency-007,line,idn-jetp-progress-report-2025-energy-efficiency-7
idn-progress25-energy-efficiency-008,line,idn-jetp-progress-report-2025-energy-efficiency-8
idn-progress25-energy-efficiency-009,line,idn-jetp-progress-report-2025-energy-efficiency-9
idn-progress25-energy-efficiency-010,line,idn-jetp-progress-report-2025-energy-efficiency-10
idn-progress25-energy-efficiency-011,line,idn-jetp-progress-report-2025-energy-efficiency-11
idn-progress25-energy-efficiency-012,line,idn-jetp-progress-report-2025-energy-efficiency-12
idn-progress25-energy-efficiency-013,line,idn-jetp-progress-report-2025-energy-efficiency-13
idn-progress25-geothermal-001,line,idn-jetp-progress-report-2025-geothermal-1
idn-progress25-geothermal-002,line,idn-jetp-progress-report-2025-geothermal-2
idn-progress25-geothermal-003,line,idn-jetp-progress-report-2025-geothermal-3
idn-progress25-geothermal-004,line,idn-jetp-progress-report-2025-geothermal-4
idn-progress25-geothermal-005,line,idn-jetp-progress-report-2025-geothermal-5
idn-progress25-geothermal-006,line,idn-jetp-progress-report-2025-geothermal-6
idn-progress25-geothermal-007,line,idn-jetp-progress-report-2025-geothermal-7
idn-progress25-geothermal-008,line,idn-jetp-progress-report-2025-geothermal-8
idn-progress25-geothermal-009,line,idn-jetp-progress-report-2025-geothermal-9
idn-progress25-geothermal-010,line,idn-jetp-progress-report-2025-geothermal-10
idn-progress25-geothermal-011,line,idn-jetp-progress-report-2025-geothermal-11
idn-progress25-geothermal-012,line,idn-jetp-progress-report-2025-geothermal-12
idn-progress25-geothermal-013,line,idn-jetp-progress-report-2025-geothermal-13
idn-progress25-geothermal-014,line,idn-jetp-progress-report-2025-geothermal-14
idn-progress25-geothermal-015,line,idn-jetp-progress-report-2025-geothermal-15
idn-progress25-geothermal-016,line,idn-jetp-progress-report-2025-geothermal-16
idn-progress25-geothermal-017,line,idn-jetp-progress-report-2025-geothermal-17
idn-progress25-geothermal-018,line,idn-jetp-progress-report-2025-geothermal-18
idn-progress25-geothermal-019,line,idn-jetp-progress-report-2025-geothermal-19
idn-progress25-geothermal-020,line,idn-jetp-progress-report-2025-geothermal-20
idn-progress25-geothermal-021,line,idn-jetp-progress-report-2025-geothermal-21
idn-progress25-geothermal-022,line,idn-jetp-progress-report-2025-geothermal-22
idn-progress25-geothermal-023,line,idn-jetp-progress-report-2025-geothermal-23
idn-progress25-geothermal-024,line,idn-jetp-progress-report-2025-geothermal-24
idn-progress25-geothermal-025,line,idn-jetp-progress-report-2025-geothermal-25
idn-progress25-geothermal-026,line,idn-jetp-progress-report-2025-geothermal-26
idn-progress25-geothermal-027,line,idn-jetp-progress-report-2025-geothermal-27
idn-progress25-geothermal-028,line,idn-jetp-progress-report-2025-geothermal-28
idn-progress25-geothermal-029,line,idn-jetp-progress-report-2025-geothermal-29
idn-progress25-geothermal-030,line,idn-jetp-progress-report-2025-geothermal-30
idn-progress25-geothermal-031,line,idn-jetp-progress-report-2025-geothermal-31
idn-progress25-geothermal-032,line,idn-jetp-progress-report-2025-geothermal-32
idn-progress25-geothermal-033,line,idn-jetp-progress-report-2025-geothermal-33
idn-progress25-geothermal-034,line,idn-jetp-progress-report-2025-geothermal-34
idn-progress25-geothermal-035,line,idn-jetp-progress-report-2025-geothermal-35
idn-progress25-geothermal-036,line,idn-jetp-progress-report-2025-geothermal-36
idn-progress25-geothermal-037,line,idn-jetp-progress-report-2025-geothermal-37
idn-progress25-geothermal-038,line,idn-jetp-progress-report-2025-geothermal-38
idn-progress25-geothermal-039,line,idn-jetp-progress-report-2025-geothermal-39
idn-progress25-geothermal-040,line,idn-jetp-progress-report-2025-geothermal-40
idn-progress25-geothermal-041,line,idn-jetp-progress-report-2025-geothermal-41
idn-progress25-geothermal-042,line,idn-jetp-progress-report-2025-geothermal-42
idn-progress25-geothermal-043,line,idn-jetp-progress-report-2025-geothermal-43
idn-progress25-geothermal-044,line,idn-jetp-progress-report-2025-geothermal-44
idn-progress25-geothermal-045,line,idn-jetp-progress-report-2025-geothermal-45
idn-progress25-geothermal-046,line,idn-jetp-progress-report-2025-geothermal-46
idn-progress25-geothermal-047,line,idn-jetp-progress-report-2025-geothermal-47
idn-progress25-geothermal-048,line,idn-jetp-progress-report-2025-geothermal-48
idn-progress25-geothermal-049,line,idn-jetp-progress-report-2025-geothermal-49
idn-progress25-geothermal-050,line,idn-jetp-progress-report-2025-geothermal-50
idn-progress25-geothermal-051,line,idn-jetp-progress-report-2025-geothermal-51
idn-progress25-geothermal-052,line,idn-jetp-progress-report-2025-geothermal-52
idn-progress25-geothermal-053,line,idn-jetp-progress-report-2025-geothermal-53
idn-progress25-geothermal-054,line,idn-jetp-progress-report-2025-geothermal-54
idn-progress25-geothermal-055,line,idn-jetp-progress-report-2025-geothermal-55
idn-progress25-geothermal-056,line,idn-jetp-progress-report-2025-geothermal-56
idn-progress25-geothermal-057,line,idn-jetp-progress-report-2025-geothermal-57
idn-progress25-geothermal-058,line,idn-jetp-progress-report-2025-geothermal-58
idn-progress25-geothermal-059,line,idn-jetp-progress-report-2025-geothermal-59
idn-progress25-geothermal-060,line,idn-jetp-progress-report-2025-geothermal-60
idn-progress25-geothermal-061,line,idn-jetp-progress-report-2025-geothermal-61
idn-progress25-geothermal-062,line,idn-jetp-progress-report-2025-geothermal-62
idn-progress25-geothermal-063,line,idn-jetp-progress-report-2025-geothermal-63
idn-progress25-geothermal-064,line,idn-jetp-progress-report-2025-geothermal-64
idn-progress25-geothermal-065,line,idn-jetp-progress-report-2025-geothermal-65
idn-progress25-geothermal-066,line,idn-jetp-progress-report-2025-geothermal-66
idn-progress25-geothermal-067,line,idn-jetp-progress-report-2025-geothermal-67
idn-progress25-geothermal-068,line,idn-jetp-progress-report-2025-geothermal-68
idn-progress25-geothermal-069,line,idn-jetp-progress-report-2025-geothermal-69
idn-progress25-geothermal-070,line,idn-jetp-progress-report-2025-geothermal-70
idn-progress25-geothermal-071,line,idn-jetp-progress-report-2025-geothermal-71
idn-progress25-geothermal-072,line,idn-jetp-progress-report-2025-geothermal-72
idn-progress25-geothermal-073,line,idn-jetp-progress-report-2025-geothermal-73
idn-progress25-geothermal-074,line,idn-jetp-progress-report-2025-geothermal-74
idn-progress25-geothermal-075,line,idn-jetp-progress-report-2025-geothermal-75
idn-progress25-geothermal-076,line,idn-jetp-progress-report-2025-geothermal-76
idn-progress25-geothermal-077,line,idn-jetp-progress-report-2025-geothermal-77
idn-progress25-geothermal-078,line,idn-jetp-progress-report-2025-geothermal-78
idn-progress25-geothermal-079,line,idn-jetp-progress-report-2025-geothermal-79
idn-progress25-geothermal-080,line,idn-jetp-progress-report-2025-geothermal-80
idn-progress25-geothermal-081,line,idn-jetp-progress-report-2025-geothermal-81
idn-progress25-geothermal-082,line,idn-jetp-progress-report-2025-geothermal-82
idn-progress25-geothermal-083,line,idn-jetp-progress-report-2025-geothermal-83
idn-progress25-geothermal-084,line,idn-jetp-progress-report-2025-geothermal-84
idn-progress25-geothermal-085,line,idn-jetp-progress-report-2025-geothermal-85
idn-progress25-geothermal-086,line,idn-jetp-progress-report-2025-geothermal-86
idn-progress25-geothermal-087,line,idn-jetp-progress-report-2025-geothermal-87
idn-progress25-geothermal-088,line,idn-jetp-progress-report-2025-geothermal-88
idn-progress25-geothermal-089,line,idn-jetp-progress-report-2025-geothermal-89
idn-progress25-geothermal-090,line,idn-jetp-progress-report-2025-geothermal-90
idn-progress25-geothermal-091,line,idn-jetp-progress-report-2025-geothermal-91
idn-progress25-geothermal-092,line,idn-jetp-progress-report-2025-geothermal-92
idn-progress25-geothermal-093,line,idn-jetp-progress-report-2025-geothermal-93
idn-progress25-geothermal-094,line,idn-jetp-progress-report-2025-geothermal-94
idn-progress25-geothermal-095,line,idn-jetp-progress-report-2025-geothermal-95
idn-progress25-geothermal-096,line,idn-jetp-progress-report-2025-geothermal-96
idn-progress25-geothermal-097,line,idn-jetp-progress-report-2025-geothermal-97
idn-progress25-geothermal-098,line,idn-jetp-progress-report-2025-geothermal-98
idn-progress25-geothermal-099,line,idn-jetp-progress-report-2025-geothermal-99
idn-progress25-geothermal-100,line,idn-jetp-progress-report-2025-geothermal-100
idn-progress25-geothermal-101,line,idn-jetp-progress-report-2025-geothermal-101
idn-progress25-geothermal-102,line,idn-jetp-progress-report-2025-geothermal-102
idn-progress25-geothermal-103,line,idn-jetp-progress-report-2025-geothermal-103
idn-progress25-geothermal-104,line,idn-jetp-progress-report-2025-geothermal-104
idn-progress25-geothermal-105,line,idn-jetp-progress-report-2025-geothermal-105
idn-progress25-geothermal-106,line,idn-jetp-progress-report-2025-geothermal-106
idn-progress25-geothermal-107,line,idn-jetp-progress-report-2025-geothermal-107
idn-progress25-geothermal-108,line,idn-jetp-progress-report-2025-geothermal-108
idn-progress25-geothermal-109,line,idn-jetp-progress-report-2025-geothermal-109
idn-progress25-geothermal-110,line,idn-jetp-progress-report-2025-geothermal-110
idn-progress25-geothermal-111,line,idn-jetp-progress-report-2025-geothermal-111
idn-progress25-geothermal-112,line,idn-jetp-progress-report-2025-geothermal-112
idn-progress25-geothermal-113,line,idn-jetp-progress-report-2025-geothermal-113
idn-progress25-geothermal-114,line,idn-jetp-progress-report-2025-geothermal-114
idn-progress25-geothermal-115,line,idn-jetp-progress-report-2025-geothermal-115
idn-progress25-geothermal-116,line,idn-jetp-progress-report-2025-geothermal-116
idn-progress25-geothermal-117,line,idn-jetp-progress-report-2025-geothermal-117
idn-progress25-geothermal-118,line,idn-jetp-progress-report-2025-geothermal-118
idn-progress25-geothermal-119,line,idn-jetp-progress-report-2025-geothermal-119
idn-progress25-geothermal-120,line,idn-jetp-progress-report-2025-geothermal-120
idn-progress25-geothermal-121,line,idn-jetp-progress-report-2025-geothermal-121
idn-progress25-geothermal-122,line,idn-jetp-progress-report-2025-geothermal-122
idn-progress25-geothermal-123,line,idn-jetp-progress-report-2025-geothermal-123
idn-progress25-geothermal-124,line,idn-jetp-progress-report-2025-geothermal-124
idn-progress25-geothermal-125,line,idn-jetp-progress-report-2025-geothermal-125
idn-progress25-geothermal-126,line,idn-jetp-progress-report-2025-geothermal-126
idn-progress25-geothermal-127,line,idn-jetp-progress-report-2025-geothermal-127
idn-progress25-geothermal-128,line,idn-jetp-progress-report-2025-geothermal-128
idn-progress25-geothermal-129,line,idn-jetp-progress-report-2025-geothermal-129
idn-progress25-geothermal-130,line,idn-jetp-progress-report-2025-geothermal-130
idn-progress25-geothermal-131,line,idn-jetp-progress-report-2025-geothermal-131
idn-progress25-geothermal-132,line,idn-jetp-progress-report-2025-geothermal-132
idn-progress25-geothermal-133,line,idn-jetp-progress-report-2025-geothermal-133
idn-progress25-geothermal-134,line,idn-jetp-progress-report-2025-geothermal-134
idn-progress25-hydro-001,line,idn-jetp-progress-report-2025-hydro-1
idn-progress25-hydro-002,line,idn-jetp-progress-report-2025-hydro-2
idn-progress25-hydro-003,line,idn-jetp-progress-report-2025-hydro-3
idn-progress25-hydro-004,line,idn-jetp-progress-report-2025-hydro-4
idn-progress25-hydro-005,line,idn-jetp-progress-report-2025-hydro-5
idn-progress25-hydro-006,line,idn-jetp-progress-report-2025-hydro-6
idn-progress25-hydro-007,line,idn-jetp-progress-report-2025-hydro-7
idn-progress25-hydro-008,line,idn-jetp-progress-report-2025-hydro-8
idn-progress25-hydro-009,line,idn-jetp-progress-report-2025-hydro-9
idn-progress25-hydro-010,line,idn-jetp-progress-report-2025-hydro-10
idn-progress25-hydro-011,line,idn-jetp-progress-report-2025-hydro-11
idn-progress25-hydro-012,line,idn-jetp-progress-report-2025-hydro-12
idn-progress25-hydro-013,line,idn-jetp-progress-report-2025-hydro-13
idn-progress25-hydro-014,line,idn-jetp-progress-report-2025-hydro-14
idn-progress25-hydro-015,line,idn-jetp-progress-report-2025-hydro-15
idn-progress25-hydro-016,line,idn-jetp-progress-report-2025-hydro-16
idn-progress25-hydro-017,line,idn-jetp-progress-report-2025-hydro-17
idn-progress25-hydro-018,line,idn-jetp-progress-report-2025-hydro-18
idn-progress25-hydro-019,line,idn-jetp-progress-report-2025-hydro-19
idn-progress25-hydro-020,line,idn-jetp-progress-report-2025-hydro-20
idn-progress25-hydro-021,line,idn-jetp-progress-report-2025-hydro-21
idn-progress25-hydro-022,line,idn-jetp-progress-report-2025-hydro-22
idn-progress25-hydro-023,line,idn-jetp-progress-report-2025-hydro-23
idn-progress25-hydro-024,line,idn-jetp-progress-report-2025-hydro-24
idn-progress25-hydro-025,line,idn-jetp-progress-report-2025-hydro-25
idn-progress25-hydro-026,line,idn-jetp-progress-report-2025-hydro-26
idn-progress25-hydro-027,line,idn-jetp-progress-report-2025-hydro-27
idn-progress25-hydro-028,line,idn-jetp-progress-report-2025-hydro-28
idn-progress25-hydro-029,line,idn-jetp-progress-report-2025-hydro-29
idn-progress25-hydro-030,line,idn-jetp-progress-report-2025-hydro-30
idn-progress25-hydro-031,line,idn-jetp-progress-report-2025-hydro-31
idn-progress25-hydro-032,line,idn-jetp-progress-report-2025-hydro-32
idn-progress25-hydro-033,line,idn-jetp-progress-report-2025-hydro-33
idn-progress25-hydro-034,line,idn-jetp-progress-report-2025-hydro-34
idn-progress25-hydro-035,line,idn-jetp-progress-report-2025-hydro-35
idn-progress25-hydro-036,line,idn-jetp-progress-report-2025-hydro-36
idn-progress25-hydro-037,line,idn-jetp-progress-report-2025-hydro-37
idn-progress25-hydro-038,line,idn-jetp-progress-report-2025-hydro-38
idn-progress25-hydro-039,line,idn-jetp-progress-report-2025-hydro-39
idn-progress25-hydro-040,line,idn-jetp-progress-report-2025-hydro-40
idn-progress25-hydro-041,line,idn-jetp-progress-report-2025-hydro-41
idn-progress25-hydro-042,line,idn-jetp-progress-report-2025-hydro-42
idn-progress25-hydro-043,line,idn-jetp-progress-report-2025-hydro-43
idn-progress25-hydro-044,line,idn-jetp-progress-report-2025-hydro-44
idn-progress25-hydro-045,line,idn-jetp-progress-report-2025-hydro-45
idn-progress25-hydro-046,line,idn-jetp-progress-report-2025-hydro-46
idn-progress25-hydro-047,line,idn-jetp-progress-report-2025-hydro-47
idn-progress25-hydro-048,line,idn-jetp-progress-report-2025-hydro-48
idn-progress25-hydro-049,line,idn-jetp-progress-report-2025-hydro-49
idn-progress25-hydro-050,line,idn-jetp-progress-report-2025-hydro-50
idn-progress25-hydro-051,line,idn-jetp-progress-report-2025-hydro-51
idn-progress25-hydro-052,line,idn-jetp-progress-report-2025-hydro-52
idn-progress25-hydro-053,line,idn-jetp-progress-report-2025-hydro-53
idn-progress25-hydro-054,line,idn-jetp-progress-report-2025-hydro-54
idn-progress25-hydro-055,line,idn-jetp-progress-report-2025-hydro-55
idn-progress25-hydro-056,line,idn-jetp-progress-report-2025-hydro-56
idn-progress25-hydro-057,line,idn-jetp-progress-report-2025-hydro-57
idn-progress25-hydro-058,line,idn-jetp-progress-report-2025-hydro-58
idn-progress25-hydro-059,line,idn-jetp-progress-report-2025-hydro-59
idn-progress25-hydro-060,line,idn-jetp-progress-report-2025-hydro-60
idn-progress25-hydro-061,line,idn-jetp-progress-report-2025-hydro-61
idn-progress25-hydro-062,line,idn-jetp-progress-report-2025-hydro-62
idn-progress25-hydro-063,line,idn-jetp-progress-report-2025-hydro-63
idn-progress25-hydro-064,line,idn-jetp-progress-report-2025-hydro-64
idn-progress25-hydro-065,line,idn-jetp-progress-report-2025-hydro-65
idn-progress25-hydro-066,line,idn-jetp-progress-report-2025-hydro-66
idn-progress25-hydro-067,line,idn-jetp-progress-report-2025-hydro-67
idn-progress25-hydro-068,line,idn-jetp-progress-report-2025-hydro-68
idn-progress25-hydro-069,line,idn-jetp-progress-report-2025-hydro-69
idn-progress25-hydro-070,line,idn-jetp-progress-report-2025-hydro-70
idn-progress25-hydro-071,line,idn-jetp-progress-report-2025-hydro-71
idn-progress25-hydro-072,line,idn-jetp-progress-report-2025-hydro-72
idn-progress25-hydro-073,line,idn-jetp-progress-report-2025-hydro-73
idn-progress25-hydro-074,line,idn-jetp-progress-report-2025-hydro-74
idn-progress25-hydro-075,line,idn-jetp-progress-report-2025-hydro-75
idn-progress25-hydro-076,line,idn-jetp-progress-report-2025-hydro-76
idn-progress25-hydro-077,line,idn-jetp-progress-report-2025-hydro-77
idn-progress25-hydro-078,line,idn-jetp-progress-report-2025-hydro-78
