document_id,country,document_type,language,title,url,published_date,edition_of,active,notes
idn-portfolio-reep2,IDN,project_page,en,1000 Islands Renewable Energy for Electrification Programme Phase II REEP2,https://portfolio.jetp.id/program/1000-islands-renewable-energy-for-electrification-programme-phase-ii-reep2,,,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-case,IDN,project_page,en,Clean Affordable and Secure Energy for Southeast Asia CASE,https://portfolio.jetp.id/program/clean-affordable-and-secure-energy-for-southeast-asia-case,,,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-entri,IDN,project_page,en,Renewable Energy Mini-Grids Triangular Cooperation ENTRI,https://portfolio.jetp.id/program/renewable-energy-mini-grids-triangular-cooperation-entri-project,,,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-explore,IDN,project_page,en,Strategic Exploration of Economic Mitigation Potentials through Renewables ExploRE,https://portfolio.jetp.id/program/strategic-exploration-of-economic-mitigation-potentials-through-renewables-explore-project,,,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-candi-umbul,IDN,project_page,en,Candi Umbul Geothermal Project,https://portfolio.jetp.id/program/candi-umbul-geothermal-project,,,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-sustainable-hydropower,IDN,project_page,en,Accompanying Measure Sustainable Hydropower,https://portfolio.jetp.id/program/accompanying-measure-sustainable-hydropower,,,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-jetp-esia,IDN,project_page,en,Facilitating Financing for Indonesia JETP ESIA Study,https://portfolio.jetp.id/program/facilitating-financing-for-indonesias-just-energy-transition-partnership-esia-study,,,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-perform,IDN,project_page,en,Performing Energy Transition through Fiscal Reform in Indonesia PERFORM,https://portfolio.jetp.id/program/performing-energy-transition-through-fiscal-reform-in-indonesia-perform,,,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-jetp-financing,IDN,project_page,en,Facilitating Financing for Indonesia Just Energy Transition Partnership,https://portfolio.jetp.id/program/facilitating-financing-for-indonesias-just-energy-transition-partnership,,,true,Direct official programme profile independently indexed from the separate ESIA row
idn-portfolio-re2grid,IDN,project_page,en,RE2Grid,https://portfolio.jetp.id/program/re2grid,,,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-re2cool,IDN,project_page,en,RE2Cool,https://portfolio.jetp.id/program/re2cool,,,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-carbon-monetization,IDN,project_page,en,Carbon Monetization,https://portfolio.jetp.id/program/carbon-monetization,,,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-energy-hub,IDN,project_page,en,Energy Hub,https://portfolio.jetp.id/program/energy-hub,,,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-iki-flex,IDN,project_page,en,IKI-Flex JETP Support Package,https://portfolio.jetp.id/program/iki-flex-jetp-support-package-1,,,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-secretariat-capacity,IDN,project_page,en,Institutional and Capacity Building Support for the JETP Secretariat,https://portfolio.jetp.id/program/institutional-and-capacity-building-support-for-the-just-energy-transition-partnership-secretariat,,,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-patuha2,IDN,project_page,en,Grant for Patuha Unit-2 Geothermal Power Generation Project,https://portfolio.jetp.id/program/grant-for-patuha-unit-2-geothermal-power-generation-project,,,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-mentari-policy,IDN,project_page,en,MENTARI Contributions to the JETP,https://portfolio.jetp.id/program/mentari-contributions-to-the-jetp,,,true,Direct official programme profile for the MENTARI policy contribution
idn-portfolio-green-energy-transition,IDN,project_page,en,Green Energy Transition Indonesia,https://portfolio.jetp.id/program/green-energy-transition-indonesia,,,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-uk-pact,IDN,project_page,en,UK PACT Indonesia,https://portfolio.jetp.id/program/uk-pact-indonesia,,,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-jt-framework,IDN,project_page,en,Operationalisation of the Just Transition Framework in JETP Indonesia Phase 2,https://portfolio.jetp.id/program/operationalisation-of-the-just-transition-framework-in-jetp-indonesia-phase-2,,,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-mentari-vgf,IDN,project_page,en,MENTARI Viability Gap Fund,https://portfolio.jetp.id/program/mentari-viability-gap-fund,,,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-growth-gateway,IDN,project_page,en,Growth Gateway,https://portfolio.jetp.id/program/growth-gateway,,,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-esmap-uk,IDN,project_page,en,Energy Sector Management Assistance Program UK,https://portfolio.jetp.id/program/energy-sector-management-assistance-program,,,true,Direct official programme profile; page identifies the UK and GBP 5 million
idn-portfolio-pt-smi-retirement,IDN,project_page,en,PT SMI Early Retirement Program,https://portfolio.jetp.id/program/pt-smi-early-retirement-program,,,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-cfpp-repurposing,IDN,project_page,en,Coal-Fired Power Plant Site Repurposing,https://portfolio.jetp.id/program/coal-fired-power-plant-site-repurposing,,,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-jt-coal-regions,IDN,project_page,en,Just Transition in Coal Regions,https://portfolio.jetp.id/program/just-transition-in-coal-regions,,,true,Direct official programme profile independently indexed from the 2025 report table
idn-portfolio-project-gecs,IDN,project_page,en,Green Energy Corridor Sulawesi GECS,https://portfolio.jetp.id/project/green-energy-corridor-sulawesi-gecs,,,true,Current official project profile showing approved KfW financing after the 2025 progress-report snapshot
idn-portfolio-project-nagajaya,IDN,project_page,en,Nagajaya Microhydro 6.5 MW,https://portfolio.jetp.id/project/nagajaya-microhydro-65-mw,,,true,Current official project profile showing approved Norfund equity and source-specific 6.5 MW capacity
idn-portfolio-project-hululais,IDN,project_page,en,Geothermal Hululais Units 1 and 2,https://portfolio.jetp.id/project/geothermal-hululais-unit-1-2,,,true,Current official project profile showing approved JICA financing after the 2025 progress-report snapshot
idn-project-dieng3-adb,IDN,project_page,,Geothermal Power Expansion Project - Dieng Unit 3,https://www.adb.org/projects/58342-001/main,,,true,Direct financier project page; current status is Proposed and the source may block automated harvesting
idn-project-cirebon-framework-marubeni,IDN,official_news,en,Memorandum of Understanding for Early Retirement of Cirebon-1 Coal-Fired Power Plant,https://www.marubeni.com/en/news/2023/info/00037.html,2023-12-04,,true,Direct participant announcement of a conditional framework for possible early retirement
idn-news-cirebon-retirement-reuters-2025,IDN,secondary_news,,Indonesia backpedals on retiring Cirebon coal power plant early,https://www.reuters.com/business/energy/indonesia-backpedals-retiring-cirebon-coal-power-plant-early-2025-12-05/,2025-12-05,,true,Independent news report quoting the coordinating economic minister that early retirement was unlikely to proceed
idn-project-seg-construction-2024,IDN,official_news,en,SEG Solar held groundbreaking ceremony for Indonesia integrated photovoltaic manufacturing base,https://www.segsolar.com/press/news/112,2024-09-30,,true,Direct operator construction milestone
idn-project-seg-operational-2025,IDN,official_news,en,SEG Solar Indonesia manufacturing base celebrates successful operation of Phase I,https://www.segsolar.eu/press/news/128,2025-08-15,,true,Direct operator report of mass production and initial shipments after the 2024 groundbreaking
idn-project-singkarak-acwa-2022,IDN,official_news,en,ACWA Power set to enter Indonesia with two floating solar PV projects,https://acwapower.com/en/media-center/latest-news/acwa-power-set-to-enter-indonesia-with-two-floating-solar-pv-projects/,2022-11-01,,true,Direct developer announcement of the 50 MWac Singkarak project and ownership structure; does not supersede its later suspended status
idn-project-sutami-construction-plnnp-2026,IDN,official_news,en,PLN Nusantara Power strengthens Karangkates floating solar development,https://www.plnnusantarapower.co.id/media-relation/press-release/percepat-transisi-energi-bersih-pln-nusantara-power-perkuat-pengembangan-plts-terapung-karangkates,2026-03-06,,true,Direct operator report that the 10 February 2026 soft launch marked the construction phase
idn-project-tanah-laut-plnnp,IDN,project_page,en,Green flagship projects: Tanah Laut wind power plant,https://www.plnnusantarapower.co.id/about-us/achievements/green-flagship-projects,,,true,Direct operator profile identifying 70 MW wind plus 10 MW/10 MWh battery storage and development status
idn-project-tanah-laut-ppa-ptplnnr,IDN,official_news,en,PJBI Total Eren and Adaro Power sign Tanah Laut wind PPA,https://ptplnnr.com/news-and-articles/detail/pjbi-along-with-total-eren-and-adaro-power-sign-a-power-purchase-agreement-with-pln-for-indonesias-first-bess-technology-wind-farm-pltb,2023-05-04,,true,Direct participant announcement of the PPA for 70 MW wind plus 10 MWh BESS
idn-project-legok-agreement-ut-2024,IDN,official_news,en,Legok Nangka project cooperation agreement,https://www.unitedtractors.com/en/legok-nangka-project-cooperation-agreement-between-jabar-environmental-solutions-jes-and-the-west-java-provincial-government/,2024-07-23,,true,Direct consortium participant report of the cooperation agreement and project scope
idn-news-legok-groundbreaking-antara-2026,IDN,secondary_news,en,Legok Nangka PSEL to boost waste management and clean energy,https://en.antaranews.com/news/424445/legok-nangka-psel-to-boost-waste-management-clean-energy-ministry,2026-07-29,,true,News report of the official groundbreaking and construction timetable
idn-project-rsud-retrofit-c40,IDN,operator_report,,Retrofitting 27 Hospitals in Jakarta,https://cff-prod.s3.amazonaws.com/storage/files/r5rRE6f7F5gg1QIMR8I6reXUGZJIXKyOlcQ3jSlN.pdf,,,true,Project report documenting audits and rooftop-solar plus energy-efficiency scenarios across 27 hospitals; not evidence of financing approval or construction
idn-portfolio-project-index-2026,IDN,data_portal,en,Current JETP project portfolio,https://portfolio.jetp.id/project,,,true,Current official project index checked project by project; seven profiles were exposed at the September 2026 review date
idn-eib-ptsmi-mou-2024,IDN,official_news,en,Indonesia EIB Global agrees to support PT SMI on sustainable infrastructure development,https://www.eib.org/en/press/all/2024-084-eib-global-agrees-to-support-pt-smi-on-sustainable-infrastructure-development-in-indonesia,2024-02-23,,true,Direct funder announcement of a potential EUR 500m framework loan subject to approval
idn-jetp-work-plan-2024-presentation,IDN,progress_update,en,JETP Indonesia 2024 Work Plan presentation,https://asiacleanenergyforum.adb.org/wp-content/uploads/2024/06/Paul-Butarbutar.pdf,2024-06-05,,true,Public ADB forum presentation by the JETP Secretariat executive director naming Hijaunesia 1 and 2 and the 400 MW Sulawesi and 250 MW Sumatra hydro procurements
idn-ibvogt-diesel-west-2023,IDN,official_news,en,ib vogt awarded Western Cluster of Indonesia Diesel Replacement Program,https://www.ibvogt.com/ib-vogt-awarded-diesel-replacement-program-projects-in-western-indonesia/,2023-12-22,,true,Direct winner announcement covering 48 western projects with 60 MWp solar and 175 MWh storage; scheduled construction is not coded as actual construction
idn-geapp-diesel-replacement-program,IDN,project_page,en,Diesel to Renewables to Power Indonesia Energy Transition,https://energyalliance.org/project/diesel-to-renewables-to-power-indonesias-energy-transition/,,,true,Programme-level partner page covering the 94-location 0.2 GW first phase without resolving the eastern cluster to an exact direct project page
idn-ieefa-dediesel-update-2026,IDN,secondary_news,,Advancing Indonesia 100GW solar program through de-dieselization for energy security,https://ieefa.org/resources/advancing-indonesias-100gw-solar-program-through-de-dieselization-energy-security,2026-04-02,,true,Current independent assessment says implementation remained slow and no first-phase power purchase agreements had been signed
vnm-rmp-2023-vi,VNM,investment_plan,vi,Viet Nam JETP Resource Mobilisation Plan (Vietnamese),https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf,2023-12-01,,true,Official Vietnamese RMP direct PDF linked by the MOIT JETP portal
vnm-decision-1009-2023,VNM,implementation_plan,vi,Decision 1009/QD-TTg approving the initial JETP implementation scheme,https://jetp.moit.gov.vn/Images/User/quantri/2025/3/1009_qd-ttg_31082023_trong_tor.pdf,2023-08-31,,true,Official signed decision direct PDF linked by the MOIT JETP portal
vnm-decision-458-2026,VNM,implementation_plan,,Decision 458/QD-TTg approving the updated JETP implementation scheme,https://datafiles.chinhphu.vn/cpp/files/vbpq/2026/3/458-ttg.signed.pdf,2026-03-20,,true,Official signed decision direct PDF linked by the MOIT JETP portal
vnm-moit-newsletter-01-2025-03,VNM,progress_update,vi,Viet Nam JETP Newsletter issue 1 - March 2025,https://jetp.moit.gov.vn/Images/User/quantri/2025/5/ban_tin_so_1-thang_3.pdf,2025-03-31,,true,First issue in the complete official monthly series observed at collection
vnm-moit-newsletter-02-2025-04,VNM,progress_update,vi,Viet Nam JETP Newsletter issue 2 - April 2025,https://jetp.moit.gov.vn/Images/User/quantri/2025/5/ban_tin_so_2_-_thang_4_-_update.pdf,2025-05-09,,true,Official monthly newsletter
vnm-moit-newsletter-03-2025-05,VNM,progress_update,vi,Viet Nam JETP Newsletter issue 3 - May 2025,https://jetp.moit.gov.vn/Images/User/ngocanh/2025/6/newsletter_no.3_vie_18.6.pdf,2025-06-23,,true,Official monthly newsletter
vnm-moit-newsletter-04-2025-06,VNM,progress_update,vi,Viet Nam JETP Newsletter issue 4 - June 2025,https://jetp.moit.gov.vn/Images/User/ngocanh/2025/7/tin_so_4_vie-7-14.pdf,2025-07-18,,true,Official monthly newsletter
vnm-moit-newsletter-05-2025-07,VNM,progress_update,vi,Viet Nam JETP Newsletter issue 5 - July 2025,https://jetp.moit.gov.vn/Images/User/ngocanh/2025/8/tin_so_5_vie_0408.pdf,2025-08-15,,true,Official monthly newsletter
vnm-moit-newsletter-06-2025-08,VNM,progress_update,vi,Viet Nam JETP Newsletter issue 6 - August 2025,https://jetp.moit.gov.vn/Images/User/ngocanh/2025/9/tin_so_6_vie.pdf,2025-09-27,,true,Official monthly newsletter
vnm-moit-newsletter-07-2025-09,VNM,progress_update,vi,Viet Nam JETP Newsletter issue 7 - September 2025,https://jetp.moit.gov.vn/Images/User/halinh/2025/10/tin_so_7_vie_1.pdf,2025-10-18,,true,Official monthly newsletter
vnm-moit-newsletter-08-2025-10,VNM,progress_update,vi,Viet Nam JETP Newsletter issue 8 - October 2025,https://jetp.moit.gov.vn/Images/User/halinh/2025/11/tin_so_8_vie.pdf,2025-11-10,,true,Official monthly newsletter
vnm-moit-newsletter-09-2025-11,VNM,progress_update,vi,Viet Nam JETP Newsletter issue 9 - November 2025,https://jetp.moit.gov.vn/Images/User/ngocanh/2025/12/ban_tin_jetp_viet_nam_so_9.pdf,2025-12-22,,true,Official monthly newsletter
vnm-moit-newsletter-10-2025-12,VNM,progress_update,vi,Viet Nam JETP Newsletter issue 10 - December 2025,https://jetp.moit.gov.vn/Images/User/ngocanh/2026/1/tin_so_10_vie.pdf,2026-01-26,,true,Official monthly newsletter
vnm-moit-newsletter-11-2026-01,VNM,progress_update,vi,Viet Nam JETP Newsletter issue 11 - January 2026,https://jetp.moit.gov.vn/Images/User/ngocanh/2026/2/bantin1_(2).pdf,2026-02-13,,true,Official monthly newsletter
vnm-moit-newsletter-12-2026-02,VNM,progress_update,vi,Viet Nam JETP Newsletter issue 12 - February 2026,https://jetp.moit.gov.vn/Images/User/ngocanh/2026/3/ban_tin_jetp_so_12-thang_2.2026_vie-da_nen.pdf,2026-03-12,,true,Official monthly newsletter
vnm-moit-newsletter-13-2026-03,VNM,progress_update,vi,Viet Nam JETP Newsletter issue 13 - March 2026,https://jetp.moit.gov.vn/Images/User/ngocanh/2026/4/ban_tin_so_13__vie_(1).pdf,2026-04-13,,true,Latest newsletter in the two-page official document index observed on 2026-09-12
vnm-evn-decision-1929-news-2026,VNM,official_news,,Renewable energy target under Decision 1929/QD-BCT,https://www.evn.com.vn/d/vi-VN/news/Phan-dau-nang-ty-le-nguon-nang-luong-tai-tao-dat-khoang-47-tong-cong-suat-dien-60-17-509141,2026-08-03,,true,Official operator news confirms the decision number and date but does not expose the signed full text
vnm-moit-project-index-2026,VNM,project_list,vi,Current Viet Nam JETP-aligned project index,https://jetp.moit.gov.vn/du-an/,,,true,Official project index checked on 2026-09-12 exposes three named project profiles
vnm-moit-project-bac-ai,VNM,project_page,vi,Bac Ai pumped-storage hydropower plant 1200 MW,https://jetp.moit.gov.vn/chi-tiet-du-an/?id=15,,,true,Official profile reports project cost financing participants technical-design status and planned completion
vnm-moit-project-binh-duong-dong-nai,VNM,project_page,vi,Binh Duong and Dong Nai substations and transmission reinforcement,https://jetp.moit.gov.vn/chi-tiet-du-an/?id=14,,,true,Official profile reports the EUR 67 million AFD loan and detailed-design status
vnm-moit-project-tri-an,VNM,project_page,vi,Tri An hydropower plant expansion,https://jetp.moit.gov.vn/chi-tiet-du-an/?id=4,,,true,Official profile reports the 200 MW expansion EUR 65 million KfW loan and construction status
vnm-evn-afd-transmission-2025,VNM,official_news,en,EVNNPT and AFD sign EUR 67 million financing agreement to strengthen Viet Nam power transmission,https://en.evn.com.vn/d/en-US/news/EVNNPT-and-AFD-sign-67-million-financing-agreement-to-strengthen-Vietnams-power-transmission-network-60-12-500732,2025-05-27,,true,Direct operator announcement says the 26 May agreement finances two 500 kV substations and associated lines
vnm-evn-kfw-tri-an-2025,VNM,official_news,en,EVN signs EUR 65 million loan agreement for Tri An hydropower plant expansion,https://en.evn.com.vn/d/en-US/news/EVN-signs-65-million-loan-agreement-for-Tri-An-Hydropower-Plant-Expansion-Project-60-12-500802,2025-06-25,,true,Direct operator announcement dates the agreement 24 June and reports construction and commissioning milestones
vnm-evn-cdp-bac-ai-2025,VNM,official_news,en,EVN and CDP sign letter of intent on Bac Ai pumped-storage hydropower,https://en.evn.com.vn/d/en-US/news/EVN-and-Italys-CDP-sign-letter-of-intent-on-Vietnams-first-pumped-storage-hydropower-project-60-12-500957,2025-09-04,,true,Direct operator announcement records the CDP letter of intent and the six-DFI term sheet signed on 12 May 2025
vnm-eib-bac-ai-package-2025,VNM,official_news,en,EU reinforces support for Viet Nam JETP with EUR 430 million Bac Ai package,https://www.eib.org/en/press/all/2025-377-eu-reinforces-support-for-vietnam-s-just-energy-transition-with-eur430-million-package,2025-10-09,,true,Direct funder announcement identifies a EUR 430 million Team Europe package distinct from the broader six-DFI EUR 480 million term sheet
vnm-eeas-jetp-project-progress-2025,VNM,progress_update,en,Viet Nam promotes Just Energy Transition projects,https://www.eeas.europa.eu/jetp-vn-jul2025_en?s=184,2025-07-09,,true,Official IPG co-chair account names three projects and preserves the source-bounded arithmetic of three named plus four unnamed initial plus 17 screened projects
vnm-adb-vinfast-55327-001,VNM,project_page,,VinFast electric mobility green loan project,https://www.adb.org/projects/55327-001/main,,,true,Direct ADB project page located but automated retrieval returns HTTP 403; no explicit mapping to the July 2025 strict JETP portfolio was found
vnm-adb-bess-58382-001,VNM,project_page,,Accelerating battery energy storage system development in Asia and the Pacific,https://www.adb.org/projects/58382-001/main,,,true,Direct ADB regional technical-assistance page includes Viet Nam but automated retrieval returns HTTP 403 and the page does not establish membership in the strict 24
vnm-adb-vinfast-news-2022,VNM,official_news,,ADB leads USD 135 million climate financing package for VinFast electric mobility,https://www.adb.org/news/adb-leads-135-million-climate-financing-package-support-electric-mobility-viet-nam,2022-10-24,,true,Direct ADB announcement predates the JETP and therefore remains an extended climate-finance lead rather than a strict JETP allocation
vnm-bii-vpbank-2025,VNM,official_news,,BII commits USD 50 million to VPBank for Viet Nam green energy transition,https://www.bii.co.uk/en/news-insight/news/british-international-investment-commits-50m-to-vpbank-supporting-vietnams-green-energy-transition/,2025-07-29,,true,Direct BII announcement located but automated retrieval returns HTTP 403 and the title does not by itself establish a match to the strict 24
vnm-vpbank-sustainable-finance-2025,VNM,official_news,,VPBank and partners announce USD 350 million sustainable-finance facility,https://www.vpbank.com.vn/en/tin-tuc/thong-cao-bao-chi/2025/vpbank-cung-smbc-bii-efa-findev-canada-va-jica-cong-bo-khoan-vay-hop-von-tri-gia-350-trieu-usd-nham-thuc-day-phat-trien-ben-vung-tai-viet-nam,2025-07-29,,true,Official borrower confirmation names BII and the full facility but does not attribute the transaction to JETP
vnm-iati-bii-publisher,VNM,data_portal,,IATI publisher profile for British International Investment,https://dev2.dashboard.iatistandard.org/publishers/bii/,,,true,Dashboard generated 2026-09-06 identifies reporting organisation GB-COH-03877777 but reports zero valid activities and a failing activity dataset
sen-political-declaration-fr-2023,SEN,political_declaration,fr,Partenariat pour une transition énergétique juste au Sénégal,https://international-partnerships.ec.europa.eu/system/files/2023-06/political-declaration-for-a-jetp-with-senegal_fr.pdf,2023-06-22,,true,Official French political declaration; records gas as a transition fuel and the initial EUR 2.5 billion mobilisation period without treating either as a project event
sen-investment-plan-annexes-mirror,SEN,investment_plan,fr,Annexes du Plan d’investissement de la transition énergétique juste,https://www.vie-publique.sn/docs/f003f026-01ff-4996-8959-6d01c9139b91/annexes-plan-dinvestissement-transition-energetique-juste-jetp-senegal-mepm.pdf,2025-03-17,,true,Public mirror of ministry annexes; Annex 2 exposes 38 received-project entries that remain distinct from the main plan's narrative count and quick-win cohort
sen-mepm-portal-2026,SEN,data_portal,fr,Ministry of Energy Petroleum and Mines portal,https://energie-mines.gouv.sn/,,,true,Current ministry portal checked on 2026-09-12; exposes sector documentation and public agencies but no dedicated JETP annual-report series
sen-elysee-jetp-launch-2023,SEN,official_news,en,Launch of a Just Energy Transition Partnership,https://www.elysee.fr/en/emmanuel-macron/2023/06/22/launch-of-a-just-energy-transition-partnership,2023-06-22,,true,Official French launch statement records the five-member IPG and the commitment to prepare an investment plan
sen-bmz-jetp-factsheet,SEN,progress_update,en,Just Energy Transition Partnership with Senegal,https://www.bmz.de/resource/blob/324366/factsheet-jetp-senegal-en.pdf,,,true,Official German factsheet describes the JETP concept objectives and Senegal milestones
sen-uk-jetp-launch-2023,SEN,official_news,en,Senegal and the International Partners Group announce Just Energy Transition Partnership,https://www.gov.uk/government/news/senegal-and-the-international-partners-group-announce-just-energy-transition-partnership,2023-06-22,,true,Official UK-hosted joint launch statement includes the French German EU UK and Canadian positions
sen-eib-jetp-launch-2023,SEN,official_news,en,Senegal and international partners announce a Just Energy Transition Partnership,https://www.eib.org/en/press/all/2023-242-senegal-and-international-partners-announce-a-just-energy-transition-partnership-combining-climate-and-development-objectives,2023-06-22,,true,Official EIB launch record identifies the IPG and the initial milestones
sen-afdb-plan-procurement-2023,SEN,approval_document,,Elaboration of a JETP investment plan and national capacity building,https://www.afdb.org/fr/documents/ami-senegal-elaboration-dun-plan-dinvestissement-de-la-transition-energetique-juste-jet-au-senegal-et-renforcement-de-capacites-des-acteurs-nationaux-aetc,2023-10-02,,true,Official AfDB procurement route located; the current interactive page is protected by a human-verification challenge
sen-senelec-reports-index,SEN,data_portal,fr,Senelec annual reports,https://www.senelec.sn/rapports/,,,true,Official operator index exposes annual reports for 2019 through 2024 but no 2025 report as observed on 2026-09-12
sen-senelec-annual-report-2023,SEN,annual_report,fr,Senelec annual report 2023,https://www.senelec.sn/media/rapports/pdf/rapport-annuel-senelec-2023-vf-ok1745314522.pdf,,,true,Official operator report includes dated project evidence for BEST PADAES PAMACEL the BRT solar plant and battery storage
sen-senelec-annual-report-2024,SEN,annual_report,fr,Senelec annual report 2024,https://www.senelec.sn/media/rapports/pdf/rapport-annuel-senelec-20241760024319_1.pdf,,,true,Latest official operator annual report available on the reports index; it is not a dedicated JETP annual report
sen-aeme-project-08,SEN,project_page,fr,Eclairage efficace des bâtiments,https://www.aeme.sn/eclairage-efficace-des-batiments/,,,true,
sen-aeme-project-09,SEN,project_page,fr,Eclairage public efficace et intégré,https://www.aeme.sn/eclairage-public-efficace-et-integre/,,,true,
sen-aeme-project-10,SEN,project_page,fr,Ecofridges,https://www.aeme.sn/ecofridges/,,,true,
sen-aeme-project-11,SEN,project_page,fr,"Mise à niveau des bâtiments, solarisation et digitalisation",https://www.aeme.sn/mise-niveau-des-batiments/,,,true,
sen-aeme-project-12,SEN,project_page,fr,Amélioration des performances énergétiques des stades,https://www.aeme.sn/amelioration-des-performances-energetiques-des-stades/,,,true,
sen-aeme-project-13,SEN,project_page,fr,Points Informations Territorialisés,https://www.aeme.sn/pit/,,,true,
sen-aeme-project-14,SEN,project_page,fr,Analyse et optimisation de la facture de administration,https://www.aeme.sn/analyse-et-optimisation-de-la-facture-de-ladministration/,,,true,
sen-aeme-report-2023,SEN,annual_report,fr,Rapport annuel 2023,https://www.aeme.sn/wp-content/uploads/2025/06/RAPPORT-ANNUEL-2023_compressed.pdf,,,true,
sen-aner-project-api,SEN,data_portal,fr,Public project catalogue,https://aner.sn/api/projects,,,true,Public endpoint used by https://aner.sn/projects; archive API content because HTML is a JavaScript shell.
sen-aner-project-29,SEN,project_page,fr,Projet de diffusion des pompes solaires pour des usages productifs au Sénégal,https://aner.sn/api/projects/by-slug/projet-diffusion-pompes-solaires-usages-productifs,,,true,Human page: https://aner.sn/projects/projet-diffusion-pompes-solaires-usages-productifs
sen-aner-project-31,SEN,project_page,fr,Phase IV – Programme national d'éclairage public solaire (En perspective),https://aner.sn/api/projects/by-slug/phase-iv-programme-national-eclairage-public-solaire,,,true,Human page: https://aner.sn/projects/phase-iv-programme-national-eclairage-public-solaire
sen-aner-project-27,SEN,project_page,fr,Energie solaire pour l'autonomisation et le renforcement économique des femmes en milieu rural au Sénégal (ESAREF),https://aner.sn/api/projects/by-slug/energie-solaire-autonomisation-femmes-rurales-esaref,,,true,Human page: https://aner.sn/projects/energie-solaire-autonomisation-femmes-rurales-esaref
sen-aner-project-22,SEN,project_page,fr,"Utilisation de la réfrigération solaire pour la conservation des produits agricoles, halieutiques et laitiers",https://aner.sn/api/projects/by-slug/utilisation-de-la-refrigeration-solaire-pour-la-conservation-des-produits,,,true,Human page: https://aner.sn/projects/utilisation-de-la-refrigeration-solaire-pour-la-conservation-des-produits
sen-aner-project-20,SEN,project_page,fr,Projet d'hybridation solaire de 2 000 forages en milieu rural,https://aner.sn/api/projects/by-slug/projet-dhybridation-solaire-de-2000-forages-en-milieu-rural,,,true,Human page: https://aner.sn/projects/projet-dhybridation-solaire-de-2000-forages-en-milieu-rural
sen-senelec-procurement-2026,SEN,project_list,fr,Procurement notices 2026,https://www.senelec.sn/marches/passation/?tab=appels,,,true,
sen-afd-diass-storage,SEN,project_page,fr,Identifier des solutions de stockage des énergies renouvelables,https://www.afd.fr/sites/afd/files/2024-06-03-08-52/06_AT_Senelec_Senegal_stockage_FR_OK.pdf,,,true,"Undated factsheet; 2018 labels the technical assistance, not a dated construction or financing agreement."
sen-senelec-thies-touba-par,SEN,official_news,fr,PAR pour deux centrales photovoltaïques avec stockage à Thiès et Touba,https://tenders-afd.dgmarket.com/tender/86609882,2024-10-18,,true,Primary buyer notice hosted on AFD procurement portal; financing requested is not financing approved.
sen-annex8-project-analysis,SEN,investment_plan,fr,Annexe 8 - Analyse des projets,https://www.vie-publique.sn/docs/91d17da4-9ebc-472c-bcc2-0192d159188a/annexe-8-analyse-des-projets-plan-dinvestissement-transition-energetique-senegal-enercap.pdf,,,true,Mirror of ministry-commissioned primary document; numbered analysis projects differ from Annex 2 submission ordinals.
sen-offgrid-mini-grid-2025,SEN,operator_report,,Solution Mini-Grid 2025,https://offgrideurope.com/documents/Off-Grid_Europe_Mini-Grid_2025_FR.pdf,,,true,Promoter background and Much Cooler product; not proof of implementation of Annex 2 project 18.
sen-bmn-energy-programme,SEN,project_page,fr,Environnement et Efficacité Energétique,https://www.bmn.sn/statistiques/environnement-et-efficacite-energetique/,,,true,Programme-level context; exact plan proposal identity requires separate review.
sen-pnb-programme,SEN,project_list,fr,Programme national de Biogaz Sénégal,https://pnb.sn/,,,true,
sen-cetud-biognv-2021,SEN,official_news,fr,Prix innovation BioGNV Sénégal,https://cetud.sn/1ere-edition-prix-de-l-innovation-1er-prix-decerne-a-sb2-4all-pour-le-projet-biognv-senegal/,2021-09-20,,true,Earlier BioGNV initiative; identity with the later plan plant is not established by this news alone.
sen-aser-programmes,SEN,project_list,,ASER programme portal,https://aser.sn/,,,true,
