retrieval_id,document_id,retrieved_at,status,http_status,content_type,etag,last_modified,final_url,error,sha256
zaf-murp-afdb-2026:1,zaf-murp-afdb-2026,2026-09-12T06:38:36Z,blocked,403,text/html; charset=UTF-8,,,https://www.afdb.org/en/news-and-events/african-development-bank-approves-400-million-loan-support-municipal-utility-reform-south-africas-mpumalanga-province-95536,HTTP 403,
zaf-eepbip-maf:1,zaf-eepbip-maf,2026-09-12T06:38:36Z,collected,200,text/html; charset=UTF-8,,,https://mitigation-action.org/projects/south-africa-public-buildings-and-infrastructure/,,2da34029aa784dfa61388b8cd6f6313f20cdc44c43096b937a860f9d22b17603
zaf-eepbip-giz-profile-2023:1,zaf-eepbip-giz-profile-2023,2026-09-12T06:38:36Z,collected,200,application/pdf,"""68d401ff-6d11c""","Wed, 24 Sep 2025 14:36:47 GMT",https://www.giz.de/en/downloads/giz2023-en-EEPBIP.pdf,,335f8bf5f1849b78603b42992ae2bb9dc8c4dc23d5470545a0836c259dea5c91
zaf-eepbip-portal:1,zaf-eepbip-portal,2026-09-12T06:38:36Z,collected,200,text/html,"""66b8-65a7f168421b5""","Wed, 02 Sep 2026 12:22:25 GMT",https://www.eepbip.org.za/,,0e76906990df5b8fc5d3868813ae11c59e746ea3f2e78e0a80fe79e2b361bd16
zaf-dtic-parliament-nev-2025:1,zaf-dtic-parliament-nev-2025,2026-09-12T06:50:49Z,collected,200,text/html; charset=utf-8,,,https://pmg.org.za/committee-question/33886/,,b2f75bb3454573c79231d2b07fda97d9feeb0b773c79b7a9571e63084752963a
idn-jetp-joint-statement-2022:1,idn-jetp-joint-statement-2022,2026-09-12T07:12:12Z,blocked,403,text/html,"""9dd37e7649b54fb9bb8e9cafad781f59""","Tue, 17 Mar 2026 02:02:18 GMT",https://id.usembassy.gov/united-states-supports-the-launch-of-the-just-energy-transition-partnership-jetp-in-indonesia/,HTTP 403,
idn-jetp-reports-2025-landing:1,idn-jetp-reports-2025-landing,2026-09-12T07:12:12Z,collected,200,text/html; charset=UTF-8,,,https://jetp.id/news/jetp-reports-2025,,ef40b374ace8db649265ad624964db591e016fd0b5a11fb903fe46b5b5cd6d4f
idn-jetp-progress-report-2025:1,idn-jetp-progress-report-2025,2026-09-12T07:12:12Z,collected,200,application/octet-stream,,"Mon, 12 Jan 2026 03:51:36 GMT",https://drive.usercontent.google.com/download?id=1RhW5MLzbza69uaZHfho4bnQLSmjnAjWO&export=download&confirm=t,,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162
idn-jetp-energy-efficiency-electrification-2025:1,idn-jetp-energy-efficiency-electrification-2025,2026-09-12T07:12:12Z,collected,200,application/octet-stream,,"Wed, 21 Jan 2026 04:53:01 GMT",https://drive.usercontent.google.com/download?id=1JDhuF_HptvuRu8jBTWIEH33RybFNE_to&export=download&confirm=t,,4e7ce1c8fb6ada0fc020ba5590a9bf46ce678e6f663f0b150aa063c5e0f105cc
idn-jetp-captive-power-study-2025:1,idn-jetp-captive-power-study-2025,2026-09-12T07:12:12Z,collected,200,application/octet-stream,,"Wed, 21 Jan 2026 04:54:29 GMT",https://drive.usercontent.google.com/download?id=1GjtDiDblQyHfYIPzUWZFOu9QO8_gQkk_&export=download&confirm=t,,b45a7437b601ed2a61c39123c2d35b04ccd49a73d75543e067a7c772c0db6bdf
idn-jetp-just-transition-study-2025:1,idn-jetp-just-transition-study-2025,2026-09-12T07:12:12Z,collected,200,application/octet-stream,,"Mon, 02 Feb 2026 09:34:59 GMT",https://drive.usercontent.google.com/download?id=1i1XgotGsbydM4FQ5dBxQPgncs2Lkpkov&export=download&confirm=t,,901d08e8589ba37ba50891e453d7b4138282d13c4d0f27403ded2aa363125378
idn-jetp-guarantees-insurance-2025:1,idn-jetp-guarantees-insurance-2025,2026-09-12T07:12:12Z,collected,200,application/octet-stream,,"Tue, 03 Feb 2026 14:14:21 GMT",https://drive.usercontent.google.com/download?id=1ka0vPuF8ydvDAjDCrCo_FIQmIThKL2gk&export=download&confirm=t,,fe8af4acbb6fccf83ea8a3ad0b608ec870c93e967f9e59ff23078ef5e4ec42a7
idn-jetp-small-scale-renewables-finance-2025:1,idn-jetp-small-scale-renewables-finance-2025,2026-09-12T07:12:12Z,collected,200,application/octet-stream,,"Tue, 03 Feb 2026 14:14:25 GMT",https://drive.usercontent.google.com/download?id=10P6BuNhTtDmxF9VFNMsa6d1Nd5zjYn3i&export=download&confirm=t,,93d4fe15da7d6afa651d3ffb93ed23ef12a75d8312c320b9418d037aa8738583
idn-jetp-carbon-pricing-2025:1,idn-jetp-carbon-pricing-2025,2026-09-12T07:12:12Z,collected,200,application/octet-stream,,"Wed, 21 Jan 2026 05:16:49 GMT",https://drive.usercontent.google.com/download?id=1mhH15V_gw9nR5cOB6mRCvcJg2cGw0-_U&export=download&confirm=t,,debd93518e560c8db0614059c2b550b2f75914fb4bb16038267d6bbc259026a2
idn-cmea-progress-march-2025:1,idn-cmea-progress-march-2025,2026-09-12T07:12:12Z,fetch_error,,,,,https://www.ekon.go.id/publikasi/detail/6275/perkuat-komitmen-percepatan-implementasi-just-energy-transition-partnership-jetp-pemerintah-bentuk-satgas-transisi-energi-dan-ekonomi-hijau,"RetryError: HTTPSConnectionPool(host='www.ekon.go.id', port=443): Max retries exceeded with url: /publikasi/detail/6275/perkuat-komitmen-percepatan-implementasi-just-energy-transition-partnership-jetp-pemerintah-bentuk-satgas-transisi-energi-dan-ekonomi-hijau (Caused by ResponseError('too many 502 error responses'))",
idn-cmea-progress-december-2025:1,idn-cmea-progress-december-2025,2026-09-12T07:12:12Z,fetch_error,,,,,https://www.ekon.go.id/publikasi/detail/6718/just-energy-transition-partnership-jetp-siapkan-rp350-triliun-untuk-pembiayaan-renewable-energy-di-indonesia,"RetryError: HTTPSConnectionPool(host='www.ekon.go.id', port=443): Max retries exceeded with url: /publikasi/detail/6718/just-energy-transition-partnership-jetp-siapkan-rp350-triliun-untuk-pembiayaan-renewable-energy-di-indonesia (Caused by ResponseError('too many 502 error responses'))",
idn-world-bank-isle1-2023:1,idn-world-bank-isle1-2023,2026-09-12T08:35:00Z,collected,200,text/html; charset=utf-8,,"Mon, 24 Aug 2026 05:54:32 GMT",https://www.worldbank.org/en/news/press-release/2023/06/26/world-bank-supports-increased-access-to-sustainable-and-lower-cost-electricity-in-eastern-indonesia,,1d935814a897512bc9afc417fa069e0e32b1a590b2bb95641e47daf4cb4abc7f
idn-world-bank-isle1-technical-assessment-2022:1,idn-world-bank-isle1-technical-assessment-2022,2026-09-12T08:35:00Z,collected,200,application/pdf;charset=utf-8,,"Sat, 12 Sep 2026 04:13:28 GMT",https://documents1.worldbank.org/curated/en/099060223111034380/pdf/P1743500d92d28050b90b0e4ff4b6ea41d.pdf,,114029a6f554d2a6b20dc66bcc6c412b1d2d3c35d6f496abceb5cc3d885717d8
idn-jica-mrt-east-west-2024:1,idn-jica-mrt-east-west-2024,2026-09-12T08:35:00Z,collected,200,text/html,"""da29-6562b2a359100""","Thu, 09 Jul 2026 10:34:12 GMT",https://www.jica.go.jp/english/information/press/2024/20240514_10.html,,b8246fd6f87868fa017035147709ab31724ae8d2a08e83c4b62d74d7d57a41a8
idn-jica-mrt-north-south-2023:1,idn-jica-mrt-north-south-2023,2026-09-12T08:35:00Z,collected,200,text/html,"""24718-6562a1b209800""","Thu, 09 Jul 2026 09:18:24 GMT",https://www.jica.go.jp/information/press/2023/20230403_10.html,,713bf4e23711a5d0c913224dcd8841f275b52462cfd9dd31cb0812c3fe42f577
idn-adb-aset-56368-001:1,idn-adb-aset-56368-001,2026-09-12T08:35:00Z,blocked,403,text/html; charset=UTF-8,,,https://www.adb.org/projects/56368-001/main,HTTP 403,
idn-adb-aset-news-2024:1,idn-adb-aset-news-2024,2026-09-12T08:35:00Z,collected,200,text/html; charset=UTF-8,,"Sat, 12 Sep 2026 08:34:35 GMT",https://www.adb.org/news/adb-approves-policy-loan-support-indonesia-energy-transition,,6080b6d96abaddd85eba4b9762d458ed6b071c652a09885539b4589d726b1fd7
idn-adb-aicet-56140-001:1,idn-adb-aicet-56140-001,2026-09-12T08:35:00Z,blocked,403,text/html; charset=UTF-8,,,https://www.adb.org/projects/56140-001/main,HTTP 403,
idn-adb-aicet-news-2025:1,idn-adb-aicet-news-2025,2026-09-12T08:35:00Z,collected,200,text/html; charset=UTF-8,,"Sat, 12 Sep 2026 08:34:45 GMT",https://www.adb.org/news/adb-boosts-indonesias-clean-energy-transition,,5714eaa6cac6eabc0544c61c0c151c26d898e63322a8da865485a2fd85c2bf7c
idn-adb-muara-laboh-2-2025:1,idn-adb-muara-laboh-2-2025,2026-09-12T08:35:00Z,collected,200,text/html; charset=UTF-8,,"Sat, 12 Sep 2026 08:34:47 GMT",https://www.adb.org/news/adb-supports-indonesia-green-energy-transition-geothermal-expansion-project,,f07409806527f6f3f72c42344ff758e1602f791e404b13afef3bfe45facc32c1
idn-gfanz-saguling-2025:1,idn-gfanz-saguling-2025,2026-09-12T08:35:00Z,collected,200,text/html; charset=UTF-8,,,https://www.gfanzero.com/press/first-indonesian-jetp-solar-project-mobilizes-usd-60-million-as-investment-momentum-builds/,,e5f87af0a25794e3a399f0e09d5e1e957c9c44a9962b711bb8d8bf1e63e71e26
idn-jetp-xurya-equity-2024:1,idn-jetp-xurya-equity-2024,2026-09-12T08:35:00Z,collected,200,text/html; charset=UTF-8,,,https://jetp.id/news/norwegian-and-british-investment-in-indonesian-start-up-marks-first-equity-milestone-in-jetp-disbursement,,3ac1ee60e7e04efcd54da66897f835a7bf5d51de13557f9346a2c81d0c62cfef
idn-portfolio-esmap-canada:1,idn-portfolio-esmap-canada,2026-09-12T09:00:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/energy-sector-management-assistance-program-esmap,,f690fce534af1d0b26ede04816a04a5bd984e99d965de0a6d52e8249b7c23904
idn-portfolio-cefim:1,idn-portfolio-cefim,2026-09-12T09:00:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/clean-energy-finance-and-investment-mobilisation-cefim-programme,,2b7b8276963a8f069b5f358bdcba59a244c0b4f3ee6d69561d1fa9e628781501
idn-portfolio-cetp:1,idn-portfolio-cetp,2026-09-12T09:00:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/clean-energy-transition-program-cetp,,1c23d046d1018acaced6ffc865a1f6f0fa9b9bf44ba902cd74b59c333e132f05
idn-portfolio-enerkey:1,idn-portfolio-enerkey,2026-09-12T09:00:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/enerkey-project,,7959c91414d0e2a9b684837c95ea90c51ca0f83b915c02e4113376168944ec0a
idn-portfolio-efsd:1,idn-portfolio-efsd,2026-09-12T09:00:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/european-fund-for-sustainable-development-plus-efsd-for-energy-project-preparation,,b106c4937b24ed53f30fdb131d2de8fccd2c600e3a3dcef3b5fcdc5b69b78b47
idn-portfolio-case:1,idn-portfolio-case,2026-09-12T09:00:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/clean-affordable-and-secure-energy-for-southeast-asia-case,,eda8ee68a22d24662b1a6a78c51395f6213b5ba2e0bfbb5f8511fc9c3278abd8
idn-portfolio-entri:1,idn-portfolio-entri,2026-09-12T09:00:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/renewable-energy-mini-grids-triangular-cooperation-entri-project,,1da39c852a12ddd4bf4c285cf617db37eb30087de016b3992890019626898be8
idn-portfolio-candi-umbul:1,idn-portfolio-candi-umbul,2026-09-12T09:00:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/candi-umbul-geothermal-project,,b36d596de0a904a9df6d2028e5dd7da500dfb29558c0cbe1122838a93a778a65
idn-portfolio-carbon-monetization:1,idn-portfolio-carbon-monetization,2026-09-12T09:00:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/carbon-monetization,,392231da596fe6037ef9dc219a114698a8c9fb8a901b23cd3670ceb45e4cb1a7
idn-portfolio-energy-hub:1,idn-portfolio-energy-hub,2026-09-12T09:00:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/energy-hub,,f1dd20e2bdd194a17227f3f67ce7f7a28a124d35d32c94cec54bdf1d493952e3
idn-portfolio-esmap-uk:1,idn-portfolio-esmap-uk,2026-09-12T09:00:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/energy-sector-management-assistance-program,,2e81b87d5b706704e96374b10ef31d493c53ff666a66e8daf33295cb45b027b5
idn-portfolio-cfpp-repurposing:1,idn-portfolio-cfpp-repurposing,2026-09-12T09:00:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/coal-fired-power-plant-site-repurposing,,a2cf03c30488fa88221fce491eb5a6d334d9f25faf9fc6b97e34b812142cbad6
idn-portfolio-etp:1,idn-portfolio-etp,2026-09-12T09:05:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/south-east-asia-energy-transition-partnership-etp,,272849c8b5275d7237b7fd82f37ad74237833f44df099ecf455dfc211bf1d99e
idn-portfolio-euicf:1,idn-portfolio-euicf,2026-09-12T09:05:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/eu-indonesia-cooperation-facility,,745ad9d8da149cbb1fdbc24a3754d57ca10f0d98a48b2f3e202e27649391dd3a
idn-portfolio-ietf:1,idn-portfolio-ietf,2026-09-12T09:05:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/ietf-indonesia-energy-transition-facility,,55dd7f617bfc97ac518b3a1c943612c6b790e198aa68e63cefd64a89f74738e7
idn-portfolio-ipdf:1,idn-portfolio-ipdf,2026-09-12T09:05:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/indonesia-policy-dialogue-fund-ipdf,,5f633f8d8a8f3a36e2bebd56193772dfafce15d7f09f2fb780dac9b21a9586c6
idn-portfolio-etmptf:1,idn-portfolio-etmptf,2026-09-12T09:05:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/energy-transition-mechanism-partnership-trust-fund-etmptf-1,,447f51f5111bdf21d628d823c482441898f97f7209d9b85140f93f28ac9b510e
idn-portfolio-etap:1,idn-portfolio-etap,2026-09-12T09:05:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/energy-transition-acceleration-programme-etap,,fca089fa078399c9c35be0e4e175bafecbdc0f5a45ccb1efaf9f5145de6e73c3
idn-portfolio-iki-jet:1,idn-portfolio-iki-jet,2026-09-12T09:05:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/innovation-regions-for-a-just-energy-transition-iki-jet,,85fb7a8c421204f61a6b73df8024be99cfe22c2c4d3d1ba4d9f2c6e64df3135c
idn-portfolio-gesit:1,idn-portfolio-gesit,2026-09-12T09:05:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/green-jobs-for-social-inclusion-and-sustainable-transformation-gesit,,749ca75a13d63163ab73df1095aaafe8d43a68437d6c56ad25c7e84634cc6892
idn-portfolio-explore:1,idn-portfolio-explore,2026-09-12T09:05:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/strategic-exploration-of-economic-mitigation-potentials-through-renewables-explore-project,,2e1dc8c230a373e44dabbcd0ac722762bbfb791ad6a79fd1482ea3502ab67a56
idn-portfolio-iki-flex:1,idn-portfolio-iki-flex,2026-09-12T09:05:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/iki-flex-jetp-support-package-1,,1c923c0aa8b11c95cb764063c687d82524d53f4c798029f1ac3e104c9705ebc2
idn-portfolio-green-energy-transition:1,idn-portfolio-green-energy-transition,2026-09-12T09:05:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/green-energy-transition-indonesia,,721cb35a8ed94429e3c5b4c6ccf4bd622c2dd659a6823e18578ee846a4274164
idn-portfolio-growth-gateway:1,idn-portfolio-growth-gateway,2026-09-12T09:05:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/growth-gateway,,76393f19e906fca4e783255b14efcaab84af2de52af5ec0b1e6ae01d8aca3eed
idn-portfolio-low-carbon-buildings:1,idn-portfolio-low-carbon-buildings,2026-09-12T09:10:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/asia-low-carbon-building-transition,,ba911394fd3c509f071ebeed46e994c7a739dbe00858ce59c37c47b1b25cf182
idn-portfolio-jetp-esia:1,idn-portfolio-jetp-esia,2026-09-12T09:10:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/facilitating-financing-for-indonesias-just-energy-transition-partnership-esia-study,,00827c5c255c5fdb1ab6173dbda08550a083450bf0599131377a203c0d494ebc
idn-portfolio-perform:1,idn-portfolio-perform,2026-09-12T09:10:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/performing-energy-transition-through-fiscal-reform-in-indonesia-perform,,733edb413b208aa600f7a5d0124ae1afef3f84cff090073d2d3c045e2d6a8420
idn-portfolio-jetp-financing:1,idn-portfolio-jetp-financing,2026-09-12T09:10:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/facilitating-financing-for-indonesias-just-energy-transition-partnership,,9ce5d3fe56e575ff5c40f161e535cbe61052ea0748ac1877de29f4433e75cff8
idn-portfolio-re2grid:1,idn-portfolio-re2grid,2026-09-12T09:10:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/re2grid,,5148669a25307990a966d2b4a1f7f6d5d40a5b0004b2f31987479fafa3237af5
idn-portfolio-re2cool:1,idn-portfolio-re2cool,2026-09-12T09:10:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/re2cool,,f2d1ee977fe2098714fabcb50d31d11250dc4b66591c33932aecddb789fdecc6
idn-portfolio-patuha2:1,idn-portfolio-patuha2,2026-09-12T09:10:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/grant-for-patuha-unit-2-geothermal-power-generation-project,,6bfa7f6c8b0dd04ac0c67344d7fb722071787ba4efacd91764bb5a615e3acd33
idn-portfolio-mentari-policy:1,idn-portfolio-mentari-policy,2026-09-12T09:10:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/mentari-contributions-to-the-jetp,,da39eb10e001354c1e289d6e66a16c8f7e7f2b9f0e0b253c6f0155da68e3bf92
idn-portfolio-jt-framework:1,idn-portfolio-jt-framework,2026-09-12T09:10:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/operationalisation-of-the-just-transition-framework-in-jetp-indonesia-phase-2,,1e223e29c598ad8c28fb5f63ea2f23b5f30508c4d52b340d23823fbdb96aabed
idn-portfolio-mentari-vgf:1,idn-portfolio-mentari-vgf,2026-09-12T09:10:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/mentari-viability-gap-fund,,0dfe829ffedbcf09f644aa1d6a179e190f302a2d5ad33ca666dd22c0378387fb
idn-portfolio-pt-smi-retirement:1,idn-portfolio-pt-smi-retirement,2026-09-12T09:10:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/pt-smi-early-retirement-program,,accb32a7b1f6384b55ba0d7c12243b7ad9ac23d8a178c485ababd559de012c5b
idn-portfolio-jt-coal-regions:1,idn-portfolio-jt-coal-regions,2026-09-12T09:10:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/just-transition-in-coal-regions,,fa21515e1a50e5313a2bf63b2117aa9d3e95cd5dac657e6f6f08c5dcbb3c3047
idn-portfolio-wolcot:1,idn-portfolio-wolcot,2026-09-12T09:15:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/women-led-coal-transition-mechanism-wolcot-1,,54d0792e063ebb0b4137787e2d7243719d9a85517afdb8fa4d286eea14792ec0
idn-portfolio-s4i:1,idn-portfolio-s4i,2026-09-12T09:15:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/support-for-infrastructure-investments-in-indonesia-s4i-for-the-establishment-of-indonesias-development-bank-project,,0e9b8c5b5a12beb08a8badd0cd2a9f91342b6a5d8baf1537580ee50a247e51b0
idn-portfolio-sdg-one:1,idn-portfolio-sdg-one,2026-09-12T09:15:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/sdg-indonesia-one,,5e8254a2ea2b60ad5c94f272f09ff61ca82765d04a2d242dc87875121fdc11c6
idn-portfolio-seti:1,idn-portfolio-seti,2026-09-12T09:15:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/sustainable-energy-transition-in-indonesia-seti-1,,9d2d94808abc6771f413fe71e5943d54a880c5fc9ac9e3e970b237c9acd3a946
idn-portfolio-reep2:1,idn-portfolio-reep2,2026-09-12T09:15:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/1000-islands-renewable-energy-for-electrification-programme-phase-ii-reep2,,8f757cb8c6f4ba4644cce8bbb069d2148923b3f5ca085aea5fc46f8cf7e6a0d7
idn-portfolio-sustainable-hydropower:1,idn-portfolio-sustainable-hydropower,2026-09-12T09:15:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/accompanying-measure-sustainable-hydropower,,35fe8b85fa047cda401bc6c141cc40d4cb13d345a87263559c901c80975efc87
idn-portfolio-secretariat-capacity:1,idn-portfolio-secretariat-capacity,2026-09-12T09:15:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/institutional-and-capacity-building-support-for-the-just-energy-transition-partnership-secretariat,,63215d46f2ecab9ab410cd214aa1e722a23a3d81de8dfb14db8ae68c706b35fa
idn-portfolio-uk-pact:1,idn-portfolio-uk-pact,2026-09-12T09:15:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/program/uk-pact-indonesia,,7360825990bb99286bff2bf6c719bea2d211380d940e23b082916bef33a0dca6
idn-portfolio-project-gecs:1,idn-portfolio-project-gecs,2026-09-12T10:00:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/project/green-energy-corridor-sulawesi-gecs,,efe51d479eb32608cafe1006ecb5a7e01796ca0590c4861df4295df0991900ed
idn-portfolio-project-nagajaya:1,idn-portfolio-project-nagajaya,2026-09-12T10:00:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/project/nagajaya-microhydro-65-mw,,ac5d3eb835fb55acddca3cae5864743e476972476bebe5cb5b3d458a14afb0c6
idn-portfolio-project-hululais:1,idn-portfolio-project-hululais,2026-09-12T10:00:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/project/geothermal-hululais-unit-1-2,,115ab5fa40627db7f77bcf2750d209889b536dcfc240162c9421aeab38dff170
idn-project-dieng3-adb:1,idn-project-dieng3-adb,2026-09-12T10:30:00Z,blocked,403,text/html; charset=UTF-8,,,https://www.adb.org/projects/58342-001/main,HTTP 403,
idn-project-cirebon-framework-marubeni:1,idn-project-cirebon-framework-marubeni,2026-09-12T10:30:00Z,collected,200,text/html; charset=UTF-8,,,https://www.marubeni.com/en/news/2023/info/00037.html,,333d2f38db7860293b55a1375a798ffd61160037274af9c831b2612ff9202bcc
idn-news-cirebon-retirement-reuters-2025:1,idn-news-cirebon-retirement-reuters-2025,2026-09-12T10:30:00Z,blocked,401,text/html;charset=utf-8,,,https://www.reuters.com/business/energy/indonesia-backpedals-retiring-cirebon-coal-power-plant-early-2025-12-05/,HTTP 401,
idn-project-seg-construction-2024:1,idn-project-seg-construction-2024,2026-09-12T10:30:00Z,collected,200,text/html; charset=utf-8,,,https://www.segsolar.com/press/news/112,,dc47a18e3e84f0468e9c6f1dfc430808af054f280f3c7b2814322366a1d7a6e9
idn-project-seg-operational-2025:1,idn-project-seg-operational-2025,2026-09-12T10:30:00Z,collected,200,text/html; charset=utf-8,,,https://www.segsolar.eu/press/news/128,,8bf053001711b36d11f83ab7452fb4cf0796900564428e2bbaaef2311f07d479
idn-project-singkarak-acwa-2022:1,idn-project-singkarak-acwa-2022,2026-09-12T10:30:00Z,collected,200,text/html; charset=utf-8,,,https://acwapower.com/en/media-center/latest-news/acwa-power-set-to-enter-indonesia-with-two-floating-solar-pv-projects/,,bc951c10470a410bba95196a4c1ebf85bcaac62913b9d3d95a7406f8fd026095
idn-project-sutami-construction-plnnp-2026:1,idn-project-sutami-construction-plnnp-2026,2026-09-12T10:30:00Z,collected,200,text/html; charset=UTF-8,,,https://www.plnnusantarapower.co.id/media-relation/press-release/percepat-transisi-energi-bersih-pln-nusantara-power-perkuat-pengembangan-plts-terapung-karangkates,,53fa40afb563bfd01f5492353299f0957fba8ead04c416e2e277a3b9c82473e6
idn-project-tanah-laut-plnnp:1,idn-project-tanah-laut-plnnp,2026-09-12T10:30:00Z,collected,200,text/html; charset=UTF-8,,,https://www.plnnusantarapower.co.id/about-us/achievements/green-flagship-projects,,433c7e0eee6cd9ce2da340cbfaf10c32b9dd00296c563100daaa86f7c2dcc4fe
idn-project-tanah-laut-ppa-ptplnnr:1,idn-project-tanah-laut-ppa-ptplnnr,2026-09-12T10:30:00Z,collected,200,text/html; charset=UTF-8,,,https://ptplnnr.com/en/news-and-articles/detail/pjbi-along-with-total-eren-and-adaro-power-sign-a-power-purchase-agreement-with-pln-for-indonesias-first-bess-technology-wind-farm-pltb,,03684085ff7865b8526c7558679f792344d2df830894216eb1af6b6a3a0110e7
idn-project-legok-agreement-ut-2024:1,idn-project-legok-agreement-ut-2024,2026-09-12T10:30:00Z,fetch_error,,,,,https://www.unitedtractors.com/en/legok-nangka-project-cooperation-agreement-between-jabar-environmental-solutions-jes-and-the-west-java-provincial-government/,"RetryError: HTTPSConnectionPool(host='www.unitedtractors.com', port=443): Max retries exceeded with url: /en/legok-nangka-project-cooperation-agreement-between-jabar-environmental-solutions-jes-and-the-west-java-provincial-government/ (Caused by ResponseError('too many 502 error responses'))",
idn-news-legok-groundbreaking-antara-2026:1,idn-news-legok-groundbreaking-antara-2026,2026-09-12T10:30:00Z,collected,200,text/html; charset=UTF-8,,,https://en.antaranews.com/news/424445/legok-nangka-psel-to-boost-waste-management-clean-energy-ministry,,6eeeb5f0aa5307757101dd41e33ccac6de1c049ebf88d92ddad2dcf511165c77
idn-project-rsud-retrofit-c40:1,idn-project-rsud-retrofit-c40,2026-09-12T10:30:00Z,blocked,403,application/xml,,,https://cff-prod.s3.amazonaws.com/storage/files/r5rRE6f7F5gg1QIMR8I6reXUGZJIXKyOlcQ3jSlN.pdf,HTTP 403,
idn-project-legok-agreement-ut-2024:2,idn-project-legok-agreement-ut-2024,2026-09-12T10:35:00Z,collected,200,text/html; charset=UTF-8,,"Fri, 11 Sep 2026 04:26:54 GMT",https://www.unitedtractors.com/en/legok-nangka-project-cooperation-agreement-between-jabar-environmental-solutions-jes-and-the-west-java-provincial-government/,,bc6e03691da770a232e0603781e1267822b9cf2f562f50ef3f3941dc36163b41
idn-portfolio-project-index-2026:1,idn-portfolio-project-index-2026,2026-09-12T11:00:00Z,collected,200,text/html; charset=UTF-8,,,https://portfolio.jetp.id/project,,0f8bdc42089cd8817dd12082a583c25c667a202b3c9f33ec53dde4a1d4373c00
