relation_id,from_kind,from_id,relation,to_kind,to_id,role,valid_from,valid_to,status,method,method_version,confidence,decided_at,decided_by,supersedes,line_id
0875.implementer.zaf-register-gr004,party,dtic,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-76,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-76
0875.funder.zaf-register-gr006,party,germany,party_in,agreement,agreement-zaf-register-gr006,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-77
0875.implementer.zaf-register-gr006,party,dmre,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-77,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-77
0875.funder.zaf-register-gr007,party,germany,party_in,agreement,agreement-zaf-register-gr007,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-78
0875.implementer.zaf-register-gr007,party,dffe,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-78,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-78
0875.funder.zaf-register-gr008,party,germany,party_in,agreement,agreement-zaf-register-gr008,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-79
0875.implementer.zaf-register-gr008,party,infra-impact-community-trust-funding-pty-ltd,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-79,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-79
0875.funder.zaf-register-gr009,party,germany,party_in,agreement,agreement-zaf-register-gr009,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-80
0875.implementer.zaf-register-gr009,party,infra-impact-community-trust-funding-pty-ltd,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-80,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-80
0875.funder.zaf-register-gr011,party,germany,party_in,agreement,agreement-zaf-register-gr011,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-81
0875.funder.zaf-register-gr012,party,germany,party_in,agreement,agreement-zaf-register-gr012,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-82
0875.implementer.zaf-register-gr012,party,dee,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-82,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-82
0875.funder.zaf-register-gr013,party,germany,party_in,agreement,agreement-zaf-register-gr013,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-83
0875.funder.zaf-register-gr014,party,germany,party_in,agreement,agreement-zaf-register-gr014,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-84
0875.funder.zaf-register-gr014b,party,germany,party_in,agreement,agreement-zaf-register-gr014b,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-85
0875.funder.zaf-register-gr015,party,germany,party_in,agreement,agreement-zaf-register-gr015,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-86
0875.implementer.zaf-register-gr015,party,dhet,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-86,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-86
0875.funder.zaf-register-gr016,party,germany,party_in,agreement,agreement-zaf-register-gr016,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-87
0875.implementer.zaf-register-gr016,party,the-presidency,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-87,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-87
0875.funder.zaf-register-gr017,party,germany,party_in,agreement,agreement-zaf-register-gr017,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-88
0875.implementer.zaf-register-gr017,party,dffe,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-88,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-88
0875.funder.zaf-register-gr018,party,germany,party_in,agreement,agreement-zaf-register-gr018,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-89
0875.funder.zaf-register-gr019,party,germany,party_in,agreement,agreement-zaf-register-gr019,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-90
0875.funder.zaf-register-gr020,party,germany,party_in,agreement,agreement-zaf-register-gr020,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-91
0875.funder.zaf-register-gr021,party,germany,party_in,agreement,agreement-zaf-register-gr021,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-92
0875.funder.zaf-register-gr022,party,germany,party_in,agreement,agreement-zaf-register-gr022,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-93
0875.funder.zaf-register-gr023,party,germany,party_in,agreement,agreement-zaf-register-gr023,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-94
0875.funder.zaf-register-gr024,party,germany,party_in,agreement,agreement-zaf-register-gr024,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-95
0875.funder.zaf-register-gr025,party,germany,party_in,agreement,agreement-zaf-register-gr025,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-96
0875.implementer.zaf-register-gr025,party,dbsa,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-96,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-96
0875.funder.zaf-register-gr026,party,germany,party_in,agreement,agreement-zaf-register-gr026,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-97
0875.implementer.zaf-register-gr026,party,city-of-cape-town,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-97,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-97
0875.funder.zaf-register-gr026b,party,germany,party_in,agreement,agreement-zaf-register-gr026b,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-98
0875.implementer.zaf-register-gr026b,party,city-of-cape-town,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-98,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-98
0875.funder.zaf-register-gr027,party,germany,party_in,agreement,agreement-zaf-register-gr027,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-99
0875.funder.zaf-register-gr028,party,germany,party_in,agreement,agreement-zaf-register-gr028,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-100
0875.implementer.zaf-register-gr028,party,city-of-johannesburg,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-100,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-100
0875.funder.zaf-register-gr028b,party,germany,party_in,agreement,agreement-zaf-register-gr028b,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-101
0875.funder.zaf-register-gr029,party,germany,party_in,agreement,agreement-zaf-register-gr029,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-102
0875.implementer.zaf-register-gr029,party,national-treasury,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-102,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-102
0875.funder.zaf-register-gr029b,party,germany,party_in,agreement,agreement-zaf-register-gr029b,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-103
0875.funder.zaf-register-gr030,party,germany,party_in,agreement,agreement-zaf-register-gr030,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-104
0875.funder.zaf-register-gr031,party,germany,party_in,agreement,agreement-zaf-register-gr031,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-105
0875.implementer.zaf-register-gr031,party,nt,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-105,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-105
0875.funder.zaf-register-gr032,party,germany,party_in,agreement,agreement-zaf-register-gr032,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-106
0875.funder.zaf-register-gr033,party,germany,party_in,agreement,agreement-zaf-register-gr033,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-107
0875.implementer.zaf-register-gr033,party,dee,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-107,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-107
0875.funder.zaf-register-gr034,party,germany,party_in,agreement,agreement-zaf-register-gr034,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-108
0875.implementer.zaf-register-gr034,party,dee,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-108,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-108
0875.funder.zaf-register-gr035,party,germany,party_in,agreement,agreement-zaf-register-gr035,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-109
0875.implementer.zaf-register-gr035,party,dee,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-109,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-109
0875.funder.zaf-register-gr036,party,germany,party_in,agreement,agreement-zaf-register-gr036,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-110
0875.funder.zaf-register-gr037,party,germany,party_in,agreement,agreement-zaf-register-gr037,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-111
0875.implementer.zaf-register-gr037,party,dffe,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-111,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-111
0875.funder.zaf-register-gr038,party,germany,party_in,agreement,agreement-zaf-register-gr038,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-112
0875.funder.zaf-register-gr039,party,germany,party_in,agreement,agreement-zaf-register-gr039,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-113
0875.implementer.zaf-register-gr039,party,nt,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-113,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-113
0875.funder.zaf-register-gr040,party,germany,party_in,agreement,agreement-zaf-register-gr040,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-114
0875.implementer.zaf-register-gr040,party,dbsa,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-114,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-114
0875.funder.zaf-register-gr041,party,germany,party_in,agreement,agreement-zaf-register-gr041,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-115
0875.implementer.zaf-register-gr041,party,dbsa,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-115,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-115
0875.funder.zaf-register-nl001-1,party,netherlands,party_in,agreement,agreement-zaf-register-nl001-1,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-116
0875.implementer.zaf-register-nl001-1,party,royal-haskoning-dhv-south-africa,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-116,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-116
0875.funder.zaf-register-nl001-2,party,netherlands,party_in,agreement,agreement-zaf-register-nl001-2,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-117
0875.implementer.zaf-register-nl001-2,party,royal-haskoning-dhv-south-africa,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-117,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-117
0875.funder.zaf-register-nl001-3,party,netherlands,party_in,agreement,agreement-zaf-register-nl001-3,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-118
0875.implementer.zaf-register-nl001-3,party,rvo,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-118,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-118
0875.funder.zaf-register-nl001-4,party,netherlands,party_in,agreement,agreement-zaf-register-nl001-4,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-119
0875.implementer.zaf-register-nl001-4,party,indalo-inclusive,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-119,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-119
0875.funder.zaf-register-nl001-5,party,netherlands,party_in,agreement,agreement-zaf-register-nl001-5,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-120
0875.funder.zaf-register-nl001-6,party,netherlands,party_in,agreement,agreement-zaf-register-nl001-6,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-121
0875.implementer.zaf-register-nl001-6,party,earn,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-121,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-121
0875.funder.zaf-register-nl001-7,party,netherlands,party_in,agreement,agreement-zaf-register-nl001-7,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-122
0875.implementer.zaf-register-nl001-7,party,seed-2-feed,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-122,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-122
0875.funder.zaf-register-nl001-8,party,netherlands,party_in,agreement,agreement-zaf-register-nl001-8,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-123
0875.implementer.zaf-register-nl001-8,party,seed-2-feed,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-123,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-123
0875.funder.zaf-register-nl001-9,party,netherlands,party_in,agreement,agreement-zaf-register-nl001-9,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-124
0875.implementer.zaf-register-nl001-9,party,rvo,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-124,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-124
0875.funder.zaf-register-nl002,party,netherlands,party_in,agreement,agreement-zaf-register-nl002,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-125
0875.funder.zaf-register-nl003,party,netherlands,party_in,agreement,agreement-zaf-register-nl003,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-126
0875.funder.zaf-register-nl004,party,netherlands,party_in,agreement,agreement-zaf-register-nl004,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-127
0875.implementer.zaf-register-nl004,party,sah2-fund,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-127,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-127
0875.funder.zaf-register-nl005,party,netherlands,party_in,agreement,agreement-zaf-register-nl005,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-128
0875.funder.zaf-register-nl006,party,netherlands,party_in,agreement,agreement-zaf-register-nl006,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-129
0875.implementer.zaf-register-nl006,party,cnv-international,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-129,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-129
0875.funder.zaf-register-nl007,party,netherlands,party_in,agreement,agreement-zaf-register-nl007,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-130
0875.implementer.zaf-register-nl007,party,amandla-development,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-130,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-130
0875.funder.zaf-register-nl008,party,netherlands,party_in,agreement,agreement-zaf-register-nl008,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-131
0875.funder.zaf-register-nl009,party,netherlands,party_in,agreement,agreement-zaf-register-nl009,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-132
0875.implementer.zaf-register-nl009,party,nead,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-132,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-132
0875.funder.zaf-register-nl010,party,netherlands,party_in,agreement,agreement-zaf-register-nl010,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-133
0875.implementer.zaf-register-nl010,party,embedding-impact,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-133,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-133
0875.funder.zaf-register-nl011,party,netherlands,party_in,agreement,agreement-zaf-register-nl011,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-134
0875.funder.zaf-register-nl012,party,netherlands,party_in,agreement,agreement-zaf-register-nl012,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-135
0875.implementer.zaf-register-nl012,party,city-of-johannesburg,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-135,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-135
0875.funder.zaf-register-sw001,party,switzerland,party_in,agreement,agreement-zaf-register-sw001,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-136
0875.funder.zaf-register-sw002,party,switzerland,party_in,agreement,agreement-zaf-register-sw002,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-137
0875.channel.zaf-register-sw002,party,ilembe-municipalities,party_in,agreement,agreement-zaf-register-sw002,channel,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-137
0875.funder.zaf-register-sw003,party,switzerland,party_in,agreement,agreement-zaf-register-sw003,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-138
0875.funder.zaf-register-sw004,party,switzerland,party_in,agreement,agreement-zaf-register-sw004,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-139
0875.channel.zaf-register-sw004,party,giz,party_in,agreement,agreement-zaf-register-sw004,channel,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-139
0875.funder.zaf-register-sw005,party,switzerland,party_in,agreement,agreement-zaf-register-sw005,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-140
0875.channel.zaf-register-sw005,party,giz,party_in,agreement,agreement-zaf-register-sw005,channel,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-140
0875.funder.zaf-register-sw006,party,switzerland,party_in,agreement,agreement-zaf-register-sw006,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-141
0875.channel.zaf-register-sw006,party,world-bank,party_in,agreement,agreement-zaf-register-sw006,channel,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-141
0875.funder.zaf-register-sw007,party,switzerland,party_in,agreement,agreement-zaf-register-sw007,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-142
0875.channel.zaf-register-sw007,party,unido,party_in,agreement,agreement-zaf-register-sw007,channel,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-142
0875.funder.zaf-register-sw008,party,switzerland,party_in,agreement,agreement-zaf-register-sw008,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-143
0875.channel.zaf-register-sw008,party,ifc,party_in,agreement,agreement-zaf-register-sw008,channel,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-143
0875.funder.zaf-register-sw009,party,switzerland,party_in,agreement,agreement-zaf-register-sw009,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-144
0875.channel.zaf-register-sw009,party,ifc,party_in,agreement,agreement-zaf-register-sw009,channel,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-144
0875.funder.zaf-register-uk001,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk001,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-145
0875.implementer.zaf-register-uk001,party,world-bank,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-145,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-145
0875.funder.zaf-register-uk002,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk002,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-146
0875.implementer.zaf-register-uk002,party,world-bank,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-146,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-146
