timing_id,observation_id,date_role,date,date_precision,lower_bound,upper_bound,line_id,recorded_at
timing-zaf-register-uk022-2026-03-30-1,observation-zaf-register-uk022-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-164,2026-09-24
timing-zaf-register-uk023-2026-03-30-1,observation-zaf-register-uk023-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-165,2026-09-24
timing-zaf-register-uk024-2026-03-30-1,observation-zaf-register-uk024-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-166,2026-09-24
timing-zaf-register-uk025-2026-03-30-1,observation-zaf-register-uk025-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-167,2026-09-24
timing-zaf-register-uk026-2026-03-30-1,observation-zaf-register-uk026-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-168,2026-09-24
timing-zaf-register-uk027-2026-03-30-1,observation-zaf-register-uk027-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-169,2026-09-24
timing-zaf-register-uk028-2026-03-30-1,observation-zaf-register-uk028-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-170,2026-09-24
timing-zaf-register-uk029-2026-03-30-1,observation-zaf-register-uk029-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-171,2026-09-24
timing-zaf-register-uk030-2026-03-30-1,observation-zaf-register-uk030-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-172,2026-09-24
timing-zaf-register-uk031-2026-03-30-1,observation-zaf-register-uk031-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-173,2026-09-24
timing-zaf-register-uk033-2026-03-30-1,observation-zaf-register-uk033-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-174,2026-09-24
timing-zaf-register-uk034-2026-03-30-1,observation-zaf-register-uk034-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-175,2026-09-24
timing-zaf-register-uk035-2026-03-30-1,observation-zaf-register-uk035-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-176,2026-09-24
timing-zaf-register-uk037-2026-03-30-1,observation-zaf-register-uk037-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-177,2026-09-24
timing-zaf-register-uk039-2026-03-30-1,observation-zaf-register-uk039-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-178,2026-09-24
timing-zaf-register-uk042-2026-03-30-1,observation-zaf-register-uk042-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-179,2026-09-24
timing-zaf-register-uk043-2026-03-30-1,observation-zaf-register-uk043-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-180,2026-09-24
timing-zaf-register-uk044-2026-03-30-1,observation-zaf-register-uk044-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-181,2026-09-24
timing-zaf-register-uk045-2026-03-30-1,observation-zaf-register-uk045-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-182,2026-09-24
timing-zaf-register-uk046-2026-03-30-1,observation-zaf-register-uk046-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-183,2026-09-24
timing-zaf-register-uk047-2026-03-30-1,observation-zaf-register-uk047-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-184,2026-09-24
timing-zaf-register-uk048-2026-03-30-1,observation-zaf-register-uk048-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-185,2026-09-24
timing-zaf-register-uk049-2026-03-30-1,observation-zaf-register-uk049-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-186,2026-09-24
timing-zaf-register-uk050-2026-03-30-1,observation-zaf-register-uk050-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-187,2026-09-24
timing-zaf-register-uk051-2026-03-30-1,observation-zaf-register-uk051-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-188,2026-09-24
timing-zaf-register-uk052-2026-03-30-1,observation-zaf-register-uk052-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-189,2026-09-24
timing-zaf-register-uk053-2026-03-30-1,observation-zaf-register-uk053-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-190,2026-09-24
timing-zaf-register-uk054-2026-03-30-1,observation-zaf-register-uk054-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-191,2026-09-24
timing-zaf-register-uk055-2026-03-30-1,observation-zaf-register-uk055-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-192,2026-09-24
timing-zaf-register-uk056-2026-03-30-1,observation-zaf-register-uk056-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-193,2026-09-24
timing-zaf-register-uk057-2026-03-30-1,observation-zaf-register-uk057-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-194,2026-09-24
timing-zaf-register-uk058-2026-03-30-1,observation-zaf-register-uk058-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-195,2026-09-24
timing-zaf-register-uk059-2026-03-30-1,observation-zaf-register-uk059-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-196,2026-09-24
timing-zaf-register-uk060-2026-03-30-1,observation-zaf-register-uk060-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-197,2026-09-24
timing-zaf-register-uk061-2026-03-30-1,observation-zaf-register-uk061-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-198,2026-09-24
timing-zaf-register-uk062-2026-03-30-1,observation-zaf-register-uk062-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-199,2026-09-24
timing-zaf-register-uk063-2026-03-30-1,observation-zaf-register-uk063-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-200,2026-09-24
timing-zaf-register-uk064-2026-03-30-1,observation-zaf-register-uk064-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-201,2026-09-24
timing-zaf-register-uk065-2026-03-30-1,observation-zaf-register-uk065-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-202,2026-09-24
timing-zaf-register-uk066-2026-03-30-1,observation-zaf-register-uk066-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-203,2026-09-24
timing-zaf-register-uk067-2026-03-30-1,observation-zaf-register-uk067-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-204,2026-09-24
timing-zaf-register-uk068-2026-03-30-1,observation-zaf-register-uk068-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-205,2026-09-24
timing-zaf-register-uk069-2026-03-30-1,observation-zaf-register-uk069-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-206,2026-09-24
timing-zaf-register-uk070-2026-03-30-1,observation-zaf-register-uk070-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-207,2026-09-24
timing-zaf-register-uk071-2026-03-30-1,observation-zaf-register-uk071-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-208,2026-09-24
timing-zaf-register-uk072-2026-03-30-1,observation-zaf-register-uk072-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-209,2026-09-24
timing-zaf-register-uk073-2026-03-30-1,observation-zaf-register-uk073-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-210,2026-09-24
timing-zaf-register-uk074-2026-03-30-1,observation-zaf-register-uk074-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-211,2026-09-24
timing-zaf-register-uk075-2026-03-30-1,observation-zaf-register-uk075-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-212,2026-09-24
timing-zaf-register-uk076-2026-03-30-1,observation-zaf-register-uk076-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-213,2026-09-24
timing-zaf-register-uk077-2026-03-30-1,observation-zaf-register-uk077-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-214,2026-09-24
timing-zaf-register-us001-2026-03-30-1,observation-zaf-register-us001-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-215,2026-09-24
timing-zaf-register-us002-2026-03-30-1,observation-zaf-register-us002-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-216,2026-09-24
timing-zaf-register-us003-2026-03-30-1,observation-zaf-register-us003-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-217,2026-09-24
timing-zaf-register-us004-2026-03-30-1,observation-zaf-register-us004-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-218,2026-09-24
timing-zaf-register-us006-2026-03-30-1,observation-zaf-register-us006-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-219,2026-09-24
timing-zaf-register-us007-2026-03-30-1,observation-zaf-register-us007-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-220,2026-09-24
timing-zaf-register-us008-2026-03-30-1,observation-zaf-register-us008-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-221,2026-09-24
timing-zaf-register-us009-2026-03-30-1,observation-zaf-register-us009-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-222,2026-09-24
timing-zaf-register-us010-2026-03-30-1,observation-zaf-register-us010-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-223,2026-09-24
timing-zaf-register-us011-2026-03-30-1,observation-zaf-register-us011-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-224,2026-09-24
timing-zaf-register-us012-2026-03-30-1,observation-zaf-register-us012-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-225,2026-09-24
timing-zaf-register-us013-2026-03-30-1,observation-zaf-register-us013-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-226,2026-09-24
timing-zaf-register-us014-2026-03-30-1,observation-zaf-register-us014-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-227,2026-09-24
timing-zaf-register-us015-2026-03-30-1,observation-zaf-register-us015-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-228,2026-09-24
timing-zaf-register-us017-2026-03-30-1,observation-zaf-register-us017-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-229,2026-09-24
timing-zaf-register-us018-2026-03-30-1,observation-zaf-register-us018-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-230,2026-09-24
timing-zaf-register-us019-2026-03-30-1,observation-zaf-register-us019-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-231,2026-09-24
timing-zaf-register-us020-2026-03-30-1,observation-zaf-register-us020-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-232,2026-09-24
timing-zaf-register-us021-2026-03-30-1,observation-zaf-register-us021-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-233,2026-09-24
timing-zaf-register-us022-2026-03-30-1,observation-zaf-register-us022-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-234,2026-09-24
timing-zaf-register-us023-2026-03-30-1,observation-zaf-register-us023-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-235,2026-09-24
timing-zaf-register-us024-2026-03-30-1,observation-zaf-register-us024-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-236,2026-09-24
timing-zaf-register-us026-2026-03-30-1,observation-zaf-register-us026-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-237,2026-09-24
timing-zaf-register-us027-2026-03-30-1,observation-zaf-register-us027-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-238,2026-09-24
timing-zaf-register-us028-2026-03-30-1,observation-zaf-register-us028-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-239,2026-09-24
timing-zaf-register-us029-2026-03-30-1,observation-zaf-register-us029-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-240,2026-09-24
timing-zaf-register-us030-2026-03-30-1,observation-zaf-register-us030-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-241,2026-09-24
timing-zaf-register-us031-2026-03-30-1,observation-zaf-register-us031-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-242,2026-09-24
timing-zaf-register-us032-2026-03-30-1,observation-zaf-register-us032-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-243,2026-09-24
timing-zaf-register-us033-2026-03-30-1,observation-zaf-register-us033-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-244,2026-09-24
timing-zaf-register-us034-2026-03-30-1,observation-zaf-register-us034-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-245,2026-09-24
timing-zaf-register-us035-2026-03-30-1,observation-zaf-register-us035-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-246,2026-09-24
timing-zaf-register-us037-2026-03-30-1,observation-zaf-register-us037-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-247,2026-09-24
timing-zaf-register-us038-2026-03-30-1,observation-zaf-register-us038-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-248,2026-09-24
timing-zaf-register-us039-2026-03-30-1,observation-zaf-register-us039-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-249,2026-09-24
timing-zaf-register-afdb001-2026-03-30-1,observation-zaf-register-afdb001-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-250,2026-09-24
timing-zaf-register-afdb002-2026-03-30-1,observation-zaf-register-afdb002-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-251,2026-09-24
timing-zaf-register-afdb003-2026-03-30-1,observation-zaf-register-afdb003-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-252,2026-09-24
timing-zaf-register-afdb004-2026-03-30-1,observation-zaf-register-afdb004-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-253,2026-09-24
timing-zaf-register-sp001-2026-03-30-1,observation-zaf-register-sp001-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-254,2026-09-24
timing-zaf-register-idc001-2026-03-30-1,observation-zaf-register-idc001-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-255,2026-09-24
timing-zaf-register-idc002-2026-03-30-1,observation-zaf-register-idc002-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-256,2026-09-24
timing-zaf-register-idc003-2026-03-30-1,observation-zaf-register-idc003-2026-03-30,register_date,,unknown,,,zaf-jet-investment-register-q1-2026-overall-data-257,2026-09-24
timing-idn-approved-isle1-canada-2025-1,observation-idn-approved-isle1-canada-2025,reporting_cutoff,,unknown,,,idn-world-bank-isle1-technical-assessment-2022-claim-66,2026-09-24
timing-idn-approved-xurya-norfund-2025-1,observation-idn-approved-xurya-norfund-2025,reporting_cutoff,,unknown,,,idn-jetp-xurya-equity-2024-claim-75,2026-09-24
timing-idn-approved-xurya-bii-2025-1,observation-idn-approved-xurya-bii-2025,reporting_cutoff,,unknown,,,idn-jetp-xurya-equity-2024-claim-75,2026-09-24
timing-idn-approved-aset-kfw-2025-1,observation-idn-approved-aset-kfw-2025,reporting_cutoff,,unknown,,,idn-adb-aset-news-2024-claim-69,2026-09-24
timing-idn-approved-aset-afd-2025-1,observation-idn-approved-aset-afd-2025,reporting_cutoff,,unknown,,,idn-adb-aset-news-2024-claim-69,2026-09-24
timing-idn-approved-aicet-afd-2025-1,observation-idn-approved-aicet-afd-2025,reporting_cutoff,,unknown,,,idn-adb-aicet-news-2025-claim-70,2026-09-24
timing-idn-approved-aicet-uk-adb-2025-1,observation-idn-approved-aicet-uk-adb-2025,reporting_cutoff,,unknown,,,idn-adb-aicet-news-2025-claim-70,2026-09-24
timing-idn-approved-aicet-eu-acgf-2025-1,observation-idn-approved-aicet-eu-acgf-2025,reporting_cutoff,,unknown,,,idn-adb-aicet-news-2025-claim-70,2026-09-24
timing-idn-approved-saguling-blended-2025-1,observation-idn-approved-saguling-blended-2025,reporting_cutoff,,unknown,,,idn-cipp-2023-cpr-mirror-solar-9,2026-09-24
timing-idn-approved-mrt-north-south-jica-2025-1,observation-idn-approved-mrt-north-south-jica-2025,reporting_cutoff,2022-01-01,year,2022-01-01,2022-12-31,idn-jica-mrt-north-south-2023-claim-68,2026-09-24
timing-idn-approved-mrt-east-west-jica-2025-1,observation-idn-approved-mrt-east-west-jica-2025,reporting_cutoff,2024-01-01,year,2024-01-01,2024-12-31,idn-jetp-progress-report-2025-energy-efficiency-1,2026-09-24
timing-idn-approved-wolcot-canada-2025-1,observation-idn-approved-wolcot-canada-2025,reporting_cutoff,,unknown,,,idn-portfolio-wolcot-portfolio-1,2026-09-24
timing-idn-approved-esmap-canada-2025-1,observation-idn-approved-esmap-canada-2025,reporting_cutoff,,unknown,,,idn-portfolio-esmap-canada-portfolio-2,2026-09-24
timing-idn-approved-cefim-canada-2025-1,observation-idn-approved-cefim-canada-2025,reporting_cutoff,,unknown,,,idn-portfolio-cefim-portfolio-5,2026-09-24
timing-idn-approved-cetp-canada-2025-1,observation-idn-approved-cetp-canada-2025,reporting_cutoff,,unknown,,,idn-portfolio-cetp-portfolio-6,2026-09-24
timing-idn-approved-enerkey-canada-2025-1,observation-idn-approved-enerkey-canada-2025,reporting_cutoff,,unknown,,,idn-portfolio-enerkey-portfolio-7,2026-09-24
timing-idn-approved-euicf-eu-2025-1,observation-idn-approved-euicf-eu-2025,reporting_cutoff,,unknown,,,idn-portfolio-euicf-portfolio-8,2026-09-24
timing-idn-approved-s4i-eu-2025-1,observation-idn-approved-s4i-eu-2025,reporting_cutoff,,unknown,,,idn-portfolio-s4i-portfolio-9,2026-09-24
timing-idn-approved-sdg-one-eu-2025-1,observation-idn-approved-sdg-one-eu-2025,reporting_cutoff,,unknown,,,idn-portfolio-sdg-one-portfolio-10,2026-09-24
timing-idn-approved-ipdf-eu-2025-1,observation-idn-approved-ipdf-eu-2025,reporting_cutoff,,unknown,,,idn-portfolio-ipdf-portfolio-13,2026-09-24
timing-idn-approved-efsd-eu-2025-1,observation-idn-approved-efsd-eu-2025,reporting_cutoff,,unknown,,,idn-portfolio-efsd-portfolio-14,2026-09-24
timing-idn-approved-etmptf-germany-2025-1,observation-idn-approved-etmptf-germany-2025,reporting_cutoff,,unknown,,,idn-portfolio-etmptf-portfolio-15,2026-09-24
timing-idn-approved-seti-germany-2025-1,observation-idn-approved-seti-germany-2025,reporting_cutoff,,unknown,,,idn-portfolio-seti-portfolio-16,2026-09-24
timing-idn-approved-etap-germany-2025-1,observation-idn-approved-etap-germany-2025,reporting_cutoff,,unknown,,,idn-portfolio-etap-portfolio-17,2026-09-24
timing-idn-approved-iki-jet-germany-2025-1,observation-idn-approved-iki-jet-germany-2025,reporting_cutoff,,unknown,,,idn-portfolio-iki-jet-portfolio-18,2026-09-24
timing-idn-approved-low-carbon-buildings-germany-2025-1,observation-idn-approved-low-carbon-buildings-germany-2025,reporting_cutoff,,unknown,,,idn-portfolio-low-carbon-buildings-portfolio-19,2026-09-24
timing-idn-approved-gesit-germany-2025-1,observation-idn-approved-gesit-germany-2025,reporting_cutoff,,unknown,,,idn-portfolio-gesit-portfolio-20,2026-09-24
timing-idn-approved-reep2-germany-2025-1,observation-idn-approved-reep2-germany-2025,reporting_cutoff,,unknown,,,idn-portfolio-reep2-portfolio-21,2026-09-24
timing-idn-approved-case-germany-2025-1,observation-idn-approved-case-germany-2025,reporting_cutoff,,unknown,,,idn-portfolio-case-portfolio-22,2026-09-24
timing-idn-approved-entri-germany-2025-1,observation-idn-approved-entri-germany-2025,reporting_cutoff,,unknown,,,idn-portfolio-entri-portfolio-23,2026-09-24
timing-idn-approved-explore-germany-2025-1,observation-idn-approved-explore-germany-2025,reporting_cutoff,,unknown,,,idn-portfolio-explore-portfolio-24,2026-09-24
timing-idn-approved-candi-umbul-germany-2025-1,observation-idn-approved-candi-umbul-germany-2025,reporting_cutoff,,unknown,,,idn-portfolio-candi-umbul-portfolio-25,2026-09-24
timing-idn-approved-hydropower2-germany-2025-1,observation-idn-approved-hydropower2-germany-2025,reporting_cutoff,,unknown,,,idn-portfolio-sustainable-hydropower-portfolio-26,2026-09-24
timing-idn-approved-esia-germany-2025-1,observation-idn-approved-esia-germany-2025,reporting_cutoff,,unknown,,,idn-portfolio-jetp-esia-portfolio-27,2026-09-24
timing-idn-approved-perform-germany-2025-1,observation-idn-approved-perform-germany-2025,reporting_cutoff,,unknown,,,idn-portfolio-perform-portfolio-28,2026-09-24
timing-idn-approved-finance-facilitation-germany-2025-1,observation-idn-approved-finance-facilitation-germany-2025,reporting_cutoff,,unknown,,,idn-portfolio-jetp-financing-portfolio-29,2026-09-24
timing-idn-approved-re2grid-germany-2025-1,observation-idn-approved-re2grid-germany-2025,reporting_cutoff,,unknown,,,idn-portfolio-re2grid-portfolio-30,2026-09-24
timing-idn-approved-re2cool-germany-2025-1,observation-idn-approved-re2cool-germany-2025,reporting_cutoff,,unknown,,,idn-portfolio-re2cool-portfolio-31,2026-09-24
timing-idn-approved-carbon-monetization-germany-2025-1,observation-idn-approved-carbon-monetization-germany-2025,reporting_cutoff,,unknown,,,idn-portfolio-carbon-monetization-portfolio-32,2026-09-24
timing-idn-approved-energy-hub-germany-2025-1,observation-idn-approved-energy-hub-germany-2025,reporting_cutoff,,unknown,,,idn-portfolio-energy-hub-portfolio-33,2026-09-24
timing-idn-approved-iki-flex-germany-2025-1,observation-idn-approved-iki-flex-germany-2025,reporting_cutoff,,unknown,,,idn-portfolio-iki-flex-portfolio-34,2026-09-24
timing-idn-approved-secretariat-japan-2025-1,observation-idn-approved-secretariat-japan-2025,reporting_cutoff,,unknown,,,idn-portfolio-secretariat-capacity-portfolio-35,2026-09-24
timing-idn-approved-patuha2-japan-2025-1,observation-idn-approved-patuha2-japan-2025,reporting_cutoff,,unknown,,,idn-portfolio-patuha2-portfolio-36,2026-09-24
timing-idn-approved-mentari-policy-uk-2025-1,observation-idn-approved-mentari-policy-uk-2025,reporting_cutoff,,unknown,,,idn-portfolio-mentari-policy-portfolio-37,2026-09-24
timing-idn-approved-green-energy-transition-uk-2025-1,observation-idn-approved-green-energy-transition-uk-2025,reporting_cutoff,,unknown,,,idn-portfolio-green-energy-transition-portfolio-38,2026-09-24
timing-idn-approved-uk-pact-2025-1,observation-idn-approved-uk-pact-2025,reporting_cutoff,,unknown,,,idn-portfolio-uk-pact-portfolio-39,2026-09-24
timing-idn-approved-jt-framework-uk-2025-1,observation-idn-approved-jt-framework-uk-2025,reporting_cutoff,,unknown,,,idn-portfolio-jt-framework-portfolio-40,2026-09-24
timing-idn-approved-mentari-vgf-uk-2025-1,observation-idn-approved-mentari-vgf-uk-2025,reporting_cutoff,,unknown,,,idn-portfolio-mentari-vgf-portfolio-41,2026-09-24
timing-idn-approved-growth-gateway-uk-2025-1,observation-idn-approved-growth-gateway-uk-2025,reporting_cutoff,,unknown,,,idn-portfolio-growth-gateway-portfolio-42,2026-09-24
timing-idn-approved-esmap-uk-2025-1,observation-idn-approved-esmap-uk-2025,reporting_cutoff,,unknown,,,idn-portfolio-esmap-uk-portfolio-43,2026-09-24
timing-idn-approved-smi-retirement-cif-2025-1,observation-idn-approved-smi-retirement-cif-2025,reporting_cutoff,,unknown,,,idn-portfolio-pt-smi-retirement-portfolio-44,2026-09-24
timing-idn-approved-cfpp-repurposing-cif-2025-1,observation-idn-approved-cfpp-repurposing-cif-2025,reporting_cutoff,,unknown,,,idn-portfolio-cfpp-repurposing-portfolio-45,2026-09-24
timing-idn-approved-jt-coal-regions-cif-2025-1,observation-idn-approved-jt-coal-regions-cif-2025,reporting_cutoff,,unknown,,,idn-portfolio-jt-coal-regions-portfolio-46,2026-09-24
timing-idn-pipeline-aicet-kfw-2025-1,observation-idn-pipeline-aicet-kfw-2025,reporting_cutoff,,unknown,,,idn-adb-aicet-news-2025-claim-70,2026-09-24
timing-idn-pipeline-cirebon-adb-2025-1,observation-idn-pipeline-cirebon-adb-2025,reporting_cutoff,,unknown,,,idn-cipp-2023-cpr-mirror-coal-retirement-2,2026-09-24
timing-idn-pipeline-hululais-jica-2025-1,observation-idn-pipeline-hululais-jica-2025,reporting_cutoff,,unknown,,,idn-cipp-2023-cpr-mirror-geothermal-17,2026-09-24
timing-idn-pipeline-dediesel-west-private-2025-1,observation-idn-pipeline-dediesel-west-private-2025,reporting_cutoff,,unknown,,,idn-ibvogt-diesel-west-2023-claim-100,2026-09-24
timing-idn-pipeline-tanah-laut-private-2025-1,observation-idn-pipeline-tanah-laut-private-2025,reporting_cutoff,,unknown,,,idn-cipp-2023-cpr-mirror-wind-3,2026-09-24
timing-idn-pipeline-legok-nangka-private-2025-1,observation-idn-pipeline-legok-nangka-private-2025,reporting_cutoff,,unknown,,,idn-news-legok-groundbreaking-antara-2026-claim-91,2026-09-24
timing-idn-pipeline-singkarak-private-2025-1,observation-idn-pipeline-singkarak-private-2025,reporting_cutoff,,unknown,,,idn-project-singkarak-acwa-2022-claim-86,2026-09-24
timing-idn-pipeline-sustainable-infrastructure-eib-2025-1,observation-idn-pipeline-sustainable-infrastructure-eib-2025,reporting_cutoff,,unknown,,,idn-eib-ptsmi-mou-2024-claim-96,2026-09-24
timing-idn-pipeline-sutami-private-2025-1,observation-idn-pipeline-sutami-private-2025,reporting_cutoff,,unknown,,,idn-cipp-2023-cpr-mirror-solar-3,2026-09-24
timing-idn-pipeline-solar-manufacturing-private-2025-1,observation-idn-pipeline-solar-manufacturing-private-2025,reporting_cutoff,,unknown,,,idn-jetp-progress-report-2025-supply-chain-3,2026-09-24
timing-idn-pipeline-rsud-private-2025-1,observation-idn-pipeline-rsud-private-2025,reporting_cutoff,,unknown,,,idn-jetp-progress-report-2025-energy-efficiency-3,2026-09-24
timing-sen-saloum-reported-german-allocation-2026-1,observation-sen-saloum-reported-german-allocation-2026,report_date,,unknown,,,sen-investment-plan-annexes-mirror-submitted-project-16,2026-09-24
timing-sen-diass-kfw-reported-20260420-1,observation-sen-diass-kfw-reported-20260420,report_date,,unknown,,,sen-investment-plan-l4-mirror-quick-win-10,2026-09-24
timing-sen-diass-afd-reported-20260420-1,observation-sen-diass-afd-reported-20260420,report_date,,unknown,,,sen-investment-plan-l4-mirror-quick-win-10,2026-09-24
timing-idn-impl-aicet-2025-1,observation-idn-impl-aicet-2025,reporting_cutoff,,unknown,,,idn-adb-aicet-news-2025-claim-70,2026-09-24
