item_id,country,source_id,source_version,route,expected_item,expected_count,financial_semantics,date_semantics,retention,disposition,country_owner
sen-sen-aeme-project-12,SEN,sen-aeme-project-12,ed53d4733d39fe5ad44d8a2058df03c062f01eaba14533729c4d2cd663d86d80,html,Amélioration des performances énergétiques des stades,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-aeme-project-13,SEN,sen-aeme-project-13,7aa40c2822179b270deb8202ace09bdbc0ef81fcb373104909e6f0c5a80fb9e5,html,Points Informations Territorialisés,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-aeme-project-14,SEN,sen-aeme-project-14,6aab53965cc3b9791f5d52a2f40421a121d1ecc9abb13f702173c19d170e5f84,html,Analyse et optimisation de la facture de administration,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-aeme-report-2023,SEN,sen-aeme-report-2023,765c8668bd3a57062035d080b8c3d8653564f867ead06fbf914fdf9b45625204,pdf,Rapport annuel 2023,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-afd-arescaleup-2025,SEN,sen-afd-arescaleup-2025,6ff8aa9f64a1a7c8952e5ea9ba1021041ade494eb7b39ff18bd27f1c28c1028c,pdf,ARE Scale-Up 2017-2025 bilan,1,operator_status_or_reported_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-afd-diass-storage,SEN,sen-afd-diass-storage,ff54ba565532a94ea477d96ea07ac85b5239dbfd00b3dd186467d92700109bf1,pdf,Identifier des solutions de stockage des énergies renouvelables,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-afd-irve-ami12-2026,SEN,sen-afd-irve-ami12-2026,adfd03e13b9bd2d3034ee4ac54e227bcce7b50ebc9e3d76177efc4a64b56a96b,html,AMII12/2026 C_DEG_155 - schema directeur electrification mobilite,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-afdb-plan-procurement-2023,SEN,sen-afdb-plan-procurement-2023,44ab8276e61f7528bf6e2f658580f2c9f5c8092c6b6d738e41234df30f91afc9,html,Elaboration of a JETP investment plan and national capacity building,1,approval_not_disbursement,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-aner-archive-agpm-2025,SEN,sen-aner-archive-agpm-2025,81a392144690b5991f26acc88c65071534e5d42dc0f36791c0d5fbb073782906,other,Avis général de passation des marchés - Gestion 2025,1,plan_or_policy_not_finance,publication_date_not_event_date,raw_byte_dvc_then_review,admitted,0821
sen-sen-aner-archive-autonomisation-public-buildings,SEN,sen-aner-archive-autonomisation-public-buildings,52cf2ab69fde0a5497286d2efa4a1e601194494faa013a1853daf829eecd2a26,other,Autonomisation par voie solaire de bâtiments publics,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-aner-archive-d2b,SEN,sen-aner-archive-d2b,b6845e11cdd98880857994deeed6aa70000b064791834e01e70cc9517b133579,other,Projet « Developp2Build » (D2B),1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-aner-archive-esipc,SEN,sen-aner-archive-esipc,4c3833723abb33ed0fdf8521a1df055be87e6c9f77ebd1b74e26c80738aaa06c,other,"Programme d’électrification par voie solaire d’infrastructures publiques et communautaires (ESIP), volets 1, 2 et 3",1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-aner-archive-esipc-v4,SEN,sen-aner-archive-esipc-v4,85b97853ee8bcae2ded5d307103e841eaad987d525a95dee71deb35ebc16c779,other,"Projet d’électrification par voie solaire d’infrastructures publiques et communautaires (ESIPC), volet 4",1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-aner-archive-gandiaye,SEN,sen-aner-archive-gandiaye,1317e961043b8edb5fba5d5ac85effbd3f1aed1bb5d9accf2e347ce185c261fb,other,Projet d’installation d’une unité de dessalement d’eau saumâtre fonctionnant avec l’énergie solaire photovoltaïque dans la commune de Gandiaye,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-aner-contact-2026,SEN,sen-aner-contact-2026,9618d9456b59b3eef7ce2078a47a1300e33dfd3507735382db2d578412eba3fd,html,ANER official contact route,1,discovery_or_snapshot,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-aner-d2b-live-api,SEN,sen-aner-d2b-live-api,c3be967d1b65b831e20583e2f355f69debd4dbd74fd0f219b9cbe973f84a3e3b,json,D2B17SN01 -192healthfacilities - ANER API,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-aner-document-catalogue,SEN,sen-aner-document-catalogue,8e7d8803104c96a7565260005a7a7e1047ff807ec46294b11fc07142537d2d76,json,ANER official document catalogue - PSD record5,1,discovery_or_snapshot,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-aner-gandiaye-tender-2020,SEN,sen-aner-gandiaye-tender-2020,declared-undated,pdf,AOI 002-20 ANER - Gandiaye solar desalination,1,announced_finance_or_event,source_date_semantics_review_required,attempt_log_then_review,unavailable,0821
sen-sen-aner-magazine-2026,SEN,sen-aner-magazine-2026,8b1734bbbf798a141cd433f6c5686b43a975c88476da2a1a5e744ee6452e50fd,pdf,Transition numéro 1 - premier semestre 2026,1,operator_status_or_reported_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-aner-project-20,SEN,sen-aner-project-20,e689b5ecd1e585cc8a1755df8750b552457405af932c28a29e568b19513b2b97,json,Projet d'hybridation solaire de 2 000 forages en milieu rural,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-aner-project-22,SEN,sen-aner-project-22,623875df24848e24df309b1b8b7622fd0dbe8e83fb5bdf7c28b93845a58dc45e,json,"Utilisation de la réfrigération solaire pour la conservation des produits agricoles, halieutiques et laitiers",1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-aner-project-27,SEN,sen-aner-project-27,b174e0b88eead1d884a4d2e496c7351ae59991dc5da9bd9e62cf17a2a50463eb,json,Energie solaire pour l'autonomisation et le renforcement économique des femmes en milieu rural au Sénégal (ESAREF),1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-aner-project-29,SEN,sen-aner-project-29,439336e3db23f134262f245ea94ae5b0c24d9b6da37218b7d5f077f90fff93cd,json,Projet de diffusion des pompes solaires pour des usages productifs au Sénégal,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-aner-project-31,SEN,sen-aner-project-31,656aee48711dd1329791c22b2020c17c9336b5f1d3006e93fa14ed88c9435ec8,json,Phase IV – Programme national d'éclairage public solaire (En perspective),1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-aner-project-api,SEN,sen-aner-project-api,54ebc3ddffbc2a383244ef5dbea003f56482368a161c5d01e81b29cf73ed85e2,json,Public project catalogue,1,discovery_or_snapshot,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-aner-psd-2025-2029,SEN,sen-aner-psd-2025-2029,7f509cd610d1e5d511f1b0b443d62f167fa484beee6b93624c9c54dac0c423ed,pdf,ANER strategic development plan2025-2029 - final July2025,1,plan_or_policy_not_finance,publication_date_not_event_date,raw_byte_dvc_then_review,admitted,0821
sen-sen-aner-public-contact-app,SEN,sen-aner-public-contact-app,fbe6b23c4901eaa0b71fccca1d65d97748fe4f2a5389bf5ddd461683d1129ea6,other,ANER public web application - official contact email,1,discovery_or_snapshot,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-aner-rooftop-preliminary-report,SEN,sen-aner-rooftop-preliminary-report,0c2be5ee01e5ebd5fe30212b64fcca3dfe9cd4c493429090e062804450dca5c9,pdf,Preliminary rooftop solar survey - public buildings in Senegal,1,operator_status_or_reported_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-aner-wp2-productive-use,SEN,sen-aner-wp2-productive-use,625fd618dc205bd1ac6708c353976676aea9f4a0124350e6aac8739317212cd6,pdf,WP2 identification of high-potential productive-use renewable projects,1,operator_status_or_reported_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-annex8-project-analysis,SEN,sen-annex8-project-analysis,368a4bc61f322ff7b21ba654a0e27b7d1161e502634fce35e03c22dc2020f9cf,pdf,Annexe 8 - Analyse des projets,1,plan_priority_not_finance,publication_date_not_event_date,raw_byte_dvc_then_review,admitted,0821
sen-sen-arcop-aeepower-decision107-2024,SEN,sen-arcop-aeepower-decision107-2024,97cb98a65b7dfb84274aadda83f36292fe2f642f02ec4c8deff736aba3d76020,pdf,Decision107/2024/ARCOP/CRD/DEF of2October2024 - AEE Power procurement dispute,1,operator_status_or_reported_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-arcop-aeepower-decision138-2024,SEN,sen-arcop-aeepower-decision138-2024,ff442a7e0becf8e4dca970f8068940ef75ad288ee6b1c4c1683022b86deae342,pdf,Decision0138/2024/ARCOP/CRD/DEF of24December2024 -928locality contract records,1,operator_status_or_reported_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-arcop-aser-audit-2023,SEN,sen-arcop-aser-audit-2023,d8a794f618f1d4a503bbb782e42eb4e5b5f86e0ce8e081dd967ab6f6fd6b6960,pdf,Audit des marches ASER - gestion 2023,1,operator_status_or_reported_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-artelia-thiestouba-gbif,SEN,sen-artelia-thiestouba-gbif,eaca85df5e739489a8fba49d5f0a08468846e53a9d0b971224af93bf9b8370f5,json,Bird inventory and ESIA project metadata - Touba-Toul and Dealy,1,discovery_or_snapshot,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-aser-programmes,SEN,sen-aser-programmes,declared-undated,html,ASER programme portal,1,portfolio_membership_not_finance,source_date_semantics_review_required,attempt_log_then_review,unavailable,0821
sen-sen-aser-public-contact-app,SEN,sen-aser-public-contact-app,549f933979ccfbad11006d6504a11b792f01a28cae3eb455c762dcee4c9639a8,other,ASER public web application - official contact email,1,discovery_or_snapshot,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-aser-www-retry,SEN,sen-aser-www-retry,declared-undated,html,ASER public portal - www route,1,portfolio_membership_not_finance,source_date_semantics_review_required,attempt_log_then_review,unavailable,0821
sen-sen-bmn-energy-programme,SEN,sen-bmn-energy-programme,44858b68038b76b7a137da8c526322a56f7a8c8ebaac3ada6468fb66ccd42c1b,html,Environnement et Efficacité Energétique,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-bmz-jetp-factsheet,SEN,sen-bmz-jetp-factsheet,490d3162ba3004da9556c91d3111064130a76503b25668d973df000027b7040f,pdf,Just Energy Transition Partnership with Senegal,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-boad-dakar-office-2026,SEN,sen-boad-dakar-office-2026,3bb6131ca5c817cb17a909a9853061ee1bfbf70aca70602677288d7ed42b6ecf,pdf,Inauguration bureaux BOAD Senegal - Linguere50MW,1,announced_finance_or_event,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-boad-linguere-loan-2026,SEN,sen-boad-linguere-loan-2026,4d6fe04c483ade423962f0b5f2f8281e27b8e06bab732f7dac868ed40163dbf9,pdf,150e Conseil BOAD - pret Linguere41.5 milliards FCFA,1,approval_not_disbursement,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-boad-ouarkhokh-esia,SEN,sen-boad-ouarkhokh-esia,22607a52b514c032075dbff3c510f4f7a9342f087ec2e3150f23ed0a9f20c24a,pdf,EIES centrale solaire Ouarkhokh - provisional February 2026,1,operator_status_or_reported_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-boad-signed-instruments-2024,SEN,sen-boad-signed-instruments-2024,e1ab1bad66ea3e907cbda676422d0da34e946853d362e3603a02775cbd7eae13,pdf,BOAD2024 Annex5 list of signed instruments,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-caa-aner-capacity-065,SEN,sen-caa-aner-capacity-065,ed60da9ddd628495bef83a65ff280db4db96659168b83b56702cfee6528aa8c7,html,ANER climate-finance capacity support 065,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-cetud-biognv-2021,SEN,sen-cetud-biognv-2021,c1a6fd6c5566cebfa07d7eee7db00c3d6926b96fd949e742613ab56489d7f820,html,Prix innovation BioGNV Sénégal,1,announced_finance_or_event,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-diass-groundbreaking-2026,SEN,sen-diass-groundbreaking-2026,5e3bf0b0b647b6927bf7784ad33307ffed9ba7c74f0fc6cd35f8fc4eff4a8c25,html,Projet de stockage par batterie de Diass,1,announced_finance_or_event,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-eib-jetp-launch-2023,SEN,sen-eib-jetp-launch-2023,0c16aad7880a5d75fb08d64dd5b55fec20890b5543078c1135d2518d33bdd7d2,html,Senegal and international partners announce a Just Energy Transition Partnership,1,announced_finance_or_event,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-elysee-jetp-launch-2023,SEN,sen-elysee-jetp-launch-2023,b80b4e213ccc39b1ed4a15527ad01e29d72449f4b881346f729ef031bd0e155e,html,Launch of a Just Energy Transition Partnership,1,announced_finance_or_event,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-energy-compact-2025,SEN,sen-energy-compact-2025,f094953b59684cfe68267a3515b345bcc40c6e9a2ed84adf3fafacdfceed6377,pdf,Pacte national énergie du Sénégal,1,plan_priority_not_finance,publication_date_not_event_date,raw_byte_dvc_then_review,admitted,0821
sen-sen-energy-policy-2025-2029,SEN,sen-energy-policy-2025-2029,8616f885a51ba4c37669f0b10de7c9bf54343e9ac981f215f69848927702d2ac,pdf,Lettre de politique de developpement energie et mines 2025-2029,1,operator_status_or_reported_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-eu-portal,SEN,sen-eu-portal,6beae946aef01ed50878e4f4f1ab6bc1e054b29075da48e7348b51f7f39639b4,html,Just Energy Transition Partnership in Senegal,1,discovery_or_snapshot,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-genertec-ouarkhokh-chinese-2026,SEN,sen-genertec-ouarkhokh-chinese-2026,cb7dde83715e10f2e5e41c89f93b849b351ed4d0b42287feb75c6a77322aef63,html,Linguere solar-storage project begins implementation - Chinese report,1,announced_finance_or_event,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-giz-ped2-2024,SEN,sen-giz-ped2-2024,bdd21bde167983daf3ebc7a5c79af9e61ab5bdeeda95d804f755a7814154cd03,pdf,Programme Energies Durables II,1,operator_status_or_reported_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-giz-ped2-awards-2025,SEN,sen-giz-ped2-awards-2025,e53876284cd9364de031a4f501046ac785d5b2304108552c21998d3d74a2a179,pdf,GIZ Vertrage mit Firmen und Institutionen2025,1,operator_status_or_reported_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-gov-access-project-fiches,SEN,sen-gov-access-project-fiches,declared-undated,html,Acces universel - fiches projets,1,portfolio_membership_not_finance,source_date_semantics_review_required,attempt_log_then_review,unavailable,0821
sen-sen-ifc-biogas-609428,SEN,sen-ifc-biogas-609428,33d7e0862d9b95fe470a26114d3e04a2d5fbf78b0b05cf135c40b983a2f4d78e,html,Senegal Biogas - Advisory project 609428,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-ifc-cetud-ppp-2025,SEN,sen-ifc-cetud-ppp-2025,50297465b5e50f39268cb9543c2175289c72a7716331b45d4c10cd7108bdc75f,html,IFC et CETUD - quatre accords de conseil PPP,1,announced_finance_or_event,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-investment-plan-annex8-official,SEN,sen-investment-plan-annex8-official,declared-undated,pdf,Annexe 8 - Analyse des projets recus,1,plan_priority_not_finance,publication_date_not_event_date,attempt_log_then_review,unavailable,0821
sen-sen-investment-plan-annexes-mirror,SEN,sen-investment-plan-annexes-mirror,dcd4fd924f9e637d36beb192f509b7971b8b5dda0a76e3c17b799ba26ff43b21,pdf,Annexes du Plan d’investissement de la transition énergétique juste,1,plan_priority_not_finance,publication_date_not_event_date,raw_byte_dvc_then_review,admitted,0821
sen-sen-investment-plan-l4,SEN,sen-investment-plan-l4,2025-04-02,pdf,Plan d'Investissement de la Transition energetique juste,1,plan_priority_not_finance,publication_date_not_event_date,attempt_log_then_review,unavailable,0821
sen-sen-investment-plan-l4-mirror,SEN,sen-investment-plan-l4-mirror,97c36b242257462f024a934baee6bed3aa02fe0e4917f076d7b865701db65dca,pdf,Plan d'Investissement de la Transition energetique juste,1,plan_priority_not_finance,publication_date_not_event_date,raw_byte_dvc_then_review,admitted,0821
sen-sen-irve-attachments-107072743,SEN,sen-irve-attachments-107072743,declared-undated,html,AMII12/2026 C_DEG_155 attachment listing,1,plan_or_policy_not_finance,publication_date_not_event_date,attempt_log_then_review,unavailable,0821
sen-sen-irve-framework-tender-2026,SEN,sen-irve-framework-tender-2026,declared-undated,html,IRVE regulatory study - notice 107072743,1,announced_finance_or_event,source_date_semantics_review_required,attempt_log_then_review,unavailable,0821
sen-sen-isdb-aser-133-award,SEN,sen-isdb-aser-133-award,79cc9347b7e99afbde453cfbc07a0169611d719fd30368005eb2da5cdd75359c,pdf,Attribution T_ASER_013/2020 -133 villages,1,operator_status_or_reported_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-kasofor-afd,SEN,sen-kasofor-afd,6b90ae97a74410f7690cfa51724725530df306dcfc45abaa5ed6ef7ab2fe22e2,html,KASOFOR resilience project,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-kasofor-fondem,SEN,sen-kasofor-fondem,159d01d370c505b56b3495b0f48181456a91dce6eef2e633ac025c3422257a3b,html,KASOFOR programme,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-mepm-cntic-huawei-contracts-2025,SEN,sen-mepm-cntic-huawei-contracts-2025,2e09bff103bf7f55630768ea579035a1c15f5ec7dcdbeca7cdc17245456cb572,html,Partenariat SENELEC CNTIC Huawei - deux contrats EPC+F,1,announced_finance_or_event,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-mepm-huawei-sites-mou-2026,SEN,sen-mepm-huawei-sites-mou-2026,abd1d23aabf017a2768d9cdbe3d1cc3d61ff4e539759089d3dcfcfaff57056dc,html,Visite de travail Huawei - Linguere et Koungheul,1,announced_finance_or_event,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-mepm-ouarkhokh-groundbreaking-2026,SEN,sen-mepm-ouarkhokh-groundbreaking-2026,743ccfa05cfa6450196ea7d847276bd41f31d67bd7c7bf5bcb488c5000d7e4a9,html,Pose de premiere pierre centrale solaire Linguere Ouarkhokh,1,announced_finance_or_event,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-mepm-portal-2026,SEN,sen-mepm-portal-2026,e60e86612c2cef8a46f4469db0caf27ce62974d4c6bc3d22e62231fde4dc381a,html,Ministry of Energy Petroleum and Mines portal,1,discovery_or_snapshot,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-mha-sambangalou,SEN,sen-mha-sambangalou,90770a8196945fc2ac90a631084ee2d70a7e0f491283e9de5acd8acdbd6eaee0,html,Barrage hydroélectrique de Sambangalou - reprise des travaux,1,announced_finance_or_event,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-mha-water-compact-2026,SEN,sen-mha-water-compact-2026,bdd589f21f364e16d1d98f6015e43dfcdafb8c0823d51608f10f1534cbfae2a5,pdf,Pacte national eau Senegal 2026-2030,1,plan_priority_not_finance,publication_date_not_event_date,raw_byte_dvc_then_review,admitted,0821
sen-sen-mrv-350-villages,SEN,sen-mrv-350-villages,7bf7c746b1ade88d5e34d6e06a16f959161d890dacafe7caa613e3a6f2aacc6d,html,Project catalogue - 2025 feasibility study for 350 Senegal villages,1,portfolio_membership_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-nrgi-jetp-feasibility-2026,SEN,sen-nrgi-jetp-feasibility-2026,277f1990e61d085317f1ca7c120d9b0f786ecd1a76fd5629ccd37700bddd31e0,html,Faire du plan JETP un cadre realisable et equitable,1,operator_status_or_reported_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-nrgi-territories-2026,SEN,sen-nrgi-territories-2026,0ff17421a4491b2a255a6336d360a1c642ab63c4755eca5c7177b28242968f57,html,Voix des territoires - experiences et defis,1,operator_status_or_reported_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-offgrid-africool-mou-2025,SEN,sen-offgrid-africool-mou-2025,5acc3eb50cedbb9498c5c1de2807364a19212e4acc5c70021b921f5894201381,html,Africool cold storage memorandum,1,announced_finance_or_event,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-offgrid-mini-grid-2025,SEN,sen-offgrid-mini-grid-2025,declared-undated,pdf,Solution Mini-Grid 2025,1,operator_status_or_reported_finance,source_date_semantics_review_required,attempt_log_then_review,unavailable,0821
sen-sen-offgrid-muchcooler-eoi-2026,SEN,sen-offgrid-muchcooler-eoi-2026,ff40d2eadd36dcf10549274fd1f315ee2b4b9096c884c8cab385dc5a01a826e6,html,Much Cooler - Expression of Interest,1,announced_finance_or_event,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-offgrid-muchcooler-product,SEN,sen-offgrid-muchcooler-product,38fc137d34d56281c59e18d684d819e0968c99c7c41a665a57a8f22c798539d6,html,Much Cooler solar cooling system,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-omvg-energy-portal,SEN,sen-omvg-energy-portal,af41f803acbf66f358a8284c4f6e8a17fb62f8979cec7f496ed693aece291df9,html,Projet Energie OMVG,1,portfolio_membership_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-omvg-portal-retry,SEN,sen-omvg-portal-retry,declared-undated,html,OMVG official portal,1,portfolio_membership_not_finance,source_date_semantics_review_required,attempt_log_then_review,unavailable,0821
sen-sen-omvg-project-contact,SEN,sen-omvg-project-contact,300d757c6201f72bad03eafc52e2e202c6ae0aadffcc5796810663e7a7fca853,html,OMVG Projet Energie - official institutional routing contact,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-pnb-biogas-model,SEN,sen-pnb-biogas-model,240a6dcf0e77abeccbc1b2616346b2dd1cf0a3b26f5e3fe798e2be3fdfa58e9c,html,Biogaz - implementation and financing model,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-pnb-financing-partners,SEN,sen-pnb-financing-partners,97407fa2f61aeaafb44fc6f5d1f60a5438dca081d6425bbd51d344128ec2095b,html,Partenaires - credit guarantees,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-pnb-programme,SEN,sen-pnb-programme,d5ee25e36f1eea27a9893ca439c988accf0734fb5fc791d06979d74ab57645c2,html,Programme national de Biogaz Sénégal,1,portfolio_membership_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-political-declaration-fr-2023,SEN,sen-political-declaration-fr-2023,eb7c59e93e92427b1c92f430cf991b0eedb0a0d9d7517ca69969771e159ed11a,pdf,Partenariat pour une transition énergétique juste au Sénégal,1,pledge_not_operation_finance,publication_date_not_event_date,raw_byte_dvc_then_review,admitted,0821
sen-sen-rts-huawei-mou-2026,SEN,sen-rts-huawei-mou-2026,fbff5e6f0a96c9adbcfb52cd70c1ee9532a7b9a1225f4e22433759ec0c20da2b,html,Linguere et Koungheul - deux centrales de 50 MW,1,announced_finance_or_event,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-scout-aner-fiches-ice,SEN,sen-scout-aner-fiches-ice,b447a8188df5d11b1e11a85411becacad6fffe663d05eba99205f3f83f162377,pdf,ANER complete project fiches,1,portfolio_membership_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-scout-cesag-aner-thesis,SEN,sen-scout-cesag-aner-thesis,b173b8c041b4985ba3fa30e633d41ae96c59ac27224f43eafbe8460f67aee4ca,pdf,Analyse de la performance du systeme de suivi-evaluation - ANER,1,operator_status_or_reported_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-scout-clean-cooking-strategy,SEN,sen-scout-clean-cooking-strategy,f8d43847d560f5c866a6b6887b0e03849f5e35b57d589e3f65038c49758e7eaf,pdf,Strategie combustibles domestiques et biocarburants 2025-2035,1,plan_or_policy_not_finance,publication_date_not_event_date,raw_byte_dvc_then_review,admitted,0821
sen-sen-scout-energy-policy-evaluation,SEN,sen-scout-energy-policy-evaluation,7290fabe4bcd3b2bcb8a6aa72ad7dfcf738ac16d0c90eda2d5f612c72fba93f6,pdf,Evaluation finale LPDSE 2019-2023,1,operator_status_or_reported_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-scout-genertec-ouarkhokh,SEN,sen-scout-genertec-ouarkhokh,54c0b6ab4f0667bd5290abd3974d6f63d92d92d3cdb4feedec55e51b9625b5f2,html,Linguere PV and energy storage project kicks off,1,announced_finance_or_event,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-scout-giz-ped2-project,SEN,sen-scout-giz-ped2-project,3249186721c5481e2691e71927679770f94635d9c040cf4319d8ccbb54a2c4f2,html,PED II project 2020.2099.8,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-scout-ouarkhokh-par,SEN,sen-scout-ouarkhokh-par,219852b5195cc01f62d566a5f606d9b61bfea1d61bb2ec880b785c905ee801f0,pdf,PAR provisoire centrale Ouarkhokh - February 2026,1,operator_status_or_reported_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-scout-ouarkhokh-pepp,SEN,sen-scout-ouarkhokh-pepp,f889bc9c7eaba01411c88d6e80bf2bd4ef2fd24f7429efc52f15d4ed42970003,pdf,PEPP provisoire centrale Ouarkhokh,1,operator_status_or_reported_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-scout-puelec-commissioning-2025,SEN,sen-scout-puelec-commissioning-2025,2ee4f9b53b270aba145bf2972f07e31139f0b24cc999ba123b5be467dca5e50b,html,PUELEC - Medina Kenioto Magnankanti Matakoussi,1,announced_finance_or_event,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
