ordinal,project_id,official_unique_id,project_name,portfolios,funding_partners,funding_instrument,amount_pledged_original,currency_pledged,amount_reported_usd,amount_reported_zar,implementation_status,register_financing_agreement_label,source_id,document_sha256,locator,disposition,date_role,transition_date,payment_amount,eligible_for_account
71,zaf-register-fp001-4,FP001.4,Dipaleseng Just Energy Transition Indalopreneur project (D JET-IP),JT-Mpumalanga,JET Funding Platform,Grants,2529756,ZAR,142924.06779661018,2529756,C. Implementation Phase,,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID FP001.4",unadmitted_candidate,register_date_label_retained_not_transition,,,false
72,zaf-register-fp001-5,FP001.5,Electrifying the South African Minibus Taxi,NEVs,JET Funding Platform,Grants,385000,EUR,415800,7359660,B. Approved,,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID FP001.5",unadmitted_candidate,register_date_label_retained_not_transition,,,false
73,zaf-register-gr001,GR001,Electricity Technical Assistance Programme,Electricity,Germany,Grants,7000000,EUR,7560000.000000001,133812000.00000001,C. Implementation Phase,2022-12-13T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR001",unadmitted_candidate,register_date_label_retained_not_transition,,,false
74,zaf-register-gr002,GR002,"SAGEN CET ""“ Capacities for the Energy Transition",Electricity,Germany,Grants,9500000,EUR,10260000,180986400,D. Completed,2021-11-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR002",unadmitted_candidate,register_date_label_retained_not_transition,,,false
75,zaf-register-gr003,GR003,"SAGEN ""“ South African-German Energy Programme IV",Electricity,Germany,Grants,15500000,EUR,16740000.000000002,296298000,D. Completed,2022-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR003",unadmitted_candidate,register_date_label_retained_not_transition,,,false
76,zaf-register-gr004,GR004,PtX Hub,Green hydrogen,Germany,Grants,4069365,EUR,4394914.2,77789981.34,C. Implementation Phase,2021-11-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR004",unadmitted_candidate,register_date_label_retained_not_transition,,,false
77,zaf-register-gr006,GR006,"SAGEN CET II ""“ Capacities for the Energy Transition",Electricity,Germany,Grants,4500000,EUR,4860000,86022000,C. Implementation Phase,2024-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR006",unadmitted_candidate,register_date_label_retained_not_transition,,,false
78,zaf-register-gr007,GR007,Just Transition to a Decarbonised Economy (JUST SA),JT-Mpumalanga,Germany,Grants,15000000,EUR,16200000.000000002,286740000,C. Implementation Phase,2022-06-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR007",unadmitted_candidate,register_date_label_retained_not_transition,,,false
79,zaf-register-gr008,GR008,Electricity Community Development Initiative,Electricity,Germany,Grants,20000000,EUR,21600000,382320000,C. Implementation Phase,2022-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR008",unadmitted_candidate,register_date_label_retained_not_transition,,,false
80,zaf-register-gr009,GR009,Electricity Infrastructure Development,Electricity,Germany,Grants,20000000,EUR,21600000,382320000,B. Approved,2026-06-30T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR009",unadmitted_candidate,register_date_label_retained_not_transition,,,false
81,zaf-register-gr011,GR011,Green Hydrogen Infrastructure Development,Green hydrogen,Germany,Grants,23130000,EUR,24980400,442153080,C. Implementation Phase,2023-11-06T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR011",unadmitted_candidate,register_date_label_retained_not_transition,,,false
82,zaf-register-gr012,GR012,H2.SA Promoting a South African green and sustainable hydrogen economy.,Green hydrogen,Germany,Grants,15500000,EUR,16740000.000000002,296298000,D. Completed,2021-11-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR012",unadmitted_candidate,register_date_label_retained_not_transition,,,false
83,zaf-register-gr013,GR013,Skills Development Programme,Skills,Germany,Grants,11000000,EUR,11880000,210276000,C. Implementation Phase,2023-09-29T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR013",unadmitted_candidate,register_date_label_retained_not_transition,,,false
84,zaf-register-gr014,GR014,Skills Development Programme,Skills,Germany,Grants,10000000,EUR,10800000,191160000,B. Approved,2026-01-31T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR014",unadmitted_candidate,register_date_label_retained_not_transition,,,false
85,zaf-register-gr014b,GR014b,Skills4Jet II,Skills,Germany,Grants,5000000,EUR,5400000,95580000,A. Planned,,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR014b",unadmitted_candidate,register_date_label_retained_not_transition,,,false
86,zaf-register-gr015,GR015,Career Path Development for Employment (CPD4E),Skills,Germany,Grants,12500000,EUR,13500000,238950000,C. Implementation Phase,2022-06-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR015",unadmitted_candidate,register_date_label_retained_not_transition,,,false
87,zaf-register-gr016,GR016,Support to the Presidential Youth Employment Intervention - S2PYEI,Skills,Germany,Grants,6000000,EUR,6480000,114112800,D. Completed,2021-11-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR016",unadmitted_candidate,register_date_label_retained_not_transition,,,false
88,zaf-register-gr017,GR017,Climate Support Programme (CSP 4),Municipalities,Germany,Grants,5000000,EUR,5400000,95580000,C. Implementation Phase,2022-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR017",unadmitted_candidate,register_date_label_retained_not_transition,,,false
89,zaf-register-gr018,GR018,Green Economy Transition (GET),JT-Mpumalanga,Germany,Grants,332000,EUR,358560,6346512,C. Implementation Phase,2022-03-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR018",unadmitted_candidate,register_date_label_retained_not_transition,,,false
90,zaf-register-gr019,GR019,JT-Mpumalanga Community Development: Peer Learning Exchange,JT-Mpumalanga,Germany,Grants,216601.87,EUR,233930.0196,4140561.34692,C. Implementation Phase,2022-04-28T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR019",unadmitted_candidate,register_date_label_retained_not_transition,,,false
91,zaf-register-gr020,GR020*,JT-Mpumalanga Capacity Development: Subnational JET Capacity Building,JT-Mpumalanga,Germany,Grants,30000000,EUR,32400000.000000004,573480000,B. Approved,2024-08-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR020*",unadmitted_candidate,register_date_label_retained_not_transition,,,false
92,zaf-register-gr021,GR021,Green Hydrogen Research Programme,Green hydrogen,Germany,Grants,30274541.63,EUR,32696504.9604,578728137.79908,C. Implementation Phase,2022-01-03T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR021",unadmitted_candidate,register_date_label_retained_not_transition,,,false
93,zaf-register-gr022,GR022,Green Hydrogen Technical Assistance Programme,Green hydrogen,Germany,Grants,5968202.02,EUR,6445658.1816,114088149.81432,C. Implementation Phase,2022-10-03T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR022",unadmitted_candidate,register_date_label_retained_not_transition,,,false
94,zaf-register-gr023,GR023,Skills Research Programme,Skills,Germany,Grants,1500000,EUR,1620000,28674000,A. Planned,2023-03-27T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR023",unadmitted_candidate,register_date_label_retained_not_transition,,,false
95,zaf-register-gr024,GR024,Skills Research Programme,Skills,Germany,Grants,3750000,EUR,4050000.0000000005,71685000,A. Planned,2025-04-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR024",unadmitted_candidate,register_date_label_retained_not_transition,,,false
96,zaf-register-gr025,GR025,Power Sector Reform Programme,Electricity,Germany,Concessional loans,200000000,EUR,216000000,3823200000,C. Implementation Phase,2024-12-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR025",unadmitted_candidate,register_date_label_retained_not_transition,,,false
97,zaf-register-gr026,GR026,Renewable Energy & Green Hydrogen Financing Facility (REGHF),Electricity,Germany,Concessional loans,150000000,EUR,162000000,2867400000,C. Implementation Phase,2024-12-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR026",unadmitted_candidate,register_date_label_retained_not_transition,,,false
98,zaf-register-gr026b,GR026b,Renewable Energy & Green Hydrogen Financing Facility (REGHF) - Accompanying measure,Electricity,Germany,Grants,500000,EUR,540000,9558000,C. Implementation Phase,2024-12-11T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR026b",unadmitted_candidate,register_date_label_retained_not_transition,,,false
99,zaf-register-gr027,GR027,Climate-friendly and energy-efficient Urban Development in South Africa,Municipalities,Germany,Concessional loans,120000000,EUR,129600000.00000001,2293920000,A. Planned,2026-12-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR027",unadmitted_candidate,register_date_label_retained_not_transition,,,false
100,zaf-register-gr028,GR028,Support Programme for the Just Energy Transition (JET),Electricity,Germany,Concessional loans,200000000,EUR,216000000,3823200000,B. Approved,2026-12-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR028",unadmitted_candidate,register_date_label_retained_not_transition,,,false
101,zaf-register-gr028b,GR028b,Support Programme for the Just Energy Transition (JET) - Accompanying measure,Electricity,Germany,Grants,500000,EUR,540000,9558000,A. Planned,2026-12-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR028b",unadmitted_candidate,register_date_label_retained_not_transition,,,false
102,zaf-register-gr029,GR029,Support Programme for the Just Energy Transition (JET) II,Electricity,Germany,Concessional loans,200000000,EUR,216000000,3823200000,B. Approved,2027-12-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR029",unadmitted_candidate,register_date_label_retained_not_transition,,,false
103,zaf-register-gr029b,GR029b,Support Programme for the Just Energy Transition (JET) II - Accompanying measure,Electricity,Germany,Grants,500000,EUR,540000,9558000,A. Planned,2027-12-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR029b",unadmitted_candidate,register_date_label_retained_not_transition,,,false
104,zaf-register-gr030,GR030,Funding Programme Green Hydrogen South Africa II,Green hydrogen,Germany,Grants,17000000,EUR,18360000,324972000,A. Planned,2026-12-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR030",unadmitted_candidate,register_date_label_retained_not_transition,,,false
105,zaf-register-gr031,GR031,Policy-based loan I and II,Electricity,Germany,Policy Loans,800000000,EUR,864000000,15240960000,D. Completed,2022-11-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR031",unadmitted_candidate,register_date_label_retained_not_transition,,,false
106,zaf-register-gr032,GR032,Skills & Employment Program (IRM) II,Skills,Germany,Grants,11000000,EUR,11880000,210276000,A. Planned,2026-06-30T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR032",unadmitted_candidate,register_date_label_retained_not_transition,,,false
107,zaf-register-gr033,GR033,Strengthening Societal Participation in SA's Energy Transition,Electricity,Germany,Grants,4000000,EUR,4320000,76464000,C. Implementation Phase,2025-08-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR033",unadmitted_candidate,register_date_label_retained_not_transition,,,false
108,zaf-register-gr034,GR034,Promotion of the energy value chains green hydrogen and battery production (H2.SA II plus),Green hydrogen,Germany,Grants,6000000,EUR,6480000,114696000,C. Implementation Phase,2026-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR034",unadmitted_candidate,register_date_label_retained_not_transition,,,false
109,zaf-register-gr035,GR035,South African-German Energy Programme 5 (SAGEN 5),Electricity,Germany,Grants,11000000,EUR,11880000,210276000,C. Implementation Phase,2026-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR035",unadmitted_candidate,register_date_label_retained_not_transition,,,false
110,zaf-register-gr036,GR036,Leapfrogging to Zero Emission Transport in Sub Saharan Africa,NEVs,Germany,Grants,5000000,EUR,5400000,95580000,A. Planned,2026-08-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR036",unadmitted_candidate,register_date_label_retained_not_transition,,,false
111,zaf-register-gr037,GR037,Integrated NDC Implementation Support in South Africa,Electricity,Germany,Grants,3645000,EUR,3936600.0000000005,69677820,D. Completed,2021-11-24T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR037",unadmitted_candidate,register_date_label_retained_not_transition,,,false
112,zaf-register-gr038,GR038,Hydrogen Ramp-Up Programme (H2Uppp),Green hydrogen,Germany,Grants,490000,EUR,529200,9366840,C. Implementation Phase,2024-05-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR038",unadmitted_candidate,register_date_label_retained_not_transition,,,false
113,zaf-register-gr039,GR039,Policy-based loan III,Electricity,Germany,Policy Loans,500000000,EUR,540000000,9558000000,C. Implementation Phase,,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR039",unadmitted_candidate,register_date_label_retained_not_transition,,,false
114,zaf-register-gr040,GR040,Support Programme for the Just Energy Transition (JET) III,Green hydrogen,Germany,Concessional loans,200000000,EUR,216000000,3823200000,A. Planned,2027-12-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR040",unadmitted_candidate,register_date_label_retained_not_transition,,,false
115,zaf-register-gr041,GR041,Support Programme for the Just Energy Transition (JET) III - Accompanying measure,Green hydrogen,Germany,Grants,500000,EUR,540000,9558000,A. Planned,2027-12-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID GR041",unadmitted_candidate,register_date_label_retained_not_transition,,,false
116,zaf-register-nl001-1,NL001.1,(CERF23ZA1O) Water catchment in Grootvlei area,JT-Mpumalanga,Netherlands,Grants,30000,EUR,32400.000000000004,573480,D. Completed,2023-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL001.1",unadmitted_candidate,register_date_label_retained_not_transition,,,false
117,zaf-register-nl001-2,NL001.2,(CERF24ZA1I) Waterstudy Horticulture Grootvlei,JT-Mpumalanga,Netherlands,Grants,10000,EUR,10800,191160,D. Completed,2024-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL001.2",unadmitted_candidate,register_date_label_retained_not_transition,,,false
118,zaf-register-nl001-3,NL001.3,"""Study: Repurposing Grootvlei power station into a sustainable and agriculture area",JT-Mpumalanga,Netherlands,Grants,198000,EUR,213840,3784968,D. Completed,2024-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL001.3",unadmitted_candidate,register_date_label_retained_not_transition,,,false
119,zaf-register-nl001-4,NL001.4,Community Engagement Grootvlei,JT-Mpumalanga,Netherlands,Grants,24000,EUR,25920,447638.39999999997,D. Completed,2023-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL001.4",unadmitted_candidate,register_date_label_retained_not_transition,,,false
120,zaf-register-nl001-5,NL001.5,Grootvlei Horticulture Expertise Facility Training Impact Cluster,JT-Mpumalanga,Netherlands,Grants,620000,EUR,669600,11851920,C. Implementation Phase,2024-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL001.5",unadmitted_candidate,register_date_label_retained_not_transition,,,false
121,zaf-register-nl001-6,NL001.6,Subsidy Greenhouse EARN,JT-Mpumalanga,Netherlands,Grants,930500,EUR,1004940.0000000001,17787438,C. Implementation Phase,2024-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL001.6",unadmitted_candidate,register_date_label_retained_not_transition,,,false
122,zaf-register-nl001-7,NL001.7,Grootvlei Horticulture Demonstration Facility Development,JT-Mpumalanga,Netherlands,Grants,24500,EUR,26460,468342,D. Completed,2023-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL001.7",unadmitted_candidate,register_date_label_retained_not_transition,,,false
123,zaf-register-nl001-8,NL001.8,"""Grootvlei Horticulture Demonstration Facility Development 2",JT-Mpumalanga,Netherlands,Grants,14025,EUR,15147.000000000002,268101.9,C. Implementation Phase,2024-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL001.8",unadmitted_candidate,register_date_label_retained_not_transition,,,false
124,zaf-register-nl001-9,NL001.9,Exchange programme on just transition and agricultural developments,JT-Mpumalanga,Netherlands,Grants,39000,EUR,42120,745524,D. Completed,2024-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL001.9",unadmitted_candidate,register_date_label_retained_not_transition,,,false
125,zaf-register-nl002,NL002,JT-Mpumalanga Community Development: Youth in Action,JT-Mpumalanga,Netherlands,Grants,172759.78231292518,EUR,186580.5648979592,3302475.998693878,D. Completed,2022-11-15T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL002",unadmitted_candidate,register_date_label_retained_not_transition,,,false
126,zaf-register-nl003,NL003,Municipalities Technical Assistance Programme,Municipalities,Netherlands,Grants,1729400,EUR,1867752.0000000002,33059210.400000002,C. Implementation Phase,2023-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL003",unadmitted_candidate,register_date_label_retained_not_transition,,,false
127,zaf-register-nl004,NL004,Green Hydrogen Development Programme,Green hydrogen,Netherlands,Grants,50000000,EUR,54000000,955800000,C. Implementation Phase,2023-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL004",unadmitted_candidate,register_date_label_retained_not_transition,,,false
128,zaf-register-nl005,NL005,Green Hydrogen Development Programme,Green hydrogen,Netherlands,Grants,2000000,EUR,2160000,38232000,C. Implementation Phase,2022-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL005",unadmitted_candidate,register_date_label_retained_not_transition,,,false
129,zaf-register-nl006,NL006,JT-Mpumalanga Skills Development: Mining Sector Social Dialogue Skills,JT-Mpumalanga,Netherlands,Grants,355606,EUR,384054.48000000004,6797764.296,C. Implementation Phase,2023-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL006",unadmitted_candidate,register_date_label_retained_not_transition,,,false
130,zaf-register-nl007,NL007,Sustainable Solar Job Creation,Skills,Netherlands,Grants,99417,EUR,85896.72,1520371.944,C. Implementation Phase,2025-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL007",unadmitted_candidate,register_date_label_retained_not_transition,,,false
131,zaf-register-nl008,NL008,"GIS based, sparial overview Grootvlei Catchment aea",JT-Mpumalanga,Netherlands,Grants,12500,EUR,13500,238950,D. Completed,2025-03-14T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL008",unadmitted_candidate,register_date_label_retained_not_transition,,,false
132,zaf-register-nl009,NL009,Economic Drivers Study,JT-Mpumalanga,Netherlands,Grants,24762,EUR,26742.960000000003,473350.39200000005,B. Approved,2025-12-05T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL009",unadmitted_candidate,register_date_label_retained_not_transition,,,false
133,zaf-register-nl010,NL010,Baseline study Grootvlei,JT-Mpumalanga,Netherlands,Grants,32500,EUR,35100,621270,C. Implementation Phase,2025-09-15T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL010",unadmitted_candidate,register_date_label_retained_not_transition,,,false
134,zaf-register-nl011,NL011,Liaison Grootvlei,JT-Mpumalanga,Netherlands,Grants,60000,EUR,64800.00000000001,1146960,A. Planned,2026-02-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL011",unadmitted_candidate,register_date_label_retained_not_transition,,,false
135,zaf-register-nl012,NL012,Alternative Waste Treatment Technology Johannesburg,Municipalities,Netherlands,Grants,27500000,EUR,29700000,525690000,B. Approved,2026-10-08T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL012",unadmitted_candidate,register_date_label_retained_not_transition,,,false
136,zaf-register-sw001,SW001,Municipal Climate Resilience Programme,Municipalities,Switzerland,Grants,1000000,CHF,1110000,19647000,C. Implementation Phase,2021-11-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID SW001",unadmitted_candidate,register_date_label_retained_not_transition,,,false
137,zaf-register-sw002,SW002,Municipalities Project Preparation Initiative,Municipalities,Switzerland,Grants,2234710.28,CHF,2480528.4108,43905352.87116,C. Implementation Phase,2021-11-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID SW002",unadmitted_candidate,register_date_label_retained_not_transition,,,false
138,zaf-register-sw003,SW003,Municipal Climate Resilience Programme,Municipalities,Switzerland,Grants,7010000,CHF,7781100.000000001,137725470,C. Implementation Phase,2021-11-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID SW003",unadmitted_candidate,register_date_label_retained_not_transition,,,false
139,zaf-register-sw004,SW004,Skills Capacity Development Initiative,Skills,Switzerland,Grants,4950000,CHF,5494500.000000001,97252650.00000001,C. Implementation Phase,2022-06-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID SW004",unadmitted_candidate,register_date_label_retained_not_transition,,,false
