study,openalex_id,doi,title,year,status,audit_action,audit_flags,cited_by_count
maria_etal2023,https://openalex.org/W2989882836,https://doi.org/10.1007/978-3-030-22510-0_7,From Transaction-Based to Mainstream Green Finance,2019,not_captured,,,
maria_etal2023,https://openalex.org/W3200612360,https://doi.org/10.26794/1999-849x-2021-14-4-65-73,Green Financing as a Trigger of Positive Climate Transformations,2021,not_captured,,,
maria_etal2023,https://openalex.org/W2550988408,https://doi.org/10.29121/granthaalayah.v3.i5.2015.3011,GREEN FINANCE: THE PRACTICES OF BANKS AND PERSPECTIVE OF CUSTOMERS,2015,not_captured,,,
maria_etal2023,https://openalex.org/W2559720383,https://doi.org/10.1007/978-3-319-45081-0_4,The Relevance of Cultural Diversity in Ethical and Green Finance,2016,not_captured,,,
maria_etal2023,https://openalex.org/W3169804599,https://doi.org/10.21638/spbu05.2021.105,Crowdfunding as a tool for investing in sustainable development projects and its place in the green finance ecosystem,2021,not_captured,,,
maria_etal2023,https://openalex.org/W3034198268,https://doi.org/10.1007/978-981-13-0227-5_10,Green Finance in the Republic of Korea,2019,not_captured,,,
maria_etal2023,https://openalex.org/W3116883304,https://doi.org/10.4337/9781800371781.00065,Chinas pioneering green finance,2020,not_captured,,,
maria_etal2023,https://openalex.org/W2735214132,https://doi.org/10.12737/article_5967eb0ccff307.47958130,Institutions and instruments of «green finance»: risks and opportunities of sustainable development of the Russian economy,2017,not_captured,,,
maria_etal2023,https://openalex.org/W3009697795,https://doi.org/10.36992/2075-1915_2019_11_2,Green bonds as a special instrument in developing a green finance road map (the position of the experts of Financial University),2019,not_captured,,,
maria_etal2023,https://openalex.org/W2759260328,https://doi.org/10.29313/performa.v0i2.3561,Efektivitas Implementasi Green Financing Sebagai Alternatif Pembiayaan Berkelanjutan Bagi UMKM Sektor Industri Pengolahan Alas Kaki Di Kota Bandung,2017,not_captured,,,
maria_etal2023,https://openalex.org/W2411110289,,Sustainable Financing for Global Disease Surveillance and Response,2009,not_captured,,,
maria_etal2023,https://openalex.org/W3172891505,,"Central banks, climate risks and sustainable finance",2021,not_captured,,,
maria_etal2023,https://openalex.org/W4231853256,https://doi.org/10.1787/5ad33666-en,"State-owned enterprises, sustainable finance and resilience",2020,not_captured,,,
maria_etal2023,https://openalex.org/W4250918279,https://doi.org/10.3763/jsfi.2010.0001,The &lt;I&gt;Journal of Sustainable Finance &amp; Investment&lt;/I&gt;,2011,not_captured,,,
maria_etal2023,https://openalex.org/W1541318120,https://doi.org/10.22004/ag.econ.37920,Sustainable financing of protected areas in Cambodia: Phnom Aural and Phnom Samkos wildlife sanctuaries,2008,filtered_out,remove,citation_isolated_old,6.0
maria_etal2023,https://openalex.org/W3119493356,,"Scoping And Defining Financial Inclusion, Access To Credit, And Sustainable Finance",2020,not_captured,,,
maria_etal2023,https://openalex.org/W3194642678,,"Sustainable Finance and Small, Medium and Micro Entreprises in South Africa",2021,not_captured,,,
maria_etal2023,https://openalex.org/W2740259285,,Sustainable financing mechanisms for coral reef conservation : proceedings of a workshop,1995,not_captured,,,
maria_etal2023,https://openalex.org/W2906321238,https://doi.org/10.33068/iccd.vol1.iss1.88,SHARIA BANKING TOWARDS SUSTAINABLE FINANCE IN PALM OIL INDUSTRY,2018,not_captured,,,
maria_etal2023,https://openalex.org/W3008448396,https://doi.org/10.1007/978-3-030-00001-1_13-1,Ethics in Education for Sustainable Finance,2020,not_captured,,,
maria_etal2023,https://openalex.org/W2010630400,https://doi.org/10.1016/j.tranpol.2014.05.022,A comparison of innovative financing and general fiscal investment strategies for second-class highways: Perspectives for building a sustainable financing strategy,2014,not_captured,,,
maria_etal2023,https://openalex.org/W2506019986,https://doi.org/10.4324/9781351282406-37,Sustainable Finance for Sustainable Energy,2017,not_captured,,,
maria_etal2023,https://openalex.org/W3083004939,https://doi.org/10.35534/fam.0101004c,The development of green finance model in low carbon economy,2019,not_captured,,,
maria_etal2023,https://openalex.org/W3198166598,https://doi.org/10.13106/jafeb.2021.vol8.no9.0079,Determinants of Access to Green Finance in Vietnam: An Empirical Research,2021,not_captured,,,
maria_etal2023,https://openalex.org/W2388681453,,Innovation Mechanism for Green Finance under the Guidance of Government,2010,not_captured,,,
maria_etal2023,https://openalex.org/W2940731929,https://doi.org/10.1007/978-981-10-8710-3_1-1,Green Finance in Australia and New Zealand,2019,not_captured,,,
maria_etal2023,https://openalex.org/W2738761066,https://doi.org/10.12783/dtssehs/mess2017/12110,Problems and Suggestions of Green Finance in China,2017,not_captured,,,
maria_etal2023,https://openalex.org/W2940976929,https://doi.org/10.26180/5d357dc69acbc,Green Finance in Indonesia: Barriers and Solutions,2019,not_captured,,,
maria_etal2023,https://openalex.org/W3168130470,,Will China Lead the Way on Green Finance,2015,not_captured,,,
maria_etal2023,https://openalex.org/W2556482495,,A REVIEW OF SUSTAINABLE FINANCING OF EXTENSION SERVICES IN DEVELOPING COUNTRIES,2014,not_captured,,,
maria_etal2023,https://openalex.org/W3155250584,https://doi.org/10.17549/gbfr.2021.26.1.1,Trade and Tourism in Democratic Republic of Congo: Key Business for Sustainable Financing,2021,not_captured,,,
maria_etal2023,https://openalex.org/W2498867925,https://doi.org/10.1108/s2043-9059(2011)0000002015,The Strategy and Fundamentals of Sustainable Finance Serving Sustainable Development,2011,not_captured,,,
maria_etal2023,https://openalex.org/W4233017007,https://doi.org/10.18356/15645304-2019-2-4,Geneva could become the international centre of sustainable finance,2019,not_captured,,,
maria_etal2023,https://openalex.org/W2891597507,https://doi.org/10.1007/978-981-10-8710-3_30-1,Energy Market Liberalization for Unlocking Community-Based Green Finance,2019,not_captured,,,
maria_etal2023,https://openalex.org/W3110319943,https://doi.org/10.4324/9781003014249-14,"Governance, green finance and global climate advocacy of the Nordic countries",2020,not_captured,,,
maria_etal2023,https://openalex.org/W2982190869,https://doi.org/10.32014/2019.2518-1467.139,AIFC IN THE DEVELOPMENT OF MECHANISMS OF GREEN FINANCING FOR THE MODERNIZATION OF THE KAZAKHSTAN ECONOMY,2019,not_captured,,,
maria_etal2023,https://openalex.org/W3213702034,https://doi.org/10.19722/j.cnki.1008-7729.2020.0103,Can Green Finance Improve Green Total Factor Productivity,2021,not_captured,,,
maria_etal2023,https://openalex.org/W4400718753,https://doi.org/10.1787/5e092588-en,The European Union sustainable finance taxonomy,2020,not_captured,,,
maria_etal2023,https://openalex.org/W2742229269,,Sustainable Financing Models for Community Health Worker Services in Connecticut: Translating Science into Practice,2017,not_captured,,,
maria_etal2023,https://openalex.org/W2979001191,,Maximising your investment: using rating tools to attract sustainable finance for real estate,2019,not_captured,,,
maria_etal2023,https://openalex.org/W4234722280,https://doi.org/10.1787/9789264276208-7-en,Sustainable financing of marine protected areas,2017,not_captured,,,
maria_etal2023,https://openalex.org/W3155863350,https://doi.org/10.1007/978-3-030-65133-6_1,Sustainable Finance: Emerging Challenges and Opportunities,2021,not_captured,,,
maria_etal2023,https://openalex.org/W3036340263,https://doi.org/10.31857/s013207690009682-2,About the draft Pan-European Code on climate and regulatory issues of “green” financing in the European Union,2020,not_captured,,,
maria_etal2023,https://openalex.org/W2907892772,https://doi.org/10.4018/978-1-5225-7808-6.ch003,Analysis of Sustainable Development Path for Green Finance,2018,not_captured,,,
maria_etal2023,https://openalex.org/W3203919602,,Role Of Fintech In Green Finance And Sustainable Development,2020,not_captured,,,
maria_etal2023,https://openalex.org/W2990513288,https://doi.org/10.1007/978-3-030-22510-0_11,Green Finance Today: Summary and Concluding Remarks,2019,not_captured,,,
maria_etal2023,https://openalex.org/W3205352595,https://doi.org/10.33983/2075-1826-2021-2-54-61,Application of green financing of green economy in Russia,2021,not_captured,,,
maria_etal2023,https://openalex.org/W3188123964,https://doi.org/10.1007/978-3-030-75405-1_31,Green Bank Lending in the System of Green Financing,2021,not_captured,,,
maria_etal2023,https://openalex.org/W2940841616,https://doi.org/10.3934/gf.2019.2.110,"Sustainable financing of marine protected areas: the case of the Martinique regional marine reserve of “Le Prêcheur”&lt;em&gt;&lt;span style=""font-size:12px""&gt;Running title: Marine protected Areas sustainable financing: the case of the Martinique Regional Marine Reserve&lt;/span&gt;&lt;/em&gt;",2019,not_captured,,,
maria_etal2023,https://openalex.org/W765566270,,Accountability and Transparency in the Financial Services Sector: Advancing Sustainable Finance,2013,not_captured,,,
maria_etal2023,https://openalex.org/W72615182,,Road funds : sustainable financing and management of Latin America's roads,2005,not_captured,,,
maria_etal2023,https://openalex.org/W2568254932,https://doi.org/10.1142/9789814641814_0002,Climate Finance and International Negotiations on Climate Policy,2017,filtered_out,remove,citation_isolated_old,0.0
maria_etal2023,https://openalex.org/W2884751034,https://doi.org/10.4468/2018.1.09negri,Sustainable Finance and Non-Financial Disclosure: The Impact for the Insurance Industry,2018,not_captured,,,
maria_etal2023,https://openalex.org/W2995834038,,The European Commission’s action plan on sustainable finance: promoting a sustainable future in the European Union and beyond,2019,not_captured,,,
maria_etal2023,https://openalex.org/W3180986078,,ECOTOURISM AND PROTECTED AREAS SUSTAINABLE FINANCING: A CASE STUDY OF WADI EL GEMAL VISITOR CENTER,2021,not_captured,,,
maria_etal2023,https://openalex.org/W3110106517,https://doi.org/10.1007/978-3-658-29653-7_20,"Green Economy, Green Deal und Sustainable Finance – Die zentrale Rolle von Nachhaltigkeitsratings",2020,not_captured,,,
maria_etal2023,https://openalex.org/W2995186972,https://doi.org/10.22219/jibe.v3i02.7895,Carbon Fiscal Instruments and Green Finance: An Aid to the Success of SDGs in Nigeria?,2019,filtered_out,remove,citation_isolated_old,3.0
maria_etal2023,https://openalex.org/W2291752712,,Finance and Accountancy for Sustainable Development - Sustainable Finance,2013,not_captured,,,
maria_etal2023,https://openalex.org/W3116466230,https://doi.org/10.25105/ijca.v2i2.8316,Sustainable Finance: Customer Loyalty or green environment?,2020,not_captured,,,
maria_etal2023,https://openalex.org/W3199525970,https://doi.org/10.5281/zenodo.10732090,"Sustainable financing to fight HIV/AIDS, TB and malaria: lessons learned from the African Union's Abuja Declaration",2018,not_captured,,,
maria_etal2023,https://openalex.org/W2971617109,https://doi.org/10.4018/978-1-7998-1033-9.ch002,The Concept of Shared Value in the Theory of Sustainable Finance,2019,not_captured,,,
maria_etal2023,https://openalex.org/W2556767380,https://doi.org/10.14796/jwmm.r236-23,Sustainable Financing for Municipal Stormwater Management Programs,2010,not_captured,,,
maria_etal2023,https://openalex.org/W3158593727,,"Financial Inclusion, Access to Credit, and Sustainable Finance",2021,not_captured,,,
maria_etal2023,https://openalex.org/W2260985618,,Sustainable Finance: Environmental Law and Financial Institutions,2006,not_captured,,,
maria_etal2023,https://openalex.org/W3205406800,https://doi.org/10.1017/s2044251321000370,Sustainable Green Finance towards a Green Belt and Road,2021,not_captured,,,
maria_etal2023,https://openalex.org/W2988351107,https://doi.org/10.4018/978-1-7998-1196-1.ch015,Developments on Sustainable Finance,2019,not_captured,,,
maria_etal2023,https://openalex.org/W3097709621,https://doi.org/10.1017/9781108908269.015,Sustainable Finance for Citizens,2020,not_captured,,,
maria_etal2023,https://openalex.org/W3200977985,https://doi.org/10.26794/1999-849x-2021-14-4-74-84,Financial Institutions and Regulation of Green Finance in the Context of Globalization,2021,not_captured,,,
maria_etal2023,https://openalex.org/W2940570705,https://doi.org/10.1007/s10551-019-04164-1,The Influence of Firm Size on the ESG Score: Corporate Sustainability Ratings Under Review,2019,not_captured,,,
maria_etal2023,https://openalex.org/W2187396894,,Sustainable financing for marine protected areas: Lessons from Indonesian MPAs Case studies: Komodo and Ujung Kulon National Parks,2005,not_captured,,,
maria_etal2023,https://openalex.org/W3046664131,https://doi.org/10.21533/pen.v8i3.1518.g626,Special purpose vehicles for sustainable finance of innovation in Romania - the case of intelligent robotic systems,2020,not_captured,,,
maria_etal2023,https://openalex.org/W2994335656,,The relevance of the sustainable finance paradigm in the EAEU financial market's strategy development,2019,not_captured,,,
maria_etal2023,https://openalex.org/W3200471733,https://doi.org/10.3390/su131810319,The Framing of Sustainable Finance in Charitable Foundations—Findings from a Qualitative Study,2021,not_captured,,,
maria_etal2023,https://openalex.org/W2391693889,,Environmental Risks and Green Finance,2006,not_captured,,,
maria_etal2023,https://openalex.org/W3027392412,https://doi.org/10.1007/978-3-030-39204-8_9,China as a Leader in Green Finance,2020,not_captured,,,
maria_etal2023,https://openalex.org/W3192336508,https://doi.org/10.1093/eurpub/ckab121,Sustainable financing of European non-governmental organizations (NGOs),2021,not_captured,,,
maria_etal2023,https://openalex.org/W3151481957,https://doi.org/10.1201/9780429329326-2,Is the EU Action Plan for Sustainable Finance A Game Changer?,2021,not_captured,,,
maria_etal2023,https://openalex.org/W2241427234,https://doi.org/10.4337/9780857933683.00026,Fiscal instruments for climate finance,2013,filtered_out,remove,citation_isolated_old,1.0
maria_etal2023,https://openalex.org/W54464539,,Toward Sustainable Financing and Strong Markets for Green Building,2008,not_captured,,,
maria_etal2023,https://openalex.org/W3196648539,https://doi.org/10.1093/cmlj/kmab027,Accountability in EU sustainable finance: linking the client’s sustainability preferences and the MiFID II suitability obligation,2021,not_captured,,,
maria_etal2023,https://openalex.org/W3115493375,https://doi.org/10.1093/oso/9780198852308.003.0008,Sustainable Finance and the Move to a Circular Economy,2020,not_captured,,,
maria_etal2023,https://openalex.org/W3106345387,https://doi.org/10.5937/megrev2002143i,Sustainability in the example of Indonesia and Serbia by using Green financing management,2020,not_captured,,,
maria_etal2023,https://openalex.org/W3150636272,https://doi.org/10.22598/iele.2020.7.2.5,"GREEN FINANCE FOR SUSTAINABLE GROWTH, THE CASE OF CROATIA",2020,not_captured,,,
maria_etal2023,https://openalex.org/W3113397995,https://doi.org/10.3790/ccm.53.4.425,Sustainable Finance – The New Mainstream,2020,not_captured,,,
maria_etal2023,https://openalex.org/W3176949862,,"Sustainable finance, a challenge for Europe",2020,not_captured,,,
maria_etal2023,https://openalex.org/W2904243264,https://doi.org/10.4337/9781784719500.00022,Sustainable financing in football and the EU,2018,not_captured,,,
maria_etal2023,https://openalex.org/W2058990384,https://doi.org/10.1109/msp.2013.2276659,Sustainable Finance [President's Message],2013,not_captured,,,
maria_etal2023,https://openalex.org/W4205451109,https://doi.org/10.47576/2712-7516_2021_6_3_202,STATE SUPPORT MEASURES FOR GREEN FINANCING,2021,not_captured,,,
maria_etal2023,https://openalex.org/W1551036328,,Defining Green Finance and Green intermediaries,2011,not_captured,,,
maria_etal2023,https://openalex.org/W2999842807,https://doi.org/10.1007/978-3-658-28991-1_1,Die Entstehung von Green Financing,2020,not_captured,,,
maria_etal2023,https://openalex.org/W2554028809,https://doi.org/10.16980/jitc.11.5.201510.519,"Understanding Green Finance Policy : A Comparative Analysis of Green Finance Policy among Korea, China and Japan",2015,not_captured,,,
maria_etal2023,https://openalex.org/W2497790518,https://doi.org/10.1057/9780230303874_17,Green finance and the new green gold,2011,not_captured,,,
maria_etal2023,https://openalex.org/W3146881751,,Strategies for Sustainable Financing of Secondary Education in Sub-Saharan Africa,2008,not_captured,,,
maria_etal2023,https://openalex.org/W1994401977,https://doi.org/10.1136/bmj.c7301,Cambodia's AIDS strategy could fail without sustainable financing,2010,not_captured,,,
maria_etal2023,https://openalex.org/W2975097555,https://doi.org/10.26633/rpsp.2019.318,Fiscal space for sustainable financing of health systems and universal health,2019,not_captured,,,
maria_etal2023,https://openalex.org/W4232007271,https://doi.org/10.1787/2c0b2e96-en,"Ensuring sustainable finance, investment and pricing for water and water services",2021,not_captured,,,
maria_etal2023,https://openalex.org/W4210756960,https://doi.org/10.1504/ijge.2021.10044678,Green financing in India: identifying future scope for innovation in financial system,2021,not_captured,,,
maria_etal2023,https://openalex.org/W2355218950,,On Green Finance Innovation Mode under the Path of Low-carbon Economy,2014,not_captured,,,
maria_etal2023,https://openalex.org/W2748329800,,Repositioning Chinese development finance in Latin America: opportunities for green finance,2016,not_captured,,,
maria_etal2023,https://openalex.org/W2594628262,https://doi.org/10.17330/joep.14.3.201509.119,Discussion on Climate Finance: Issues and Perspectives,2015,filtered_out,remove,citation_isolated_old,1.0
maria_etal2023,https://openalex.org/W4237297545,https://doi.org/10.47176/mjiri.33.52,Sustainable financing of health promotion services in selected countries: Best experience for developing countries,2019,not_captured,,,
maria_etal2023,https://openalex.org/W2314580727,https://doi.org/10.18356/3791d326-en,Climate finance: Putting the puzzle together,2011,filtered_out,remove,citation_isolated_old,1.0
maria_etal2023,https://openalex.org/W3007571795,,Unpacking Green Targets: A Framework for Interpreting Private Sector Banks’ Sustainable Finance Commitments,2019,not_captured,,,
maria_etal2023,https://openalex.org/W1999084501,https://doi.org/10.5235/20414005.5.3.489,The Equator Principles on Sustainable Finance Assessed from a Critical Development and Third World Perspective,2014,not_captured,,,
maria_etal2023,https://openalex.org/W2802164514,https://doi.org/10.32430/ilst.2011.16.2.39,Sustainable Finance Related to Financial Market,2011,not_captured,,,
maria_etal2023,https://openalex.org/W2998992815,,Sustainable finance: theory and international initiatives,2019,not_captured,,,
maria_etal2023,https://openalex.org/W3164098234,https://doi.org/10.25273/jap.v10i1.8592,SUSTAINABLE FINANCING ACCOUNTING : ASSITALLASSI CONCEPT,2021,not_captured,,,
maria_etal2023,https://openalex.org/W1522769487,,Sustainable financing for the maintenance of Pakistan's highways,2005,not_captured,,,
maria_etal2023,https://openalex.org/W2795360391,https://doi.org/10.5958/2249-7323.2018.00022.6,Changing Senario of Carbon Finance in India,2018,filtered_out,remove,citation_isolated_old,1.0
maria_etal2023,https://openalex.org/W3080911204,https://doi.org/10.1007/s11842-020-09452-7,"Sustainable Financing for Payment for Ecosystem Services (PES) to Conserve Peat Swamp Forest Through Enterprises Based on Swiftlets’ Nests: An Awareness Survey in Central Kalimantan, Indonesia",2020,not_captured,,,
maria_etal2023,https://openalex.org/W3183319416,https://doi.org/10.37100/2616-7689.2021.9(28).5,PRINCIPAL APPROACHES TO ENSURING ECONOMIC HOMEOSTASIS FROM THE POSITION OF SUSTAINABLE FINANCE,2021,not_captured,,,
maria_etal2023,https://openalex.org/W4237531398,https://doi.org/10.1787/d5c54bd6-en,Promoting responsible lending in the banking sector: The next frontier for sustainable finance,2020,not_captured,,,
maria_etal2023,https://openalex.org/W2991849752,https://doi.org/10.3790/vjh.88.2.89,Linking Cap-and-Trade Systems and Green Finance,2019,not_captured,,,
maria_etal2023,https://openalex.org/W4315699852,https://doi.org/10.55030/2713-0266-2021-1-1-4-24,Key trends in the development of «green» finance in Russia,2021,not_captured,,,
maria_etal2023,https://openalex.org/W3180741624,https://doi.org/10.1007/978-3-658-33353-9_6,Sustainable Finance: Nachhaltigkeitscontrolling zur Steuerung des sozialen und ökologischen Wirtschaftens von Unternehmen,2021,not_captured,,,
maria_etal2023,https://openalex.org/W2015740795,https://doi.org/10.5897/jgrp12.004,Towards sustainable financing of protected areas: A case study of the Swaziland National Trust Commission (SNTC),2012,not_captured,,,
maria_etal2023,https://openalex.org/W3119804196,https://doi.org/10.5089/9781616353933.071.ch007,Chapter 7. Fiscal Instruments for Climate Finance,2012,filtered_out,remove,citation_isolated_old,1.0
maria_etal2023,https://openalex.org/W2615441262,,Joint Report on MDB Climate Finance 2012,2013,filtered_out,,,
maria_etal2023,https://openalex.org/W2082563770,https://doi.org/10.1680/iasma.13.00008,Sustainable financing of rail systems: the case of Singapore,2014,not_captured,,,
maria_etal2023,https://openalex.org/W4214658568,https://doi.org/10.1108/ijshe.2005.24906bae.005,Values to Value: A Global Dialogue on Sustainable Finance,2005,not_captured,,,
maria_etal2023,https://openalex.org/W2903834641,https://doi.org/10.7172/1733-9758.2018.27.1,Sustainable Finance in the Face of the Financial Exclusion Problem,2018,not_captured,,,
maria_etal2023,https://openalex.org/W3040094119,https://doi.org/10.36992/2075-1915_2020_2_28,Sustainable Finance and Transformation of Corporate Banking Strategies,2020,not_captured,,,
maria_etal2023,https://openalex.org/W3094916827,https://doi.org/10.1017/9781108908269.007,Sustainable Finance and Prudential Regulation of Financial Institutions,2020,not_captured,,,
maria_etal2023,https://openalex.org/W4205705735,https://doi.org/10.37100/2616-7689.2021.10(29).4,HARMONIZATION OF STAKEHOLDER INTERESTS IN THE SYSTEM OF SUSTAINABLE FINANCE,2021,not_captured,,,
maria_etal2023,https://openalex.org/W3196746629,https://doi.org/10.1177/09754253211040194,Sustainable Financing for Urban Karnataka: Viable Options,2021,not_captured,,,
maria_etal2023,https://openalex.org/W4321638265,https://doi.org/10.58908/tmuj.v3i1.19,Role of Banking in Sustainable Financing: Case of Bangladesh,2018,not_captured,,,
maria_etal2023,https://openalex.org/W3109883027,https://doi.org/10.1007/978-3-030-56344-8_7,Sustainable Finance––Integrating Sustainability into Corporate Banking,2020,not_captured,,,
maria_etal2023,https://openalex.org/W3091750228,https://doi.org/10.1080/20430795.2020.1826819,"Greening the Chinese financial system through experimentations? Assessing the effectiveness of green finance business experimentations in Guangdong, China",2020,not_captured,,,
maria_etal2023,https://openalex.org/W2914740443,https://doi.org/10.15375/zbb-2019-0111,Die EU-Taxonomie für nachhaltige Finanzprodukte – Eine belastbare Grundlage für Sustainable Finance in Europa?,2019,not_captured,,,
maria_etal2023,https://openalex.org/W1994711188,https://doi.org/10.3763/cdev.2010.0027,Rural Development through Carbon Finance: Forestry Projects under the Clean Development Mechanism of the Kyoto Protocol,2010,filtered_out,remove,citation_isolated_old,3.0
maria_etal2023,https://openalex.org/W3122609729,https://doi.org/10.1007/978-3-030-22759-3_234-1,Nexus between providers and users of green finance: Case study of commercial banks in Mauritius,2021,not_captured,,,
maria_etal2023,https://openalex.org/W3098698265,https://doi.org/10.24891/fa.13.4.398,Institutions and instruments of green financing in Russia and foreign countries,2020,not_captured,,,
maria_etal2023,https://openalex.org/W2923622946,https://doi.org/10.17265/2328-2134/2019.01.004,Framework of China and Europe Green Financing for Sustainable Development,2019,filtered_out,remove,citation_isolated_old,1.0
maria_etal2023,https://openalex.org/W4234415027,https://doi.org/10.1515/9780804778640-015,13. Green Financing After the Global Financial Crisis,2020,not_captured,,,
maria_etal2023,https://openalex.org/W2899889089,,Green finance: can it help combat climate change?,2017,not_captured,,,
maria_etal2023,https://openalex.org/W2907352286,https://doi.org/10.4018/978-1-5225-7808-6.ch004,An Empirical Study of Green Finance Research Through Bibliometrics,2018,not_captured,,,
maria_etal2023,https://openalex.org/W2370800890,,An analysis of problems and countermeasures on the development of green finance in China,2009,not_captured,,,
maria_etal2023,https://openalex.org/W2361098629,,STUDY ON THE DEVELOPMENT MECHANISM OF GREEN BUILDING AND GREEN FINANCE,2011,not_captured,,,
maria_etal2023,https://openalex.org/W4210619814,https://doi.org/10.31489/2021ec1/143-151,"Mechanisms for supporting ""Green Finance"" in the world practice and in Kazakhstan",2021,not_captured,,,
maria_etal2023,https://openalex.org/W3119492967,,Sustainable Finance: Neue Strategie im Finanzsektor trotz Coronakrise?,2020,not_captured,,,
maria_etal2023,https://openalex.org/W3118202682,https://doi.org/10.29119/1641-3466.2020.147.17,The Concept of Sustainable Finance of Enterprises Versus Venture Capital,2020,not_captured,,,
maria_etal2023,https://openalex.org/W3185536213,,Regulation and Implementation of Sustainable Finance: A Challenge to Indonesian Banks,2021,not_captured,,,
maria_etal2023,https://openalex.org/W20855865,https://doi.org/10.1182/blood-2010-04-279943,Bretton Woods 1.0: A Constructive Retrieval for Sustainable Finance,2013,not_captured,,,
maria_etal2023,https://openalex.org/W2981718046,https://doi.org/10.1504/ijge.2019.10024802,How serious are Islamic banks in offering green financing: An exploratory study on Bangladesh banking sector,2019,not_captured,,,
maria_etal2023,https://openalex.org/W2044041450,https://doi.org/10.1016/j.jbankfin.2014.09.020,Financial globalisation and sustainable finance: Implications for policy and practice,2014,not_captured,,,
maria_etal2023,https://openalex.org/W3151974635,https://doi.org/10.1201/9780429329326-7,National Guidelines for Sustainable Finance and the Sustainable Development Goals,2021,not_captured,,,
maria_etal2023,https://openalex.org/W165182163,https://doi.org/10.1007/978-3-8350-9621-9_18,Sustainable Finance — Finanzmärkte als Intermediäre der Nachhaltigkeit,2007,not_captured,,,
maria_etal2023,https://openalex.org/W2184585407,,Alternative Sustainable Financing of Public Health Care in Kenya,2012,not_captured,,,
maria_etal2023,https://openalex.org/W4234379155,https://doi.org/10.9774/gleaf.978-1-909493-18-6_38,Sustainable finance for sustainable energy: The role of financial intermediaries,2013,not_captured,,,
maria_etal2023,https://openalex.org/W2590271256,https://doi.org/10.4324/9781315772578.ch38,The Landscape Of Social And Sustainable Finance In Visegrad (V4) Countries,2016,not_captured,,,
maria_etal2023,https://openalex.org/W3025272972,https://doi.org/10.18572/2312-4350-2020-1-26-33,ON THE DEVELOPMENT VECTOR OF “GREEN” FINANCE LEGAL REGULATION IN “GREEN” ENERGY,2020,not_captured,,,
maria_etal2023,https://openalex.org/W3097361678,,Innovative Green Financing for Energy Access: Insights from Kenya,2020,not_captured,,,
maria_etal2023,https://openalex.org/W3047228261,https://doi.org/10.33293/1609-1442-2020-2(89)-83-95,About the Growing Role of Green Finance in Providing Financial Stability,2020,not_captured,,,
maria_etal2023,https://openalex.org/W3027649743,https://doi.org/10.37628/jepd.v2i2.171,Green Financing of Climate Projects: Focus on Green Investment Banks,2017,not_captured,,,
maria_etal2023,https://openalex.org/W181584143,,Carbon livelihoods : social opportunities and risks of carbon finance,2012,filtered_out,,,
maria_etal2023,https://openalex.org/W3155104355,,Finance for future. The role of multilateral development banks in green finance,2020,not_captured,,,
maria_etal2023,https://openalex.org/W586449255,,Green finance : a case study of Khao Yai National Park,1995,not_captured,,,
maria_etal2023,https://openalex.org/W2625744059,https://doi.org/10.15421/40270207,CLIMATE FINANCE IN THE CONTEXT OF THE PARIS AGREEMENT: OPPORTUNITIES AND CAUTIONS FOR UKRAINE,2017,filtered_out,remove,citation_isolated_old,0.0
maria_etal2023,https://openalex.org/W2965627457,https://doi.org/10.35968/m-pu.v9i1.267,"IMPLEMENTASI PELAPORAN KEUANGAN BERKELANJUTAN (SUSTAINABLE FINANCE) DI PT. BANK NEGARA INDONESIA, TBK TAHUN 2015 – 2017",2015,not_captured,,,
maria_etal2023,https://openalex.org/W2942641757,https://doi.org/10.31920/2050-4284/2019/s1n1a1,"Intergovernmental relations, climate finance and the politics of ecological fund in Nigeria",2019,filtered_out,remove,citation_isolated_old,1.0
maria_etal2023,https://openalex.org/W2597447428,,Sustainable financing for protected areas: a comparison of parastatal and state-funded conservation agencies in Africa and the Caribbean,1996,not_captured,,,
maria_etal2023,https://openalex.org/W3161995509,https://doi.org/10.4337/9781789901351.00012,"A modern role for intellectual property rights in sustainable finance, prudential banking and capital adequacy regulation",2021,not_captured,,,
maria_etal2023,https://openalex.org/W2793401695,https://doi.org/10.12962/j23546026.y2017i5.3173,Elaborating Appropriate Models of the Sustainable Financing Instrument in Public Private Partnerships (PPP) In Infrastructure Projects,2017,not_captured,,,
maria_etal2023,https://openalex.org/W4205204108,https://doi.org/10.35940/ijitee.i3306.0789s319,University Autonomy and Sustainable Finance: A Case of Royal University of Bhutan,2019,not_captured,,,
maria_etal2023,https://openalex.org/W4249034035,https://doi.org/10.4324/9780203105061-16,Seeking Sustainable Financing Mechanisms for Upscaling Community-Based Adaptation,2014,not_captured,,,
maria_etal2023,https://openalex.org/W3215374427,https://doi.org/10.31576/smryj.1163,DETERMINING THE EFFECT OF EMOTIONAL INTELLIGENCE IN INVESTMENT DECISIONS IN SUSTAINABLE FINANCE,2021,not_captured,,,
maria_etal2023,https://openalex.org/W4252418855,https://doi.org/10.4324/9780203111307-19,The business case for sustainable finance in South Africa MADELEINE RONqUEST,2012,not_captured,,,
maria_etal2023,https://openalex.org/W2789608778,https://doi.org/10.13028/7k5k-gg62,Sustainable Financing Models for Community Health Worker Services in Maine,2019,not_captured,,,
