old_id,disposition,new_id,basis_method,line_id
zaf-register-us035,agreement,agreement-zaf-register-us035,register_id,zaf-jet-investment-register-q1-2026-overall-data-246
zaf-register-us037,agreement,agreement-zaf-register-us037,register_id,zaf-jet-investment-register-q1-2026-overall-data-247
zaf-register-us038,agreement,agreement-zaf-register-us038,register_id,zaf-jet-investment-register-q1-2026-overall-data-248
zaf-register-us039,agreement,agreement-zaf-register-us039,register_id,zaf-jet-investment-register-q1-2026-overall-data-249
zaf-register-afdb001,agreement,agreement-zaf-register-afdb001,register_id,zaf-jet-investment-register-q1-2026-overall-data-250
zaf-register-afdb002,agreement,agreement-zaf-register-afdb002,register_id,zaf-jet-investment-register-q1-2026-overall-data-251
zaf-register-afdb003,agreement,agreement-zaf-register-afdb003,register_id,zaf-jet-investment-register-q1-2026-overall-data-252
zaf-register-afdb004,agreement,agreement-zaf-register-afdb004,register_id,zaf-jet-investment-register-q1-2026-overall-data-253
zaf-register-sp001,agreement,agreement-zaf-register-sp001,register_id,zaf-jet-investment-register-q1-2026-overall-data-254
zaf-register-idc001,agreement,agreement-zaf-register-idc001,register_id,zaf-jet-investment-register-q1-2026-overall-data-255
zaf-register-idc002,agreement,agreement-zaf-register-idc002,register_id,zaf-jet-investment-register-q1-2026-overall-data-256
zaf-register-idc003,agreement,agreement-zaf-register-idc003,register_id,zaf-jet-investment-register-q1-2026-overall-data-257
zaf-annex-zandkopsdrift,project,,no_precise_line,
zaf-growth-gateway-smme-accelerator,line,,no_precise_line,
zaf-murp,project,project-zaf-murp,confirmed_document_link,zaf-murp-afdb-2026-approval-paragraph-1
zaf-eepbip,line,zaf-eepbip-maf-claim-49,confirmed_document_link,zaf-eepbip-maf-claim-49
zaf-uk-nev-support,line,zaf-dtic-parliament-nev-2025-claim-50,confirmed_document_link,zaf-dtic-parliament-nev-2025-claim-50
zaf-eu-cso-green-economy-grants,line,,no_precise_line,
idn-fin-isle-1,agreement,agreement-idn-fin-isle-1,confirmed_document_link,idn-world-bank-isle1-technical-assessment-2022-claim-66
idn-fin-rbl-sreap,agreement,,no_precise_line,
idn-fin-xurya-rooftop,agreement,agreement-idn-fin-xurya-rooftop,confirmed_document_link,idn-jetp-xurya-equity-2024-claim-75
idn-fin-pbl-aset,agreement,agreement-idn-fin-pbl-aset,confirmed_document_link,idn-adb-aset-news-2024-claim-69
idn-fin-rbl-aicet,agreement,agreement-idn-fin-rbl-aicet,confirmed_document_link,idn-adb-aicet-news-2025-claim-70
idn-fin-muara-laboh-2,agreement,,no_precise_line,
idn-fin-saguling-floating-solar,agreement,agreement-idn-fin-saguling-floating-solar,reviewed_plan_match,idn-cipp-2023-cpr-mirror-solar-9
idn-fin-mrt-north-south,agreement,agreement-idn-fin-mrt-north-south,confirmed_document_link,idn-jica-mrt-north-south-2023-claim-68
idn-fin-mrt-east-west,agreement,agreement-idn-fin-mrt-east-west,reviewed_plan_match,idn-jetp-progress-report-2025-energy-efficiency-1
idn-grant-wolcot,agreement,agreement-idn-grant-wolcot,legacy_project_id,idn-portfolio-wolcot-portfolio-1
idn-grant-esmap-canada,agreement,agreement-idn-grant-esmap-canada,legacy_project_id,idn-portfolio-esmap-canada-portfolio-2
idn-grant-jetp-etp,agreement,,multiple_legacy_lines,idn-portfolio-etp-portfolio-3;idn-portfolio-etp-portfolio-4
idn-grant-cefim,agreement,agreement-idn-grant-cefim,legacy_project_id,idn-portfolio-cefim-portfolio-5
idn-grant-cetp,agreement,agreement-idn-grant-cetp,legacy_project_id,idn-portfolio-cetp-portfolio-6
idn-grant-enerkey,agreement,agreement-idn-grant-enerkey,legacy_project_id,idn-portfolio-enerkey-portfolio-7
idn-grant-eu-indonesia-cooperation-facility,agreement,agreement-idn-grant-eu-indonesia-cooperation-facility,legacy_project_id,idn-portfolio-euicf-portfolio-8
idn-grant-s4i,agreement,agreement-idn-grant-s4i,legacy_project_id,idn-portfolio-s4i-portfolio-9
idn-grant-sdg-indonesia-one,agreement,agreement-idn-grant-sdg-indonesia-one,legacy_project_id,idn-portfolio-sdg-one-portfolio-10
idn-grant-ietf,agreement,,multiple_legacy_lines,idn-portfolio-ietf-portfolio-11;idn-portfolio-ietf-portfolio-12
idn-grant-ipdf,agreement,agreement-idn-grant-ipdf,legacy_project_id,idn-portfolio-ipdf-portfolio-13
idn-grant-efsd-energy-preparation,agreement,agreement-idn-grant-efsd-energy-preparation,legacy_project_id,idn-portfolio-efsd-portfolio-14
idn-grant-etmptf,agreement,agreement-idn-grant-etmptf,legacy_project_id,idn-portfolio-etmptf-portfolio-15
idn-grant-seti,agreement,agreement-idn-grant-seti,legacy_project_id,idn-portfolio-seti-portfolio-16
idn-grant-etap,agreement,agreement-idn-grant-etap,legacy_project_id,idn-portfolio-etap-portfolio-17
idn-grant-iki-jet,agreement,agreement-idn-grant-iki-jet,legacy_project_id,idn-portfolio-iki-jet-portfolio-18
idn-grant-asia-low-carbon-buildings,agreement,agreement-idn-grant-asia-low-carbon-buildings,legacy_project_id,idn-portfolio-low-carbon-buildings-portfolio-19
idn-grant-gesit,agreement,agreement-idn-grant-gesit,legacy_project_id,idn-portfolio-gesit-portfolio-20
idn-grant-reep2,agreement,agreement-idn-grant-reep2,legacy_project_id,idn-portfolio-reep2-portfolio-21
idn-grant-case,agreement,agreement-idn-grant-case,legacy_project_id,idn-portfolio-case-portfolio-22
idn-grant-entri,agreement,agreement-idn-grant-entri,legacy_project_id,idn-portfolio-entri-portfolio-23
idn-grant-explore,agreement,agreement-idn-grant-explore,legacy_project_id,idn-portfolio-explore-portfolio-24
idn-grant-candi-umbul-telomoyo,agreement,agreement-idn-grant-candi-umbul-telomoyo,legacy_project_id,idn-portfolio-candi-umbul-portfolio-25
idn-grant-sustainable-hydropower-2,agreement,agreement-idn-grant-sustainable-hydropower-2,legacy_project_id,idn-portfolio-sustainable-hydropower-portfolio-26
idn-grant-jetp-esia-study,agreement,agreement-idn-grant-jetp-esia-study,legacy_project_id,idn-portfolio-jetp-esia-portfolio-27
idn-grant-perform,agreement,agreement-idn-grant-perform,legacy_project_id,idn-portfolio-perform-portfolio-28
idn-grant-jetp-financing-facilitation,agreement,agreement-idn-grant-jetp-financing-facilitation,legacy_project_id,idn-portfolio-jetp-financing-portfolio-29
idn-grant-re2grid,agreement,agreement-idn-grant-re2grid,legacy_project_id,idn-portfolio-re2grid-portfolio-30
idn-grant-re2cool,agreement,agreement-idn-grant-re2cool,legacy_project_id,idn-portfolio-re2cool-portfolio-31
idn-grant-carbon-monetization,agreement,agreement-idn-grant-carbon-monetization,legacy_project_id,idn-portfolio-carbon-monetization-portfolio-32
idn-grant-energy-hub,agreement,agreement-idn-grant-energy-hub,legacy_project_id,idn-portfolio-energy-hub-portfolio-33
idn-grant-iki-flex-jetp,agreement,agreement-idn-grant-iki-flex-jetp,legacy_project_id,idn-portfolio-iki-flex-portfolio-34
idn-grant-jetp-secretariat-capacity,agreement,agreement-idn-grant-jetp-secretariat-capacity,legacy_project_id,idn-portfolio-secretariat-capacity-portfolio-35
idn-grant-patuha-2,agreement,agreement-idn-grant-patuha-2,legacy_project_id,idn-portfolio-patuha2-portfolio-36
idn-grant-mentari-policy,agreement,agreement-idn-grant-mentari-policy,legacy_project_id,idn-portfolio-mentari-policy-portfolio-37
idn-grant-green-energy-transition-indonesia,agreement,agreement-idn-grant-green-energy-transition-indonesia,legacy_project_id,idn-portfolio-green-energy-transition-portfolio-38
idn-grant-uk-pact,agreement,agreement-idn-grant-uk-pact,legacy_project_id,idn-portfolio-uk-pact-portfolio-39
idn-grant-jt-framework-phase-2,agreement,agreement-idn-grant-jt-framework-phase-2,legacy_project_id,idn-portfolio-jt-framework-portfolio-40
idn-grant-mentari-vgf,agreement,agreement-idn-grant-mentari-vgf,legacy_project_id,idn-portfolio-mentari-vgf-portfolio-41
idn-grant-growth-gateway,agreement,agreement-idn-grant-growth-gateway,legacy_project_id,idn-portfolio-growth-gateway-portfolio-42
idn-grant-esmap-uk,agreement,agreement-idn-grant-esmap-uk,legacy_project_id,idn-portfolio-esmap-uk-portfolio-43
idn-grant-pt-smi-early-retirement,agreement,agreement-idn-grant-pt-smi-early-retirement,legacy_project_id,idn-portfolio-pt-smi-retirement-portfolio-44
idn-grant-cfpp-site-repurposing,agreement,agreement-idn-grant-cfpp-site-repurposing,legacy_project_id,idn-portfolio-cfpp-repurposing-portfolio-45
idn-grant-just-transition-coal-regions,agreement,agreement-idn-grant-just-transition-coal-regions,legacy_project_id,idn-portfolio-jt-coal-regions-portfolio-46
idn-pipe-green-corridors-sulawesi,project,,no_precise_line,
idn-pipe-cirebon-1-retirement,asset,asset-idn-pipe-cirebon-1-retirement,reviewed_plan_match,idn-cipp-2023-cpr-mirror-coal-retirement-2
idn-pipe-hululais-1-2,project,project-idn-pipe-hululais-1-2,reviewed_plan_match,idn-cipp-2023-cpr-mirror-geothermal-17
idn-pipe-nagajaya-micro-hydro,project,,no_precise_line,
idn-pipe-dediesel-east-phase1,project,,no_precise_line,
idn-pipe-dediesel-west-phase1,project,project-idn-pipe-dediesel-west-phase1,confirmed_document_link,idn-ibvogt-diesel-west-2023-claim-100
idn-pipe-tanah-laut-wind,project,project-idn-pipe-tanah-laut-wind,reviewed_plan_match,idn-cipp-2023-cpr-mirror-wind-3
idn-pipe-legok-nangka-waste,project,project-idn-pipe-legok-nangka-waste,confirmed_document_link,idn-news-legok-groundbreaking-antara-2026-claim-91
idn-pipe-singkarak-floating-solar,project,project-idn-pipe-singkarak-floating-solar,confirmed_document_link,idn-project-singkarak-acwa-2022-claim-86
idn-pipe-eib-sustainable-infrastructure,project,project-idn-pipe-eib-sustainable-infrastructure,confirmed_document_link,idn-eib-ptsmi-mou-2024-claim-96
idn-pipe-sutami-floating-solar,project,project-idn-pipe-sutami-floating-solar,reviewed_plan_match,idn-cipp-2023-cpr-mirror-solar-3
idn-pipe-solar-cell-manufacturing,project,project-idn-pipe-solar-cell-manufacturing,reviewed_plan_match,idn-jetp-progress-report-2025-supply-chain-3
idn-pipe-e-taxi,project,,no_precise_line,
idn-pipe-hijaunesia-2,project,,no_precise_line,
idn-pipe-hydro-quota-sumatra,project,,no_precise_line,
idn-pipe-hydro-quota-sulawesi,project,,no_precise_line,
idn-pipe-dieng-3-4,project,,no_precise_line,
idn-pipe-rscm-energy-efficiency,project,,no_precise_line,
idn-pipe-rsud-energy-efficiency,project,project-idn-pipe-rsud-energy-efficiency,reviewed_plan_match,idn-jetp-progress-report-2025-energy-efficiency-3
idn-monitor-gde-pipeline-2025,line,,no_precise_line,
idn-monitor-cihaur-talaga-micro-hydro,line,idn-jetp-progress-report-2025-hydro-73;idn-jetp-progress-report-2025-hydro-75,reviewed_plan_match,idn-jetp-progress-report-2025-hydro-73;idn-jetp-progress-report-2025-hydro-75
vnm-project-bac-ai-pumped-hydro,project,project-vnm-project-bac-ai-pumped-hydro,confirmed_document_link,vnm-evn-cdp-bac-ai-2025-discovery-1
vnm-project-binh-duong-dong-nai-transmission,project,,no_precise_line,
vnm-project-tri-an-expansion,project,,no_precise_line,
vnm-project-initial-undisclosed-04,perimeter,vnm-jetp-portfolio-2025,no_precise_line,
vnm-project-initial-undisclosed-05,perimeter,vnm-jetp-portfolio-2025,no_precise_line,
vnm-project-initial-undisclosed-06,perimeter,vnm-jetp-portfolio-2025,no_precise_line,
vnm-project-initial-undisclosed-07,perimeter,vnm-jetp-portfolio-2025,no_precise_line,
vnm-project-screened-undisclosed-01,perimeter,vnm-jetp-portfolio-2025,no_precise_line,
vnm-project-screened-undisclosed-02,perimeter,vnm-jetp-portfolio-2025,no_precise_line,
vnm-project-screened-undisclosed-03,perimeter,vnm-jetp-portfolio-2025,no_precise_line,
vnm-project-screened-undisclosed-04,perimeter,vnm-jetp-portfolio-2025,no_precise_line,
vnm-project-screened-undisclosed-05,perimeter,vnm-jetp-portfolio-2025,no_precise_line,
vnm-project-screened-undisclosed-06,perimeter,vnm-jetp-portfolio-2025,no_precise_line,
vnm-project-screened-undisclosed-07,perimeter,vnm-jetp-portfolio-2025,no_precise_line,
vnm-project-screened-undisclosed-08,perimeter,vnm-jetp-portfolio-2025,no_precise_line,
vnm-project-screened-undisclosed-09,perimeter,vnm-jetp-portfolio-2025,no_precise_line,
vnm-project-screened-undisclosed-10,perimeter,vnm-jetp-portfolio-2025,no_precise_line,
vnm-project-screened-undisclosed-11,perimeter,vnm-jetp-portfolio-2025,no_precise_line,
vnm-project-screened-undisclosed-12,perimeter,vnm-jetp-portfolio-2025,no_precise_line,
vnm-project-screened-undisclosed-13,perimeter,vnm-jetp-portfolio-2025,no_precise_line,
vnm-project-screened-undisclosed-14,perimeter,vnm-jetp-portfolio-2025,no_precise_line,
vnm-project-screened-undisclosed-15,perimeter,vnm-jetp-portfolio-2025,no_precise_line,
vnm-project-screened-undisclosed-16,perimeter,vnm-jetp-portfolio-2025,no_precise_line,
vnm-project-screened-undisclosed-17,perimeter,vnm-jetp-portfolio-2025,no_precise_line,
sen-project-annex-01,project,project-sen-project-annex-01,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-1
sen-project-annex-02,project,project-sen-project-annex-02,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-2
sen-project-annex-03,project,project-sen-project-annex-03,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-3
sen-project-annex-04,project,project-sen-project-annex-04,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-4
sen-project-annex-05,project,project-sen-project-annex-05,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-5
sen-project-annex-06,project,project-sen-project-annex-06,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-6
sen-project-annex-07,project,project-sen-project-annex-07,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-7
sen-project-annex-08,project,project-sen-project-annex-08,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-8
sen-project-annex-09,project,project-sen-project-annex-09,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-9
sen-project-annex-10,project,project-sen-project-annex-10,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-10
sen-project-annex-11,project,project-sen-project-annex-11,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-11
sen-project-annex-12,project,project-sen-project-annex-12,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-12
sen-project-annex-13,project,project-sen-project-annex-13,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-13
sen-project-annex-14,project,project-sen-project-annex-14,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-14
sen-project-annex-15,project,project-sen-project-annex-15,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-15
sen-project-annex-16,project,project-sen-project-annex-16,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-16
sen-project-annex-17,project,project-sen-project-annex-17,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-17
sen-project-annex-18,project,project-sen-project-annex-18,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-18
sen-project-annex-19,project,project-sen-project-annex-19,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-19
sen-project-annex-20,project,project-sen-project-annex-20,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-20
sen-project-annex-21,project,project-sen-project-annex-21,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-21
sen-project-annex-22,project,project-sen-project-annex-22,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-22
sen-project-annex-23,project,project-sen-project-annex-23,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-23
sen-project-annex-24,project,project-sen-project-annex-24,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-24
sen-project-annex-25,project,project-sen-project-annex-25,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-25
sen-project-annex-26,project,project-sen-project-annex-26,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-26
sen-project-annex-27,project,project-sen-project-annex-27,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-27
sen-project-annex-28,project,project-sen-project-annex-28,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-28
sen-project-annex-29,project,project-sen-project-annex-29,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-29
sen-project-annex-30,project,project-sen-project-annex-30,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-30
sen-project-annex-31,project,project-sen-project-annex-31,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-31
sen-project-annex-32,project,project-sen-project-annex-32,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-32
sen-project-annex-33,project,project-sen-project-annex-33,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-33
sen-project-annex-34,project,project-sen-project-annex-34,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-34
sen-project-annex-35,project,project-sen-project-annex-35,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-35
sen-project-annex-36,project,project-sen-project-annex-36,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-36
sen-project-annex-37,project,project-sen-project-annex-37,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-37
sen-project-annex-38,project,project-sen-project-annex-38,reviewed_plan_match,sen-investment-plan-annexes-mirror-submitted-project-38
sen-project-qw-02,project,project-sen-project-qw-02,reviewed_plan_match,sen-investment-plan-l4-mirror-quick-win-2
sen-project-qw-03,project,project-sen-project-qw-03,reviewed_plan_match,sen-investment-plan-l4-mirror-quick-win-3
sen-project-qw-04,project,project-sen-project-qw-04,reviewed_plan_match,sen-investment-plan-l4-mirror-quick-win-4
sen-project-qw-08,project,project-sen-project-qw-08,reviewed_plan_match,sen-investment-plan-l4-mirror-quick-win-8
sen-project-qw-10,project,project-sen-project-qw-10,reviewed_plan_match,sen-investment-plan-l4-mirror-quick-win-10
