link_id,source_id,line_id,old_project_id,relationship,review_status,locator,reason
sen-project-qw-10-sen-investment-plan-l4-mirror,sen-investment-plan-l4-mirror,,sen-project-qw-10,named_in,confirmed,"p. 33, QW10",resolve to source line in 0875
sen-resume-sen-project-annex-03-sen-investment-plan-l4-mirror,sen-investment-plan-l4-mirror,,sen-project-annex-03,project_report,confirmed,"Printed p.42, named project cost",resolve to source line in 0875
sen-resume-sen-project-annex-05-sen-investment-plan-l4-mirror,sen-investment-plan-l4-mirror,,sen-project-annex-05,project_report,confirmed,"Printed p.42, named project cost",resolve to source line in 0875
sen-resume-sen-project-annex-06-sen-investment-plan-l4-mirror,sen-investment-plan-l4-mirror,,sen-project-annex-06,project_report,confirmed,"Printed p.42, named project cost",resolve to source line in 0875
sen-resume-sen-project-annex-07-sen-investment-plan-l4-mirror,sen-investment-plan-l4-mirror,,sen-project-annex-07,project_report,confirmed,"Printed p.42, named project cost",resolve to source line in 0875
sen-resume-sen-project-annex-08-sen-investment-plan-l4-mirror,sen-investment-plan-l4-mirror,,sen-project-annex-08,project_report,confirmed,"Printed p.43, named project cost",resolve to source line in 0875
sen-resume-sen-project-annex-09-sen-investment-plan-l4-mirror,sen-investment-plan-l4-mirror,,sen-project-annex-09,project_report,confirmed,"Printed p.43, named project cost",resolve to source line in 0875
sen-resume-sen-project-annex-10-sen-investment-plan-l4-mirror,sen-investment-plan-l4-mirror,,sen-project-annex-10,project_report,confirmed,"Printed p.43, named project cost",resolve to source line in 0875
sen-resume-sen-project-annex-11-sen-investment-plan-l4-mirror,sen-investment-plan-l4-mirror,,sen-project-annex-11,project_report,confirmed,"Printed p.43, named project cost",resolve to source line in 0875
sen-resume-sen-project-annex-12-sen-investment-plan-l4-mirror,sen-investment-plan-l4-mirror,,sen-project-annex-12,project_report,confirmed,"Printed p.43, named project cost",resolve to source line in 0875
sen-resume-sen-project-annex-13-sen-investment-plan-l4-mirror,sen-investment-plan-l4-mirror,,sen-project-annex-13,project_report,confirmed,"Printed p.43, named project cost",resolve to source line in 0875
sen-resume-sen-project-annex-14-sen-investment-plan-l4-mirror,sen-investment-plan-l4-mirror,,sen-project-annex-14,project_report,confirmed,"Printed p.43, named project cost",resolve to source line in 0875
sen-resume-sen-project-annex-15-sen-investment-plan-l4-mirror,sen-investment-plan-l4-mirror,,sen-project-annex-15,project_report,confirmed,"Printed p.41, named project cost",resolve to source line in 0875
sen-resume-sen-project-annex-16-sen-investment-plan-l4-mirror,sen-investment-plan-l4-mirror,,sen-project-annex-16,project_report,confirmed,"Printed p.42, named project cost",resolve to source line in 0875
sen-resume-sen-project-annex-17-sen-investment-plan-l4-mirror,sen-investment-plan-l4-mirror,,sen-project-annex-17,project_report,confirmed,"Printed p.42, named project cost",resolve to source line in 0875
sen-resume-sen-project-annex-19-sen-investment-plan-l4-mirror,sen-investment-plan-l4-mirror,,sen-project-annex-19,project_report,confirmed,"Printed p.43, named project cost",resolve to source line in 0875
sen-resume-sen-project-annex-20-sen-investment-plan-l4-mirror,sen-investment-plan-l4-mirror,,sen-project-annex-20,project_report,confirmed,"Printed p.44, named project cost",resolve to source line in 0875
sen-resume-sen-project-annex-21-sen-investment-plan-l4-mirror,sen-investment-plan-l4-mirror,,sen-project-annex-21,project_report,confirmed,"Printed p.44, named project cost",resolve to source line in 0875
sen-resume-sen-project-annex-22-sen-investment-plan-l4-mirror,sen-investment-plan-l4-mirror,,sen-project-annex-22,project_report,confirmed,"Printed p.44, named project cost",resolve to source line in 0875
sen-resume-sen-project-annex-23-sen-investment-plan-l4-mirror,sen-investment-plan-l4-mirror,,sen-project-annex-23,project_report,confirmed,"Printed p.42, named project cost",resolve to source line in 0875
sen-resume-sen-project-annex-24-sen-investment-plan-l4-mirror,sen-investment-plan-l4-mirror,,sen-project-annex-24,project_report,confirmed,"Printed p.42, named project cost",resolve to source line in 0875
sen-resume-sen-project-annex-25-sen-investment-plan-l4-mirror,sen-investment-plan-l4-mirror,,sen-project-annex-25,project_report,confirmed,"Printed p.42, named project cost",resolve to source line in 0875
sen-resume-sen-project-annex-26-sen-investment-plan-l4-mirror,sen-investment-plan-l4-mirror,,sen-project-annex-26,project_report,confirmed,"Printed p.42, named project cost",resolve to source line in 0875
sen-resume-sen-project-annex-27-sen-investment-plan-l4-mirror,sen-investment-plan-l4-mirror,,sen-project-annex-27,project_report,confirmed,"Printed p.44, named project cost",resolve to source line in 0875
sen-resume-sen-project-annex-28-sen-investment-plan-l4-mirror,sen-investment-plan-l4-mirror,,sen-project-annex-28,project_report,confirmed,"Printed p.44, named project cost",resolve to source line in 0875
sen-resume-sen-project-annex-29-sen-investment-plan-l4-mirror,sen-investment-plan-l4-mirror,,sen-project-annex-29,project_report,confirmed,"Printed p.44, named project cost",resolve to source line in 0875
sen-resume-sen-project-annex-31-sen-investment-plan-l4-mirror,sen-investment-plan-l4-mirror,,sen-project-annex-31,project_report,confirmed,"Printed p.43, named project cost",resolve to source line in 0875
sen-resume-sen-project-annex-33-sen-investment-plan-l4-mirror,sen-investment-plan-l4-mirror,,sen-project-annex-33,project_report,confirmed,"Printed p.41, named project cost",resolve to source line in 0875
sen-resume-sen-project-annex-36-sen-investment-plan-l4-mirror,sen-investment-plan-l4-mirror,,sen-project-annex-36,project_report,confirmed,"Printed p.44, named project cost",resolve to source line in 0875
sen-resume-sen-project-annex-37-sen-investment-plan-l4-mirror,sen-investment-plan-l4-mirror,,sen-project-annex-37,project_report,confirmed,"Printed p.44, named project cost",resolve to source line in 0875
sen-resume-sen-project-annex-35-sen-irve-framework-tender-2026,sen-irve-framework-tender-2026,,sen-project-annex-35,possible_match,provisional,Notice 107072743; archive HTTP403,no snapshot
sen-resume-sen-project-annex-02-sen-kasofor-afd,sen-kasofor-afd,sen-kasofor-afd-discovery-1,sen-project-annex-02,possible_match,provisional,Project purpose and beneficiaries,resolve to source line in 0875
sen-resume-sen-project-annex-02-sen-kasofor-fondem,sen-kasofor-fondem,sen-kasofor-fondem-discovery-1,sen-project-annex-02,possible_match,provisional,Consortium and project perimeter,resolve to source line in 0875
round2-sen-project-qw-02-sen-mepm-cntic-huawei-contracts-2025,sen-mepm-cntic-huawei-contracts-2025,,sen-project-qw-02,possible_match,provisional,28 July2025 mission and two-contract paragraphs,resolve to source line in 0875
round2-sen-project-qw-02-sen-mepm-huawei-sites-mou-2026,sen-mepm-huawei-sites-mou-2026,,sen-project-qw-02,possible_match,provisional,Published13August2026; visit began11August; final paragraph,resolve to source line in 0875
round2-sen-project-qw-02-sen-mepm-ouarkhokh-groundbreaking-2026,sen-mepm-ouarkhokh-groundbreaking-2026,,sen-project-qw-02,possible_match,provisional,Published10April2026; opening plant description and ceremony,resolve to source line in 0875
sen-project-annex-38-sen-mha-sambangalou,sen-mha-sambangalou,,sen-project-annex-38,possible_match,provisional,Related programme or geographic lead,no precise locator
sen-resume-sen-project-annex-37-sen-mha-water-compact-2026,sen-mha-water-compact-2026,sen-mha-water-compact-2026-discovery-1,sen-project-annex-37,possible_match,provisional,April 2026 water compact; borehole solarisation targets,resolve to source line in 0875
sen-dig-sen-mrv-350-villages,sen-mrv-350-villages,sen-mrv-350-villages-discovery-1,sen-project-annex-05,possible_match,provisional,2025 Senegal catalogue entry: 10MW mini-grids in 350 villages,resolve to source line in 0875
sen-resume-sen-project-annex-18-sen-offgrid-africool-mou-2025,sen-offgrid-africool-mou-2025,sen-offgrid-africool-mou-2025-discovery-1,sen-project-annex-18,possible_match,provisional,9 October 2025 memorandum,resolve to source line in 0875
sen-resume-sen-project-annex-18-sen-offgrid-muchcooler-eoi-2026,sen-offgrid-muchcooler-eoi-2026,sen-offgrid-muchcooler-eoi-2026-discovery-1,sen-project-annex-18,possible_match,provisional,4 February 2026 expression of interest,resolve to source line in 0875
sen-resume-sen-project-annex-18-sen-offgrid-muchcooler-product,sen-offgrid-muchcooler-product,,sen-project-annex-18,possible_match,provisional,Podor first deployment; technical specifications,resolve to source line in 0875
sen-resume-sen-project-annex-38-sen-omvg-energy-portal,sen-omvg-energy-portal,sen-omvg-energy-portal-discovery-1,sen-project-annex-38,possible_match,provisional,Conventional dam project definition,resolve to source line in 0875
sen-resume-sen-project-annex-38-sen-omvg-portal-retry,sen-omvg-portal-retry,,sen-project-annex-38,possible_match,provisional,Connection aborted,no snapshot
sen-resume-sen-project-annex-17-sen-pnb-biogas-model,sen-pnb-biogas-model,sen-pnb-biogas-model-discovery-1,sen-project-annex-17,possible_match,provisional,Programme credit model,resolve to source line in 0875
sen-resume-sen-project-annex-17-sen-pnb-financing-partners,sen-pnb-financing-partners,sen-pnb-financing-partners-discovery-1,sen-project-annex-17,possible_match,provisional,FONGIP guarantees,resolve to source line in 0875
sen-project-annex-17-sen-pnb-programme,sen-pnb-programme,,sen-project-annex-17,possible_match,provisional,Related programme or geographic lead,no precise locator
sen-dig-sen-rts-huawei-mou-2026,sen-rts-huawei-mou-2026,sen-rts-huawei-mou-2026-discovery-1,sen-project-qw-02,possible_match,provisional,12 August 2026 report of 11 August visit and MoU,resolve to source line in 0875
sen-scout-sen-project-annex-23-sen-scout-aner-fiches-ice,sen-scout-aner-fiches-ice,,sen-project-annex-23,possible_match,provisional,PDF p.19: D2B17SN01 context and 192 health facilities,resolve to source line in 0875
sen-scout-sen-project-annex-28-sen-scout-cesag-aner-thesis,sen-scout-cesag-aner-thesis,,sen-project-annex-28,possible_match,provisional,"PDF p.52 / printed p.43, footnote 31",resolve to source line in 0875
sen-scout-sen-project-annex-30-sen-scout-cesag-aner-thesis,sen-scout-cesag-aner-thesis,,sen-project-annex-30,possible_match,provisional,"PDF p.50 / printed p.41, footnote 28",resolve to source line in 0875
sen-scout-sen-project-annex-17-sen-scout-clean-cooking-strategy,sen-scout-clean-cooking-strategy,,sen-project-annex-17,possible_match,provisional,"Table 3, printed p.25: PNB baseline and 2030 target",resolve to source line in 0875
sen-scout-sen-project-qw-04-sen-scout-energy-policy-evaluation,sen-scout-energy-policy-evaluation,sen-scout-energy-policy-evaluation-discovery-1,sen-project-qw-04,project_report,confirmed,PUELEC phase 1 paragraph,resolve to source line in 0875
sen-scout-sen-project-qw-02-sen-scout-genertec-ouarkhokh,sen-scout-genertec-ouarkhokh,,sen-project-qw-02,possible_match,provisional,Groundbreaking narrative; publication URL dated 16 June 2026,resolve to source line in 0875
sen-scout-sen-project-annex-05-sen-scout-giz-ped2-project,sen-scout-giz-ped2-project,,sen-project-annex-05,possible_match,provisional,Project 2020.2099.8; GFA participant,resolve to source line in 0875
sen-scout-sen-project-qw-02-sen-scout-ouarkhokh-par,sen-scout-ouarkhokh-par,,sen-project-qw-02,possible_match,provisional,Printed pp.18 and 59: CNTIC EPC contract,resolve to source line in 0875
sen-scout-sen-project-qw-02-sen-scout-ouarkhokh-pepp,sen-scout-ouarkhokh-pepp,,sen-project-qw-02,possible_match,provisional,Printed p.6: Huawei memorandum,resolve to source line in 0875
sen-scout-sen-project-qw-04-sen-scout-puelec-pip-2026,sen-scout-puelec-pip-2026,,sen-project-qw-04,possible_match,provisional,PUELEC 1 / Sagemcom indexed investment-programming row,no snapshot
sen-project-qw-08-sen-semis-storage-study,sen-semis-storage-study,sen-semis-storage-study-discovery-1,sen-project-qw-08,possible_match,provisional,Two-site feasibility description,resolve to source line in 0875
sen-project-annex-33-sen-senelec-annual-report-2024,sen-senelec-annual-report-2024,,sen-project-annex-33,possible_match,provisional,Related programme or geographic lead,no precise locator
sen-dig-sen-senelec-huawei-mou-social,sen-senelec-huawei-mou-social,sen-senelec-huawei-mou-social-discovery-1,sen-project-qw-02,possible_match,provisional,"Operator post: Linguere, Koungheul and Shenzhen",resolve to source line in 0875
round2-sen-project-annex-35-sen-senelec-ppm-2026-v2,sen-senelec-ppm-2026-v2,,sen-project-annex-35,possible_match,provisional,"PDF p.13, C_DEG_155, P_SENELEC_2026_2",resolve to source line in 0875
round2-sen-project-qw-02-sen-senelec-ppm-2026-v2,sen-senelec-ppm-2026-v2,,sen-project-qw-02,possible_match,provisional,PDF p.5 C_DQSE_273; contrast p.19 T_DPE_019,resolve to source line in 0875
sen-project-annex-35-sen-senelec-procurement-2026,sen-senelec-procurement-2026,,sen-project-annex-35,possible_match,provisional,Related programme or geographic lead,no precise locator
sen-project-annex-16-sen-senelec-saloum-tender-2026,sen-senelec-saloum-tender-2026,,sen-project-annex-16,project_page,confirmed,"AAO 30/2026, pp. 1-2; indexed by Senelec on 9 September 2026",resolve to source line in 0875
sen-project-annex-15-sen-senelec-thies-touba-par,sen-senelec-thies-touba-par,sen-senelec-thies-touba-par-discovery-1,sen-project-annex-15,project_page,confirmed,"AMI 52/2024, publication 18 October 2024, project description",resolve to source line in 0875
sen-resume-sen-project-annex-19-sen-swedfund-biofuels,sen-swedfund-biofuels,sen-swedfund-biofuels-discovery-1,sen-project-annex-19,project_report,confirmed,Roadmap for biogas in Dakar transport,resolve to source line in 0875
sen-project-annex-32-sen-vemar-fass-ngom,sen-vemar-fass-ngom,,sen-project-annex-32,possible_match,provisional,Related programme or geographic lead,no precise locator
vnm-link-eib-bac-ai,vnm-eib-bac-ai-package-2025,,vnm-project-bac-ai-pumped-hydro,named_in,confirmed,Team Europe package announcement,no precise locator
vnm-link-evn-afd-transmission,vnm-evn-afd-transmission-2025,,vnm-project-binh-duong-dong-nai-transmission,named_in,confirmed,financing agreement announcement,no precise locator
vnm-link-evn-cdp-bac-ai,vnm-evn-cdp-bac-ai-2025,vnm-evn-cdp-bac-ai-2025-discovery-1,vnm-project-bac-ai-pumped-hydro,named_in,confirmed,term sheet and letter of intent,resolve to source line in 0875
vnm-link-evn-kfw-tri-an,vnm-evn-kfw-tri-an-2025,,vnm-project-tri-an-expansion,named_in,confirmed,loan agreement announcement,no precise locator
vnm-link-moit-bac-ai,vnm-moit-project-bac-ai,,vnm-project-bac-ai-pumped-hydro,project_page,confirmed,project profile,no precise locator
vnm-link-moit-transmission,vnm-moit-project-binh-duong-dong-nai,,vnm-project-binh-duong-dong-nai-transmission,project_page,confirmed,project profile,no precise locator
vnm-link-moit-tri-an,vnm-moit-project-tri-an,,vnm-project-tri-an-expansion,project_page,confirmed,project profile,no precise locator
zaf-link-dtic-parliament-nev,zaf-dtic-parliament-nev-2025,,zaf-uk-nev-support,project_page,confirmed,reply paragraph 1(d),resolve to source line in 0875
zaf-link-eepbip-giz,zaf-eepbip-giz-profile-2023,,zaf-eepbip,project_report,confirmed,whole report,resolve to source line in 0875
zaf-link-eepbip-maf,zaf-eepbip-maf,,zaf-eepbip,project_page,confirmed,whole profile,resolve to source line in 0875
zaf-link-eepbip-portal,zaf-eepbip-portal,,zaf-eepbip,data_portal,confirmed,whole portal,no precise locator
zaf-link-growth-gateway-devtracker,zaf-growth-gateway-devtracker-300812,,zaf-growth-gateway-smme-accelerator,data_portal,confirmed,whole record,no precise locator
zaf-link-growth-gateway-report,zaf-growth-gateway-report-2026,,zaf-growth-gateway-smme-accelerator,project_report,confirmed,whole report,resolve to source line in 0875
zaf-link-annex25-gr039,zaf-jetp-leaders-2025-annex,,zaf-register-gr039,named_in,confirmed,Electricity - DPO III,resolve to source line in 0875
zaf-link-annex25-gr025,zaf-jetp-leaders-2025-annex,,zaf-register-gr025,named_in,confirmed,Electricity - DBSA facility,resolve to source line in 0875
zaf-link-annex25-gr026,zaf-jetp-leaders-2025-annex,,zaf-register-gr026,named_in,confirmed,Electricity - Cape Town loan,resolve to source line in 0875
zaf-link-annex25-gr026b,zaf-jetp-leaders-2025-annex,,zaf-register-gr026b,named_in,confirmed,Electricity - Cape Town grant,resolve to source line in 0875
zaf-link-annex25-uk056,zaf-jetp-leaders-2025-annex,,zaf-register-uk056,named_in,confirmed,Electricity - Etana,resolve to source line in 0875
zaf-link-annex25-uk065,zaf-jetp-leaders-2025-annex,,zaf-register-uk065,named_in,confirmed,Electricity - Red Sands,resolve to source line in 0875
zaf-link-annex25-dk001,zaf-jetp-leaders-2025-annex,,zaf-register-dk001,named_in,confirmed,Electricity - Danish capacity programme,resolve to source line in 0875
zaf-link-annex25-dk002,zaf-jetp-leaders-2025-annex,,zaf-register-dk002,named_in,confirmed,Electricity - Danish capacity programme,resolve to source line in 0875
zaf-link-annex25-uk059,zaf-jetp-leaders-2025-annex,,zaf-register-uk059,named_in,confirmed,Electricity - Energy Council,resolve to source line in 0875
zaf-link-annex25-gr003,zaf-jetp-leaders-2025-annex,,zaf-register-gr003,named_in,provisional,Electricity and Municipalities - GIZ,resolve to source line in 0875
zaf-link-annex25-eu011,zaf-jetp-leaders-2025-annex,,zaf-register-eu011,named_in,confirmed,Electricity - EU TA facility,resolve to source line in 0875
zaf-link-annex25-gr035,zaf-jetp-leaders-2025-annex,,zaf-register-gr035,named_in,confirmed,Electricity - German TA,resolve to source line in 0875
zaf-link-annex25-gr030,zaf-jetp-leaders-2025-annex,,zaf-register-gr030,named_in,confirmed,Green hydrogen - KfW IDC,resolve to source line in 0875
zaf-link-annex25-eu021,zaf-jetp-leaders-2025-annex,,zaf-register-eu021,named_in,provisional,Green hydrogen - EU technical support,resolve to source line in 0875
zaf-link-annex25-gr034,zaf-jetp-leaders-2025-annex,,zaf-register-gr034,named_in,confirmed,Green hydrogen - German technical support,resolve to source line in 0875
zaf-link-annex25-eu020,zaf-jetp-leaders-2025-annex,,zaf-register-eu020,named_in,provisional,Green hydrogen - Hive and CI3,resolve to source line in 0875
zaf-link-annex25-nl004,zaf-jetp-leaders-2025-annex,,zaf-register-nl004,named_in,provisional,Green hydrogen - Dutch fund support,resolve to source line in 0875
zaf-link-annex25-gr036,zaf-jetp-leaders-2025-annex,,zaf-register-gr036,named_in,confirmed,New energy vehicles - German TA,resolve to source line in 0875
zaf-link-annex25-gr029,zaf-jetp-leaders-2025-annex,,zaf-register-gr029,named_in,provisional,Municipalities - Metro Trading Services,resolve to source line in 0875
zaf-link-annex25-uk068,zaf-jetp-leaders-2025-annex,,zaf-register-uk068,named_in,confirmed,Municipalities - embedded generation,resolve to source line in 0875
zaf-link-annex25-nl012,zaf-jetp-leaders-2025-annex,,zaf-register-nl012,named_in,confirmed,Municipalities - Johannesburg waste,resolve to source line in 0875
zaf-link-annex25-uk061,zaf-jetp-leaders-2025-annex,,zaf-register-uk061,named_in,provisional,Just - agribusiness facility,resolve to source line in 0875
zaf-link-annex25-gr007,zaf-jetp-leaders-2025-annex,,zaf-register-gr007,named_in,provisional,Just - German SMME support,resolve to source line in 0875
zaf-link-annex25-uk008,zaf-jetp-leaders-2025-annex,,zaf-register-uk008,named_in,provisional,Just - Climate Finance Accelerator,resolve to source line in 0875
zaf-link-annex25-uk072,zaf-jetp-leaders-2025-annex,,zaf-register-uk072,named_in,provisional,Just - Wetility,resolve to source line in 0875
zaf-link-annex25-gr033,zaf-jetp-leaders-2025-annex,,zaf-register-gr033,named_in,confirmed,Just - societal participation,resolve to source line in 0875
zaf-link-annex25-nl001-5,zaf-jetp-leaders-2025-annex,,zaf-register-nl001-5,named_in,confirmed,Just - Grootvlei,resolve to source line in 0875
zaf-link-annex25-nl001-6,zaf-jetp-leaders-2025-annex,,zaf-register-nl001-6,named_in,confirmed,Just - Grootvlei,resolve to source line in 0875
zaf-link-annex25-nl001-7,zaf-jetp-leaders-2025-annex,,zaf-register-nl001-7,named_in,confirmed,Just - Grootvlei,resolve to source line in 0875
zaf-link-annex25-nl001-8,zaf-jetp-leaders-2025-annex,,zaf-register-nl001-8,named_in,confirmed,Just - Grootvlei,resolve to source line in 0875
zaf-link-annex25-dk012,zaf-jetp-leaders-2025-annex,,zaf-register-dk012,named_in,confirmed,Just - Transforming Youth Skills,resolve to source line in 0875
zaf-link-annex25-eu012,zaf-jetp-leaders-2025-annex,,zaf-register-eu012,named_in,confirmed,Skills - multidonor portfolio,resolve to source line in 0875
zaf-link-annex25-gr015,zaf-jetp-leaders-2025-annex,,zaf-register-gr015,named_in,confirmed,Skills - multidonor portfolio,resolve to source line in 0875
zaf-link-annex25-sw004,zaf-jetp-leaders-2025-annex,,zaf-register-sw004,named_in,confirmed,Skills - multidonor portfolio,resolve to source line in 0875
zaf-link-annex25-uk074,zaf-jetp-leaders-2025-annex,,zaf-register-uk074,named_in,confirmed,Skills - PowerUp and SAREM,resolve to source line in 0875
zaf-link-annex25-eu019,zaf-jetp-leaders-2025-annex,,zaf-register-eu019,named_in,provisional,Road to Rail - Transnet,resolve to source line in 0875
zaf-link-annex25-dk013,zaf-jetp-leaders-2025-annex,,zaf-register-dk013,named_in,confirmed,Energy Efficiency - public buildings,resolve to source line in 0875
zaf-link-annex25-uk030,zaf-jetp-leaders-2025-annex,,zaf-register-uk030,named_in,confirmed,Energy Efficiency - MAGC,resolve to source line in 0875
zaf-link-annex25-uk048,zaf-jetp-leaders-2025-annex,,zaf-register-uk048,named_in,confirmed,Energy Efficiency - MAGC,resolve to source line in 0875
zaf-link-annex25-uk049,zaf-jetp-leaders-2025-annex,,zaf-register-uk049,named_in,confirmed,Energy Efficiency - MAGC,resolve to source line in 0875
zaf-link-annex25-uk063,zaf-jetp-leaders-2025-annex,,zaf-register-uk063,named_in,confirmed,Energy Efficiency - MAGC,resolve to source line in 0875
zaf-link-annex25-uk064,zaf-jetp-leaders-2025-annex,,zaf-register-uk064,named_in,confirmed,Energy Efficiency - MAGC,resolve to source line in 0875
zaf-link-annex25-uk069,zaf-jetp-leaders-2025-annex,,zaf-register-uk069,named_in,confirmed,Energy Efficiency - MAGC,resolve to source line in 0875
zaf-link-annex25-uk070,zaf-jetp-leaders-2025-annex,,zaf-register-uk070,named_in,confirmed,Energy Efficiency - MAGC,resolve to source line in 0875
zaf-link-annex25-zandkopsdrift,zaf-jetp-leaders-2025-annex,,zaf-annex-zandkopsdrift,named_in,confirmed,Green hydrogen - Zandkopsdrift,resolve to source line in 0875
zaf-link-annex25-growth-gateway,zaf-jetp-leaders-2025-annex,,zaf-growth-gateway-smme-accelerator,named_in,confirmed,Just - Growth Gateway,resolve to source line in 0875
zaf-link-annex25-murp,zaf-jetp-leaders-2025-annex,,zaf-murp,named_in,confirmed,Municipalities - utility reform,resolve to source line in 0875
zaf-link-annex25-eepbip,zaf-jetp-leaders-2025-annex,,zaf-eepbip,named_in,confirmed,Energy Efficiency - Mitigation Action Facility,resolve to source line in 0875
zaf-link-annex25-uk-nev,zaf-jetp-leaders-2025-annex,,zaf-uk-nev-support,named_in,confirmed,New energy vehicles - UK technical support,resolve to source line in 0875
zaf-link-annex25-eu-cso-grants,zaf-jetp-leaders-2025-annex,,zaf-eu-cso-green-economy-grants,named_in,confirmed,Just - three civil-society grants,resolve to source line in 0875
zaf-link-murp-afdb,zaf-murp-afdb-2026,zaf-murp-afdb-2026-approval-paragraph-1,zaf-murp,named_in,confirmed,article#node-95536 body paragraph 1,resolve to source line in 0875
zaf-link-pmu-uk003,zaf-project-cape-town-grid-uk-pact,,zaf-register-uk003,project_page,confirmed,project narrative,no precise locator
zaf-link-pmu-eu012,zaf-project-cpd4e-germany,zaf-project-cpd4e-germany-discovery-1,zaf-register-eu012,possible_match,provisional,co-funding sentence,resolve to source line in 0875
zaf-link-pmu-uk005,zaf-project-energy-one-stop-shop-uk-pact,,zaf-register-uk005,project_page,confirmed,project narrative,no precise locator
zaf-link-pmu-gr007,zaf-project-just-sa-germany,,zaf-register-gr007,project_page,confirmed,project narrative,no precise locator
zaf-link-pmu-fr011,zaf-project-just-transition-framework-france,,zaf-register-fr011,project_page,confirmed,project narrative,no precise locator
zaf-link-pmu-uk011,zaf-project-lessons-best-practices-uk,,zaf-register-uk011,project_page,confirmed,project narrative,no precise locator
zaf-link-pmu-fr010,zaf-project-mining-ghost-towns-france,,zaf-register-fr010,project_page,confirmed,project narrative,no precise locator
zaf-link-pmu-uk006,zaf-project-mpumalanga-pathways-uk,,zaf-register-uk006,project_page,confirmed,project narrative,no precise locator
zaf-link-report-nomzamo-fr005,zaf-project-report-nomzamo-2025,,zaf-register-fr005,project_report,confirmed,whole report,no precise locator
zaf-link-report-nomzamo-dk004,zaf-project-report-nomzamo-2025,,zaf-register-dk004,project_report,confirmed,whole report,no precise locator
zaf-link-pmu-fr009,zaf-project-social-policies-france,,zaf-register-fr009,project_page,confirmed,project narrative,no precise locator
zaf-link-zandkopsdrift-eu,zaf-zandkopsdrift-eu-2025,,zaf-annex-zandkopsdrift,approval_document,confirmed,whole record,no precise locator
zaf-link-zandkopsdrift-operator,zaf-zandkopsdrift-operator,,zaf-annex-zandkopsdrift,project_page,confirmed,whole page,no precise locator
