legacy_row_number,legacy_event_id,legacy_date_role,outcome,timing_id,approval_timing_id,reason
273,idn-approved-mrt-east-west-jica-2025,reporting_cutoff,typed_timing,timing-idn-approved-mrt-east-west-jica-2025-1,timing-idn-approved-mrt-east-west-jica-2025-1-approval,
274,idn-approved-wolcot-canada-2025,reporting_cutoff,typed_timing,timing-idn-approved-wolcot-canada-2025-1,,
275,idn-approved-esmap-canada-2025,reporting_cutoff,typed_timing,timing-idn-approved-esmap-canada-2025-1,,
276,idn-approved-etp-canada-2025,reporting_cutoff,typed_timing,timing-idn-approved-etp-canada-2025-1,,
277,idn-approved-cefim-canada-2025,reporting_cutoff,typed_timing,timing-idn-approved-cefim-canada-2025-1,,
278,idn-approved-cetp-canada-2025,reporting_cutoff,typed_timing,timing-idn-approved-cetp-canada-2025-1,,
279,idn-approved-enerkey-canada-2025,reporting_cutoff,typed_timing,timing-idn-approved-enerkey-canada-2025-1,,
280,idn-approved-euicf-eu-2025,reporting_cutoff,typed_timing,timing-idn-approved-euicf-eu-2025-1,,
281,idn-approved-s4i-eu-2025,reporting_cutoff,typed_timing,timing-idn-approved-s4i-eu-2025-1,,
282,idn-approved-sdg-one-eu-2025,reporting_cutoff,typed_timing,timing-idn-approved-sdg-one-eu-2025-1,,
283,idn-approved-ietf-eu-2025,reporting_cutoff,typed_timing,timing-idn-approved-ietf-eu-2025-1,,
284,idn-approved-ipdf-eu-2025,reporting_cutoff,typed_timing,timing-idn-approved-ipdf-eu-2025-1,,
285,idn-approved-efsd-eu-2025,reporting_cutoff,typed_timing,timing-idn-approved-efsd-eu-2025-1,,
286,idn-approved-ietf-france-2025,reporting_cutoff,typed_timing,timing-idn-approved-ietf-france-2025-1,,
287,idn-approved-etmptf-germany-2025,reporting_cutoff,typed_timing,timing-idn-approved-etmptf-germany-2025-1,,
288,idn-approved-seti-germany-2025,reporting_cutoff,typed_timing,timing-idn-approved-seti-germany-2025-1,,
289,idn-approved-etap-germany-2025,reporting_cutoff,typed_timing,timing-idn-approved-etap-germany-2025-1,,
290,idn-approved-iki-jet-germany-2025,reporting_cutoff,typed_timing,timing-idn-approved-iki-jet-germany-2025-1,,
291,idn-approved-low-carbon-buildings-germany-2025,reporting_cutoff,typed_timing,timing-idn-approved-low-carbon-buildings-germany-2025-1,,
292,idn-approved-gesit-germany-2025,reporting_cutoff,typed_timing,timing-idn-approved-gesit-germany-2025-1,,
293,idn-approved-reep2-germany-2025,reporting_cutoff,typed_timing,timing-idn-approved-reep2-germany-2025-1,,
294,idn-approved-case-germany-2025,reporting_cutoff,typed_timing,timing-idn-approved-case-germany-2025-1,,
295,idn-approved-entri-germany-2025,reporting_cutoff,typed_timing,timing-idn-approved-entri-germany-2025-1,,
296,idn-approved-explore-germany-2025,reporting_cutoff,typed_timing,timing-idn-approved-explore-germany-2025-1,,
297,idn-approved-candi-umbul-germany-2025,reporting_cutoff,typed_timing,timing-idn-approved-candi-umbul-germany-2025-1,,
298,idn-approved-hydropower2-germany-2025,reporting_cutoff,typed_timing,timing-idn-approved-hydropower2-germany-2025-1,,
299,idn-approved-esia-germany-2025,reporting_cutoff,typed_timing,timing-idn-approved-esia-germany-2025-1,,
300,idn-approved-perform-germany-2025,reporting_cutoff,typed_timing,timing-idn-approved-perform-germany-2025-1,,
301,idn-approved-finance-facilitation-germany-2025,reporting_cutoff,typed_timing,timing-idn-approved-finance-facilitation-germany-2025-1,,
302,idn-approved-re2grid-germany-2025,reporting_cutoff,typed_timing,timing-idn-approved-re2grid-germany-2025-1,,
303,idn-approved-re2cool-germany-2025,reporting_cutoff,typed_timing,timing-idn-approved-re2cool-germany-2025-1,,
304,idn-approved-carbon-monetization-germany-2025,reporting_cutoff,typed_timing,timing-idn-approved-carbon-monetization-germany-2025-1,,
305,idn-approved-energy-hub-germany-2025,reporting_cutoff,typed_timing,timing-idn-approved-energy-hub-germany-2025-1,,
306,idn-approved-iki-flex-germany-2025,reporting_cutoff,typed_timing,timing-idn-approved-iki-flex-germany-2025-1,,
307,idn-approved-secretariat-japan-2025,reporting_cutoff,typed_timing,timing-idn-approved-secretariat-japan-2025-1,,
308,idn-approved-patuha2-japan-2025,reporting_cutoff,typed_timing,timing-idn-approved-patuha2-japan-2025-1,,
309,idn-approved-mentari-policy-uk-2025,reporting_cutoff,typed_timing,timing-idn-approved-mentari-policy-uk-2025-1,,
310,idn-approved-etp-uk-2025,reporting_cutoff,typed_timing,timing-idn-approved-etp-uk-2025-1,,
311,idn-approved-green-energy-transition-uk-2025,reporting_cutoff,typed_timing,timing-idn-approved-green-energy-transition-uk-2025-1,,
312,idn-approved-uk-pact-2025,reporting_cutoff,typed_timing,timing-idn-approved-uk-pact-2025-1,,
313,idn-approved-jt-framework-uk-2025,reporting_cutoff,typed_timing,timing-idn-approved-jt-framework-uk-2025-1,,
314,idn-approved-mentari-vgf-uk-2025,reporting_cutoff,typed_timing,timing-idn-approved-mentari-vgf-uk-2025-1,,
315,idn-approved-growth-gateway-uk-2025,reporting_cutoff,typed_timing,timing-idn-approved-growth-gateway-uk-2025-1,,
316,idn-approved-esmap-uk-2025,reporting_cutoff,typed_timing,timing-idn-approved-esmap-uk-2025-1,,
317,idn-approved-smi-retirement-cif-2025,reporting_cutoff,typed_timing,timing-idn-approved-smi-retirement-cif-2025-1,,
318,idn-approved-cfpp-repurposing-cif-2025,reporting_cutoff,typed_timing,timing-idn-approved-cfpp-repurposing-cif-2025-1,,
319,idn-approved-jt-coal-regions-cif-2025,reporting_cutoff,typed_timing,timing-idn-approved-jt-coal-regions-cif-2025-1,,
320,idn-pipeline-green-corridors-kfw-2025,reporting_cutoff,typed_timing,timing-idn-pipeline-green-corridors-kfw-2025-1,,
321,idn-pipeline-aicet-kfw-2025,reporting_cutoff,typed_timing,timing-idn-pipeline-aicet-kfw-2025-1,,
322,idn-pipeline-cirebon-adb-2025,reporting_cutoff,typed_timing,timing-idn-pipeline-cirebon-adb-2025-1,,
323,idn-pipeline-hululais-jica-2025,reporting_cutoff,typed_timing,timing-idn-pipeline-hululais-jica-2025-1,,
324,idn-pipeline-nagajaya-norfund-2025,reporting_cutoff,typed_timing,timing-idn-pipeline-nagajaya-norfund-2025-1,,
325,idn-pipeline-dediesel-east-private-2025,reporting_cutoff,typed_timing,timing-idn-pipeline-dediesel-east-private-2025-1,,
326,idn-pipeline-dediesel-west-private-2025,reporting_cutoff,typed_timing,timing-idn-pipeline-dediesel-west-private-2025-1,,
327,idn-pipeline-tanah-laut-private-2025,reporting_cutoff,typed_timing,timing-idn-pipeline-tanah-laut-private-2025-1,,
328,idn-pipeline-legok-nangka-private-2025,reporting_cutoff,typed_timing,timing-idn-pipeline-legok-nangka-private-2025-1,,
329,idn-pipeline-singkarak-private-2025,reporting_cutoff,typed_timing,timing-idn-pipeline-singkarak-private-2025-1,,
330,idn-pipeline-sustainable-infrastructure-eib-2025,reporting_cutoff,typed_timing,timing-idn-pipeline-sustainable-infrastructure-eib-2025-1,,
331,idn-pipeline-sutami-private-2025,reporting_cutoff,typed_timing,timing-idn-pipeline-sutami-private-2025-1,,
332,idn-pipeline-solar-manufacturing-private-2025,reporting_cutoff,typed_timing,timing-idn-pipeline-solar-manufacturing-private-2025-1,,
333,idn-pipeline-e-taxi-private-2025,reporting_cutoff,typed_timing,timing-idn-pipeline-e-taxi-private-2025-1,,
334,idn-pipeline-hijaunesia2-private-2025,reporting_cutoff,typed_timing,timing-idn-pipeline-hijaunesia2-private-2025-1,,
335,idn-pipeline-hydro-sumatra-private-2025,reporting_cutoff,typed_timing,timing-idn-pipeline-hydro-sumatra-private-2025-1,,
336,idn-pipeline-hydro-sulawesi-private-2025,reporting_cutoff,typed_timing,timing-idn-pipeline-hydro-sulawesi-private-2025-1,,
337,idn-pipeline-dieng34-adb-2025,reporting_cutoff,typed_timing,timing-idn-pipeline-dieng34-adb-2025-1,,
338,idn-pipeline-rscm-private-2025,reporting_cutoff,typed_timing,timing-idn-pipeline-rscm-private-2025-1,,
339,idn-pipeline-rsud-private-2025,reporting_cutoff,typed_timing,timing-idn-pipeline-rsud-private-2025-1,,
340,idn-portal-gecs-kfw-2026,observation,pending,,,unmapped_date_role_observation
341,idn-portal-nagajaya-norfund-2026,observation,pending,,,unmapped_date_role_observation
342,idn-portal-hululais-jica-2026,observation,pending,,,unmapped_date_role_observation
343,sen-qw2-plan-need-2025,unknown,pending,,,unmapped_date_role_unknown
344,sen-qw3-plan-need-2025,unknown,pending,,,unmapped_date_role_unknown
345,sen-diass-kfw-reported-funding,unknown,pending,,,unmapped_date_role_unknown
346,sen-diass-afd-reported-funding,unknown,pending,,,unmapped_date_role_unknown
347,sen-saloum-reported-german-allocation-2026,publication,typed_timing,timing-sen-saloum-reported-german-allocation-2026-1,,
348,sen-plan-cost-annex-03,unknown,pending,,,unmapped_date_role_unknown
349,sen-plan-cost-annex-05,unknown,pending,,,unmapped_date_role_unknown
350,sen-plan-cost-annex-06,unknown,pending,,,unmapped_date_role_unknown
351,sen-plan-cost-annex-07,unknown,pending,,,unmapped_date_role_unknown
352,sen-plan-cost-annex-08,unknown,pending,,,unmapped_date_role_unknown
353,sen-plan-cost-annex-09,unknown,pending,,,unmapped_date_role_unknown
354,sen-plan-cost-annex-10,unknown,pending,,,unmapped_date_role_unknown
355,sen-plan-cost-annex-11,unknown,pending,,,unmapped_date_role_unknown
356,sen-plan-cost-annex-12,unknown,pending,,,unmapped_date_role_unknown
357,sen-plan-cost-annex-13,unknown,pending,,,unmapped_date_role_unknown
358,sen-plan-cost-annex-14,unknown,pending,,,unmapped_date_role_unknown
359,sen-plan-cost-annex-15,unknown,pending,,,unmapped_date_role_unknown
360,sen-plan-cost-annex-16,unknown,pending,,,unmapped_date_role_unknown
361,sen-plan-cost-annex-17,unknown,pending,,,unmapped_date_role_unknown
362,sen-plan-cost-annex-19,unknown,pending,,,unmapped_date_role_unknown
363,sen-plan-cost-annex-20,unknown,pending,,,unmapped_date_role_unknown
364,sen-plan-cost-annex-21,unknown,pending,,,unmapped_date_role_unknown
365,sen-plan-cost-annex-22,unknown,pending,,,unmapped_date_role_unknown
366,sen-plan-cost-annex-23,unknown,pending,,,unmapped_date_role_unknown
367,sen-plan-cost-annex-24,unknown,pending,,,unmapped_date_role_unknown
368,sen-plan-cost-annex-25,unknown,pending,,,unmapped_date_role_unknown
369,sen-plan-cost-annex-26,unknown,pending,,,unmapped_date_role_unknown
370,sen-plan-cost-annex-27,unknown,pending,,,unmapped_date_role_unknown
371,sen-plan-cost-annex-28,unknown,pending,,,unmapped_date_role_unknown
372,sen-plan-cost-annex-29,unknown,pending,,,unmapped_date_role_unknown
373,sen-plan-cost-annex-31,unknown,pending,,,unmapped_date_role_unknown
374,sen-plan-cost-annex-33,unknown,pending,,,unmapped_date_role_unknown
375,sen-plan-cost-annex-36,unknown,pending,,,unmapped_date_role_unknown
376,sen-plan-cost-annex-37,unknown,pending,,,unmapped_date_role_unknown
377,sen-plan-allocation-qw-04,unknown,pending,,,unmapped_date_role_unknown
378,sen-plan-allocation-qw-08,unknown,pending,,,unmapped_date_role_unknown
379,sen-plan-allocation-qw-10,unknown,pending,,,unmapped_date_role_unknown
380,sen-diass-kfw-reported-20260420,publication,typed_timing,timing-sen-diass-kfw-reported-20260420-1,,
381,sen-diass-afd-reported-20260420,publication,typed_timing,timing-sen-diass-afd-reported-20260420-1,,
382,idn-impl-green-corridors-2025,reporting_cutoff,pending,,,0970_physical_state_hold
383,idn-impl-aicet-2025,reporting_cutoff,pending,,,1160_financing_row_does_not_establish_physical_preparation
384,idn-impl-cirebon-closure-2025,reporting_cutoff,typed_timing,timing-idn-impl-cirebon-closure-2025-1,,
385,idn-impl-hululais-2025,reporting_cutoff,pending,,,1160_funding_back_on_track_does_not_establish_physical_preparation
386,idn-impl-nagajaya-2025,reporting_cutoff,typed_timing,timing-idn-impl-nagajaya-2025-1,,
387,idn-impl-dediesel-east-2025,reporting_cutoff,typed_timing,timing-idn-impl-dediesel-east-2025-1,,
388,idn-impl-dediesel-west-2025,reporting_cutoff,typed_timing,timing-idn-impl-dediesel-west-2025-1,,
389,idn-impl-tanah-laut-2025,reporting_cutoff,pending,,,1160_signed_ppa_does_not_establish_physical_preparation
390,idn-impl-legok-nangka-2025,reporting_cutoff,typed_timing,timing-idn-impl-legok-nangka-2025-1,,
391,idn-impl-singkarak-2025,reporting_cutoff,typed_timing,timing-idn-impl-singkarak-2025-1,,
392,idn-impl-eib-framework-2025,reporting_cutoff,pending,,,1160_framework_mou_does_not_establish_physical_project
393,idn-impl-sutami-2025,reporting_cutoff,typed_timing,timing-idn-impl-sutami-2025-1,,
394,idn-impl-solar-manufacturing-2025,reporting_cutoff,typed_timing,timing-idn-impl-solar-manufacturing-2025-1,,
395,idn-impl-e-taxi-2025,reporting_cutoff,typed_timing,timing-idn-impl-e-taxi-2025-1,,
396,idn-impl-hijaunesia2-2025,reporting_cutoff,typed_timing,timing-idn-impl-hijaunesia2-2025-1,,
397,idn-impl-hydro-sumatra-2025,reporting_cutoff,typed_timing,timing-idn-impl-hydro-sumatra-2025-1,,
398,idn-impl-hydro-sulawesi-2025,reporting_cutoff,typed_timing,timing-idn-impl-hydro-sulawesi-2025-1,,
399,idn-impl-dieng34-2025,reporting_cutoff,pending,,,0970_physical_state_hold
400,idn-impl-rscm-2025,reporting_cutoff,typed_timing,timing-idn-impl-rscm-2025-1,,
401,idn-impl-rsud-2025,reporting_cutoff,typed_timing,timing-idn-impl-rsud-2025-1,,
402,idn-impl-nagajaya-portal-2026,observation,pending,,,0970_physical_state_hold
403,idn-impl-cirebon-suspended-2025,publication,pending,,,1160_source_snapshot_unavailable
404,idn-impl-seg-operational-2025,event,typed_timing,timing-idn-impl-seg-operational-2025-1,,
405,idn-impl-sutami-construction-2026,event,typed_timing,timing-idn-impl-sutami-construction-2026-1,,
406,idn-impl-legok-construction-2026,event,typed_timing,timing-idn-impl-legok-construction-2026-1,,
407,sen-project-qw-02-proposed-2025-04-02,unknown,pending,,,unmapped_date_role_unknown
408,sen-project-qw-03-proposed-2025-04-02,unknown,pending,,,unmapped_date_role_unknown
409,sen-project-annex-15-preparation-2024-10-18,publication,typed_timing,timing-sen-project-annex-15-preparation-2024-10-18-1,,
410,sen-project-annex-16-procurement-2026-09-09,ambiguous,pending,,,unmapped_date_role_ambiguous
411,sen-project-annex-20-proposed-2026-09-13,observation,pending,,,unmapped_date_role_observation
412,sen-project-annex-22-proposed-2026-09-13,observation,pending,,,unmapped_date_role_observation
413,sen-project-annex-27-proposed-2026-09-13,observation,pending,,,unmapped_date_role_observation
414,sen-project-annex-31-proposed-2026-09-13,observation,pending,,,unmapped_date_role_observation
415,sen-diass-groundbreaking-20260331,event,typed_timing,timing-sen-diass-groundbreaking-20260331-1,,
416,sen-biognv-ppp-preparation-20250508,event,typed_timing,timing-sen-biognv-ppp-preparation-20250508-1,,
417,sen-project-annex-01-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
418,sen-project-annex-02-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
419,sen-project-annex-03-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
420,sen-project-annex-04-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
421,sen-project-annex-05-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
422,sen-project-annex-06-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
423,sen-project-annex-07-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
424,sen-project-annex-08-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
425,sen-project-annex-09-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
426,sen-project-annex-10-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
427,sen-project-annex-11-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
428,sen-project-annex-12-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
429,sen-project-annex-13-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
430,sen-project-annex-14-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
431,sen-project-annex-17-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
432,sen-project-annex-18-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
433,sen-project-annex-19-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
434,sen-project-annex-21-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
435,sen-project-annex-23-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
436,sen-project-annex-24-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
437,sen-project-annex-25-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
438,sen-project-annex-26-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
439,sen-project-annex-28-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
440,sen-project-annex-29-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
441,sen-project-annex-30-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
442,sen-project-annex-32-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
443,sen-project-annex-33-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
444,sen-project-annex-34-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
445,sen-project-annex-35-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
446,sen-project-annex-36-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
447,sen-project-annex-37-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
448,sen-project-annex-38-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
449,sen-project-qw-04-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
450,sen-project-qw-08-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
451,sen-project-qw-10-plan-proposal,unknown,pending,,,unmapped_date_role_unknown
452,sen-puelec-three-villages-reported-20251109,publication,typed_timing,timing-sen-puelec-three-villages-reported-20251109-1,,
