line_id,technology_group,priority_tier,ordinal,project_name,system,estimated_start,capacity_value,capacity_unit,estimated_investment_usd_mn,natural_retirement_year,estimated_retirement_year,ruptl
idn-jetp-progress-report-2025-geothermal-116,geothermal,priority,116,Geothermal Jawa-Bali (Kuota) Tersebar,Jawa Timur,2033,60,MW,,,,
idn-jetp-progress-report-2025-geothermal-117,geothermal,priority,117,Geothermal Jawa-Bali (Kuota) Tersebar,Jawa Timur,2033,55,MW,,,,
idn-jetp-progress-report-2025-geothermal-118,geothermal,priority,118,Geothermal Jawa-Bali (Kuota) Tersebar,Jawa Timur,2033,55,MW,,,,
idn-jetp-progress-report-2025-geothermal-119,geothermal,priority,119,Geothermal Jawa-Bali (Kuota) Tersebar,Jawa Timur,2033,20,MW,,,,
idn-jetp-progress-report-2025-geothermal-120,geothermal,priority,120,Geothermal Jawa-Bali (Kuota) Tersebar,Jawa Timur,2033,20,MW,,,,
idn-jetp-progress-report-2025-geothermal-121,geothermal,top_priority,121,Geothermal Bedugul,Bali,2033,55,MW,,,,
idn-jetp-progress-report-2025-geothermal-122,geothermal,top_priority,122,Geothermal Bedugul,Bali,2033,55,MW,,,,
idn-jetp-progress-report-2025-geothermal-123,geothermal,priority,123,Geothermal Sulbagsel (Kuota) Tersebar,Sulawesi Tengah,2033,80,MW,,,,
idn-jetp-progress-report-2025-geothermal-124,geothermal,priority,124,Geothermal Lombok (Kuota) Tersebar,Nusa Tenggara Barat,2033,10,MW,,,,
idn-jetp-progress-report-2025-geothermal-125,geothermal,priority,125,Geothermal Oka Ile Ange (FTP2)*,Nusa Tenggara Timur,2033,10,MW,,,,
idn-jetp-progress-report-2025-geothermal-126,geothermal,priority,126,Geothermal Gunung Sirung*,Nusa Tenggara Timur,2033,5,MW,,,,
idn-jetp-progress-report-2025-geothermal-127,geothermal,priority,127,Geothermal Flores (Kuota) Tersebar,Nusa Tenggara Timur,2033,30,MW,,,,
idn-jetp-progress-report-2025-geothermal-128,geothermal,top_priority,128,Geothermal Kotamobagu #2,Sulawesi Utara,2033,20,MW,,,,
idn-jetp-progress-report-2025-geothermal-129,geothermal,top_priority,129,Geothermal Kotamobagu #3,Sulawesi Utara,2033,20,MW,,,,
idn-jetp-progress-report-2025-geothermal-130,geothermal,top_priority,130,Geothermal Kotamobagu #4,Sulawesi Utara,2033,20,MW,,,,
idn-jetp-progress-report-2025-geothermal-131,geothermal,top_priority,131,Geothermal Sorik Marapi (FTP2),Sumatera Utara,2025 2027,,MW,,,,
idn-jetp-progress-report-2025-geothermal-132,geothermal,top_priority,132,Geothermal Muara Laboh (FTP2),Sumatera Barat,2027 2033,,MW,,,,
idn-jetp-progress-report-2025-geothermal-133,geothermal,top_priority,133,Geothermal Jaboi (FTP2),Aceh,2028 2033 2033,,MW,,,,
idn-jetp-progress-report-2025-geothermal-134,geothermal,priority,134,Geothermal Panas Bumi Sumatera (Kuota ISJ) Tersebar 2),Sumatera Utara,2031 2033,,MW,,,,
idn-jetp-progress-report-2025-hydro-1,hydro,top_priority,1,Mini/MicrohydroJawa-Bali (Kuota) Tersebar,Banten,2023,0.5,MW,,,,
idn-jetp-progress-report-2025-hydro-2,hydro,top_priority,2,Mini/MicrohydroJawa-Bali (Kuota) Tersebar,Jawa Barat,2023,16.7,MW,,,,
idn-jetp-progress-report-2025-hydro-3,hydro,top_priority,3,Mini/Microhydro Benar Meriah,Aceh,2023,7.2,MW,,,,
idn-jetp-progress-report-2025-hydro-4,hydro,top_priority,4,Mini/Microhydro Mentawai 2,Sumatara Barat,2023,0.4,MW,,,,
idn-jetp-progress-report-2025-hydro-5,hydro,top_priority,5,Mini/Microhydro Jawa-Bali (Kuota) Tersebar,Jawa Barat,2024,55.8,MW,,,,
idn-jetp-progress-report-2025-hydro-6,hydro,top_priority,6,Mini/Microhydro Jawa-Bali (Kuota) Tersebar,Jawa Timur,2024,10.9,MW,,,,
idn-jetp-progress-report-2025-hydro-7,hydro,top_priority,7,Mini/Microhydro Jawa-Bali (Kuota) Tersebar,Banten,2024,3,MW,,,,
idn-jetp-progress-report-2025-hydro-8,hydro,top_priority,8,Mini/Microhydro Sulbagut (Kuota) Tersebar,Sulawesi Utara,2024,8.3,MW,,,,
idn-jetp-progress-report-2025-hydro-9,hydro,top_priority,9,Mini/Microhydro Mentawai,Sumatara Barat,2024,0.2,MW,,,,
idn-jetp-progress-report-2025-hydro-10,hydro,top_priority,10,Mini/Microhydro Lombok (Kuota) Tersebar (1.75 MW - 0.58 PLTM Pandanduri),Nusa Tenggara Barat,2024,1.2,MW,,,,
idn-jetp-progress-report-2025-hydro-11,hydro,priority,11,Mini/Microhydro Sidikalang 2,Sumatera Utara,2025,7.4,MW,,,,
idn-jetp-progress-report-2025-hydro-12,hydro,priority,12,Mini/Microhydro Rahu 2,Sumatera Utara,2025,6.4,MW,,,,
idn-jetp-progress-report-2025-hydro-13,hydro,priority,13,Mini/Microhydro Kineppen,Sumatera Utara,2025,10,MW,,,,
idn-jetp-progress-report-2025-hydro-14,hydro,priority,14,Mini/Microhydro Kandibata 2,Sumatera Utara,2025,10,MW,,,,
idn-jetp-progress-report-2025-hydro-15,hydro,priority,15,Mini/Microhydro Batang Toru 3,Sumatera Utara,2025,10,MW,,,,
idn-jetp-progress-report-2025-hydro-16,hydro,priority,16,Mini/Microhydro Aek Pungga,Sumatera Utara,2025,2,MW,,,,
idn-jetp-progress-report-2025-hydro-17,hydro,priority,17,Mini/Microhydro Bendungan PU Batanghari,Sumatera Barat,2025,5,MW,,,,
idn-jetp-progress-report-2025-hydro-18,hydro,priority,18,Mini/Microhydro Bayang Nyalo,Sumatera Barat,2025,6,MW,,,,
idn-jetp-progress-report-2025-hydro-19,hydro,priority,19,Hydro Merangin,Jambi,2025,350,MW,,,,
idn-jetp-progress-report-2025-hydro-20,hydro,priority,20,Mini/Microhydro Ketaun 3,Bengkulu,2025,9.99,MW,,,,
idn-jetp-progress-report-2025-hydro-21,hydro,priority,21,Mini/Microhydro Kanzy 3,Bengkulu,2025,5,MW,,,,
idn-jetp-progress-report-2025-hydro-22,hydro,priority,22,Mini/Microhydro Sumber Jaya,Lampung,2025,6,MW,,,,
idn-jetp-progress-report-2025-hydro-23,hydro,priority,23,Mini/Microhydro Way Meleson 2,Lampung,2025,2.3,MW,,,,
idn-jetp-progress-report-2025-hydro-24,hydro,priority,24,Mini/Microhydro Kukusan 2,Lampung,2025,5.4,MW,,,,
idn-jetp-progress-report-2025-hydro-25,hydro,top_priority,25,Mini/Microhydro Jawa-Bali (Kuota) Tersebar,Jawa Barat,2025,3.1,MW,,,,
idn-jetp-progress-report-2025-hydro-26,hydro,priority,26,Mini/Microhydro Pareang,Jawa Barat,2025,2.8,MW,,,,
idn-jetp-progress-report-2025-hydro-27,hydro,priority,27,Mini/Microhydro Harjosari,Jawa Tengah,2025,9.9,MW,,,,
idn-jetp-progress-report-2025-hydro-28,hydro,priority,28,Mini/Microhydro Banyubiru,Jawa Tengah,2025,0.17,MW,,,,
idn-jetp-progress-report-2025-hydro-29,hydro,priority,29,Mini/Microhydro Titab,Bali,2025,1.27,MW,,,,
idn-jetp-progress-report-2025-hydro-30,hydro,top_priority,30,Hydro Bakaru 2,Sulawesi Selatan,2025,140,MW,,,,
idn-jetp-progress-report-2025-hydro-31,hydro,top_priority,31,Mini/Microhydro Sulbagut (Kuota) Tersebar,Sulawesi Tengah,2025,5.7,MW,,,,
idn-jetp-progress-report-2025-hydro-32,hydro,priority,32,Mini/Microhydro Bonehau,Sulawesi Barat,2025,4,MW,,,,
idn-jetp-progress-report-2025-hydro-33,hydro,top_priority,33,Mini/Microhydro Lombok (Kuota) Tersebar,Nusa Tenggara Barat,2025,4.6,MW,,,,
idn-jetp-progress-report-2025-hydro-34,hydro,top_priority,34,Hydro Kalseltengtimra (Kuota) Tersebar,Kalimantan Utara,2026,100,MW,,,,
idn-jetp-progress-report-2025-hydro-35,hydro,priority,35,Mini/Microhydro Sedau Kumbi,Nusa Tenggara Barat,2025,1.3,MW,,,,
idn-jetp-progress-report-2025-hydro-36,hydro,priority,36,Mini/Microhydro Pandanduri,Nusa Tenggara Barat,2025,0.58,MW,,,,
idn-jetp-progress-report-2025-hydro-37,hydro,priority,37,Mini/Microhydro Wae Lega - Rteng,Nusa Tenggara Timur,2025,1.75,MW,,,,
idn-jetp-progress-report-2025-hydro-38,hydro,priority,38,Mini/Microhydro Sisira,Sumatera Utara,2026,9.8,MW,,,,
idn-jetp-progress-report-2025-hydro-39,hydro,priority,39,Mini/Microhydro Simonggo,Sumatera Utara,2026,8,MW,,,,
idn-jetp-progress-report-2025-hydro-40,hydro,priority,40,Mini/Microhydro Simbelin-1,Sumatera Utara,2026,6,MW,,,,
idn-jetp-progress-report-2025-hydro-41,hydro,priority,41,Mini/Microhydro Lae Ordi-1,Sumatera Utara,2026,10,MW,,,,
idn-jetp-progress-report-2025-hydro-42,hydro,priority,42,Mini/Microhydro Batang Toru 5,Sumatera Utara,2026,7.5,MW,,,,
idn-jetp-progress-report-2025-hydro-43,hydro,priority,43,Hydro Batang Toru,Sumatera Utara,2026,510,MW,,,,
idn-jetp-progress-report-2025-hydro-44,hydro,priority,44,Mini/Microhydro Rabi Jonggor,Sumatera Barat,2026,4.5,MW,,,,
idn-jetp-progress-report-2025-hydro-45,hydro,priority,45,Mini/Microhydro Tras,Sumatera Barat,2026,1.6,MW,,,,
idn-jetp-progress-report-2025-hydro-46,hydro,priority,46,Mini/Microhydro Cikotok,Banten,2026,4.2,MW,,,,
idn-jetp-progress-report-2025-hydro-47,hydro,top_priority,47,Mini/Microhydro Jawa-Bali (Kuota) Tersebar,Jawa Barat,2026,4.5,MW,,,,
idn-jetp-progress-report-2025-hydro-48,hydro,priority,48,Mini/Microhydro Jayamukti,Jawa Barat,2026,2.3,MW,,,,
idn-jetp-progress-report-2025-hydro-49,hydro,priority,49,Mini/Microhydro Kertamukti,Jawa Barat,2026,6.3,MW,,,,
idn-jetp-progress-report-2025-hydro-50,hydro,priority,50,Mini/Microhydro Gerak Serayu,Jawa Tengah,2026,4.98,MW,,,,
idn-jetp-progress-report-2025-hydro-51,hydro,top_priority,51,Mini/Microhydro Jatibarang,Jawa Tengah,2026,1.5,MW,,,,
idn-jetp-progress-report-2025-hydro-52,hydro,top_priority,52,Mini/Microhydro Jatimlerek,Jawa Timur,2026,1.73,MW,,,,
idn-jetp-progress-report-2025-hydro-53,hydro,priority,53,Mini/Microhydro Bone Bolango,Gorontalo,2026,9.9,MW,,,,
idn-jetp-progress-report-2025-hydro-54,hydro,top_priority,54,Mini/Microhydro Sumba (Kuota) Tersebar,Nusa Tenggara Timur,2026,2,MW,,,,
idn-jetp-progress-report-2025-hydro-55,hydro,priority,55,Mini/Microhydro Sumatera (Kuota) Tersebar Sumbagut¹),Aceh,2027,14.4,MW,,,,
idn-jetp-progress-report-2025-hydro-56,hydro,priority,56,Mini/Microhydro Raisan Nagatimbul,Sumatera Utara,2027,7,MW,,,,
idn-jetp-progress-report-2025-hydro-57,hydro,priority,57,Mini/Microhydro Raisan Hutadolok,Sumatera Utara,2027,7,MW,,,,
idn-jetp-progress-report-2025-hydro-58,hydro,priority,58,Mini/Microhydro Huta Padang,Sumatera Utara,2027,10,MW,,,,
idn-jetp-progress-report-2025-hydro-59,hydro,priority,59,Mini/Microhydro Batang Toru 4,Sumatera Utara,2027,10,MW,,,,
idn-jetp-progress-report-2025-hydro-60,hydro,priority,60,Mini/Microhydro Aek Tomuan-1,Sumatera Utara,2027,8,MW,,,,
idn-jetp-progress-report-2025-hydro-61,hydro,priority,61,Mini/Microhydro Aek Situmandi,Sumatera Utara,2027,7.5,MW,,,,
idn-jetp-progress-report-2025-hydro-62,hydro,priority,62,Mini/Microhydro Kenali,Sumatera Selatan,2027,3.6,MW,,,,
idn-jetp-progress-report-2025-hydro-63,hydro,priority,63,Mini/Microhydro Setanggi,Kalimantan Barat,2027,5,MW,,,,
idn-jetp-progress-report-2025-hydro-64,hydro,priority,64,Mini/Microhydro Manajur,Kalimantan Barat,2027,5,MW,,,,
idn-jetp-progress-report-2025-hydro-65,hydro,priority,65,Mini/Microhydro Paramayo,Kalimantan Utara,2027,0.76,MW,,,,
idn-jetp-progress-report-2025-hydro-66,hydro,top_priority,66,Hydro Kalseltengtimra (Kuota) Tersebar,Kalimantan Utara,2027,200,MW,,,,
idn-jetp-progress-report-2025-hydro-67,hydro,priority,67,Mini/Microhydro Cikamunding,Banten,2027,6,MW,,,,
idn-jetp-progress-report-2025-hydro-68,hydro,priority,68,Mini/Microhydro Nagajaya,Banten,2027,6,MW,,,,
idn-jetp-progress-report-2025-hydro-69,hydro,priority,69,Mini/Microhydro Bulakan,Banten,2027,3,MW,,,,
idn-jetp-progress-report-2025-hydro-70,hydro,priority,70,Mini/Microhydro Jawa-Bali (Kuota) Tersebar,Banten,2027,4.4,MW,,,,
idn-jetp-progress-report-2025-hydro-71,hydro,priority,71,Mini/Microhydro Jawa - Bali (Kuota) Tersebar,Jawa Barat,2027,74.7,MW,,,,
idn-jetp-progress-report-2025-hydro-72,hydro,priority,72,Mini/Microhydro Cilongsong,Jawa Barat,2027,2.4,MW,,,,
idn-jetp-progress-report-2025-hydro-73,hydro,priority,73,Mini/Microhydro Talaga 2,Jawa Barat,2027,2,MW,,,,
idn-jetp-progress-report-2025-hydro-74,hydro,priority,74,Mini/Microhydro Pasirhanjuang,Jawa Barat,2027,4.4,MW,,,,
idn-jetp-progress-report-2025-hydro-75,hydro,priority,75,Mini/Microhydro Cihaur,Jawa Barat,2027,3,MW,,,,
idn-jetp-progress-report-2025-hydro-76,hydro,priority,76,Mini/Microhydro Jawa-Bali (Kuota) Tersebar,Jawa Tengah,2027,149,MW,,,,
idn-jetp-progress-report-2025-hydro-77,hydro,top_priority,77,Mini/Microhydro Jawa-Bali (Kuota) Tersebar,Jawa Timur,2027,7.4,MW,,,,
idn-jetp-progress-report-2025-hydro-78,hydro,top_priority,78,Mini/Microhydro Jawa-Bali (Kuota) Tersebar,Jawa Timur,2027,3.5,MW,,,,
idn-jetp-progress-report-2025-hydro-79,hydro,top_priority,79,Mini/Microhydro Jawa-Bali (Kuota) Tersebar,Jawa Timur,2027,4.6,MW,,,,
idn-jetp-progress-report-2025-hydro-80,hydro,top_priority,80,Mini/Microhydro Jawa-Bali (Kuota) Tersebar,Jawa Timur,2027,3.75,MW,,,,
idn-jetp-progress-report-2025-hydro-81,hydro,top_priority,81,Mini/Microhydro Jawa-Bali (Kuota) Tersebar,Jawa Timur,2027,3.5,MW,,,,
idn-jetp-progress-report-2025-hydro-82,hydro,top_priority,82,Mini/Microhydro Jawa-Bali (Kuota) Tersebar,Jawa Timur,2027,3.5,MW,,,,
idn-jetp-progress-report-2025-hydro-83,hydro,top_priority,83,Mini/Microhydro Jawa-Bali (Kuota) Tersebar,Jawa Timur,2027,3.26,MW,,,,
idn-jetp-progress-report-2025-hydro-84,hydro,top_priority,84,Mini/Microhydro Jawa-Bali (Kuota) Tersebar,Jawa Timur,2027,3.16,MW,,,,
idn-jetp-progress-report-2025-hydro-85,hydro,top_priority,85,Mini/Microhydro Jawa-Bali (Kuota) Tersebar,Jawa Timur,2027,3.1,MW,,,,
idn-jetp-progress-report-2025-hydro-86,hydro,top_priority,86,Mini/Microhydro Jawa-Bali (Kuota) Tersebar,Jawa Timur,2027,3.07,MW,,,,
idn-jetp-progress-report-2025-hydro-87,hydro,top_priority,87,Mini/Microhydro Jawa-Bali (Kuota) Tersebar,Jawa Timur,2027,2.18,MW,,,,
idn-jetp-progress-report-2025-hydro-88,hydro,top_priority,88,Mini/Microhydro Jawa-Bali (Kuota) Tersebar,Jawa Timur,2027,2.12,MW,,,,
idn-jetp-progress-report-2025-hydro-89,hydro,top_priority,89,Mini/Microhydro Jawa-Bali (Kuota) Tersebar,Jawa Timur,2027,1.41,MW,,,,
idn-jetp-progress-report-2025-hydro-90,hydro,top_priority,90,Mini/Microhydro Jawa-Bali (Kuota) Tersebar,Jawa Timur,2027,0.38,MW,,,,
idn-jetp-progress-report-2025-hydro-91,hydro,top_priority,91,Mini/Microhydro Jawa-Bali (Kuota) Tersebar,Jawa Timur,2027,0.56,MW,,,,
idn-jetp-progress-report-2025-hydro-92,hydro,top_priority,92,Mini/Microhydro Jawa-Bali (Kuota) Tersebar,Jawa Timur,2027,0.26,MW,,,,
idn-jetp-progress-report-2025-hydro-93,hydro,top_priority,93,Mini/Microhydro Jawa-Bali (Kuota) Tersebar,Jawa Timur,2027,0.38,MW,,,,
idn-jetp-progress-report-2025-hydro-94,hydro,priority,94,Mini/Microhydro Iya,Gorontalo,2027,2,MW,,,,
idn-jetp-progress-report-2025-hydro-95,hydro,priority,95,Mini/Microhydro Kalibumi I,"Papua, Papua Pegunungan, Papua Tengah, Papua Selatan",2027,6.35,MW,,,,
idn-jetp-progress-report-2025-hydro-96,hydro,priority,96,Mini/Microhydro Uwe,"Papua, Papua Pegunungan, Papua Tengah, Papua Selatan",2027,1.5,MW,,,,
idn-jetp-progress-report-2025-hydro-97,hydro,priority,97,Mini/Microhydro Warnasi Warkapi,"Papua Barat, Papua Barat Daya",2027,4.6,MW,,,,
idn-jetp-progress-report-2025-hydro-98,hydro,priority,98,Mini/Microhydro Kokok Babak,Nusa Tenggara Barat,2027,2.3,MW,,,,
idn-jetp-progress-report-2025-hydro-99,hydro,top_priority,99,Mini/Microhydro Sumbawa - Bima (Kuota) Tersebar,Nusa Tenggara Barat,2027,6.3,MW,,,,
idn-jetp-progress-report-2025-hydro-100,hydro,priority,100,Mini/Microhydro LISDES,Nusa Tenggara Timur,2027,5.61,MW,,,,
idn-jetp-progress-report-2025-hydro-101,hydro,top_priority,101,PLTA Sulbagsel (Kuota) Tersebar,Sulawesi Selatan,2028,200,MW,,,,
idn-jetp-progress-report-2025-hydro-102,hydro,top_priority,102,Hydro Sumatera (Kuota) Tersebar 1),Sumatera Utara,2028,250,MW,,,,
idn-jetp-progress-report-2025-hydro-103,hydro,priority,103,Mini/Microhydro Khatulistiwa (Kuota) Tersebar,Kalimantan Barat,2028,16,MW,,,,
idn-jetp-progress-report-2025-hydro-104,hydro,priority,104,Mini/Microhydro Cibareno 1,Banten,2028,5,MW,,,,
idn-jetp-progress-report-2025-hydro-105,hydro,priority,105,Mini/Microhydro Jawa-Bali (Kuota) Tersebar,Banten,2028,6,MW,,,,
idn-jetp-progress-report-2025-hydro-106,hydro,priority,106,Mini/Microhydro Karian,Banten,2028,1.8,MW,,,,
idn-jetp-progress-report-2025-hydro-107,hydro,priority,107,Mini/Microhydro Caringin,Jawa Barat,2028,6.5,MW,,,,
idn-jetp-progress-report-2025-hydro-108,hydro,priority,108,Mini/Microhydro Cipanas,Jawa Barat,2028,3,MW,,,,
idn-jetp-progress-report-2025-hydro-109,hydro,priority,109,Mini/Microhydro Sadawarna,Jawa Barat,2028,2,MW,,,,
idn-jetp-progress-report-2025-hydro-110,hydro,priority,110,Mini/Microhydro Jawa-Bali (Kuota) Tersebar,Jawa Barat,2028,6.4,MW,,,,
idn-jetp-progress-report-2025-hydro-111,hydro,priority,111,Mini/Microhydro Jawa-Bali (Kuota) Tersebar,Jawa Tengah,2028,0.7,MW,,,,
idn-jetp-progress-report-2025-hydro-112,hydro,priority,112,Mini/Microhydro Jawa-Bali (Kuota) Tersebar,Bali,2028,1.35,MW,,,,
idn-jetp-progress-report-2025-hydro-113,hydro,top_priority,113,Hydro Sulbagsel (Kuota) Tersebar,Sulawesi Selatan,2028,200,MW,,,,
idn-jetp-progress-report-2025-hydro-114,hydro,priority,114,Mini/Microhydro Sulbagut (Kuota) Tersebar Tambahan,Sulawesi Utara,2028,20,MW,,,,
idn-jetp-progress-report-2025-hydro-115,hydro,priority,115,Mini/Microhydro Lombok (Kuota) Tersebar,Nusa Tenggara Barat,2028,0.5,MW,,,,
idn-jetp-progress-report-2025-hydro-116,hydro,priority,116,Mini/Microhydro Lombok (Kuota) Tersebar,Nusa Tenggara Barat,2028,0.25,MW,,,,
idn-jetp-progress-report-2025-hydro-117,hydro,priority,117,Mini/Microhydro Lombok (Kuota) Tersebar,Nusa Tenggara Barat,2028,0.45,MW,,,,
idn-jetp-progress-report-2025-hydro-118,hydro,priority,118,Mini/Microhydro Lombok (Kuota) Tersebar,Nusa Tenggara Barat,2028,0.55,MW,,,,
idn-jetp-progress-report-2025-hydro-119,hydro,priority,119,Mini/Microhydro Lombok (Kuota) Tersebar,Nusa Tenggara Barat,2028,2.6,MW,,,,
idn-jetp-progress-report-2025-hydro-120,hydro,priority,120,Mini/Microhydro Lombok (Kuota) Tersebar,Nusa Tenggara Barat,2028,1.98,MW,,,,
idn-jetp-progress-report-2025-hydro-121,hydro,top_priority,121,Mini/Microhydro Sumbawa - Bima (Kuota) Tersebar,Nusa Tenggara Barat,2028,2.54,MW,,,,
idn-jetp-progress-report-2025-hydro-122,hydro,top_priority,122,Mini/Microhydro Sumbawa - Bima (Kuota) Tersebar,Nusa Tenggara Barat,2028,3.84,MW,,,,
idn-jetp-progress-report-2025-hydro-123,hydro,priority,123,Mini/Microhydro Flores,Nusa Tenggara Timur,2028,3.06,MW,,,,
idn-jetp-progress-report-2025-hydro-124,hydro,priority,124,Mini/Microhydro Sumatera (Kuota) Tersebar Sumbagut¹),Aceh,2029,10,MW,,,,
idn-jetp-progress-report-2025-hydro-125,hydro,priority,125,Hydro Kumbih-3,Aceh,2029,45,MW,,,,
idn-jetp-progress-report-2025-hydro-126,hydro,priority,126,Hydro Masang-2 (FTP2),Sumatera Barat,2029,44,MW,,,,
idn-jetp-progress-report-2025-hydro-127,hydro,priority,127,Hydro Sumbagselteng (Kuota) Tersebar,Sumatera Selatan,2029,40,MW,,,,
idn-jetp-progress-report-2025-hydro-128,hydro,priority,128,Mini/Microhydro Sumatera (Kuota) Tersebar Sumbagsel*,Lampung,2029,9.5,MW,,,,
idn-jetp-progress-report-2025-hydro-129,hydro,priority,129,Mini/Microhydro Sumatera (Kuota) Tersebar Sumbagsel*,Lampung,2029,5.4,MW,,,,
idn-jetp-progress-report-2025-hydro-130,hydro,priority,130,Mini/Microhydro Kalbar,Kalimantan Barat,2029,2,MW,,,,
idn-jetp-progress-report-2025-hydro-131,hydro,priority,131,Mini/Microhydro Kalseltengtimra (Kuota) Tersebar,Kalimantan Selatan,2029,2.7,MW,,,,
idn-jetp-progress-report-2025-hydro-132,hydro,top_priority,132,Hydro Jawa-Bali (Kuota) Tersebar,Jawa Barat,2029,50,MW,,,,
idn-jetp-progress-report-2025-hydro-133,hydro,priority,133,Mini/Microhydro Jawa-Bali (Kuota) Tersebar,Bali,2029,0.65,MW,,,,
idn-jetp-progress-report-2025-hydro-134,hydro,top_priority,134,Hydro Sulbagsel (Kuota) Tersebar,Sulawesi Selatan,2029,95,MW,,,,
idn-jetp-progress-report-2025-hydro-135,hydro,top_priority,135,Hydro Sulbagsel (Kuota) Tersebar,Sulawesi Selatan,2029,105,MW,,,,
idn-jetp-progress-report-2025-hydro-136,hydro,priority,136,Mini/Microhydro Sulbagsel (Kuota) Tersebar Tambahan,Sulawesi Selatan,2029,100,MW,,,,
idn-jetp-progress-report-2025-hydro-137,hydro,priority,137,Mini/Microhydro Seram (Kuota) Tersebar,Maluku,2029,7.8,MW,,,,
idn-jetp-progress-report-2025-hydro-138,hydro,priority,138,Mini/Microhydro Wae Mala,Maluku,2029,1.1,MW,,,,
idn-jetp-progress-report-2025-hydro-139,hydro,priority,139,Mini/Microhydro Mamberamo Raya,"Papua, Papua Pegunungan, Papua Tengah, Papua Selatan",2029,4,MW,,,,
idn-jetp-progress-report-2025-hydro-140,hydro,priority,140,Mini/Microhydro Digoel,"Papua, Papua Pegunungan, Papua Tengah, Papua Selatan",2029,3,MW,,,,
idn-jetp-progress-report-2025-hydro-141,hydro,priority,141,Mini/Microhydro Cascade Walesi,"Papua, Papua Pegunungan, Papua Tengah, Papua Selatan",2029,6,MW,,,,
idn-jetp-progress-report-2025-hydro-142,hydro,priority,142,Mini/Microhydro Walesi Blok II,"Papua, Papua Pegunungan, Papua Tengah, Papua Selatan",2029,3.8,MW,,,,
idn-jetp-progress-report-2025-hydro-143,hydro,priority,143,Mini/Microhydro Sumba,Nusa Tenggara Timur,2029,1.83,MW,,,,
idn-jetp-progress-report-2025-hydro-144,hydro,priority,144,Mini/Microhydro Timor (Kuota) Tersebar,Nusa Tenggara Timur,2029,1.4,MW,,,,
idn-jetp-progress-report-2025-hydro-145,hydro,priority,145,Mini/Microhydro Flores (Kuota) Tersebar,Nusa Tenggara Timur,2029,0.22,MW,,,,
idn-jetp-progress-report-2025-hydro-146,hydro,priority,146,Hydro Khatulistiwa (Kuota) Tersebar,Kalimantan Barat,2030,150,MW,,,,
idn-jetp-progress-report-2025-hydro-147,hydro,priority,147,Mini/Microhydro Leuwikeris,Jawa Barat,2030,7.4,MW,,,,
idn-jetp-progress-report-2025-hydro-148,hydro,priority,148,Mini/Microhydro Jawa-Bali (Kuota) Tersebar,Jawa Tengah,2030,5,MW,,,,
idn-jetp-progress-report-2025-hydro-149,hydro,top_priority,149,PLTA Sulbagsel (Kuota) Tersebar,Sulawesi Selatan,2030,200,MW,,,,
idn-jetp-progress-report-2025-hydro-150,hydro,priority,150,Mini/Microhydro Sulbagsel (Kuota) Tersebar Tambahan,Sulawesi Selatan,2030,100,MW,,,,
idn-jetp-progress-report-2025-hydro-151,hydro,top_priority,151,Hydro Wai Tina,Maluku,2030,,MW,,,,
idn-jetp-progress-report-2025-hydro-152,hydro,priority,152,Mini/Microhydro Nua (Masohi),Maluku,2030,,MW,,,,
idn-jetp-progress-report-2025-hydro-153,hydro,priority,153,Hydro Baliem,"Papua, Papua Pegunungan, Papua Tengah, Papua Selatan",2030,10,MW,,,,
idn-jetp-progress-report-2025-hydro-154,hydro,priority,154,Hydro Sumbagut (Kuota) Tersebar*,Kepulauan Riau,2031,161,MW,,,,
idn-jetp-progress-report-2025-hydro-155,hydro,priority,155,Hydro Sumbagselteng (Kuota) Tersebar,Sumatera Barat,2031,110,MW,,,,
idn-jetp-progress-report-2025-hydro-156,hydro,priority,156,Hydro Sumbagselteng (Kuota ISJ) Tersebar 2),Sumatera Barat,2031,350,MW,,,,
idn-jetp-progress-report-2025-hydro-157,hydro,priority,157,Hydro Kalseltengtimra (Kuota) Tersebar,Kalimantan Utara,2031,300,MW,,,,
idn-jetp-progress-report-2025-hydro-158,hydro,top_priority,158,Hydro Kalseltengtimra (Kuota) Tersebar,Kalimantan Utara,2031,200,MW,,,,
idn-jetp-progress-report-2025-hydro-159,hydro,priority,159,Hydro Sulbagsel (Kuota) Tersebar Tambahan II,Sulawesi Selatan,2031,800,MW,,,,
idn-jetp-progress-report-2025-hydro-160,hydro,priority,160,Hydro Sulbagsel (Kuota) Tersebar Tambahan II,Sulawesi Barat,2031,800,MW,,,,
idn-jetp-progress-report-2025-hydro-161,hydro,priority,161,Hydro Bendungan Merangin PUPR,Jambi,2032,107,MW,,,,
idn-jetp-progress-report-2025-hydro-162,hydro,priority,162,Hydro Khatulistiwa (Kuota) Tersebar,Kalimantan Barat,2032,100,MW,,,,
idn-jetp-progress-report-2025-hydro-163,hydro,priority,163,Hydro Kalseltengtimra (Kuota) Tersebar,Kalimantan Utara,2032,200,MW,,,,
idn-jetp-progress-report-2025-hydro-164,hydro,priority,164,Hydro Kalseltengtimra (Kuota) Tersebar,Kalimantan Utara,2032,200,MW,,,,
idn-jetp-progress-report-2025-hydro-165,hydro,priority,165,Hydro Sulbagsel (Kuota) Tersebar Tambahan II,Sulawesi Selatan,2032,600,MW,,,,
