line_id,technology_group,priority_tier,ordinal,project_name,system,estimated_start,capacity_value,capacity_unit,estimated_investment_usd_mn,natural_retirement_year,estimated_retirement_year,ruptl
idn-cipp-2023-cpr-mirror-hydro-58,hydro,priority,58,PLTA Konawe (Bendung PUPR),Sulawesi,2028,21.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-59,hydro,priority,59,PLTM Papua (Kuota) Tersebar,Maluku-Papua-Nusa Tenggara,2030,20.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-60,hydro,priority,60,PLTM Sulbagsel (Kuota) Tersebar,Sulawesi,2024,20.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-61,hydro,priority,61,PLTM Minihidro (Kuota) Tersebar*,Sumatra,2024,19.1,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-62,hydro,priority,62,PLTA Lambakan,Kalimantan,2028,18.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-63,hydro,priority,63,PLTM Khatulistiwa (Kuota) Tersebar,Kalimantan,2024,17.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-64,hydro,priority,64,PLTA Orya 2. Papua,Maluku-Papua-Nusa Tenggara,2022,14.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-65,hydro,priority,65,PLTM Minihidro (Kuota) Tersebar*,Sumatra,2024,12.4,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-66,hydro,priority,66,PLTA Buru (Kuota) Tersebar,Maluku-Papua-Nusa Tenggara,2025,12.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-67,hydro,priority,67,PLTA Baliem (Bendung PUPR),Maluku-Papua-Nusa Tenggara,2028,10.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-68,hydro,priority,68,PLTA Hidro Sumatra (kuota) tersebar*,Sumatra,2024,10.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-69,hydro,priority,69,PLTM Batang Toru 4,Sumatra,2024,10.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-70,hydro,priority,70,PLTM Ketaun 3,Sumatra,2024,10.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-71,hydro,priority,71,PLTM Koro Yaentu,Sulawesi,2024,10.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-72,hydro,priority,72,PLTM NTB (Kuota) Tersebar,Maluku-Papua-Nusa Tenggara,2030,10.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-73,hydro,priority,73,PLTM Ordi Hulu,Sumatra,2024,10.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-74,hydro,priority,74,PLTM Sulbagut (Kuota) Tersebar,Sulawesi,2024,10.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-75,hydro,priority,75,PLTM Sulbagut (Kuota) Tersebar,Sulawesi,2024,10.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-76,hydro,priority,76,PLTM Sisira,Sumatra,2024,9.8,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-77,hydro,priority,77,PLTM Khatulistiwa (Kuota) Tersebar,Kalimantan,2024,9.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-78,hydro,priority,78,PLTM Minihidro (Kuota) Tersebar*,Sumatra,2024,8.8,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-79,hydro,priority,79,PLTM Sidikalang-1,Sumatra,2024,8.6,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-80,hydro,priority,80,PLTA Sawangan,Sulawesi,2024,8.3,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-81,hydro,priority,81,PLTA Sawangan,Sulawesi,2024,8.3,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-82,hydro,priority,82,PLTM Sulbagut (Kuota) Tersebar,Sulawesi,2024,8.3,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-83,hydro,priority,83,PLTM Aek Tomuan-1,Sumatra,2024,8.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-84,hydro,priority,84,PLTM Simonggo,Sumatra,2024,8.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-85,hydro,priority,85,PLTM Seram (Kuota) Tersebar,Maluku-Papua-Nusa Tenggara,2025,7.8,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-86,hydro,priority,86,PLTM Sumpur,Sumatra,2024,7.6,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-87,hydro,priority,87,PLTM Aek Situmandi,Sumatra,2024,7.5,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-88,hydro,priority,88,PLTM Batang Toru 1,Sumatra,2024,7.5,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-89,hydro,priority,89,PLTM Batang Toru 5,Sumatra,2024,7.5,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-90,hydro,priority,90,PLTM Sulbagsel (Kuota) Tersebar,Sulawesi,2024,7.4,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-91,hydro,priority,91,PLTM Alur Cincin,Sumatra,2024,7.2,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-92,hydro,priority,92,PLTM Raisan Hutadolok,Sumatra,2024,7.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-93,hydro,priority,93,PLTM Raisan Nagatimbul,Sumatra,2024,7.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-94,hydro,priority,94,PLTM Sukarame,Sumatra,2024,7.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-95,hydro,priority,95,PLTM Sumbawa-Bima (Kuota) Tersebar,Maluku-Papua-Nusa Tenggara,2024,7.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-96,hydro,priority,96,PLTM Kalibumi I,Maluku-Papua-Nusa Tenggara,2024,6.4,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-97,hydro,priority,97,PLTM Tuik,Sumatra,2024,6.3,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-98,hydro,priority,98,PLTM Bayang Nyalo,Sumatra,2024,6.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-99,hydro,priority,99,PLTM Cascade Walesi,Maluku-Papua-Nusa Tenggara,2024,6.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-100,hydro,priority,100,PLTM Sumber Jaya,Sumatra,2024,6.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-101,hydro,priority,101,PLTM Tongar,Sumatra,2024,6.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-102,hydro,priority,102,PLTM Alani,Sulawesi,2026,5.6,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-103,hydro,priority,103,PLTM Kukusan 2,Sumatra,2024,5.4,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-104,hydro,priority,104,PLTM Bendungan PU Batanghari,Sumatra,2024,5.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-105,hydro,priority,105,PLTM Flores,Maluku-Papua-Nusa Tenggara,2024,5.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-106,hydro,priority,106,PLTM Kanzy 3,Sumatra,2024,5.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-107,hydro,priority,107,PLTM Sumba,Maluku-Papua-Nusa Tenggara,2024,5.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-108,hydro,priority,108,PLTM Warnasi Warkapi,Maluku-Papua-Nusa Tenggara,2024,4.6,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-109,hydro,priority,109,PLTM Pantan Cuaca,Sumatra,2024,4.5,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-110,hydro,priority,110,PLTM Rabi Jonggor,Sumatra,2024,4.5,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-111,hydro,priority,111,PLTM Nua (Masohi),Maluku-Papua-Nusa Tenggara,2024,4.4,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-112,hydro,priority,112,PLTM Nua (Masohi),Maluku-Papua-Nusa Tenggara,2024,4.4,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-113,hydro,priority,113,PLTM Mamberamo Raya,Maluku-Papua-Nusa Tenggara,2025,4.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-114,hydro,priority,114,PLTM Sumbawa-Bima (Kuota) Tersebar,Maluku-Papua-Nusa Tenggara,2024,3.8,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-115,hydro,priority,115,PLTM Walesi Blok II,Maluku-Papua-Nusa Tenggara,2024,3.8,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-116,hydro,priority,116,PLTM Dominanga,Sulawesi,2024,3.5,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-117,hydro,priority,117,PLTM Java-Bali (Kuota) Tersebar,Java-Madura-Bali,2024,3.2,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-118,hydro,priority,118,PLTM Tarusan,Sumatra,2024,3.2,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-119,hydro,priority,119,PLTA Wai Tina,Maluku-Papua-Nusa Tenggara,2026,3.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-120,hydro,priority,120,PLTA Wai Tina,Maluku-Papua-Nusa Tenggara,2026,3.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-121,hydro,priority,121,PLTA Wai Tina,Maluku-Papua-Nusa Tenggara,2026,3.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-122,hydro,priority,122,PLTA Wai Tina,Maluku-Papua-Nusa Tenggara,2026,3.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-123,hydro,priority,123,PLTM Digoel,Maluku-Papua-Nusa Tenggara,2025,3.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-124,hydro,priority,124,PLTM Muara Sako,Sumatra,2024,3.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-125,hydro,priority,125,PLTM Wabudori,Maluku-Papua-Nusa Tenggara,2025,3.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-126,hydro,priority,126,PLTM Lapai 1,Sulawesi,2024,2.7,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-127,hydro,priority,127,PLTM Lapai 1,Sulawesi,2024,2.7,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-128,hydro,priority,128,PLTM Lombok (Kuota) Tersebar,Maluku-Papua-Nusa Tenggara,2024,2.6,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-129,hydro,priority,129,PLTM Sumbawa-Bima (Kuota) Tersebar,Maluku-Papua-Nusa Tenggara,2024,2.5,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-130,hydro,priority,130,PLTM Koko Babak,Maluku-Papua-Nusa Tenggara,2024,2.3,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-131,hydro,priority,131,PLTM Way Meleson 2,Sumatra,2024,2.3,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-132,hydro,priority,132,PLTM Aek Pungga,Sumatra,2024,2.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-133,hydro,priority,133,PLTM Biak I,Sulawesi,2024,2.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-134,hydro,priority,134,PLTM Iya,Sulawesi,2025,2.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-135,hydro,priority,135,PLTM Lapai 2,Sulawesi,2024,2.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-136,hydro,priority,136,PLTM Lapai 2,Sulawesi,2024,2.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-137,hydro,priority,137,PLTM Sumba (Kuota) Tersebar,Maluku-Papua-Nusa Tenggara,2024,2.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-138,hydro,priority,138,PLTM Tepuai,Kalimantan,2024,2.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-139,hydro,priority,139,PLTM Wae Lega - Ruteng,Maluku-Papua-Nusa Tenggara,2024,1.8,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-140,hydro,priority,140,PLTM Sumba (Kuota) Tersebar,Maluku-Papua-Nusa Tenggara,2024,1.6,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-141,hydro,priority,141,PLTM Tras,Sumatra,2024,1.6,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-142,hydro,priority,142,PLTM Uwe,Maluku-Papua-Nusa Tenggara,2024,1.5,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-143,hydro,priority,143,PLTM Lombok (Kuota) Tersebar,Maluku-Papua-Nusa Tenggara,2024,1.4,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-144,hydro,priority,144,PLTM Riorita,Sulawesi,2024,1.3,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-145,hydro,priority,145,PLTM Riorita,Sulawesi,2024,1.3,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-146,hydro,priority,146,PLTM Waigo,Maluku-Papua-Nusa Tenggara,2026,1.3,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-147,hydro,priority,147,PLTM Halulai,Sulawesi,2024,1.2,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-148,hydro,priority,148,PLTM Amai,Maluku-Papua-Nusa Tenggara,2024,1.1,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-149,hydro,priority,149,PLTM Wae Mala,Maluku-Papua-Nusa Tenggara,2025,1.1,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-150,hydro,priority,150,PLTM Biak II,Sulawesi,2024,1.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-151,hydro,priority,151,PLTM Biak III,Sulawesi,2024,1.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-152,hydro,priority,152,PLTM Lombok (Kuota) Tersebar,Maluku-Papua-Nusa Tenggara,2024,0.6,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-153,hydro,priority,153,PLTM Pandanduri,Maluku-Papua-Nusa Tenggara,2024,0.6,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-154,hydro,priority,154,PLTM Lombok (Kuota) Tersebar,Maluku-Papua-Nusa Tenggara,2024,0.5,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-155,hydro,priority,155,PLTM Lombok (Kuota) Tersebar,Maluku-Papua-Nusa Tenggara,2024,0.5,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-156,hydro,priority,156,PLTM Lombok (Kuota) Tersebar,Maluku-Papua-Nusa Tenggara,2024,0.3,MW,,,,YES
idn-cipp-2023-cpr-mirror-hydro-157,hydro,priority,157,PLTA (PS) Jatiluhur,Java-Madura-Bali,TBD,760.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-hydro-158,hydro,priority,158,PLTA (PS) Matenggeng,Java-Madura-Bali,TBD,943.2,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-1,solar,priority,1,PLTS+BESS Dediesel,Indonesia,2024,550.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-2,solar,priority,2,PLTS Java-Bali (Kuota) Tersebar,Java-Madura-Bali,2024,140.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-3,solar,priority,3,PLTS Sutami / Karangkates,Java-Madura-Bali,2024,100.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-solar-4,solar,priority,4,PLTS Java-Bali (Kuota) Tersebar,Java-Madura-Bali,2024,100.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-5,solar,priority,5,PLTS Java-Bali (Kuota) Tersebar,Java-Madura-Bali,2024,100.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-6,solar,priority,6,PLTS Indramayu,Java-Madura-Bali,2024,100.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-solar-7,solar,priority,7,PLTS Java-Bali (Kuota) Tersebar,Java-Madura-Bali,2024,80.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-8,solar,priority,8,PLTS Java-Bali (Kuota) Tersebar,Java-Madura-Bali,2024,80.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-9,solar,priority,9,PLTS Saguling,Java-Madura-Bali,2024,60.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-10,solar,priority,10,PLTS Singkarak,Sumatra,2024,50.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-solar-11,solar,priority,11,PLTS Waduk Jatiluhur,Jave-Madura-Bali,TBD,100.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-solar-12,solar,priority,12,PLTS Gajahmungkur (Hijaunesia),Jave-Madura-Bali,TBD,100.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-solar-13,solar,priority,13,PLTS Kedung Ombo (Hijaunesia),Java-Madura-Bali,2024,50.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-solar-14,solar,priority,14,PLTS Jatigede (Hijaunesia),Java-Madura-Bali,TBD,100.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-solar-15,solar,priority,15,PLTS Banyuwangi (Hijaunesia),Java-Madura-Bali,TBD,100.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-solar-16,solar,priority,16,PLTS Pasuruan (Hijaunesia),Java-Madura-Bali,TBD,100.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-solar-17,solar,priority,17,PLTS Banten (Hijaunesia),Java-Madura-Bali,TBD,80.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-solar-18,solar,priority,18,PLTS Jabar (Hijaunesia),Java-Madura-Bali,TBD,80.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-solar-19,solar,priority,19,PLTS Banjar (Hijaunesia),Java-Madura-Bali,TBD,100.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-solar-20,solar,priority,20,PLTS Jateng 1 (Hijaunesia),Java-Madura-Bali,TBD,90.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-solar-21,solar,priority,21,PLTS Jateng 2 (Hijaunesia),Java-Madura-Bali,TBD,50.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-solar-22,solar,priority,22,PLTS Guluk – Guluk (Hijaunesia),Java-Madura-Bali,TBD,50.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-solar-23,solar,priority,23,PLTS Buleleng (Hijaunesia),Java-Madura-Bali,TBD,50.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-solar-24,solar,priority,24,PLTS Banten,Java-Madura-Bali,2024,50.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-25,solar,priority,25,PLTS Java-Bali (Kuota) Tersebar,Java-Madura-Bali,2024,50.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-26,solar,priority,26,PLTS Dedieselisasi,Kalimantan,2024,44.2,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-27,solar,priority,27,PLTS Dedieselisasi,Maluku-Papua-Nusa Tenggara,2024,40.1,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-28,solar,priority,28,PLTS Java-Bali (Kuota) Tersebar,Java-Madura-Bali,2024,40.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-29,solar,priority,29,PLTS Java-Bali (Kuota) Tersebar,Java-Madura-Bali,2024,40.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-30,solar,priority,30,PLTS Java-Bali (Kuota) Tersebar,Java-Madura-Bali,2024,40.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-31,solar,priority,31,PLTS Dedieselisasi,Maluku-Papua-Nusa Tenggara,2024,34.0,MW,,,,NO
idn-cipp-2023-cpr-mirror-solar-32,solar,priority,32,PLTS Dedieselisasi,Sulawesi,2024,33.3,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-33,solar,priority,33,PLTS Dedieselisasi,Sulawesi,2024,25.9,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-34,solar,priority,34,PLTS Java-Bali (Kuota) Tersebar,Java-Madura-Bali,2024,25.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-35,solar,priority,35,PLTS Bali,Java-Madura-Bali,2024,25.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-36,solar,priority,36,PLTS Java-Bali (Kuota) Tersebar,Java-Madura-Bali,2024,25.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-37,solar,priority,37,PLTS Java-Bali (Kuota) Tersebar,Java-Madura-Bali,2025,25.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-38,solar,priority,38,PLTS Dedieselisasi,Sumatra,2024,24.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-39,solar,priority,39,PLTS Dedieselisasi,Java-Madura-Bali,2024,23.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-40,solar,priority,40,PLTS Java-Bali (Kuota) Tersebar,Java-Madura-Bali,2024,20.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-41,solar,priority,41,PLTS Dedieselisasi,Java-Madura-Bali,2024,16.1,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-42,solar,priority,42,PLTS Dedieselisasi,Sumatra,2024,15.2,MW,,,,NO
idn-cipp-2023-cpr-mirror-solar-43,solar,priority,43,PLTS Dedieselisasi,Maluku-Papua-Nusa Tenggara,2024,13.9,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-44,solar,priority,44,PLTS Dedieselisasi,Sulawesi,2024,10.6,MW,,,,NO
idn-cipp-2023-cpr-mirror-solar-45,solar,priority,45,PLTS Dedieselisasi,Maluku-Papua-Nusa Tenggara,2024,8.8,MW,,,,NO
idn-cipp-2023-cpr-mirror-solar-46,solar,priority,46,PLTS Dedieselisasi,Sumatra,2024,7.4,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-47,solar,priority,47,PLTS Dedieselisasi,Java-Madura-Bali,2024,7.3,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-48,solar,priority,48,PLTS Dedieselisasi,Kalimantan,2024,6.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-49,solar,priority,49,PLTS Dedieselisasi,Java-Madura-Bali,2024,4.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-50,solar,priority,50,PLTS Dedieselisasi,Sumatra,2024,3.6,MW,,,,NO
idn-cipp-2023-cpr-mirror-solar-51,solar,priority,51,PLTS Dedieselisasi,Java-Madura-Bali,2024,3.4,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-52,solar,priority,52,PLTS Dedieselisasi,Sumatra,2024,3.3,MW,,,,NO
idn-cipp-2023-cpr-mirror-solar-53,solar,priority,53,PLTS Dedieselisasi,Java-Madura-Bali,2024,3.2,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-54,solar,priority,54,PLTS Dedieselisasi,Sumatra,2024,3.1,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-55,solar,priority,55,PLTS Dedieselisasi,Sumatra,2024,3.1,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-56,solar,priority,56,PLTS Dedieselisasi,Java-Madura-Bali,2024,2.6,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-57,solar,priority,57,PLTS Dedieselisasi,Java-Madura-Bali,2024,2.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-58,solar,priority,58,PLTS Dedieselisasi,Java-Madura-Bali,2024,1.6,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-59,solar,priority,59,PLTS Dedieselisasi,Sumatra,2024,1.4,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-60,solar,priority,60,PLTS Dedieselisasi,Kalimantan,2024,1.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-61,solar,priority,61,PLTS Dedieselisasi,Java-Madura-Bali,2024,1.0,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-62,solar,priority,62,PLTS Dedieselisasi,Sumatra,2024,0.6,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-63,solar,priority,63,PLTS Dedieselisasi,Sulawesi,2024,0.6,MW,,,,YES
idn-cipp-2023-cpr-mirror-solar-64,solar,priority,64,PLTS Dedieselisasi,Maluku-Papua-Nusa Tenggara,2024,0.4,MW,,,,YES
idn-cipp-2023-cpr-mirror-transmission-1,transmission,priority,1,SUTET 500 kV Upper Cisokan PLTA PS - Inc. (Cibinong - Saguling),Java-Madura-Bali,2024,60.0,km,22.4,,,NO
idn-cipp-2023-cpr-mirror-transmission-2,transmission,priority,2,SUTET 500 kV Matenggeng PLTA PS - Inc. (Tasikmalaya - Kesugihan / Rawalo),Java-Madura-Bali,2024,120.0,km,39.3,,,YES
idn-cipp-2023-cpr-mirror-transmission-3,transmission,priority,3,SUTET 500 kV Grindulu PLTA PS - Inc. (Pedan - Kediri),Java-Madura-Bali,2024,40.0,km,14.9,,,YES
idn-cipp-2023-cpr-mirror-transmission-4,transmission,priority,4,SUTET 500 kV DC LP E. Java - Ngimbang Converter Station,Java-Madura-Bali,2030,120.0,km,65.0,,,NO
idn-cipp-2023-cpr-mirror-transmission-5,transmission,priority,5,SUTET 500 kV PLTA Kelai - Inc 2 phi (M.Wahau-Tj.Redeb),Kalimantan,2024,1.0,km,0.1,,,YES
idn-cipp-2023-cpr-mirror-transmission-6,transmission,priority,6,SUTET 500 kV GITET TJ. Selor - GITET Embalut,Kalimantan,2024,760.0,km,377.7,,,NO
idn-cipp-2023-cpr-mirror-transmission-7,transmission,priority,7,SUTET 500 kV GITET Embalut - GITET IKN,Kalimantan,2024,150.0,km,74.5,,,NO
idn-cipp-2023-cpr-mirror-transmission-8,transmission,priority,8,SUTET 500 kV PLTA Tabang - Kembang Janggut,Kalimantan,2024,140.0,km,16.2,,,YES
idn-cipp-2023-cpr-mirror-transmission-9,transmission,priority,9,SUTET 500 kV PLTA Kaltara 1 - Tj. Selor,Kalimantan,2024,80.0,km,9.2,,,YES
idn-cipp-2023-cpr-mirror-transmission-10,transmission,priority,10,SUTET 500 kV DC HEPP N. Kalimantan - LP S. Kalimantan,Kalimantan,2030,1800.0,km,975.0,,,NO
idn-cipp-2023-cpr-mirror-transmission-11,transmission,priority,11,SUTET 500 kV DC LP S. Kalimantan - LP E. Java,Kalimantan,2030,920.0,km,7840.7,,,NO
idn-cipp-2023-cpr-mirror-transmission-12,transmission,priority,12,Sulawesi Backbone SUTET 275 kV GITET Wotu - GITET Bungku,Sulawesi,2024,260.0,km,105.3,,,YES
idn-cipp-2023-cpr-mirror-transmission-13,transmission,priority,13,Sulawesi Backbone UTET 275 kV GITET Bungku - GITET Andowia,Sulawesi,2024,260.0,km,105.3,,,NO
idn-cipp-2023-cpr-mirror-transmission-14,transmission,priority,14,Sulawesi Backbone SUTET 275 kV GITET Andowia - GITET Kendari,Sulawesi,2024,135.0,km,54.7,,,YES
idn-cipp-2023-cpr-mirror-transmission-15,transmission,priority,15,Sulawesi Backbone SUTET 275 kV GITET Sidrap - GITET Daya Baru,Sulawesi,2024,350.0,km,141.8,,,NO
idn-cipp-2023-cpr-mirror-transmission-16,transmission,priority,16,Sulawesi Backbone SUTET 275 kV GITET Bakaru 2 - GITET Palopo,Sulawesi,2024,210.0,km,85.1,,,NO
idn-cipp-2023-cpr-mirror-transmission-17,transmission,priority,17,Sulawesi Backbone SUTET 275 kV GITET Daya Baru - GITET Punagaya,Sulawesi,2024,140.0,km,56.7,,,NO
