doi,year,sem_cluster,cit_community
10.1007/s13412-021-00715-z,2021.0,0,7
10.1007/s13412-023-00831-y,2023.0,0,7
10.1007/s13563-011-0012-7,2011.0,5,6
10.1007/s13593-012-0081-1,2012.0,4,6
10.1007/s13595-020-0921-0,2020.0,1,4
10.1007/s13595-021-01115-7,2021.0,5,4
10.1007/s13753-014-0023-4,2014.0,0,24
10.1007/s13753-015-0053-6,2015.0,1,4
10.1007/s13753-015-0054-5,2015.0,1,4
10.1007/s13753-023-00467-0,2023.0,0,4
10.1007/s13753-023-00490-1,2023.0,1,24
10.1007/s13762-020-02931-6,2020.0,5,6
10.1007/s13762-024-05788-1,2024.0,1,4
10.1007/s40009-023-01279-y,2023.0,0,24
10.1007/s40095-015-0164-2,2015.0,1,6
10.1007/s40095-017-0254-4,2017.0,1,6
10.1007/s40152-021-00242-1,2021.0,1,4
10.1007/s40171-020-00241-x,2020.0,5,12
10.1007/s40518-014-0010-9,2014.0,5,6
10.1007/s40518-014-0014-5,2014.0,5,6
10.1007/s40518-018-0119-3,2018.0,1,6
10.1007/s40565-016-0199-2,2016.0,1,7
10.1007/s40565-018-0465-6,2018.0,2,12
10.1007/s40572-018-0187-y,2018.0,0,24
10.1007/s40572-024-00434-x,2024.0,4,24
10.1007/s40641-021-00178-y,2021.0,0,4
10.1007/s40641-024-00195-7,2024.0,0,7
10.1007/s40641-024-00196-6,2024.0,0,7
10.1007/s40641-024-00197-5,2024.0,0,7
10.1007/s40647-018-0241-z,2018.0,5,7
10.1007/s40647-019-00267-1,2019.0,1,1
10.1007/s40710-023-00642-x,2023.0,2,12
10.1007/s40802-024-00259-3,2024.0,5,7
10.1007/s40804-021-00237-9,2022.0,2,0
10.1007/s40804-022-00259-x,2022.0,4,1
10.1007/s40812-023-00282-0,2023.0,4,7
10.1007/s40822-020-00165-y,2021.0,2,0
10.1007/s40822-023-00224-0,2023.0,2,0
10.1007/s40822-023-00252-w,2024.0,2,0
10.1007/s40822-023-00257-5,2024.0,2,0
10.1007/s40844-020-00160-7,2020.0,1,4
10.1007/s40847-023-00235-2,2023.0,0,7
10.1007/s40847-023-00316-2,2023.0,5,12
10.1007/s40974-016-0037-4,2016.0,5,4
10.1007/s40974-020-00166-2,2020.0,1,44
10.1007/s40974-021-00216-3,2021.0,1,6
10.1007/s40974-022-00261-6,2022.0,1,44
10.1007/s41111-019-00141-1,2019.0,5,7
10.1007/s41207-020-00157-z,2020.0,1,6
10.1007/s41660-023-00323-0,2023.0,1,44
10.1007/s41742-020-00282-1,2020.0,5,6
10.1007/s41825-019-00018-6,2019.0,1,4
10.1007/s41885-019-00046-y,2019.0,5,7
10.1007/s41885-020-00069-w,2020.0,4,7
10.1007/s42398-021-00212-7,2021.0,0,4
10.1007/s42398-023-00287-4,2023.0,5,4
10.1007/s42398-024-00304-0,2024.0,0,7
10.1007/s42452-019-0849-x,2019.0,5,7
10.1007/s42452-020-2264-8,2020.0,5,7
10.1007/s42452-020-2627-1,2020.0,5,12
10.1007/s42452-021-04829-5,2021.0,0,7
10.1007/s42452-022-04962-9,2022.0,1,6
10.1007/s42452-024-06148-x,2024.0,1,6
10.1007/s42524-019-0010-y,2019.0,4,6
10.1007/s42533-023-00140-7,2023.0,1,24
10.1007/s42822-022-00109-y,2022.0,0,1
10.1007/s43253-021-00062-3,2022.0,5,0
10.1007/s43253-023-00092-z,2023.0,1,12
10.1007/s43253-023-00097-8,2023.0,1,0
10.1007/s43508-021-00029-4,2021.0,5,6
10.1007/s43508-023-00062-5,2023.0,5,7
10.1007/s43508-023-00063-4,2023.0,5,7
10.1007/s43508-023-00065-2,2023.0,4,1
10.1007/s43546-023-00449-w,2023.0,4,0
10.1007/s43615-022-00222-5,2022.0,2,44
10.1007/s43621-021-00052-9,2021.0,0,7
10.1007/s43621-022-00100-y,2022.0,0,12
10.1007/s43621-022-00105-7,2022.0,0,24
10.1007/s43621-022-00109-3,2023.0,1,4
10.1007/s43621-024-00183-9,2024.0,0,4
10.1007/s43621-024-00337-9,2024.0,4,7
10.1007/s43979-022-00035-3,2022.0,4,12
10.1007/s43979-022-00039-z,2022.0,4,1
10.1007/s43979-023-00063-7,2023.0,4,6
10.1007/s43979-023-00065-5,2023.0,1,44
10.1007/s43979-023-00071-7,2023.0,0,7
10.1007/s44177-022-00032-2,2022.0,1,7
10.1007/s44177-023-00046-4,2023.0,5,4
10.1007/s44218-024-00047-9,2024.0,0,1
10.1007/s44265-023-00020-3,2023.0,2,12
10.1007/s44265-023-00026-x,2024.0,2,12
10.1007/s44274-024-00102-9,2024.0,0,7
10.1016/0304-405x(86)90052-8,2019.0,2,0
10.1016/b978-0-12-375067-9.00127-3,2013.0,3,6
10.1016/b978-0-12-409548-9.11863-9,2019.0,5,6
10.1016/b978-0-12-801771-5.00017-4,2016.0,5,6
10.1016/b978-0-12-803615-0.00001-7,2016.0,5,7
10.1016/b978-0-12-814447-3.00004-5,2018.0,0,12
10.1016/b978-0-12-814447-3.00015-x,2018.0,5,12
10.1016/b978-0-12-814881-5.00007-7,2018.0,1,6
10.1016/b978-0-12-816229-3.00006-5,2019.0,4,4
10.1016/b978-0-12-819658-8.00006-8,2020.0,5,4
10.1016/b978-0-12-822188-4.00004-x,2021.0,0,7
10.1016/b978-0-323-91013-2.00063-0,2024.0,5,4
10.1016/b978-0-44-313776-1.00046-5,2023.0,5,0
10.1016/b978-0-44-313776-1.00131-8,2023.0,2,12
10.1016/b978-0-44-313776-1.00167-7,2023.0,5,1
10.1016/b978-0-443-15936-7.00008-6,2023.0,5,12
10.1016/b978-0-443-15936-7.00010-4,2023.0,5,12
10.1016/b978-0-443-15936-7.00016-5,2019.0,2,12
10.1016/b978-0-443-22372-3.00018-2,2024.0,5,6
10.1016/b978-008044276-1/50195-1,2003.0,5,6
10.1016/b978-008044661-5/50013-1,2005.0,3,6
10.1016/b978-008044695-0/50004-5,2005.0,5,12
10.1016/b978-008044704-9/50096-3,2005.0,5,44
10.1016/b978-008044704-9/50352-9,2005.0,3,6
10.1016/c2017-0-01389-7,2018.0,5,12
10.1016/j.accre.2016.05.002,2016.0,0,7
10.1016/j.accre.2016.11.002,2016.0,0,7
10.1016/j.accre.2019.03.001,2019.0,4,6
10.1016/j.accre.2020.05.001,2020.0,0,12
10.1016/j.accre.2024.02.003,2024.0,0,7
10.1016/j.agee.2008.01.008,2008.0,5,6
10.1016/j.agee.2008.01.016,2008.0,5,4
10.1016/j.agee.2008.09.006,2008.0,5,6
10.1016/j.agee.2011.04.005,2011.0,5,6
10.1016/j.agee.2019.106569,2019.0,1,4
10.1016/j.agsy.2005.09.009,2006.0,5,6
10.1016/j.agsy.2022.103577,2022.0,5,6
10.1016/j.ancene.2023.100381,2023.0,0,24
10.1016/j.annals.2012.02.003,2012.0,1,6
10.1016/j.annals.2019.05.007,2019.0,0,4
10.1016/j.aogh.2015.07.001,2015.0,0,24
10.1016/j.aogh.2015.08.002,2015.0,0,24
10.1016/j.apenergy.2008.03.009,2008.0,3,6
10.1016/j.apenergy.2008.04.019,2008.0,5,6
10.1016/j.apenergy.2011.12.017,2011.0,5,6
10.1016/j.apenergy.2012.09.034,2012.0,5,6
10.1016/j.apenergy.2014.11.057,2014.0,5,6
10.1016/j.apenergy.2015.06.072,2015.0,3,6
10.1016/j.apenergy.2016.06.044,2016.0,4,44
10.1016/j.apenergy.2016.07.112,2016.0,4,44
10.1016/j.apenergy.2016.08.053,2016.0,4,24
10.1016/j.apenergy.2016.12.162,2017.0,1,44
10.1016/j.apenergy.2017.09.048,2017.0,4,44
10.1016/j.apenergy.2018.03.025,2018.0,4,6
10.1016/j.apenergy.2018.03.064,2018.0,4,44
10.1016/j.apenergy.2018.04.007,2018.0,2,44
10.1016/j.apenergy.2018.04.081,2018.0,1,1
10.1016/j.apenergy.2018.06.057,2018.0,1,1
10.1016/j.apenergy.2018.10.137,2018.0,4,24
10.1016/j.apenergy.2019.02.053,2019.0,1,44
10.1016/j.apenergy.2023.122191,2023.0,5,12
10.1016/j.apenergy.2023.122372,2023.0,1,6
10.1016/j.apenergy.2024.122885,2024.0,5,0
10.1016/j.apenergy.2024.123115,2024.0,1,44
10.1016/j.apgeog.2008.05.002,2008.0,5,6
10.1016/j.apgeog.2014.04.009,2014.0,1,4
10.1016/j.apmrv.2024.10.001,2024.0,2,12
10.1016/j.apr.2019.03.006,2019.0,4,12
10.1016/j.asieco.2022.101464,2022.0,5,6
10.1016/j.bar.2021.101071,2021.0,2,0
10.1016/j.bar.2023.101260,2023.0,0,0
10.1016/j.bar.2024.101353,2024.0,4,44
10.1016/j.biocon.2011.10.038,2012.0,1,4
10.1016/j.biocon.2011.12.031,2012.0,1,4
10.1016/j.biocon.2024.110605,2024.0,1,4
10.1016/j.biombioe.2004.08.003,2004.0,5,6
10.1016/j.biombioe.2006.02.003,2006.0,5,6
10.1016/j.biombioe.2009.02.005,2009.0,5,6
10.1016/j.biombioe.2011.04.013,2011.0,5,6
10.1016/j.biombioe.2014.12.014,2015.0,5,6
10.1016/j.bir.2021.07.006,2021.0,2,12
10.1016/j.bir.2023.11.003,2023.0,2,0
10.1016/j.buildenv.2009.09.004,2009.0,5,6
10.1016/j.buildenv.2021.108199,2021.0,5,4
10.1016/j.buildenv.2021.108443,2021.0,2,12
10.1016/j.ccst.2022.100072,2022.0,4,4
10.1016/j.cesys.2022.100093,2022.0,2,4
10.1016/j.chieco.2024.102182,2024.0,5,6
10.1016/j.cities.2015.10.010,2016.0,0,44
10.1016/j.cities.2024.104883,2024.0,0,1
10.1016/j.clbc.2024.11.010,2024.0,0,24
10.1016/j.clipol.2003.09.004,2003.0,0,1
10.1016/j.cliser.2016.11.001,2016.0,0,7
10.1016/j.compchemeng.2024.108721,2024.0,4,0
10.1016/j.cosust.2012.10.001,2012.0,1,4
10.1016/j.cosust.2012.12.004,2013.0,1,4
10.1016/j.cosust.2013.05.003,2013.0,2,1
10.1016/j.cosust.2013.12.002,2014.0,4,6
10.1016/j.cosust.2014.12.004,2015.0,5,6
10.1016/j.cosust.2015.01.002,2015.0,0,7
10.1016/j.cosust.2015.03.006,2015.0,0,1
10.1016/j.cosust.2015.06.009,2015.0,0,7
10.1016/j.cosust.2015.11.004,2015.0,0,7
10.1016/j.cosust.2017.11.003,2017.0,5,4
10.1016/j.cosust.2018.02.010,2018.0,4,44
10.1016/j.cosust.2018.02.011,2018.0,0,1
10.1016/j.cosust.2018.03.003,2018.0,0,7
10.1016/j.cosust.2018.03.004,2018.0,2,12
10.1016/j.cosust.2018.06.005,2018.0,0,7
10.1016/j.cosust.2019.04.003,2019.0,1,6
10.1016/j.cosust.2019.09.014,2019.0,2,12
10.1016/j.cosust.2019.11.001,2019.0,2,1
10.1016/j.cosust.2020.09.006,2020.0,1,44
10.1016/j.cosust.2021.01.007,2021.0,2,4
10.1016/j.cosust.2021.03.010,2021.0,0,7
10.1016/j.cosust.2021.03.012,2021.0,0,7
10.1016/j.cosust.2021.06.004,2021.0,5,1
10.1016/j.cosust.2023.101297,2023.0,1,4
10.1016/j.cosust.2023.101299,2023.0,5,4
10.1016/j.cosust.2023.101327,2023.0,0,7
10.1016/j.cosust.2023.101330,2023.0,1,4
10.1016/j.cosust.2023.101390,2023.0,4,0
10.1016/j.cosust.2023.101394,2023.0,2,0
10.1016/j.cosust.2023.101400,2024.0,0,7
10.1016/j.cosust.2024.101414,2024.0,0,0
10.1016/j.cosust.2024.101435,2024.0,1,0
10.1016/j.cosust.2024.101449,2024.0,0,0
10.1016/j.cosust.2024.101473,2024.0,5,0
10.1016/j.cpa.2010.06.011,2010.0,5,1
10.1016/j.crm.2016.11.001,2016.0,0,7
10.1016/j.crm.2020.100269,2021.0,0,4
10.1016/j.crm.2021.100290,2021.0,0,7
10.1016/j.crm.2021.100292,2021.0,0,7
10.1016/j.crm.2021.100311,2021.0,0,7
10.1016/j.crm.2021.100391,2021.0,5,7
10.1016/j.crm.2022.100398,2022.0,0,7
10.1016/j.crm.2022.100426,2022.0,1,1
10.1016/j.crm.2022.100432,2022.0,5,7
10.1016/j.crm.2023.100483,2023.0,0,7
10.1016/j.crm.2023.100566,2023.0,0,1
10.1016/j.crm.2024.100637,2024.0,0,7
10.1016/j.crm.2024.100650,2024.0,0,7
10.1016/j.crsust.2021.100048,2021.0,1,1
10.1016/j.crsust.2021.100091,2021.0,0,7
10.1016/j.crsust.2023.100240,2023.0,2,0
10.1016/j.crsust.2024.100268,2024.0,1,4
10.1016/j.cub.2021.01.070,2021.0,4,4
10.1016/j.cub.2023.04.019,2023.0,5,4
10.1016/j.dialog.2023.100141,2023.0,0,24
10.1016/j.dib.2017.10.014,2017.0,3,6
10.1016/j.dib.2023.109044,2023.0,2,44
10.1016/j.dibe.2023.100161,2023.0,4,24
10.1016/j.eap.2020.01.004,2020.0,4,6
10.1016/j.ecolecon.2004.09.021,2005.0,5,6
10.1016/j.ecolecon.2004.12.027,2005.0,1,44
10.1016/j.ecolecon.2005.08.017,2005.0,5,6
10.1016/j.ecolecon.2007.09.003,2007.0,5,6
10.1016/j.ecolecon.2007.09.016,2007.0,5,6
10.1016/j.ecolecon.2007.12.028,2008.0,5,6
10.1016/j.ecolecon.2008.12.007,2008.0,1,4
10.1016/j.ecolecon.2009.09.007,2009.0,5,6
10.1016/j.ecolecon.2009.10.005,2009.0,5,6
10.1016/j.ecolecon.2009.11.017,2010.0,5,6
10.1016/j.ecolecon.2010.03.022,2010.0,3,6
10.1016/j.ecolecon.2010.04.020,2008.0,4,6
10.1016/j.ecolecon.2010.09.004,2009.0,0,7
10.1016/j.ecolecon.2010.09.034,2011.0,3,6
10.1016/j.ecolecon.2011.01.024,2011.0,1,1
10.1016/j.ecolecon.2011.02.003,2011.0,5,6
10.1016/j.ecolecon.2011.03.007,2011.0,0,7
10.1016/j.ecolecon.2012.07.009,2012.0,5,6
10.1016/j.ecolecon.2012.11.022,2013.0,1,4
10.1016/j.ecolecon.2013.09.008,2013.0,3,6
10.1016/j.ecolecon.2014.07.006,2014.0,0,7
10.1016/j.ecolecon.2014.07.028,2014.0,4,4
10.1016/j.ecolecon.2015.03.020,2016.0,4,0
10.1016/j.ecolecon.2015.08.016,2015.0,5,6
10.1016/j.ecolecon.2016.09.011,2017.0,1,7
10.1016/j.ecolecon.2016.11.011,2016.0,5,6
10.1016/j.ecolecon.2016.12.008,2016.0,4,24
10.1016/j.ecolecon.2017.06.004,2017.0,0,7
10.1016/j.ecolecon.2017.07.033,2017.0,0,7
10.1016/j.ecolecon.2017.10.007,2018.0,0,4
10.1016/j.ecolecon.2018.03.013,2018.0,2,0
10.1016/j.ecolecon.2018.07.009,2018.0,0,12
10.1016/j.ecolecon.2018.10.011,2018.0,3,6
10.1016/j.ecolecon.2019.01.029,2019.0,2,0
10.1016/j.ecolecon.2019.02.014,2019.0,0,7
10.1016/j.ecolecon.2019.03.011,2019.0,1,4
10.1016/j.ecolecon.2019.04.018,2019.0,2,0
10.1016/j.ecolecon.2019.05.012,2019.0,0,0
10.1016/j.ecolecon.2019.106355,2019.0,4,1
10.1016/j.ecolecon.2020.106831,2018.0,1,7
10.1016/j.ecolecon.2021.107022,2021.0,2,0
10.1016/j.ecolecon.2021.107321,2022.0,5,7
10.1016/j.ecolecon.2023.107792,2023.0,4,0
10.1016/j.ecolecon.2023.107849,2023.0,2,24
10.1016/j.ecolecon.2023.107945,2023.0,5,0
10.1016/j.ecolecon.2023.107968,2023.0,5,0
10.1016/j.ecolecon.2024.108130,2024.0,4,24
10.1016/j.ecolecon.2024.108302,2024.0,2,7
10.1016/j.ecolecon.2026.108995,2024.0,0,1
10.1016/j.ecolind.2017.09.016,2018.0,0,7
10.1016/j.econlet.2020.109070,2020.0,0,7
10.1016/j.econlet.2022.110374,2022.0,0,0
10.1016/j.econlet.2023.111026,2023.0,2,0
10.1016/j.econlet.2023.111322,2023.0,5,0
10.1016/j.econmod.2005.06.001,2005.0,5,6
10.1016/j.econmod.2015.10.008,2016.0,0,0
10.1016/j.econmod.2016.07.010,2016.0,2,0
10.1016/j.econmod.2022.105765,2022.0,5,0
10.1016/j.ecoser.2014.03.004,2014.0,5,4
10.1016/j.ecoser.2015.12.003,2016.0,1,6
10.1016/j.ecoser.2016.09.004,2016.0,1,6
10.1016/j.ecoser.2018.03.018,2018.0,1,4
10.1016/j.ecoser.2018.04.003,2018.0,1,7
10.1016/j.ecoser.2019.100933,2019.0,1,4
10.1016/j.ecoser.2019.101037,2019.0,1,4
10.1016/j.ecoser.2022.101440,2022.0,1,4
10.1016/j.ecosys.2024.101251,2024.0,2,0
10.1016/j.egycc.2022.100074,2022.0,4,4
10.1016/j.egycc.2023.100103,2023.0,0,4
10.1016/j.egypro.2009.02.263,2009.0,3,1
10.1016/j.egypro.2011.03.038,2011.0,2,0
10.1016/j.egypro.2011.03.188,2011.0,2,12
10.1016/j.egypro.2011.03.322,2011.0,4,6
10.1016/j.egypro.2011.03.393,2011.0,3,6
10.1016/j.egypro.2013.06.579,2013.0,4,4
10.1016/j.egypro.2013.06.698,2013.0,3,6
10.1016/j.egypro.2013.06.703,2013.0,3,1
10.1016/j.egypro.2013.06.704,2013.0,3,1
10.1016/j.egypro.2014.07.097,2014.0,3,6
10.1016/j.egypro.2014.12.234,2014.0,4,6
10.1016/j.egypro.2017.10.185,2017.0,1,6
10.1016/j.egypro.2018.07.114,2018.0,4,6
10.1016/j.egyr.2020.03.001,2020.0,4,12
10.1016/j.egyr.2021.07.026,2021.0,1,6
10.1016/j.egyr.2023.02.054,2023.0,1,6
10.1016/j.egyr.2023.10.021,2023.0,4,12
10.1016/j.egyr.2024.08.066,2024.0,2,7
10.1016/j.eiar.2021.106566,2021.0,3,6
10.1016/j.eist.2014.07.005,2014.0,1,44
10.1016/j.eist.2024.100904,2024.0,1,44
10.1016/j.eist.2024.100928,2024.0,1,1
10.1016/j.ejor.2019.01.017,2019.0,0,6
10.1016/j.ejor.2019.03.028,2019.0,0,4
10.1016/j.ejpoleco.2018.08.001,2017.0,0,24
10.1016/j.ejpoleco.2024.102602,2024.0,5,0
10.1016/j.ememar.2024.101109,2024.0,2,7
10.1016/j.enbuild.2008.08.001,2008.0,5,6
10.1016/j.eneco.2007.08.002,2007.0,5,6
10.1016/j.eneco.2007.10.008,2009.0,1,44
10.1016/j.eneco.2008.03.010,2009.0,0,44
10.1016/j.eneco.2009.03.012,2009.0,5,6
10.1016/j.eneco.2009.05.006,2009.0,1,44
10.1016/j.eneco.2009.07.004,2009.0,4,6
10.1016/j.eneco.2009.10.010,2009.0,4,6
10.1016/j.eneco.2010.12.014,2011.0,5,6
10.1016/j.eneco.2011.08.010,2011.0,3,6
10.1016/j.eneco.2011.10.011,2011.0,5,6
10.1016/j.eneco.2012.02.005,2012.0,5,6
10.1016/j.eneco.2012.08.036,2012.0,4,44
10.1016/j.eneco.2012.08.039,2012.0,4,1
10.1016/j.eneco.2012.08.040,2012.0,0,7
10.1016/j.eneco.2013.07.005,2013.0,1,6
10.1016/j.eneco.2013.07.006,2013.0,1,44
10.1016/j.eneco.2014.01.007,2014.0,5,6
10.1016/j.eneco.2014.10.008,2014.0,5,6
10.1016/j.eneco.2014.10.020,2014.0,3,6
10.1016/j.eneco.2016.05.003,2016.0,0,6
10.1016/j.eneco.2016.06.012,2016.0,4,1
10.1016/j.eneco.2016.08.012,2016.0,2,44
10.1016/j.eneco.2017.12.015,2017.0,4,1
10.1016/j.eneco.2017.12.031,2018.0,1,44
10.1016/j.eneco.2018.07.034,2018.0,3,6
10.1016/j.eneco.2018.10.018,2018.0,5,6
10.1016/j.eneco.2018.10.036,2018.0,4,0
10.1016/j.eneco.2019.05.010,2019.0,4,12
10.1016/j.eneco.2019.07.003,2019.0,5,12
10.1016/j.eneco.2020.105091,2021.0,4,6
10.1016/j.eneco.2021.105129,2021.0,5,0
10.1016/j.eneco.2021.105651,2021.0,5,0
10.1016/j.eneco.2022.106072,2022.0,5,7
10.1016/j.eneco.2022.106448,2022.0,5,12
10.1016/j.eneco.2022.106499,2023.0,5,12
10.1016/j.eneco.2023.106587,2023.0,5,0
10.1016/j.eneco.2023.106642,2023.0,1,12
10.1016/j.eneco.2023.106753,2023.0,2,0
10.1016/j.eneco.2023.106812,2023.0,2,0
10.1016/j.eneco.2023.106911,2023.0,5,0
10.1016/j.eneco.2023.107021,2023.0,5,12
10.1016/j.eneco.2023.107198,2023.0,5,12
10.1016/j.eneco.2024.107381,2024.0,2,12
10.1016/j.eneco.2024.107493,2024.0,0,7
10.1016/j.eneco.2024.107497,2024.0,0,6
10.1016/j.eneco.2024.107595,2024.0,5,7
10.1016/j.eneco.2024.107628,2024.0,5,0
10.1016/j.eneco.2024.107709,2024.0,2,0
10.1016/j.eneco.2024.107779,2024.0,4,0
10.1016/j.eneco.2024.107782,2024.0,4,0
10.1016/j.eneco.2024.108002,2024.0,5,7
10.1016/j.eneco.2024.108018,2024.0,0,7
10.1016/j.eneco.2024.108031,2024.0,2,0
10.1016/j.energy.2004.03.060,2004.0,5,6
10.1016/j.energy.2007.03.003,2007.0,5,6
10.1016/j.energy.2008.11.009,2009.0,5,6
10.1016/j.energy.2009.02.006,2009.0,5,1
10.1016/j.energy.2009.04.033,2009.0,3,6
10.1016/j.energy.2013.10.050,2014.0,3,6
10.1016/j.energy.2014.06.068,2014.0,4,44
10.1016/j.energy.2017.01.137,2017.0,1,6
10.1016/j.energy.2017.05.046,2017.0,1,6
10.1016/j.energy.2017.05.190,2017.0,5,44
10.1016/j.energy.2018.01.140,2018.0,1,6
10.1016/j.energy.2018.01.144,2018.0,5,6
10.1016/j.energy.2018.10.106,2019.0,1,44
10.1016/j.energy.2019.05.168,2019.0,4,12
10.1016/j.energy.2019.115996,2019.0,1,7
10.1016/j.energy.2021.120121,2021.0,1,44
10.1016/j.energy.2022.126376,2022.0,2,0
10.1016/j.energy.2024.130836,2024.0,5,12
10.1016/j.enpol.2003.08.010,2003.0,5,6
10.1016/j.enpol.2003.08.016,2003.0,5,6
10.1016/j.enpol.2004.01.012,2005.0,0,44
10.1016/j.enpol.2004.02.016,2004.0,5,6
10.1016/j.enpol.2004.04.008,2003.0,4,1
10.1016/j.enpol.2004.04.025,2004.0,5,6
10.1016/j.enpol.2004.05.008,2004.0,5,6
10.1016/j.enpol.2004.05.012,2004.0,5,6
10.1016/j.enpol.2004.06.014,2006.0,1,44
10.1016/j.enpol.2004.08.019,2004.0,5,6
10.1016/j.enpol.2004.10.006,2004.0,5,6
10.1016/j.enpol.2005.01.004,2005.0,3,6
10.1016/j.enpol.2005.03.002,2005.0,3,6
10.1016/j.enpol.2005.08.006,2005.0,4,6
10.1016/j.enpol.2005.08.014,2005.0,3,6
10.1016/j.enpol.2005.09.018,2005.0,5,6
10.1016/j.enpol.2005.09.023,2005.0,5,6
10.1016/j.enpol.2006.01.009,2007.0,5,6
10.1016/j.enpol.2006.01.016,2006.0,5,6
10.1016/j.enpol.2006.02.009,2006.0,5,6
10.1016/j.enpol.2006.09.015,2006.0,5,6
10.1016/j.enpol.2006.11.016,2007.0,5,6
10.1016/j.enpol.2006.12.021,2007.0,5,6
10.1016/j.enpol.2007.01.002,2007.0,5,6
10.1016/j.enpol.2007.01.014,2007.0,5,6
10.1016/j.enpol.2007.02.013,2007.0,5,6
10.1016/j.enpol.2007.03.016,2007.0,5,6
10.1016/j.enpol.2007.03.029,2007.0,5,6
10.1016/j.enpol.2007.04.032,2007.0,5,6
10.1016/j.enpol.2007.05.031,2007.0,5,6
10.1016/j.enpol.2007.08.035,2007.0,5,24
10.1016/j.enpol.2007.11.013,2007.0,3,6
10.1016/j.enpol.2007.12.009,2008.0,5,6
10.1016/j.enpol.2008.02.008,2008.0,3,6
10.1016/j.enpol.2008.02.031,2008.0,5,6
10.1016/j.enpol.2008.02.039,2008.0,5,6
10.1016/j.enpol.2008.04.009,2008.0,3,6
10.1016/j.enpol.2008.07.033,2008.0,3,6
10.1016/j.enpol.2008.07.038,2008.0,5,6
10.1016/j.enpol.2008.08.019,2008.0,3,6
10.1016/j.enpol.2008.08.026,2008.0,3,6
10.1016/j.enpol.2008.10.007,2009.0,5,6
10.1016/j.enpol.2009.05.048,2009.0,3,6
10.1016/j.enpol.2009.05.072,2009.0,5,6
10.1016/j.enpol.2009.06.052,2009.0,5,6
10.1016/j.enpol.2009.06.071,2009.0,5,44
10.1016/j.enpol.2009.08.005,2009.0,5,6
10.1016/j.enpol.2009.09.017,2009.0,5,6
10.1016/j.enpol.2009.09.026,2009.0,5,7
10.1016/j.enpol.2009.10.005,2009.0,5,6
10.1016/j.enpol.2009.10.065,2009.0,4,6
10.1016/j.enpol.2009.11.024,2009.0,3,6
10.1016/j.enpol.2009.12.052,2010.0,3,6
10.1016/j.enpol.2010.01.020,2010.0,5,6
10.1016/j.enpol.2010.01.041,2010.0,5,6
10.1016/j.enpol.2010.02.030,2010.0,2,44
10.1016/j.enpol.2010.02.057,2010.0,5,6
10.1016/j.enpol.2010.03.064,2010.0,5,1
10.1016/j.enpol.2010.03.066,2010.0,5,1
10.1016/j.enpol.2010.03.078,2010.0,5,6
10.1016/j.enpol.2010.04.022,2010.0,5,6
10.1016/j.enpol.2010.04.055,2010.0,3,6
10.1016/j.enpol.2010.05.049,2010.0,0,24
10.1016/j.enpol.2010.06.034,2010.0,5,6
10.1016/j.enpol.2010.06.062,2012.0,1,44
10.1016/j.enpol.2010.06.063,2010.0,5,6
10.1016/j.enpol.2010.06.065,2010.0,5,6
10.1016/j.enpol.2010.08.033,2010.0,3,6
10.1016/j.enpol.2010.09.034,2010.0,5,44
10.1016/j.enpol.2010.10.029,2010.0,5,6
10.1016/j.enpol.2010.10.047,2010.0,4,6
10.1016/j.enpol.2010.11.036,2010.0,3,6
10.1016/j.enpol.2010.11.049,2011.0,5,6
10.1016/j.enpol.2010.12.020,2011.0,5,6
10.1016/j.enpol.2010.12.036,2011.0,3,6
10.1016/j.enpol.2011.02.003,2011.0,5,44
10.1016/j.enpol.2011.03.060,2011.0,5,6
10.1016/j.enpol.2011.06.050,2012.0,1,44
10.1016/j.enpol.2011.07.035,2016.0,4,6
10.1016/j.enpol.2011.07.045,2011.0,1,44
10.1016/j.enpol.2011.10.007,2011.0,5,6
10.1016/j.enpol.2011.11.082,2012.0,4,12
10.1016/j.enpol.2012.02.039,2012.0,5,44
10.1016/j.enpol.2012.03.032,2012.0,1,44
10.1016/j.enpol.2012.03.038,2012.0,2,7
10.1016/j.enpol.2012.03.040,2012.0,1,7
10.1016/j.enpol.2012.03.071,2012.0,1,6
10.1016/j.enpol.2012.03.083,2012.0,4,6
10.1016/j.enpol.2012.05.012,2012.0,1,1
10.1016/j.enpol.2012.05.059,2012.0,0,1
10.1016/j.enpol.2012.09.058,2012.0,5,6
10.1016/j.enpol.2012.10.005,2012.0,5,6
10.1016/j.enpol.2012.10.013,2015.0,4,6
10.1016/j.enpol.2012.11.016,2012.0,3,6
10.1016/j.enpol.2012.11.018,2013.0,1,44
10.1016/j.enpol.2012.11.019,2012.0,3,6
10.1016/j.enpol.2012.11.049,2013.0,5,6
10.1016/j.enpol.2012.11.050,2012.0,5,6
10.1016/j.enpol.2012.11.054,2013.0,5,1
10.1016/j.enpol.2012.12.072,2013.0,5,44
10.1016/j.enpol.2013.02.001,2013.0,5,6
10.1016/j.enpol.2013.02.012,2013.0,4,12
10.1016/j.enpol.2013.02.019,2013.0,5,6
10.1016/j.enpol.2013.03.001,2013.0,5,6
10.1016/j.enpol.2013.04.019,2013.0,3,6
10.1016/j.enpol.2013.05.071,2013.0,5,6
10.1016/j.enpol.2013.05.078,2013.0,5,6
10.1016/j.enpol.2013.06.062,2013.0,5,6
10.1016/j.enpol.2013.07.039,2013.0,3,6
